actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
27,PT10M00.00S,2026-02-07T01:13:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,11.432325886990801,47.44944852941176,1610612750,4,4,2026-02-07T01:28:29Z,270000,False,13.0,55.0,1,left,MISS J. Randle floating Shot,[203944],1610612750.0,MIN,floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,5.65,Missed,,,,,,,,,,,,,,,
28,PT09M58.00S,2026-02-07T01:13:37.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,4,4,2026-02-07T01:15:26Z,280000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,
29,PT09M54.00S,2026-02-07T01:13:40.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629627,93.64323258869908,51.470588235294116,1610612740,4,6,2026-02-07T01:14:22Z,290000,False,7.0,7.0,1,right,Z. Williamson running alley-oop DUNK (2 PTS) (S. Bey 1 AST),"[1629627, 1630180]",1610612740.0,NOP,running alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.04,Made,2.0,S. Bey,1630180.0,1.0,,,,,,,,,,,
31,PT09M37.00S,2026-02-07T01:13:58.6Z,1,REGULAR,foul,personal,[],1630529,,,1610612750,4,6,2026-02-07T01:14:01Z,310000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1630183]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1162.0,1.0,0.0,McDaniels,1630183.0,,,,,,
33,PT09M35.00S,2026-02-07T01:14:23.0Z,1,REGULAR,foul,personal,[],1630530,,,1610612750,4,6,2026-02-07T01:14:32Z,330000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1630162]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,,,,,1630886.0,1.0,0.0,Edwards,1630162.0,,,,,,
35,PT09M31.00S,2026-02-07T01:14:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.178055190538765,52.450980392156865,1610612750,4,6,2026-02-07T01:14:41Z,350000,False,-12.0,15.0,1,left,MISS R. Gobert driving Layup,[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,1.94,Missed,,,,,,,,,,,,,,,
36,PT09M30.00S,2026-02-07T01:14:38.5Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,4,6,2026-02-07T01:14:41Z,360000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,
37,PT09M21.00S,2026-02-07T01:14:47.7Z,1,REGULAR,3pt,Jump Shot,[],1630180,91.80354796320631,4.166666666666666,1610612740,4,9,2026-02-07T01:16:50Z,370000,False,-229.0,25.0,1,right,S. Bey 3PT pullup (3 PTS) (H. Jones 1 AST),"[1630180, 1630529]",1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,23.05,Made,3.0,H. Jones,1630529.0,1.0,,,,,,,,,,,
39,PT09M05.00S,2026-02-07T01:15:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,5.995400788436268,50.49019607843137,1610612750,6,9,2026-02-07T01:15:10Z,390000,False,-2.0,4.0,1,left,R. Gobert cutting Layup (2 PTS) (J. Randle 1 AST),"[203497, 203944]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,0.46,Made,2.0,J. Randle,203944.0,1.0,,,,,,,,,,,
41,PT08M51.00S,2026-02-07T01:15:17.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,67.7562417871222,36.029411764705884,1610612740,6,9,2026-02-07T01:15:21Z,410000,False,-70.0,251.0,1,right,MISS S. Bey 26' step back 3PT,[1630180],1610612740.0,NOP,step back,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,26.02,Missed,,,,,,,,,,,,,,,
42,PT08M49.00S,2026-02-07T01:15:19.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,6,9,2026-02-07T01:15:21Z,420000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,41.0,2.0,2.0,0.0,,
43,PT08M44.00S,2026-02-07T01:15:28.6Z,1,REGULAR,foul,personal,[],1630180,,,1610612750,6,9,2026-02-07T01:15:36Z,430000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 203497]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,1162.0,1.0,0.0,Gobert,203497.0,,,,,,
45,PT08M39.00S,2026-02-07T01:15:53.2Z,1,REGULAR,3pt,Jump Shot,[],203944,29.122864651773984,26.96078431372549,1610612750,6,9,2026-02-07T01:15:57Z,450000,False,115.0,221.0,1,left,MISS J. Randle 24' step back 3PT,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,24.95,Missed,,,,,,,,,,,,,,,
46,PT08M37.00S,2026-02-07T01:15:55.2Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,6,9,2026-02-07T01:15:57Z,460000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,
47,PT08M34.00S,2026-02-07T01:15:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,93.38042049934296,47.30392156862745,1610612740,6,11,2026-02-07T01:16:06Z,470000,False,-13.0,10.0,1,right,H. Jones running Layup (2 PTS) (D. Queen 1 AST),"[1630529, 1642852]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,1.66,Made,2.0,D. Queen,1642852.0,1.0,,,,,,,,,,,
49,PT08M14.00S,2026-02-07T01:16:18.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,3.892904073587385,94.36274509803921,1610612750,9,11,2026-02-07T01:16:23Z,490000,False,-222.0,-16.0,1,left,D. DiVincenzo 3PT  (3 PTS) (A. Edwards 1 AST),"[1628978, 1630162]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,22.24,Made,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,
51,PT08M00.00S,2026-02-07T01:16:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.3580814717477,46.32352941176471,1610612740,9,11,2026-02-07T01:16:36Z,510000,False,-18.0,38.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,4.23,Missed,,,,,,,,,,,,,,,
52,PT07M58.00S,2026-02-07T01:16:34.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,11,2026-02-07T01:16:36Z,520000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,
53,PT07M45.00S,2026-02-07T01:16:47.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.995400788436268,48.77450980392157,1610612750,11,11,2026-02-07T01:16:51Z,530000,False,6.0,4.0,1,left,R. Gobert alley-oop DUNK (4 PTS) (A. Edwards 2 AST),"[203497, 1630162]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,0.72,Made,4.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,
55,PT07M28.00S,2026-02-07T01:17:05.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630180,93.11760840998686,49.50980392156863,1610612740,11,13,2026-02-07T01:17:09Z,550000,False,-2.0,12.0,1,right,S. Bey driving DUNK (5 PTS),[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,1.25,Made,5.0,,,,,,,,,,,,,,
56,PT07M13.00S,2026-02-07T01:17:19.0Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,11,13,2026-02-07T01:17:21Z,560000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1630529]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right,1.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2026-02-07T01:17:19.0Z,1,REGULAR,steal,,[],1630529,,,1610612740,11,13,2026-02-07T01:17:20Z,570000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
58,PT06M59.00S,2026-02-07T01:17:33.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,76.03482260183968,85.7843137254902,1610612740,11,13,2026-02-07T01:17:38Z,580000,False,179.0,173.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,24.87,Missed,,,,,,,,,,,,,,,
59,PT06M56.00S,2026-02-07T01:17:36.3Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,11,13,2026-02-07T01:17:38Z,590000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,
60,PT06M53.00S,2026-02-07T01:17:42.1Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612750,11,13,2026-02-07T01:17:52Z,600000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (McDaniels 2 FT),"[1630529, 1630183]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,1630886.0,2.0,0.0,McDaniels,1630183.0,,,,,,
62,PT06M53.00S,2026-02-07T01:17:54.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,11,13,2026-02-07T01:17:54Z,620000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M53.00S,2026-02-07T01:20:15.4Z,1,REGULAR,substitution,out,[],1630529,,,1610612750,11,13,2026-02-07T01:20:36Z,630000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2026-02-07T01:20:15.4Z,1,REGULAR,substitution,out,[],1629627,,,1610612750,11,13,2026-02-07T01:20:36Z,640000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2026-02-07T01:20:15.4Z,1,REGULAR,substitution,in,[],1642847,,,1610612750,11,13,2026-02-07T01:20:36Z,650000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M53.00S,2026-02-07T01:20:15.4Z,1,REGULAR,substitution,in,[],1631255,,,1610612750,11,13,2026-02-07T01:20:36Z,660000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2026-02-07T01:20:58.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630183,,,1610612750,12,13,2026-02-07T01:20:58Z,670000,False,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
68,PT06M53.00S,2026-02-07T01:21:11.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630183,,,1610612750,13,13,2026-02-07T01:21:11Z,680000,False,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
69,PT06M41.00S,2026-02-07T01:21:23.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630180,92.72339027595268,51.225490196078425,1610612740,13,15,2026-02-07T01:21:28Z,690000,False,6.0,16.0,1,right,S. Bey cutting DUNK (7 PTS) (D. Queen 2 AST),"[1630180, 1642852]",1610612740.0,NOP,cutting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,1.7,Made,7.0,D. Queen,1642852.0,2.0,,,,,,,,,,,
71,PT06M20.00S,2026-02-07T01:21:45.1Z,1,REGULAR,2pt,Jump Shot,[],1630183,11.038107752956636,66.93474264705883,1610612750,13,15,2026-02-07T01:22:02Z,710000,False,-85.0,51.0,1,left,MISS J. McDaniels 9' driving floating bank Shot,[1630183],1610612750.0,MIN,driving floating bank,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,9.9,Missed,,,,,,,,,,,,,,,
72,PT06M14.00S,2026-02-07T01:21:51.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,13,15,2026-02-07T01:22:02Z,720000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,71.0,,,,,
74,PT06M14.00S,2026-02-07T01:21:55.9Z,1,REGULAR,substitution,out,[],1628978,,,1610612740,13,15,2026-02-07T01:22:04Z,740000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M14.00S,2026-02-07T01:21:55.9Z,1,REGULAR,substitution,out,[],203944,,,1610612740,13,15,2026-02-07T01:22:04Z,750000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M14.00S,2026-02-07T01:21:55.9Z,1,REGULAR,substitution,in,[],1629675,,,1610612740,13,15,2026-02-07T01:22:04Z,760000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M14.00S,2026-02-07T01:21:55.9Z,1,REGULAR,substitution,in,[],1630538,,,1610612740,13,15,2026-02-07T01:22:04Z,770000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M04.00S,2026-02-07T01:22:17.4Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,13,15,2026-02-07T01:22:24Z,780000,False,,,0,,T. Murphy III bad pass TURNOVER (2 TO),"[1630530, 203497]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,2.0,Gobert,203497.0,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2026-02-07T01:22:17.4Z,1,REGULAR,steal,,[],203497,,,1610612750,13,15,2026-02-07T01:22:19Z,790000,False,,,0,,R. Gobert STEAL (2 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
81,PT06M00.00S,2026-02-07T01:22:41.3Z,1,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,13,15,2026-02-07T01:22:45Z,810000,False,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (2 TO),[1630183],1610612750.0,MIN,bad pass,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,1627534.0,,,,,,,,,,
82,PT05M41.00S,2026-02-07T01:23:09.3Z,1,REGULAR,turnover,out-of-bounds,[],1642847,,,1610612740,13,15,2026-02-07T01:23:13Z,820000,False,,,0,,J. Fears bad pass out-of-bounds TURNOVER (1 TO),[1642847],1610612740.0,NOP,bad pass,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,1627534.0,,,,,,,,,,
83,PT05M26.00S,2026-02-07T01:23:27.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,29.6484888304862,23.03921568627451,1610612750,16,15,2026-02-07T01:23:32Z,830000,False,135.0,226.0,1,left,B. Hyland 26' 3PT  (3 PTS) (A. Edwards 3 AST),"[1630538, 1630162]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,26.33,Made,3.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,
85,PT05M16.00S,2026-02-07T01:23:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630180,79.05716162943496,90.19607843137256,1610612740,16,15,2026-02-07T01:23:41Z,850000,False,201.0,144.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,24.75,Missed,,,,,,,,,,,,,,,
86,PT05M14.00S,2026-02-07T01:23:39.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,16,15,2026-02-07T01:23:41Z,860000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,85.0,3.0,3.0,0.0,,
87,PT05M12.00S,2026-02-07T01:23:44.5Z,1,REGULAR,turnover,out-of-bounds,[],1630538,,,1610612750,16,15,2026-02-07T01:23:47Z,870000,False,,,0,,B. Hyland bad pass out-of-bounds TURNOVER (1 TO),[1630538],1610612750.0,MIN,bad pass,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,1627534.0,,,,,,,,,,
88,PT05M12.00S,2026-02-07T01:23:46.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612740,16,15,2026-02-07T01:23:53Z,880000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M12.00S,2026-02-07T01:23:46.6Z,1,REGULAR,substitution,in,[],1631121,,,1610612740,16,15,2026-02-07T01:23:53Z,890000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M58.00S,2026-02-07T01:24:08.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642847,91.01511169513797,58.08823529411765,1610612740,16,15,2026-02-07T01:24:56Z,900000,False,40.0,32.0,1,right,MISS J. Fears driving floating bank Shot,[1642847],1610612740.0,NOP,driving floating bank,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,5.15,Missed,,,,,,,,,,,,,,,
91,PT04M56.00S,2026-02-07T01:24:10.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,16,15,2026-02-07T01:24:13Z,910000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,
92,PT04M46.00S,2026-02-07T01:24:21.0Z,1,REGULAR,2pt,Jump Shot,[],1630162,19.793035479632064,20.098039215686274,1610612750,16,15,2026-02-07T01:24:25Z,920000,False,150.0,134.0,1,left,MISS A. Edwards 20' Jump Shot,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,20.05,Missed,,,,,,,,,,,,,,,
