actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-10-28T01:42:51.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-28T01:42:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-28T01:42:54.2Z,1,REGULAR,jumpball,recovered,[],201144,,,1610612750,0,0,2025-10-28T01:42:54Z,40000,False,,,0,,Jump Ball R. Gobert vs. N. Jokić: Tip to M. Conley,"[201144, 203497, 203999]",1610612750.0,MIN,startperiod,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-10-28T01:43:10.8Z,1,REGULAR,3pt,Jump Shot,[],1628978,33.065045992115635,50.98039215686274,1610612750,0,0,2025-10-28T01:43:16Z,70000,False,-5.0,258.0,1,left,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-10-28T01:43:12.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,0,2025-10-28T01:43:16Z,80000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-10-28T01:43:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,92.85479632063075,49.754901960784316,1610612743,0,2,2025-10-28T01:44:49Z,90000,False,-1.0,15.0,1,right,A. Gordon driving floating Jump Shot (2 PTS),[203932],1610612743.0,DEN,driving floating,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M31.00S,2025-10-28T01:43:26.2Z,1,REGULAR,foul,personal,['1freethrow'],203944,,,1610612743,0,2,2025-10-28T01:43:37Z,100000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Gordon 1 FT),"[203944, 203932]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,1.0,0.0,Gordon,203932.0,,,,,,,,
12,PT11M31.00S,2025-10-28T01:43:47.0Z,1,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,0,3,2025-10-28T01:43:47Z,120000,False,,,0,,A. Gordon Free Throw 1 of 1 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
13,PT11M18.00S,2025-10-28T01:44:03.5Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612750,0,3,2025-10-28T01:44:11Z,130000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1629661, 1630183]",1610612743.0,DEN,shooting,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628159.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,
15,PT11M18.00S,2025-10-28T01:44:23.0Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,1,3,2025-10-28T01:44:23Z,150000,False,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
16,PT11M18.00S,2025-10-28T01:44:35.5Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,2,3,2025-10-28T01:44:35Z,160000,False,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M58.00S,2025-10-28T01:44:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,84.57621550591328,50.0,1610612743,2,5,2025-10-28T01:45:12Z,170000,False,0.0,92.0,1,right,N. Jokić 9' turnaround fadeaway Jump Shot (2 PTS),[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,9.25,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M45.00S,2025-10-28T01:45:10.8Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612750,2,5,2025-10-28T01:45:40Z,180000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 203999]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Jokić,203999.0,,,,,
19,PT10M45.00S,2025-10-28T01:45:10.8Z,1,REGULAR,steal,,[],203999,,,1610612743,2,5,2025-10-28T01:45:12Z,190000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2025-10-28T01:45:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612743,2,5,2025-10-28T01:45:24Z,200000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Gordon 2 FT),"[1628978, 203932]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Gordon,203932.0,,,,,,,,
22,PT10M38.00S,2025-10-28T01:45:43.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,2,6,2025-10-28T01:45:43Z,220000,False,,,0,,A. Gordon Free Throw 1 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
23,PT10M38.00S,2025-10-28T01:46:03.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,2,7,2025-10-28T01:46:03Z,230000,False,,,0,,A. Gordon Free Throw 2 of 2 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
24,PT10M23.00S,2025-10-28T01:46:20.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,6.1268068331143235,50.98039215686274,1610612750,4,7,2025-10-28T01:46:25Z,240000,False,-5.0,5.0,1,left,J. McDaniels driving DUNK (4 PTS) (D. DiVincenzo 1 AST),"[1630183, 1628978]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,4.0,,,,,,,,,D. DiVincenzo,1628978.0,1.0,,
26,PT10M08.00S,2025-10-28T01:46:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,82.21090670170827,38.970588235294116,1610612743,4,9,2025-10-28T01:46:42Z,260000,False,-55.0,115.0,1,right,J. Murray 12' driving floating Jump Shot (2 PTS) (N. Jokić 1 AST),"[1627750, 203999]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.72,Made,,,,,2.0,,,,,,,,,N. Jokić,203999.0,1.0,,
28,PT09M43.00S,2025-10-28T01:47:00.7Z,1,REGULAR,3pt,Jump Shot,[],203944,6.1268068331143235,97.05882352941177,1610612750,4,9,2025-10-28T01:47:05Z,280000,False,-235.0,5.0,1,left,MISS J. Randle 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
29,PT09M40.00S,2025-10-28T01:47:03.7Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,4,9,2025-10-28T01:47:05Z,290000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
