actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
75,PT05M40.00S,2025-12-28T01:19:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,15,15,2025-12-28T01:19:56Z,730000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2025-12-28T01:22:15.3Z,1,REGULAR,substitution,out,[],203944,,,1610612751,15,15,2025-12-28T01:22:48Z,740000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2025-12-28T01:22:15.3Z,1,REGULAR,substitution,out,[],1629611,,,1610612751,15,15,2025-12-28T01:22:48Z,750000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2025-12-28T01:22:15.3Z,1,REGULAR,substitution,in,[],1629675,,,1610612751,15,15,2025-12-28T01:22:48Z,760000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2025-12-28T01:22:15.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,15,15,2025-12-28T01:22:48Z,770000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M40.00S,2025-12-28T01:22:53.3Z,1,REGULAR,substitution,out,[],1628978,,,1610612751,15,15,2025-12-28T01:22:55Z,780000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2025-12-28T01:22:53.3Z,1,REGULAR,substitution,in,[],1630538,,,1610612751,15,15,2025-12-28T01:22:55Z,790000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M21.00S,2025-12-28T01:23:12.3Z,1,REGULAR,turnover,bad pass,[],1642856,,,1610612751,15,15,2025-12-28T01:23:16Z,800000,False,,,0,,E. Dëmin bad pass TURNOVER (1 TO),"[1642856, 1630183]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,,,,,,,McDaniels,1630183.0
83,PT05M21.00S,2025-12-28T01:23:12.3Z,1,REGULAR,steal,,[],1630183,,,1610612750,15,15,2025-12-28T01:23:14Z,810000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
84,PT05M16.00S,2025-12-28T01:23:17.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,23.603810775295663,86.76470588235294,1610612750,18,15,2025-12-28T01:23:22Z,820000,False,-184.0,169.0,1,left,A. Edwards 25' 3PT running (6 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.0,Made,,,,,6.0,,,,,,,J. McDaniels,1630183.0,1.0,,,,
86,PT05M02.00S,2025-12-28T01:23:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,85.3646517739816,51.225490196078425,1610612751,18,15,2025-12-28T01:23:35Z,840000,False,6.0,85.0,1,right,MISS C. Thomas 8' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,8.53,Missed,,,,,,,,,,,,,,,,,,
87,PT04M59.00S,2025-12-28T01:23:34.7Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,18,15,2025-12-28T01:23:35Z,850000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT04M45.00S,2025-12-28T01:23:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,12.828515111695138,40.19607843137255,1610612750,20,15,2025-12-28T01:27:55Z,860000,False,49.0,68.0,1,left,J. McDaniels 8' fadeaway Jump Shot (6 PTS),[1630183],1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,8.39,Made,,,,,6.0,,,,,,,,,,,,,
89,PT04M34.00S,2025-12-28T01:24:04.0Z,1,REGULAR,foul,personal,[],1630183,,,1610612751,20,15,2025-12-28T01:24:09Z,870000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1629008]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1629183.0,,1.0,0.0,Porter Jr.,1629008.0,,,,,,,
91,PT04M34.00S,2025-12-28T01:24:24.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612751,20,15,2025-12-28T01:24:29Z,890000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M34.00S,2025-12-28T01:24:24.2Z,1,REGULAR,substitution,out,[],1642856,,,1610612751,20,15,2025-12-28T01:24:29Z,900000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M34.00S,2025-12-28T01:24:24.2Z,1,REGULAR,substitution,in,[],1641740,,,1610612751,20,15,2025-12-28T01:24:29Z,910000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M34.00S,2025-12-28T01:24:24.2Z,1,REGULAR,substitution,in,[],1642849,,,1610612751,20,15,2025-12-28T01:24:29Z,920000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M26.00S,2025-12-28T01:24:36.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,67.23061760840999,36.029411764705884,1610612751,20,15,2025-12-28T01:24:41Z,930000,False,-70.0,256.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2025-12-28T01:24:39.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,20,15,2025-12-28T01:24:41Z,940000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,,
97,PT04M11.00S,2025-12-28T01:24:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.703679369250986,50.49019607843137,1610612750,22,15,2025-12-28T01:24:54Z,950000,False,-2.0,20.0,1,left,A. Edwards driving Layup (8 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,8.0,,,,,,,,,,,,,
98,PT03M59.00S,2025-12-28T01:25:06.8Z,1,REGULAR,violation,kicked ball,[],1641740,,,1610612751,22,15,2025-12-28T01:25:11Z,960000,False,,,0,,J. Clark kicked ball VIOLATION,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,1629183.0,,,,,,,,,,,,
99,PT03M59.00S,2025-12-28T01:25:11.5Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,22,15,2025-12-28T01:25:33Z,970000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2025-12-28T01:25:11.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,22,15,2025-12-28T01:25:33Z,980000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2025-12-28T01:25:11.5Z,1,REGULAR,substitution,in,[],1642874,,,1610612751,22,15,2025-12-28T01:25:33Z,990000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M59.00S,2025-12-28T01:25:11.5Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,22,15,2025-12-28T01:25:33Z,1000000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2025-12-28T01:25:40.0Z,1,REGULAR,turnover,bad pass,[],1629008,,,1610612751,22,15,2025-12-28T01:25:44Z,1010000,False,,,0,,M. Porter Jr. bad pass TURNOVER (1 TO),"[1629008, 203497]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,,,Gobert,203497.0
104,PT03M49.00S,2025-12-28T01:25:40.0Z,1,REGULAR,steal,,[],203497,,,1610612750,22,15,2025-12-28T01:25:57Z,1020000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
106,PT03M37.00S,2025-12-28T01:26:05.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,30.699737187910642,32.35294117647059,1610612750,22,15,2025-12-28T01:26:09Z,1040000,False,88.0,236.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2025-12-28T01:26:07.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,22,15,2025-12-28T01:26:07Z,1050000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,106.0,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2025-12-28T01:26:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,93.24901445466492,50.73529411764706,1610612751,22,17,2025-12-28T01:26:31Z,1070000,False,4.0,11.0,1,right,C. Thomas cutting Layup (2 PTS) (D. Sharpe 1 AST),"[1630560, 1630549]",1610612751.0,BKN,cutting,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,2.0,,,,,,,D. Sharpe,1630549.0,1.0,,,,
111,PT03M21.00S,2025-12-28T01:26:31.9Z,1,REGULAR,foul,personal,['1freethrow'],1641740,,,1610612751,22,17,2025-12-28T01:26:44Z,1090000,False,,,0,,J. Clark shooting personal FOUL (1 PF) (Thomas 1 FT),"[1641740, 1630560]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,1.0,0.0,Thomas,1630560.0,,,,,,,
113,PT03M21.00S,2025-12-28T01:26:45.1Z,1,REGULAR,substitution,out,[],203497,,,1610612751,22,17,2025-12-28T01:27:31Z,1110000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M21.00S,2025-12-28T01:26:45.1Z,1,REGULAR,substitution,in,[],203944,,,1610612751,22,17,2025-12-28T01:27:31Z,1120000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M21.00S,2025-12-28T01:27:05.2Z,1,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,22,18,2025-12-28T01:27:05Z,1130000,False,,,0,,C. Thomas Free Throw 1 of 1 (3 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
116,PT02M58.00S,2025-12-28T01:27:29.5Z,1,REGULAR,3pt,Jump Shot,[],203944,12.697109067017081,95.09803921568627,1610612750,22,18,2025-12-28T01:27:35Z,1140000,False,-225.0,67.0,1,left,MISS J. Randle 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.52,Missed,,,,,,,,,,,,,,,,,,
117,PT02M57.00S,2025-12-28T01:27:30.5Z,1,REGULAR,rebound,offensive,[],1641740,,,1610612750,22,18,2025-12-28T01:27:35Z,1150000,False,,,0,,J. Clark REBOUND (Off:1 Def:0),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Left Corner 3,24+ Left,,,116.0,1.0,0.0,1.0,,,,,,,,,,,,,,
118,PT02M52.00S,2025-12-28T01:27:38.2Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612750,22,18,2025-12-28T01:27:49Z,1160000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Clark 2 FT),"[1629008, 1641740]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,,2.0,0.0,Clark,1641740.0,,,,,,,
120,PT02M52.00S,2025-12-28T01:27:52.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,22,18,2025-12-28T01:27:52Z,1180000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M52.00S,2025-12-28T01:30:21.0Z,1,REGULAR,substitution,out,[],1629008,,,1610612750,22,18,2025-12-28T01:30:26Z,1190000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M52.00S,2025-12-28T01:30:21.0Z,1,REGULAR,substitution,in,[],1642962,,,1610612750,22,18,2025-12-28T01:30:26Z,1200000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M52.00S,2025-12-28T01:30:46.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641740,,,1610612750,23,18,2025-12-28T01:30:46Z,1210000,False,,,0,,J. Clark Free Throw 1 of 2 (1 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
124,PT02M52.00S,2025-12-28T01:31:02.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641740,,,1610612750,24,18,2025-12-28T01:31:02Z,1220000,False,,,0,,J. Clark Free Throw 2 of 2 (2 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
125,PT02M36.00S,2025-12-28T01:31:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,87.86136662286465,52.69607843137255,1610612751,24,20,2025-12-28T01:31:23Z,1230000,False,13.0,62.0,1,right,N. Traore 6' driving floating Jump Shot (2 PTS) (D. Sharpe 2 AST),"[1642849, 1630549]",1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,,,,,2.0,,,,,,,D. Sharpe,1630549.0,2.0,,,,
128,PT02M19.00S,2025-12-28T01:31:35.6Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612750,24,20,2025-12-28T01:31:40Z,1260000,False,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1630549]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,,,,,,,,,,Sharpe,1630549.0
129,PT02M19.00S,2025-12-28T01:31:35.6Z,1,REGULAR,steal,,[],1630549,,,1610612751,24,20,2025-12-28T01:31:38Z,1270000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
130,PT02M15.00S,2025-12-28T01:31:39.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642874,94.82588699080158,48.28431372549019,1610612751,24,22,2025-12-28T01:31:44Z,1280000,False,-9.0,-4.0,1,right,D. Wolf running DUNK (2 PTS) (N. Traore 1 AST),"[1642874, 1642849]",1610612751.0,BKN,running,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,2.0,,,,,,,N. Traore,1642849.0,1.0,,,,
132,PT02M05.00S,2025-12-28T01:31:54.6Z,1,REGULAR,foul,personal,['2freethrow'],1642874,,,1610612750,24,22,2025-12-28T01:32:00Z,1300000,False,,,0,,D. Wolf shooting personal FOUL (1 PF) (Hyland 2 FT),"[1642874, 1630538]",1610612751.0,BKN,shooting,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Right Center,,,,,,,,1148.0,,1.0,0.0,Hyland,1630538.0,,,,,,,
134,PT02M05.00S,2025-12-28T01:32:21.4Z,1,REGULAR,freethrow,1 of 2,[],1630538,,,1610612750,24,22,2025-12-28T01:32:21Z,1320000,False,,,0,,MISS B. Hyland Free Throw 1 of 2,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT02M05.00S,2025-12-28T01:32:21.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,24,22,2025-12-28T01:32:21Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,
136,PT02M05.00S,2025-12-28T01:32:34.0Z,1,REGULAR,freethrow,2 of 2,[],1630538,,,1610612750,25,22,2025-12-28T01:32:34Z,1340000,False,,,0,,B. Hyland Free Throw 2 of 2 (1 PTS),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
137,PT01M55.00S,2025-12-28T01:32:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,92.06636005256242,49.50980392156863,1610612751,25,24,2025-12-28T01:32:49Z,1350000,False,-2.0,22.0,1,right,N. Traore driving Layup (4 PTS) (D. Sharpe 3 AST),"[1642849, 1630549]",1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,4.0,,,,,,,D. Sharpe,1630549.0,3.0,,,,
139,PT01M37.00S,2025-12-28T01:33:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,18.528252299605782,40.85860906862745,1610612750,27,24,2025-12-28T01:33:52Z,1370000,False,46.0,122.0,1,left,J. Randle 13' Jump Shot (2 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,13.0,Made,,,,,2.0,,,,,,,A. Edwards,1630162.0,1.0,,,,
141,PT01M22.00S,2025-12-28T01:33:18.1Z,1,REGULAR,3pt,Jump Shot,[],1642874,73.14388961892247,80.14705882352942,1610612751,27,27,2025-12-28T01:33:22Z,1390000,False,151.0,200.0,1,right,D. Wolf 25' 3PT  (5 PTS) (C. Thomas 1 AST),"[1642874, 1630560]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,25.03,Made,,,,,5.0,,,,,,,C. Thomas,1630560.0,1.0,,,,
143,PT01M00.00S,2025-12-28T01:33:40.0Z,1,REGULAR,3pt,Jump Shot,[],1641740,28.33442838370565,76.22549019607843,1610612750,27,27,2025-12-28T01:33:48Z,1410000,False,-131.0,214.0,1,left,MISS J. Clark 25' 3PT,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
144,PT00M58.80S,2025-12-28T01:33:41.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,27,27,2025-12-28T01:33:48Z,1420000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,
145,PT00M55.70S,2025-12-28T01:33:45.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,6.389618922470433,50.0,1610612750,27,27,2025-12-28T01:35:06Z,1430000,False,0.0,8.0,1,left,MISS J. Randle driving floating Shot,[203944],1610612750.0,MIN,driving floating,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.76,Missed,,,,,,,,,,,,,,,,,,
146,PT00M53.80S,2025-12-28T01:33:47.8Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,27,27,2025-12-28T01:33:51Z,1440000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT00M44.80S,2025-12-28T01:33:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,91.93495400788436,49.50980392156863,1610612751,27,29,2025-12-28T01:34:02Z,1450000,False,-2.0,23.0,1,right,C. Thomas driving finger roll Layup (5 PTS),[1630560],1610612751.0,BKN,driving finger roll,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,5.0,,,,,,,,,,,,,
148,PT00M44.80S,2025-12-28T01:34:02.6Z,1,REGULAR,foul,personal,['1freethrow'],1641740,,,1610612751,27,29,2025-12-28T01:34:07Z,1460000,False,,,0,,J. Clark shooting personal FOUL (2 PF) (Thomas 1 FT),"[1641740, 1630560]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,2.0,0.0,Thomas,1630560.0,,,,,,,
150,PT00M44.80S,2025-12-28T01:34:26.0Z,1,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,27,30,2025-12-28T01:34:26Z,1480000,False,,,0,,C. Thomas Free Throw 1 of 1 (6 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
151,PT00M25.40S,2025-12-28T01:34:48.5Z,1,REGULAR,3pt,Jump Shot,[],1630538,32.013797634691194,43.38235294117647,1610612750,30,30,2025-12-28T01:34:52Z,1490000,False,33.0,248.0,1,left,B. Hyland 25' 3PT  (4 PTS) (J. Randle 4 AST),"[1630538, 203944]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,4.0,,,,,,,J. Randle,203944.0,4.0,,,,
153,PT00M02.60S,2025-12-28T01:35:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,92.85479632063075,47.794117647058826,1610612751,30,32,2025-12-28T01:36:23Z,1510000,False,-11.0,15.0,1,right,C. Thomas driving reverse Layup (8 PTS),[1630560],1610612751.0,BKN,driving reverse,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,8.0,,,,,,,,,,,,,
154,PT00M02.60S,2025-12-28T01:35:23.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629675,,,1610612751,30,32,2025-12-28T01:35:29Z,1520000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Thomas 1 FT),"[1629675, 1630560]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,1.0,0.0,Thomas,1630560.0,,,,,,,
156,PT00M02.60S,2025-12-28T01:35:54.0Z,1,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,30,33,2025-12-28T01:35:54Z,1540000,False,,,0,,C. Thomas Free Throw 1 of 1 (9 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
157,PT00M01.50S,2025-12-28T01:36:01.9Z,1,REGULAR,2pt,Jump Shot,[],1630538,24.57293035479632,77.47395833333334,1610612750,30,33,2025-12-28T01:37:27Z,1550000,False,-137.0,178.0,1,left,MISS B. Hyland 22' Jump Shot,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Left Center,22.53,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.10S,2025-12-28T01:36:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,30,33,2025-12-28T01:36:27Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2025-12-28T01:36:08.1Z,1,REGULAR,period,end,[],0,,,1610612750,30,33,2025-12-28T01:36:08Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,30,33,2025-12-28T01:38:27Z,1580000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,out,['startperiod'],1630538,,,1610612750,30,33,2025-12-28T01:38:27Z,1590000,False,,,0,,SUB out: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,out,['startperiod'],1641740,,,1610612750,30,33,2025-12-28T01:38:27Z,1600000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612750,30,33,2025-12-28T01:38:27Z,1610000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
