actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
250,PT05M33.00S,2025-12-28T01:52:07.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,72.35545335085413,79.65686274509804,1610612751,43,50,2025-12-28T01:52:13Z,2480000,False,148.0,207.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
251,PT05M30.00S,2025-12-28T01:52:10.3Z,2,REGULAR,rebound,offensive,[],1641730,,,1610612751,43,50,2025-12-28T01:52:13Z,2490000,False,,,0,,N. Clowney REBOUND (Off:1 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,250.0,2.0,1.0,1.0,,,,,,,,,,,,,,
252,PT05M23.00S,2025-12-28T01:52:17.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641730,66.70499342969777,51.225490196078425,1610612751,43,50,2025-12-28T01:52:21Z,2500000,False,6.0,260.0,1,right,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
253,PT05M19.00S,2025-12-28T01:52:21.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,43,50,2025-12-28T01:52:21Z,2510000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,252.0,2.0,2.0,0.0,,,,,,,,,,,,,,
261,PT05M14.00S,2025-12-28T01:52:22.0Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,43,50,2025-12-28T01:52:58Z,2515000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1629651]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,,,,Claxton,1629651.0
262,PT05M14.00S,2025-12-28T01:52:22.0Z,2,REGULAR,steal,,[],1629651,,,1610612751,43,50,2025-12-28T01:52:58Z,2517500,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT05M05.00S,2025-12-28T01:52:35.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,91.14651773981603,49.754901960784316,1610612751,43,52,2025-12-28T01:53:02Z,2550000,False,-1.0,31.0,1,right,N. Claxton driving Hook (6 PTS) (E. Dëmin 1 AST),"[1629651, 1642856]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,6.0,,,,,,,E. Dëmin,1642856.0,1.0,,,,
259,PT04M51.00S,2025-12-28T01:52:48.3Z,2,REGULAR,3pt,Jump Shot,[],203944,7.30946123521682,94.85294117647058,1610612750,46,52,2025-12-28T01:53:08Z,2570000,False,-224.0,16.0,1,left,J. Randle 3PT  (5 PTS) (D. DiVincenzo 2 AST),"[203944, 1628978]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.49,Made,,,,,5.0,,,,,,,D. DiVincenzo,1628978.0,2.0,,,,
263,PT04M33.00S,2025-12-28T01:53:12.1Z,2,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612751,46,52,2025-12-28T01:54:50Z,2590000,False,,,0,,M. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1629008],1610612751.0,BKN,bad pass,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627963.0,2.0,,,,,,,,,,,
264,PT04M33.00S,2025-12-28T01:53:18.9Z,2,REGULAR,substitution,out,[],1628978,,,1610612750,46,52,2025-12-28T01:53:36Z,2600000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M33.00S,2025-12-28T01:53:18.9Z,2,REGULAR,substitution,out,[],203497,,,1610612750,46,52,2025-12-28T01:53:36Z,2610000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M33.00S,2025-12-28T01:53:18.9Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,46,52,2025-12-28T01:53:36Z,2620000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M33.00S,2025-12-28T01:53:18.9Z,2,REGULAR,substitution,in,[],1641740,,,1610612750,46,52,2025-12-28T01:53:36Z,2630000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M18.00S,2025-12-28T01:53:43.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,14.4053876478318,50.0,1610612750,46,52,2025-12-28T01:53:50Z,2640000,False,0.0,83.0,1,left,MISS J. Randle 8' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,,,,,,,,
269,PT04M16.00S,2025-12-28T01:53:45.0Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,46,52,2025-12-28T01:53:45Z,2650000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,268.0,2.0,1.0,1.0,,,,,,,,,,,,,,
270,PT04M15.00S,2025-12-28T01:53:48.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641740,6.1268068331143235,49.01960784313725,1610612750,46,52,2025-12-28T01:54:04Z,2660000,False,5.0,5.0,1,left,MISS J. Clark cutting Layup - blocked,"[1641740, 1629651]",1610612750.0,MIN,cutting,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,0.71,Missed,,,,,,,,,,,,,,,Claxton,1629651.0,,
271,PT04M15.00S,2025-12-28T01:53:48.5Z,2,REGULAR,block,,[],1629651,,,1610612750,46,52,2025-12-28T01:53:51Z,2670000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT04M14.00S,2025-12-28T01:53:49.5Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,46,52,2025-12-28T01:54:04Z,2680000,False,,,0,,N. Reid REBOUND (Off:2 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,270.0,3.0,1.0,2.0,,,,,,,,,,,,,,
273,PT04M12.00S,2025-12-28T01:53:52.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629675,6.258212877792378,49.26470588235294,1610612750,48,52,2025-12-28T01:53:59Z,2690000,False,4.0,6.0,1,left,N. Reid putback Layup (4 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,4.0,,,,,,,,,,,,,
274,PT03M57.00S,2025-12-28T01:54:07.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,91.67214191852825,51.225490196078425,1610612751,48,54,2025-12-28T01:54:17Z,2700000,False,6.0,26.0,1,right,N. Claxton alley-oop Layup (8 PTS) (N. Clowney 1 AST),"[1629651, 1641730]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,8.0,,,,,,,N. Clowney,1641730.0,1.0,,,,
276,PT03M57.00S,2025-12-28T01:54:17.0Z,2,REGULAR,foul,personal,['1freethrow'],1641740,,,1610612751,48,54,2025-12-28T01:54:22Z,2720000,False,,,0,,J. Clark shooting personal FOUL (3 PF) (Claxton 1 FT),"[1641740, 1629651]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,3.0,0.0,Claxton,1629651.0,,,,,,,
279,PT03M57.00S,2025-12-28T01:54:49.6Z,2,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,48,55,2025-12-28T01:54:49Z,2740000,False,,,0,,N. Claxton Free Throw 1 of 1 (9 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
280,PT03M45.00S,2025-12-28T01:55:02.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,6.1268068331143235,48.28431372549019,1610612750,50,55,2025-12-28T01:55:05Z,2750000,False,9.0,5.0,1,left,A. Edwards driving DUNK (10 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,10.0,,,,,,,,,,,,,
281,PT03M32.00S,2025-12-28T01:55:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642856,92.9862023653088,50.0,1610612751,50,57,2025-12-28T01:55:55Z,2760000,False,0.0,13.0,1,right,E. Dëmin driving finger roll Layup (4 PTS),[1642856],1610612751.0,BKN,driving finger roll,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,4.0,,,,,,,,,,,,,
282,PT03M15.00S,2025-12-28T01:55:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,6.1268068331143235,49.01960784313725,1610612750,52,57,2025-12-28T02:01:44Z,2770000,False,5.0,5.0,1,left,J. McDaniels driving reverse Layup (10 PTS) (J. Randle 6 AST),"[1630183, 203944]",1610612750.0,MIN,driving reverse,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,10.0,,,,,,,J. Randle,203944.0,6.0,,,,
283,PT03M06.00S,2025-12-28T01:55:43.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612751,52,57,2025-12-28T01:56:20Z,2780000,False,,,0,,J. Randle personal FOUL (1 PF) (Claxton 2 FT),"[203944, 1629651]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627963.0,,1.0,0.0,Claxton,1629651.0,,,,,,,
285,PT03M06.00S,2025-12-28T01:56:26.5Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,52,57,2025-12-28T01:56:26Z,2800000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT03M06.00S,2025-12-28T01:56:26.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,52,57,2025-12-28T01:56:26Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,285.0,,,,,,,,,,,,,,,,,
287,PT03M06.00S,2025-12-28T01:56:44.7Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,52,58,2025-12-28T01:56:44Z,2820000,False,,,0,,N. Claxton Free Throw 2 of 2 (10 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
288,PT02M51.00S,2025-12-28T01:57:00.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,31.882391590013142,36.51960784313725,1610612750,55,58,2025-12-28T01:57:04Z,2830000,False,67.0,247.0,1,left,A. Edwards 25' 3PT  (13 PTS) (J. Randle 7 AST),"[1630162, 203944]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.62,Made,,,,,13.0,,,,,,,J. Randle,203944.0,7.0,,,,
290,PT02M30.00S,2025-12-28T01:57:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,93.11760840998686,49.754901960784316,1610612751,55,60,2025-12-28T01:57:24Z,2850000,False,-1.0,12.0,1,right,M. Porter Jr. Layup (9 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,9.0,,,,,,,,,,,,,
292,PT02M18.00S,2025-12-28T01:57:33.0Z,2,REGULAR,3pt,Jump Shot,[],1629675,32.276609724047304,32.84313725490196,1610612750,58,60,2025-12-28T01:57:36Z,2860000,False,86.0,251.0,1,left,N. Reid 26' 3PT  (7 PTS) (J. McDaniels 3 AST),"[1629675, 1630183]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,26.52,Made,,,,,7.0,,,,,,,J. McDaniels,1630183.0,3.0,,,,
294,PT01M51.00S,2025-12-28T01:57:59.9Z,2,REGULAR,2pt,Jump Shot,[],1629008,74.72076215505913,25.49019607843137,1610612751,58,60,2025-12-28T01:58:04Z,2880000,False,-123.0,185.0,1,right,MISS M. Porter Jr. 22' step back Shot,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,22.2,Missed,,,,,,,,,,,,,,,,,,
295,PT01M48.00S,2025-12-28T01:58:02.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,58,60,2025-12-28T01:58:04Z,2890000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,294.0,3.0,3.0,0.0,,,,,,,,,,,,,,
296,PT01M40.00S,2025-12-28T01:58:11.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,5.469776609724048,49.01960784313725,1610612750,60,60,2025-12-28T01:58:14Z,2900000,False,5.0,-1.0,1,left,J. Randle DUNK (7 PTS) (A. Edwards 2 AST),"[203944, 1630162]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,7.0,,,,,,,A. Edwards,1630162.0,2.0,,,,
298,PT01M28.00S,2025-12-28T01:58:26.4Z,2,REGULAR,turnover,out-of-bounds,[],1642856,,,1610612751,60,60,2025-12-28T01:58:32Z,2920000,False,,,0,,E. Dëmin lost ball out-of-bounds TURNOVER (2 TO),[1642856],1610612751.0,BKN,lost ball,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,,,,1148.0,2.0,,,,,,,,,,,
299,PT01M28.00S,2025-12-28T01:58:32.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,60,60,2025-12-28T01:58:32Z,2930000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M13.00S,2025-12-28T02:01:43.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,7.046649145860711,48.77450980392157,1610612750,60,60,2025-12-28T02:01:47Z,2940000,False,6.0,14.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
302,PT01M10.00S,2025-12-28T02:01:46.9Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,60,60,2025-12-28T02:01:47Z,2960000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,300.0,2.0,2.0,0.0,,,,,,,,,,,,,,
303,PT01M01.00S,2025-12-28T02:01:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,89.04402102496715,50.0,1610612751,60,62,2025-12-28T02:05:58Z,2970000,False,0.0,50.0,1,right,N. Claxton driving floating Jump Shot (12 PTS) (M. Porter Jr. 3 AST),"[1629651, 1629008]",1610612751.0,BKN,driving floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,,,,,12.0,,,,,,,M. Porter Jr.,1629008.0,3.0,,,,
305,PT00M47.20S,2025-12-28T02:02:11.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,9.149145860709593,95.34313725490196,1610612750,63,62,2025-12-28T02:02:14Z,2990000,False,-227.0,34.0,1,left,N. Reid 3PT  (10 PTS) (J. Randle 8 AST),"[1629675, 203944]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,10.0,,,,,,,J. Randle,203944.0,8.0,,,,
307,PT00M31.70S,2025-12-28T02:02:30.1Z,2,REGULAR,3pt,Jump Shot,[],1642856,69.72733245729303,73.0392156862745,1610612751,63,62,2025-12-28T02:02:35Z,3010000,False,115.0,232.0,1,right,MISS E. Dëmin 25' pullup 3PT,[1642856],1610612751.0,BKN,pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
308,PT00M27.70S,2025-12-28T02:02:34.1Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612751,63,62,2025-12-28T02:02:35Z,3020000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,307.0,3.0,2.0,1.0,,,,,,,,,,,,,,
309,PT00M26.00S,2025-12-28T02:02:35.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,92.46057818659659,4.901960784313726,1610612751,63,62,2025-12-28T02:02:40Z,3030000,False,-225.0,18.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.62,Missed,,,,,,,,,,,,,,,,,,
310,PT00M22.30S,2025-12-28T02:02:39.6Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,63,62,2025-12-28T02:02:40Z,3040000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,309.0,4.0,4.0,0.0,,,,,,,,,,,,,,
311,PT00M08.40S,2025-12-28T02:02:55.6Z,2,REGULAR,foul,personal,[],1629651,,,1610612750,63,62,2025-12-28T02:03:03Z,3050000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 203944]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,1629183.0,,1.0,0.0,Randle,203944.0,,,,,,,
313,PT00M08.40S,2025-12-28T02:03:07.3Z,2,REGULAR,substitution,out,[],1642856,,,1610612750,63,62,2025-12-28T02:03:13Z,3070000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M08.40S,2025-12-28T02:03:07.3Z,2,REGULAR,substitution,out,[],1629008,,,1610612750,63,62,2025-12-28T02:03:13Z,3080000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M08.40S,2025-12-28T02:03:07.3Z,2,REGULAR,substitution,in,[],1642874,,,1610612750,63,62,2025-12-28T02:03:13Z,3090000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M08.40S,2025-12-28T02:03:07.3Z,2,REGULAR,substitution,in,[],1642962,,,1610612750,63,62,2025-12-28T02:03:13Z,3100000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M08.40S,2025-12-28T02:03:16.5Z,2,REGULAR,substitution,out,[],1641740,,,1610612750,63,62,2025-12-28T02:03:19Z,3110000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M08.40S,2025-12-28T02:03:16.5Z,2,REGULAR,substitution,in,[],1628978,,,1610612750,63,62,2025-12-28T02:03:19Z,3120000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M02.30S,2025-12-28T02:03:36.0Z,2,REGULAR,3pt,Jump Shot,[],1629675,6.915243101182654,94.6078431372549,1610612750,63,62,2025-12-28T02:03:47Z,3130000,False,-223.0,13.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,
320,PT00M00.80S,2025-12-28T02:03:37.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,63,62,2025-12-28T02:20:42Z,3140000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Left Corner 3,24+ Left,,,319.0,,,,,,,,,,,,,,,,,
321,PT00M00.00S,2025-12-28T02:03:41.4Z,2,REGULAR,period,end,[],0,,,1610612750,63,62,2025-12-28T02:20:42Z,3150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2025-12-28T02:03:44.0Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,63,62,2025-12-28T02:20:42Z,3160000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-12-28T02:03:44.0Z,3,REGULAR,substitution,out,['startperiod'],1642874,,,1610612750,63,62,2025-12-28T02:20:42Z,3170000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2025-12-28T02:03:44.0Z,3,REGULAR,substitution,out,['startperiod'],1642962,,,1610612750,63,62,2025-12-28T02:20:42Z,3180000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2025-12-28T02:03:44.0Z,3,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,63,62,2025-12-28T02:20:42Z,3190000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2025-12-28T02:03:44.0Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612750,63,62,2025-12-28T02:20:42Z,3200000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2025-12-28T02:03:44.0Z,3,REGULAR,substitution,in,['startperiod'],1642856,,,1610612750,63,62,2025-12-28T02:20:42Z,3210000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2025-12-28T02:19:02.1Z,3,REGULAR,period,start,[],0,,,1610612751,63,62,2025-12-28T02:19:02Z,3220000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M46.00S,2025-12-28T02:19:18.2Z,3,REGULAR,foul,personal,[],203944,,,1610612751,63,62,2025-12-28T02:19:24Z,3230000,False,,,0,,J. Randle personal FOUL (2 PF),"[203944, 1641730]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627963.0,,2.0,0.0,Clowney,1641730.0,,,,,,,
331,PT11M37.00S,2025-12-28T02:19:51.5Z,3,REGULAR,3pt,Jump Shot,[],1642856,29.6484888304862,21.568627450980394,1610612751,63,62,2025-12-28T02:19:55Z,3250000,False,142.0,226.0,1,left,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
332,PT11M34.00S,2025-12-28T02:19:54.5Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,63,62,2025-12-28T02:19:55Z,3260000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,331.0,5.0,5.0,0.0,,,,,,,,,,,,,,
333,PT11M19.00S,2025-12-28T02:20:09.6Z,3,REGULAR,3pt,Jump Shot,[],1630162,68.15045992115637,27.450980392156865,1610612750,63,62,2025-12-28T02:20:14Z,3270000,False,-113.0,247.0,1,right,MISS A. Edwards 27' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.14,Missed,,,,,,,,,,,,,,,,,,
334,PT11M17.00S,2025-12-28T02:20:11.6Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,63,62,2025-12-28T02:20:14Z,3280000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,333.0,2.0,1.0,1.0,,,,,,,,,,,,,,
335,PT11M10.00S,2025-12-28T02:20:18.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203944,74.72076215505913,48.03921568627451,1610612750,63,62,2025-12-28T02:20:22Z,3290000,False,-10.0,185.0,1,right,MISS J. Randle 18' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,18.54,Missed,,,,,,,,,,,,,,,,,,
336,PT11M07.00S,2025-12-28T02:20:21.8Z,3,REGULAR,rebound,defensive,[],1642856,,,1610612751,63,62,2025-12-28T02:20:22Z,3300000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:1),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Center,,,335.0,1.0,1.0,0.0,,,,,,,,,,,,,,
337,PT10M59.00S,2025-12-28T02:20:29.5Z,3,REGULAR,3pt,Jump Shot,[],1642856,32.40801576872536,39.46078431372549,1610612751,63,65,2025-12-28T02:20:33Z,3310000,False,53.0,252.0,1,left,E. Dëmin 25' 3PT  (7 PTS) (T. Mann 3 AST),"[1642856, 1629611]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,25.75,Made,,,,,7.0,,,,,,,T. Mann,1629611.0,3.0,,,,
