actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
18,PT11M04.00S,2025-11-18T01:12:15.6Z,1,REGULAR,3pt,Jump Shot,[],1630314,67.7562417871222,48.77450980392157,1610612742,3,2,2025-11-18T01:12:19Z,180000,False,-6.0,251.0,1,right,MISS B. Williams 25' pullup 3PT,[1630314],1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,,,,25.07,Missed,,,,,,,,,,,,,
19,PT11M03.00S,2025-11-18T01:12:16.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,3,2,2025-11-18T01:12:19Z,190000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M49.00S,2025-11-18T01:12:31.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,31.61957950065703,63.970588235294116,1610612750,3,2,2025-11-18T01:12:36Z,200000,False,-70.0,245.0,1,left,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,25.45,Missed,,,,,,,,,,,,,
21,PT10M45.00S,2025-11-18T01:12:35.5Z,1,REGULAR,rebound,defensive,[],1630314,,,1610612742,3,2,2025-11-18T01:12:36Z,210000,False,,,0,,B. Williams REBOUND (Off:0 Def:1),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,
22,PT10M41.00S,2025-11-18T01:12:39.3Z,1,REGULAR,turnover,bad pass,[],1630314,,,1610612742,3,2,2025-11-18T01:12:44Z,220000,False,,,0,,B. Williams bad pass TURNOVER (1 TO),"[1630314, 1630183]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,McDaniels,1630183.0,,,,,,
23,PT10M41.00S,2025-11-18T01:12:39.3Z,1,REGULAR,steal,,[],1630183,,,1610612750,3,2,2025-11-18T01:12:42Z,230000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
24,PT10M39.00S,2025-11-18T01:12:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,7.30946123521682,49.50980392156863,1610612750,5,2,2025-11-18T01:12:50Z,240000,False,2.0,16.0,1,left,J. McDaniels running Layup (2 PTS),[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,1.64,Made,,,,,,,,2.0,,,,,
25,PT10M39.00S,2025-11-18T01:12:47.9Z,1,REGULAR,foul,personal,['1freethrow'],1630314,,,1610612750,5,2,2025-11-18T01:12:53Z,250000,False,,,0,,B. Williams shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1630314, 1630183]",1610612742.0,DAL,shooting,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
27,PT10M39.00S,2025-11-18T01:13:13.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630183,,,1610612750,5,2,2025-11-18T01:13:16Z,270000,False,,,0,,MISS J. McDaniels Free Throw 1 of 1,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
28,PT10M37.00S,2025-11-18T01:13:15.7Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,5,2,2025-11-18T01:13:16Z,280000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,
30,PT10M27.00S,2025-11-18T01:13:39.9Z,1,REGULAR,2pt,Jump Shot,[],1642843,82.21090670170827,83.33333333333334,1610612742,5,4,2025-11-18T01:13:43Z,300000,False,167.0,115.0,1,right,C. Flagg 20' pullup Jump Shot (2 PTS),[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right,,,,,,20.23,Made,,,,,,,,2.0,,,,,
32,PT10M09.00S,2025-11-18T01:13:57.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,4.5499342969776615,95.83333333333334,1610612750,5,4,2025-11-18T01:14:03Z,320000,False,-229.0,-10.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,22.94,Missed,,,,,,,,,,,,,
33,PT10M04.00S,2025-11-18T01:14:02.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,5,4,2025-11-18T01:14:03Z,330000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,,,,32.0,2.0,1.0,1.0,,,,,,,,,
34,PT10M04.00S,2025-11-18T01:14:02.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,5.590000152587891,50.0,1610612750,7,4,2025-11-18T01:14:02Z,340000,False,0.0,0.0,1,left,R. Gobert tip DUNK (2 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,,,,,,,,2.0,,,,,
35,PT09M54.00S,2025-11-18T01:14:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,92.32917214191852,55.14705882352941,1610612742,7,4,2025-11-18T01:14:27Z,350000,False,26.0,20.0,1,right,MISS B. Williams driving floating Shot,[1630314],1610612742.0,DAL,driving floating,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,,,3.23,Missed,,,,,,,,,,,,,
37,PT09M54.00S,2025-11-18T01:14:13.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,7,4,2025-11-18T01:16:55Z,355000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
36,PT09M49.00S,2025-11-18T01:14:23.0Z,1,REGULAR,foul,personal,['2freethrow'],1642843,,,1610612750,7,4,2025-11-18T01:14:43Z,360000,False,,,0,,C. Flagg shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1642843, 1630183]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,201246.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
39,PT09M49.00S,2025-11-18T01:14:47.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630183,,,1610612750,8,4,2025-11-18T01:14:47Z,380000,False,,,0,,J. McDaniels Free Throw 1 of 2 (3 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Made,,,,,,,,3.0,,,,,
40,PT09M49.00S,2025-11-18T01:14:47.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630183,,,1610612750,9,4,2025-11-18T01:15:50Z,390000,False,,,0,,J. McDaniels Free Throw 2 of 2 (4 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Made,,,,,,,,4.0,,,,,
41,PT09M34.00S,2025-11-18T01:15:20.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,89.04402102496715,94.6078431372549,1610612742,9,7,2025-11-18T01:15:25Z,400000,False,223.0,50.0,1,right,P. Washington 3PT  (3 PTS) (B. Williams 1 AST),"[1629023, 1630314]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,22.86,Made,,,,,,,,3.0,B. Williams,1630314.0,1.0,,
43,PT09M21.00S,2025-11-18T01:15:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.30946123521682,53.67647058823529,1610612750,9,7,2025-11-18T01:15:40Z,420000,False,-18.0,16.0,1,left,MISS R. Gobert driving Layup,[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,2.45,Missed,,,,,,,,,,,,,
44,PT09M19.00S,2025-11-18T01:15:36.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,9,7,2025-11-18T01:15:36Z,430000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,43.0,3.0,1.0,2.0,,,,,,,,,
45,PT09M17.00S,2025-11-18T01:15:37.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,20.05584756898817,8.57843137254902,1610612750,9,7,2025-11-18T01:15:43Z,440000,False,207.0,136.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,24.78,Missed,,,,,,,,,,,,,
46,PT09M14.00S,2025-11-18T01:15:40.4Z,1,REGULAR,rebound,defensive,[],1630619,,,1610612742,9,7,2025-11-18T01:15:43Z,450000,False,,,0,,M. Cisse REBOUND (Off:1 Def:1),[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,Above the Break 3,24+ Right Center,,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,
47,PT09M05.00S,2025-11-18T01:15:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,92.72339027595268,50.245098039215684,1610612742,9,9,2025-11-18T01:15:54Z,460000,False,1.0,16.0,1,right,P. Washington driving Layup (5 PTS),[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,,,,,,,,5.0,,,,,
48,PT08M40.00S,2025-11-18T01:16:14.2Z,1,REGULAR,3pt,Jump Shot,[],203944,25.04927726675427,14.705882352941178,1610612750,9,9,2025-11-18T01:16:21Z,470000,False,176.0,183.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,25.42,Missed,,,,,,,,,,,,,
49,PT08M38.00S,2025-11-18T01:16:16.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,9,9,2025-11-18T01:16:21Z,480000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,48.0,,,,,,,,,,,,
51,PT08M21.00S,2025-11-18T01:16:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630314,95.87713534822602,95.83333333333334,1610612742,9,12,2025-11-18T01:16:50Z,500000,False,229.0,-14.0,1,right,B. Williams 3PT  (3 PTS) (M. Christie 1 AST),"[1630314, 1631108]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Right Corner 3,24+ Right,,,,,,22.96,Made,,,,,,,,3.0,M. Christie,1631108.0,1.0,,
53,PT08M07.00S,2025-11-18T01:16:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.521024967148489,47.794117647058826,1610612750,11,12,2025-11-18T01:17:01Z,520000,False,11.0,9.0,1,left,J. Randle driving Layup (2 PTS),[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,1.41,Made,,,,,,,,2.0,,,,,
54,PT07M54.00S,2025-11-18T01:17:14.6Z,1,REGULAR,violation,kicked ball,[],1630183,,,1610612742,11,12,2025-11-18T01:17:28Z,530000,False,,,0,,J. McDaniels kicked ball VIOLATION,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,
55,PT07M54.00S,2025-11-18T01:17:19.1Z,1,REGULAR,substitution,out,[],1642843,,,1610612742,11,12,2025-11-18T01:17:28Z,540000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M54.00S,2025-11-18T01:17:19.1Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,11,12,2025-11-18T01:17:28Z,550000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M44.00S,2025-11-18T01:17:45.0Z,1,REGULAR,2pt,Jump Shot,[],1630230,86.02168199737189,32.59803921568628,1610612742,11,12,2025-11-18T01:21:24Z,560000,False,-87.0,79.0,1,right,MISS N. Marshall 11' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,,,,,,11.74,Missed,,,,,,,,,,,,,
58,PT07M42.00S,2025-11-18T01:17:47.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,11,12,2025-11-18T01:17:48Z,570000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,
59,PT07M31.00S,2025-11-18T01:17:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,18.2161629434954,49.50980392156863,1610612750,11,12,2025-11-18T01:21:52Z,580000,False,2.0,119.0,1,left,MISS J. Randle 11' pullup Shot,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.87,Missed,,,,,,,,,,,,,
60,PT07M31.00S,2025-11-18T01:17:57.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,11,12,2025-11-18T01:18:05Z,590000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,
61,PT07M26.00S,2025-11-18T01:18:04.7Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612742,11,12,2025-11-18T01:18:11Z,600000,False,,,0,,A. Edwards shooting personal FOUL (2 PF) (Christie 2 FT),"[1630162, 1631108]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,1146.0,2.0,0.0,Christie,1631108.0,,,,,,,,,,,,,,,
63,PT07M26.00S,2025-11-18T01:18:30.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631108,,,1610612742,11,12,2025-11-18T01:22:21Z,620000,False,,,0,,MISS M. Christie Free Throw 1 of 2,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
64,PT07M26.00S,2025-11-18T01:18:30.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,11,12,2025-11-18T01:22:21Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,
65,PT07M26.00S,2025-11-18T01:18:30.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631108,,,1610612742,11,13,2025-11-18T01:22:21Z,640000,False,,,0,,M. Christie Free Throw 2 of 2 (1 PTS),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
66,PT07M13.00S,2025-11-18T01:19:06.5Z,1,REGULAR,foul,personal,[],1630619,,,1610612750,11,13,2025-11-18T01:19:13Z,650000,False,,,0,,M. Cisse personal FOUL (1 PF),"[1630619, 1630162]",1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,In The Paint (Non-RA),8-16 Left,1146.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
68,PT07M06.00S,2025-11-18T01:19:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.258212877792378,49.26470588235294,1610612750,13,13,2025-11-18T01:19:30Z,670000,False,4.0,6.0,1,left,J. Randle driving Layup (4 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,0.73,Made,,,,,,,,4.0,A. Edwards,1630162.0,1.0,,
70,PT07M06.00S,2025-11-18T01:19:31.6Z,1,REGULAR,foul,personal,['1freethrow'],1630619,,,1610612750,13,13,2025-11-18T01:19:45Z,690000,False,,,0,,M. Cisse shooting personal FOUL (2 PF) (Randle 1 FT),"[1630619, 203944]",1610612742.0,DAL,shooting,,,Cisse,M. Cisse,,,,,Restricted Area,0-8 Center,202901.0,2.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
72,PT07M06.00S,2025-11-18T01:19:39.0Z,1,REGULAR,substitution,out,[],1630619,,,1610612750,13,13,2025-11-18T01:20:17Z,710000,False,,,0,,SUB out: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M06.00S,2025-11-18T01:19:39.0Z,1,REGULAR,substitution,in,[],203939,,,1610612750,13,13,2025-11-18T01:20:17Z,720000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M06.00S,2025-11-18T01:20:01.5Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612750,14,13,2025-11-18T01:20:01Z,730000,False,,,0,,J. Randle Free Throw 1 of 1 (5 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,Made,,,,,,,,5.0,,,,,
75,PT06M55.00S,2025-11-18T01:20:15.3Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612742,14,13,2025-11-18T01:20:19Z,740000,False,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1630162]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Edwards,1630162.0,,,,,,
76,PT06M55.00S,2025-11-18T01:20:15.3Z,1,REGULAR,steal,,[],1630162,,,1610612750,14,13,2025-11-18T01:20:17Z,750000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
77,PT06M49.00S,2025-11-18T01:20:21.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628978,6.1268068331143235,4.411764705882353,1610612750,17,13,2025-11-18T01:23:19Z,760000,False,228.0,5.0,1,left,D. DiVincenzo 3PT running (6 PTS) (A. Edwards 2 AST),"[1628978, 1630162]",1610612750.0,MIN,running,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,22.8,Made,,,,,,,,6.0,A. Edwards,1630162.0,2.0,,
79,PT06M31.00S,2025-11-18T01:20:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,92.46057818659659,45.588235294117645,1610612742,17,13,2025-11-18T01:23:37Z,780000,False,-22.0,18.0,1,right,MISS P. Washington driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,2.88,Missed,,,,,,,,,,,,,
80,PT06M28.00S,2025-11-18T01:20:42.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,17,13,2025-11-18T01:20:45Z,790000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,79.0,4.0,2.0,2.0,,,,,,,,,
81,PT06M13.00S,2025-11-18T01:21:00.7Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,17,13,2025-11-18T01:21:25Z,800000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612750.0,MIN,bad pass,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,201246.0,,,,,,,,,,,1.0,,,,,,,,
82,PT06M13.00S,2025-11-18T01:21:19.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,17,13,2025-11-18T01:21:19Z,810000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M13.00S,2025-11-18T01:23:04.3Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,17,13,2025-11-18T01:23:48Z,820000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M13.00S,2025-11-18T01:23:04.3Z,1,REGULAR,substitution,out,[],1630314,,,1610612742,17,13,2025-11-18T01:23:48Z,830000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M13.00S,2025-11-18T01:23:04.3Z,1,REGULAR,substitution,in,[],1626156,,,1610612742,17,13,2025-11-18T01:23:48Z,840000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M13.00S,2025-11-18T01:23:04.3Z,1,REGULAR,substitution,in,[],202691,,,1610612742,17,13,2025-11-18T01:23:48Z,850000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
