actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-09T00:42:41.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-09T00:42:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M59.00S,2025-12-09T00:42:48.2Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2025-12-09T00:42:48Z,40000,False,,,0,,Jump Ball M. Williams vs. R. Gobert: Tip to C. Gillespie,"[1631221, 1631109, 203497]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Williams,1631109.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-12-09T00:43:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,93.38042049934296,51.470588235294116,1610612756,0,2,2025-12-09T00:43:16Z,70000,False,7.0,10.0,1,right,G. Allen driving finger roll Layup (2 PTS) (C. Gillespie 1 AST),"[1628960, 1631221]",1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,C. Gillespie,1631221.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2025-12-09T00:43:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,10.33180026281209,51.9607843137255,1610612750,0,2,2025-12-09T00:43:27Z,90000,False,-10.0,45.0,1,left,MISS R. Gobert cutting Layup - blocked,"[203497, 1631221]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,Gillespie,1631221.0,,,,,,,,,,,,
10,PT11M17.00S,2025-12-09T00:43:23.2Z,1,REGULAR,block,,[],1631221,,,1610612750,0,2,2025-12-09T00:43:25Z,100000,False,,,0,,C. Gillespie BLOCK (1 BLK),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2025-12-09T00:43:25.2Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,0,2,2025-12-09T00:43:27Z,110000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
12,PT11M14.00S,2025-12-09T00:43:27.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,75.64060446780552,12.990196078431374,1610612756,0,2,2025-12-09T00:43:35Z,120000,False,-185.0,176.0,1,right,MISS R. O'Neale 25' running pullup 3PT,[1626220],1610612756.0,PHX,running pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2025-12-09T00:43:30.0Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,0,2,2025-12-09T00:43:30Z,130000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,
14,PT11M08.00S,2025-12-09T00:43:32.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,70.77858081471747,72.30392156862744,1610612756,0,2,2025-12-09T00:45:03Z,140000,False,112.0,222.0,1,right,MISS D. Brooks 24' pullup 3PT,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
15,PT11M08.00S,2025-12-09T00:43:32.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,0,2,2025-12-09T00:43:39Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,14.0,,,,,,,,,,,
