actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
170,PT00M27.10S,2026-01-23T01:35:51.7Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,29,26,2026-01-23T01:35:51Z,1700000,False,,,0,,J. Giddey Free Throw 2 of 2 (8 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
171,PT00M12.20S,2026-01-23T01:36:10.3Z,1,REGULAR,foul,personal,[],1630172,,,1610612750,29,26,2026-01-23T01:36:22Z,1710000,False,,,0,,P. Williams personal FOUL (1 PF),"[1630172, 1629675]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,204059.0,1.0,0.0,Reid,1629675.0,,,,,,
173,PT00M03.60S,2026-01-23T01:36:33.1Z,1,REGULAR,3pt,Jump Shot,[],1629675,73.27529566360053,77.94117647058823,1610612750,32,26,2026-01-23T01:36:37Z,1730000,False,140.0,199.0,1,right,N. Reid 24' 3PT pullup (9 PTS) (M. Conley 1 AST),"[1629675, 201144]",1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,24.29,Made,9.0,,,,M. Conley,201144.0,1.0,,,,,,,,,,,
175,PT00M00.20S,2026-01-23T01:36:38.6Z,1,REGULAR,heave,,[],0,,,1610612741,32,26,2026-01-23T01:36:56Z,1750000,False,,,0,,CHI Heave,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,51.04,,,,,,,,,,,,,,,,,,,
176,PT00M00.20S,2026-01-23T01:36:38.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,32,26,2026-01-23T01:36:56Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,175.0,,,,,
177,PT00M00.00S,2026-01-23T01:36:43.0Z,1,REGULAR,period,end,[],0,,,1610612741,32,26,2026-01-23T01:36:43Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-01-23T01:38:52.0Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612741,32,26,2026-01-23T01:39:17Z,1780000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-01-23T01:38:52.0Z,2,REGULAR,substitution,out,['startperiod'],1630538,,,1610612741,32,26,2026-01-23T01:39:17Z,1790000,False,,,0,,SUB out: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-01-23T01:38:52.0Z,2,REGULAR,substitution,out,['startperiod'],1642866,,,1610612741,32,26,2026-01-23T01:39:17Z,1800000,False,,,0,,SUB out: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-01-23T01:38:52.0Z,2,REGULAR,substitution,in,['startperiod'],1630162,,,1610612741,32,26,2026-01-23T01:39:17Z,1810000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-01-23T01:38:52.0Z,2,REGULAR,substitution,in,['startperiod'],203944,,,1610612741,32,26,2026-01-23T01:39:17Z,1820000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-01-23T01:38:52.0Z,2,REGULAR,substitution,in,['startperiod'],1641740,,,1610612741,32,26,2026-01-23T01:39:17Z,1830000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-01-23T01:39:19.0Z,2,REGULAR,period,start,[],0,,,1610612741,32,26,2026-01-23T01:39:19Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M39.00S,2026-01-23T01:39:39.1Z,2,REGULAR,3pt,Jump Shot,[],1630200,29.77989487516426,70.09803921568627,1610612741,32,26,2026-01-23T01:39:48Z,1850000,False,-100.0,227.0,1,left,MISS T. Jones 24' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
187,PT11M36.00S,2026-01-23T01:39:42.1Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,32,26,2026-01-23T01:39:48Z,1860000,False,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,186.0,3.0,2.0,1.0,,
188,PT11M28.00S,2026-01-23T01:39:50.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,93.51182654402102,51.470588235294116,1610612750,34,26,2026-01-23T01:39:54Z,1870000,False,7.0,8.0,1,right,A. Edwards driving DUNK (7 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.13,Made,7.0,,,,J. Randle,203944.0,1.0,,,,,,,,,,,
190,PT11M15.00S,2026-01-23T01:40:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.966491458607096,46.07843137254902,1610612741,34,28,2026-01-23T01:40:08Z,1890000,False,20.0,22.0,1,left,J. Giddey driving finger roll Layup (10 PTS),[1630581],1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.98,Made,10.0,,,,,,,,,,,,,,,,,
191,PT10M55.00S,2026-01-23T01:40:22.3Z,2,REGULAR,3pt,Jump Shot,[],201144,92.32917214191852,3.431372549019608,1610612750,37,28,2026-01-23T01:40:27Z,1900000,False,-233.0,20.0,1,right,M. Conley 3PT  (3 PTS) (N. Reid 3 AST),"[201144, 1629675]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,23.36,Made,3.0,,,,N. Reid,1629675.0,3.0,,,,,,,,,,,
193,PT10M42.00S,2026-01-23T01:40:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.701708278580814,45.73376225490196,1610612741,37,30,2026-01-23T01:40:42Z,1920000,False,21.0,10.0,1,left,J. Giddey cutting Layup (12 PTS) (T. Jones 3 AST),"[1630581, 1630200]",1610612741.0,CHI,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.37,Made,12.0,,,,T. Jones,1630200.0,3.0,,,,,,,,,,,
195,PT10M42.00S,2026-01-23T01:40:39.9Z,2,REGULAR,foul,personal,['1freethrow'],1641740,,,1610612741,37,30,2026-01-23T01:40:45Z,1940000,False,,,0,,J. Clark shooting personal FOUL (1 PF) (Giddey 1 FT),"[1641740, 1630581]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,,,,,203593.0,1.0,0.0,Giddey,1630581.0,,,,,,
197,PT10M42.00S,2026-01-23T01:40:47.3Z,2,REGULAR,substitution,out,[],1628989,,,1610612741,37,30,2026-01-23T01:41:11Z,1960000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M42.00S,2026-01-23T01:40:47.3Z,2,REGULAR,substitution,out,[],1630200,,,1610612741,37,30,2026-01-23T01:41:11Z,1970000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M42.00S,2026-01-23T01:40:47.3Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,37,30,2026-01-23T01:41:11Z,1980000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M42.00S,2026-01-23T01:40:47.3Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,37,30,2026-01-23T01:41:11Z,1990000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M42.00S,2026-01-23T01:41:04.9Z,2,REGULAR,freethrow,1 of 1,[],1630581,,,1610612741,37,31,2026-01-23T01:41:04Z,2000000,False,,,0,,J. Giddey Free Throw 1 of 1 (13 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
202,PT10M32.00S,2026-01-23T01:41:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,80.3712220762155,54.65686274509803,1610612750,39,31,2026-01-23T01:41:22Z,2010000,False,23.0,132.0,1,right,J. Randle 13' Jump Shot (8 PTS) (M. Conley 2 AST),"[203944, 201144]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,13.4,Made,8.0,,,,M. Conley,201144.0,2.0,,,,,,,,,,,
204,PT10M19.00S,2026-01-23T01:41:30.6Z,2,REGULAR,3pt,Jump Shot,[],1630581,31.1740308804205,58.6014093137255,1610612741,39,31,2026-01-23T01:41:36Z,2030000,False,-43.0,241.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,24.43,Missed,,,,,,,,,,,,,,,,,,
205,PT10M16.00S,2026-01-23T01:41:33.6Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,39,31,2026-01-23T01:41:36Z,2040000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,204.0,2.0,2.0,0.0,,
206,PT10M06.00S,2026-01-23T01:41:43.5Z,2,REGULAR,2pt,Jump Shot,[],1630162,83.39356110381078,19.11764705882353,1610612750,41,31,2026-01-23T01:48:56Z,2050000,False,-154.0,104.0,1,right,A. Edwards 18' fadeaway Jump Shot (9 PTS),[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left,18.59,Made,9.0,,,,,,,,,,,,,,,,,
207,PT10M05.00S,2026-01-23T01:41:48.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,41,31,2026-01-23T01:41:48Z,2060000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M05.00S,2026-01-23T01:44:03.1Z,2,REGULAR,substitution,out,[],1630581,,,1610612741,41,31,2026-01-23T01:44:38Z,2070000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M05.00S,2026-01-23T01:44:03.1Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,41,31,2026-01-23T01:44:38Z,2080000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M05.00S,2026-01-23T01:44:03.1Z,2,REGULAR,substitution,in,[],1630188,,,1610612741,41,31,2026-01-23T01:44:38Z,2090000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M05.00S,2026-01-23T01:44:03.1Z,2,REGULAR,substitution,in,[],1630171,,,1610612741,41,31,2026-01-23T01:44:38Z,2100000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M42.00S,2026-01-23T01:45:09.5Z,2,REGULAR,3pt,Jump Shot,[],1630171,23.603810775295663,85.29411764705883,1610612741,41,31,2026-01-23T01:45:14Z,2110000,False,-176.0,169.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
215,PT09M40.00S,2026-01-23T01:45:11.5Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,41,31,2026-01-23T01:45:14Z,2120000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,214.0,1.0,1.0,0.0,,
216,PT09M29.00S,2026-01-23T01:45:28.8Z,2,REGULAR,foul,personal,[],1630171,,,1610612750,41,31,2026-01-23T01:45:41Z,2130000,False,,,0,,I. Okoro loose ball personal FOUL (1 PF),"[1630171, 1630162]",1610612741.0,CHI,loose ball,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,204059.0,1.0,0.0,Edwards,1630162.0,,,,,,
218,PT09M25.00S,2026-01-23T01:45:56.6Z,2,REGULAR,2pt,Jump Shot,[],203944,81.2910643889619,23.284313725490197,1610612750,41,31,2026-01-23T01:50:17Z,2150000,False,-134.0,123.0,1,right,MISS J. Randle 18' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,18.19,Missed,,,,,,,,,,,,,,,,,,
219,PT09M23.00S,2026-01-23T01:45:58.6Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,41,31,2026-01-23T01:46:00Z,2160000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,
220,PT09M18.00S,2026-01-23T01:46:05.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,8.278580814717477,46.978400735294116,1610612741,41,31,2026-01-23T01:51:16Z,2170000,False,15.0,25.0,1,left,MISS A. Dosunmu running Layup,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
221,PT09M15.00S,2026-01-23T01:46:08.8Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,41,31,2026-01-23T01:47:31Z,2180000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,220.0,4.0,4.0,0.0,,
224,PT09M12.00S,2026-01-23T01:46:13.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641740,93.51182654402102,48.28431372549019,1610612750,43,31,2026-01-23T01:47:50Z,2210000,False,-9.0,8.0,1,right,J. Clark running Layup (2 PTS) (J. Randle 2 AST),"[1641740, 203944]",1610612750.0,MIN,running,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,,,,J. Randle,203944.0,2.0,,,,,,,,,,,
226,PT09M02.00S,2026-01-23T01:46:21.8Z,2,REGULAR,foul,personal,[],1630162,,,1610612741,43,31,2026-01-23T01:46:26Z,2230000,False,,,0,,A. Edwards personal FOUL (3 PF),"[1630162, 1630188]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,204059.0,3.0,0.0,Smith,1630188.0,,,,,,
228,PT09M02.00S,2026-01-23T01:46:29.0Z,2,REGULAR,substitution,out,[],202696,,,1610612741,43,31,2026-01-23T01:46:38Z,2250000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M02.00S,2026-01-23T01:46:29.0Z,2,REGULAR,substitution,in,[],1641824,,,1610612741,43,31,2026-01-23T01:46:38Z,2260000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M59.00S,2026-01-23T01:46:47.7Z,2,REGULAR,foul,personal,[],1641740,,,1610612741,43,31,2026-01-23T01:47:01Z,2270000,False,,,0,,J. Clark personal FOUL (2 PF),"[1641740, 1629632]",1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,204059.0,2.0,0.0,White,1629632.0,,,,,,
232,PT08M48.00S,2026-01-23T01:47:15.5Z,2,REGULAR,foul,personal,[],203944,,,1610612741,43,31,2026-01-23T01:47:33Z,2290000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1629632]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1201.0,1.0,0.0,White,1629632.0,,,,,,
234,PT08M33.00S,2026-01-23T01:47:50.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,6.652431011826544,50.98039215686274,1610612741,43,33,2026-01-23T01:53:25Z,2310000,False,-5.0,10.0,1,left,J. Smith driving Hook (5 PTS) (A. Dosunmu 1 AST),"[1630188, 1630245]",1610612741.0,CHI,driving,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.11,Made,5.0,,,,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,
236,PT08M19.00S,2026-01-23T01:48:05.5Z,2,REGULAR,2pt,Jump Shot,[],1630162,88.91261498028909,70.83333333333334,1610612750,43,33,2026-01-23T01:48:33Z,2330000,False,104.0,52.0,1,right,MISS A. Edwards 11' fadeaway Shot,[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,11.63,Missed,,,,,,,,,,,,,,,,,,
237,PT08M17.00S,2026-01-23T01:48:07.5Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,43,33,2026-01-23T01:48:33Z,2340000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,236.0,1.0,1.0,0.0,,
238,PT08M14.00S,2026-01-23T01:48:12.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612741,43,33,2026-01-23T01:48:22Z,2350000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (White 2 FT),"[1629675, 1629632]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204059.0,1.0,0.0,White,1629632.0,,,,,,
240,PT08M14.00S,2026-01-23T01:48:38.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629632,,,1610612741,43,33,2026-01-23T01:48:38Z,2370000,False,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT08M14.00S,2026-01-23T01:48:38.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,43,33,2026-01-23T01:48:38Z,2380000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,
242,PT08M14.00S,2026-01-23T01:48:39.1Z,2,REGULAR,substitution,out,[],201144,,,1610612741,43,33,2026-01-23T01:48:44Z,2390000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M14.00S,2026-01-23T01:48:39.1Z,2,REGULAR,substitution,in,[],1628978,,,1610612741,43,33,2026-01-23T01:48:44Z,2400000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M14.00S,2026-01-23T01:48:55.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629632,,,1610612741,43,34,2026-01-23T01:48:55Z,2410000,False,,,0,,C. White Free Throw 2 of 2 (6 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
245,PT08M04.00S,2026-01-23T01:49:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.64126149802891,47.20435049019608,1610612750,45,34,2026-01-23T01:49:41Z,2420000,False,-14.0,17.0,1,right,J. Randle cutting finger roll Layup (10 PTS) (D. DiVincenzo 2 AST),"[203944, 1628978]",1610612750.0,MIN,cutting finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.18,Made,10.0,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,
247,PT08M04.00S,2026-01-23T01:49:10.5Z,2,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612750,45,34,2026-01-23T01:49:19Z,2440000,False,,,0,,J. Smith shooting personal FOUL (3 PF) (Randle 1 FT),"[1630188, 203944]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,3.0,0.0,Randle,203944.0,,,,,,
249,PT08M04.00S,2026-01-23T01:49:51.7Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612750,46,34,2026-01-23T01:49:51Z,2460000,False,,,0,,J. Randle Free Throw 1 of 1 (11 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
250,PT07M46.00S,2026-01-23T01:50:11.9Z,2,REGULAR,3pt,Jump Shot,[],1630171,5.913272010512484,95.36611519607843,1610612741,46,37,2026-01-23T01:50:20Z,2470000,False,-227.0,3.0,1,left,I. Okoro 3PT  (3 PTS) (C. White 1 AST),"[1630171, 1629632]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,22.68,Made,3.0,,,,C. White,1629632.0,1.0,,,,,,,,,,,
252,PT07M23.00S,2026-01-23T01:50:38.6Z,2,REGULAR,foul,personal,[],1630171,,,1610612750,46,37,2026-01-23T01:50:51Z,2490000,False,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 1628978]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left,,,,,,,,,,1201.0,2.0,0.0,DiVincenzo,1628978.0,,,,,,
254,PT07M23.00S,2026-01-23T01:50:48.8Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,46,37,2026-01-23T01:50:52Z,2510000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M23.00S,2026-01-23T01:50:48.8Z,2,REGULAR,substitution,in,[],203497,,,1610612750,46,37,2026-01-23T01:50:52Z,2520000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M15.00S,2026-01-23T01:51:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,80.1084099868594,50.49019607843137,1610612750,46,37,2026-01-23T01:51:21Z,2530000,False,2.0,134.0,1,right,MISS A. Edwards 13' turnaround Shot,[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,13.45,Missed,,,,,,,,,,,,,,,,,,
257,PT07M13.00S,2026-01-23T01:51:15.6Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,46,37,2026-01-23T01:51:27Z,2540000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:5),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,256.0,5.0,5.0,0.0,,
258,PT07M04.00S,2026-01-23T01:51:23.9Z,2,REGULAR,3pt,Jump Shot,[],1630245,30.699737187910642,36.029411764705884,1610612741,46,40,2026-01-23T01:51:30Z,2550000,False,70.0,236.0,1,left,A. Dosunmu 24' 3PT  (5 PTS) (M. Buzelis 2 AST),"[1630245, 1641824]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,24.62,Made,5.0,,,,M. Buzelis,1641824.0,2.0,,,,,,,,,,,
260,PT06M50.00S,2026-01-23T01:51:38.2Z,2,REGULAR,2pt,Jump Shot,[],203944,78.0059132720105,44.6078431372549,1610612750,48,40,2026-01-23T01:51:56Z,2570000,False,-27.0,154.0,1,right,J. Randle 15' step back Jump Shot (13 PTS),[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,15.65,Made,13.0,,,,,,,,,,,,,,,,,
261,PT06M34.00S,2026-01-23T01:51:54.1Z,2,REGULAR,3pt,Jump Shot,[],1630171,31.750985545335087,55.14705882352941,1610612741,48,40,2026-01-23T01:51:58Z,2580000,False,-26.0,246.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
262,PT06M34.00S,2026-01-23T01:51:54.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,48,40,2026-01-23T01:51:58Z,2590000,False,,,0,,R. Gobert REBOUND (Off:2 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,261.0,5.0,3.0,2.0,,
263,PT06M15.00S,2026-01-23T01:52:13.1Z,2,REGULAR,2pt,Jump Shot,[],203944,78.0059132720105,67.8921568627451,1610612750,50,40,2026-01-23T01:52:19Z,2600000,False,89.0,154.0,1,right,J. Randle 17' step back Jump Shot (15 PTS) (J. Clark 1 AST),"[203944, 1641740]",1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,17.83,Made,15.0,,,,J. Clark,1641740.0,1.0,,,,,,,,,,,
265,PT06M02.00S,2026-01-23T01:52:26.1Z,2,REGULAR,3pt,Jump Shot,[],1630171,5.338370565045992,94.36274509803921,1610612741,50,43,2026-01-23T01:52:30Z,2620000,False,-222.0,-2.0,1,left,I. Okoro 3PT  (6 PTS) (M. Buzelis 3 AST),"[1630171, 1641824]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,22.18,Made,6.0,,,,M. Buzelis,1641824.0,3.0,,,,,,,,,,,
