actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
426,PT06M33.00S,2026-01-07T02:40:20.0Z,3,REGULAR,3pt,Jump Shot,[],1631107,5.601182654402102,94.6078431372549,1610612748,76,68,2026-01-07T02:40:24Z,4210000,False,-223.0,0.0,1,left,N. Jović 3PT  (6 PTS) (N. Powell 3 AST),"[1631107, 1626181]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Left Corner 3,24+ Left,22.3,Made,6.0,,,,,,N. Powell,1626181.0,3.0,,,,,,,,,
428,PT06M16.00S,2026-01-07T02:40:37.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,81.94809461235218,50.49019607843137,1610612750,78,68,2026-01-07T02:42:33Z,4230000,False,2.0,117.0,1,right,A. Edwards 11' driving floating Jump Shot (24 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,24.0,,,,,,,,,,,,,,,,,
429,PT05M57.00S,2026-01-07T02:40:56.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.258212877792378,54.41176470588235,1610612748,78,68,2026-01-07T02:43:19Z,4240000,False,-22.0,6.0,1,left,MISS B. Adebayo cutting Layup,[1628389],1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,,
430,PT05M54.00S,2026-01-07T02:40:59.1Z,3,REGULAR,rebound,offensive,[],203952,,,1610612748,78,68,2026-01-07T02:41:38Z,4250000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,429.0,3.0,1.0,2.0,,,,,,,,,,,,
431,PT05M50.00S,2026-01-07T02:41:02.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,15.982260183968464,55.88235294117647,1610612748,78,68,2026-01-07T02:41:06Z,4260000,False,-29.0,98.0,1,left,MISS T. Herro 10' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,,
432,PT05M48.00S,2026-01-07T02:41:04.5Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,78,68,2026-01-07T02:41:06Z,4270000,False,,,0,,R. Gobert REBOUND (Off:0 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,431.0,9.0,9.0,0.0,,,,,,,,,,,,
433,PT05M45.00S,2026-01-07T02:41:11.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630183,84.31340341655716,37.00980392156863,1610612750,80,68,2026-01-07T02:44:37Z,4280000,False,-65.0,95.0,1,right,J. McDaniels 11' fadeaway Jump Shot (12 PTS),[1630183],1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,11.51,Made,12.0,,,,,,,,,,,,,,,,,
435,PT05M45.00S,2026-01-07T02:41:14.3Z,3,REGULAR,foul,personal,['1freethrow'],1631107,,,1610612750,80,68,2026-01-07T02:41:22Z,4300000,False,,,0,,N. Jović shooting personal FOUL (2 PF) (McDaniels 1 FT),"[1631107, 1630183]",1610612748.0,MIA,shooting,,,Jović,N. Jović,,,,,In The Paint (Non-RA),8-16 Left,,,,1162.0,,,,,,,,2.0,0.0,McDaniels,1630183.0,,,,,
437,PT05M45.00S,2026-01-07T02:41:27.9Z,3,REGULAR,substitution,out,[],1628978,,,1610612750,80,68,2026-01-07T02:41:33Z,4320000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M45.00S,2026-01-07T02:41:27.9Z,3,REGULAR,substitution,in,[],201144,,,1610612750,80,68,2026-01-07T02:41:33Z,4330000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M45.00S,2026-01-07T02:41:48.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630183,,,1610612750,81,68,2026-01-07T02:41:48Z,4340000,False,,,0,,J. McDaniels Free Throw 1 of 1 (13 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
440,PT05M34.00S,2026-01-07T02:42:02.2Z,3,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612748,81,68,2026-01-07T02:42:06Z,4350000,False,,,0,,N. Powell lost ball out-of-bounds TURNOVER (2 TO),[1626181],1610612748.0,MIA,lost ball,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,,,,,,,,,,,,2.0,,,,
441,PT05M22.00S,2026-01-07T02:42:25.3Z,3,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,81,68,2026-01-07T02:42:31Z,4360000,False,,,0,,J. McDaniels step out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,step,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,,,,,,,,,,,,1.0,,,,
442,PT05M17.00S,2026-01-07T02:42:42.2Z,3,REGULAR,foul,personal,[],1630183,,,1610612748,81,68,2026-01-07T02:42:47Z,4370000,False,,,0,,J. McDaniels personal FOUL (3 PF),"[1630183, 1629639]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,1626301.0,,,,,,,,3.0,0.0,Herro,1629639.0,,,,,
444,PT05M09.00S,2026-01-07T02:43:04.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,33.459264126149804,38.970588235294116,1610612748,81,68,2026-01-07T02:43:07Z,4390000,False,55.0,262.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,26.77,Missed,,,,,,,,,,,,,,,,,,
445,PT05M07.00S,2026-01-07T02:43:06.0Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,81,68,2026-01-07T02:43:07Z,4400000,False,,,0,,R. Gobert REBOUND (Off:0 Def:10),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,444.0,10.0,10.0,0.0,,,,,,,,,,,,
446,PT04M53.00S,2026-01-07T02:43:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,90.48948751642575,34.068627450980394,1610612750,81,68,2026-01-07T02:50:19Z,4410000,False,-80.0,37.0,1,right,MISS J. McDaniels 8' driving finger roll Layup,[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,8.78,Missed,,,,,,,,,,,,,,,,,,
447,PT04M50.00S,2026-01-07T02:43:23.5Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,81,68,2026-01-07T02:43:24Z,4420000,False,,,0,,T. Herro REBOUND (Off:0 Def:7),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,,,,,446.0,7.0,7.0,0.0,,,,,,,,,,,,
448,PT04M46.00S,2026-01-07T02:43:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629639,8.623521681997373,44.85294117647059,1610612748,81,68,2026-01-07T02:43:41Z,4430000,False,26.0,29.0,1,left,MISS T. Herro running finger roll Layup,[1629639],1610612748.0,MIA,running finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
449,PT04M44.00S,2026-01-07T02:43:29.2Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,81,68,2026-01-07T02:43:41Z,4440000,False,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,448.0,4.0,4.0,0.0,,,,,,,,,,,,
450,PT04M42.00S,2026-01-07T02:43:32.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612750,81,68,2026-01-07T02:43:40Z,4450000,False,,,0,,A. Wiggins shooting personal FOUL (3 PF) (McDaniels 2 FT),"[203952, 1630183]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1626301.0,,,,,,,,3.0,0.0,McDaniels,1630183.0,,,,,
452,PT04M42.00S,2026-01-07T02:44:00.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630183,,,1610612750,81,68,2026-01-07T02:44:00Z,4470000,False,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
453,PT04M42.00S,2026-01-07T02:44:00.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,81,68,2026-01-07T02:44:00Z,4480000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,
454,PT04M42.00S,2026-01-07T02:44:01.4Z,3,REGULAR,substitution,out,[],203497,,,1610612750,81,68,2026-01-07T02:44:06Z,4490000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M42.00S,2026-01-07T02:44:01.4Z,3,REGULAR,substitution,in,[],203944,,,1610612750,81,68,2026-01-07T02:44:06Z,4500000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M42.00S,2026-01-07T02:44:21.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630183,,,1610612750,82,68,2026-01-07T02:44:21Z,4510000,False,,,0,,J. McDaniels Free Throw 2 of 2 (14 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
457,PT04M28.00S,2026-01-07T02:44:37.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,13.61695137976347,45.588235294117645,1610612748,82,70,2026-01-07T02:48:06Z,4520000,False,22.0,75.0,1,left,T. Herro 7' driving floating Jump Shot (12 PTS) (N. Powell 4 AST),"[1629639, 1626181]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.87,Made,12.0,,,,,,N. Powell,1626181.0,4.0,,,,,,,,,
458,PT04M05.00S,2026-01-07T02:44:59.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,86.02168199737189,38.23529411764706,1610612750,82,70,2026-01-07T02:51:25Z,4530000,False,-59.0,79.0,1,right,MISS J. McDaniels 9' turnaround Shot,[1630183],1610612750.0,MIN,turnaround,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,9.84,Missed,,,,,,,,,,,,,,,,,,
459,PT04M05.00S,2026-01-07T02:44:59.8Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,82,70,2026-01-07T02:45:08Z,4540000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,,458.0,9.0,8.0,1.0,,,,,,,,,,,,
460,PT03M58.00S,2026-01-07T02:45:07.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631107,5.469776609724048,4.6568627450980395,1610612748,82,70,2026-01-07T02:52:11Z,4550000,False,227.0,-1.0,1,left,MISS N. Jović running 3PT,[1631107],1610612748.0,MIA,running,,,Jović,N. Jović,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
461,PT03M56.00S,2026-01-07T02:45:09.6Z,3,REGULAR,rebound,offensive,[],203952,,,1610612748,82,70,2026-01-07T02:45:09Z,4560000,False,,,0,,A. Wiggins REBOUND (Off:3 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,460.0,4.0,1.0,3.0,,,,,,,,,,,,
462,PT03M55.00S,2026-01-07T02:45:11.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203952,8.886333771353483,45.83333333333333,1610612748,82,70,2026-01-07T02:53:17Z,4570000,False,21.0,31.0,1,left,MISS A. Wiggins driving floating Shot - blocked,"[203952, 1630162]",1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,Edwards,1630162.0,,
463,PT03M55.00S,2026-01-07T02:45:11.4Z,3,REGULAR,block,,[],1630162,,,1610612748,82,70,2026-01-07T02:45:13Z,4580000,False,,,0,,A. Edwards BLOCK (2 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
464,PT03M54.00S,2026-01-07T02:45:12.4Z,3,REGULAR,rebound,defensive,[],201144,,,1610612750,82,70,2026-01-07T02:45:43Z,4590000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,462.0,2.0,2.0,0.0,,,,,,,,,,,,
465,PT03M50.00S,2026-01-07T02:45:17.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,90.3580814717477,47.549019607843135,1610612750,82,70,2026-01-07T02:54:21Z,4600000,False,-12.0,38.0,1,right,MISS A. Edwards running Layup - blocked,"[1630162, 1631107]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,Jović,1631107.0,,
466,PT03M50.00S,2026-01-07T02:45:17.3Z,3,REGULAR,block,,[],1631107,,,1610612750,82,70,2026-01-07T02:45:19Z,4610000,False,,,0,,N. Jović BLOCK (1 BLK),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
467,PT03M49.00S,2026-01-07T02:45:18.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,82,70,2026-01-07T02:45:30Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,465.0,,,,,,,,,,,,,,,
469,PT03M49.00S,2026-01-07T02:45:24.1Z,3,REGULAR,substitution,out,[],1630183,,,1610612750,82,70,2026-01-07T02:45:33Z,4640000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M49.00S,2026-01-07T02:45:24.1Z,3,REGULAR,substitution,out,[],203952,,,1610612750,82,70,2026-01-07T02:45:33Z,4650000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M49.00S,2026-01-07T02:45:24.1Z,3,REGULAR,substitution,in,[],1641740,,,1610612750,82,70,2026-01-07T02:45:33Z,4660000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M49.00S,2026-01-07T02:45:24.1Z,3,REGULAR,substitution,in,[],1641796,,,1610612750,82,70,2026-01-07T02:45:33Z,4670000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M46.00S,2026-01-07T02:45:44.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,91.14651773981603,83.82352941176471,1610612750,82,70,2026-01-07T02:55:08Z,4680000,False,169.0,31.0,1,right,MISS A. Edwards 17' fadeaway Shot,[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,17.19,Missed,,,,,,,,,,,,,,,,,,
474,PT03M43.00S,2026-01-07T02:45:47.3Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612748,82,70,2026-01-07T02:45:48Z,4690000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right,,,,,473.0,2.0,2.0,0.0,,,,,,,,,,,,
475,PT03M34.00S,2026-01-07T02:45:58.2Z,3,REGULAR,foul,personal,[],1630162,,,1610612748,82,70,2026-01-07T02:46:07Z,4700000,False,,,0,,A. Edwards personal FOUL (4 PF),"[1630162, 1641796]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,1628480.0,,,,,,,,4.0,0.0,Larsson,1641796.0,,,,,
477,PT03M34.00S,2026-01-07T02:46:10.9Z,3,REGULAR,substitution,out,[],1626181,,,1610612748,82,70,2026-01-07T02:46:19Z,4720000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M34.00S,2026-01-07T02:46:10.9Z,3,REGULAR,substitution,in,[],1630558,,,1610612748,82,70,2026-01-07T02:46:19Z,4730000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M34.00S,2026-01-07T02:46:23.6Z,3,REGULAR,substitution,out,[],1630162,,,1610612748,82,70,2026-01-07T02:46:30Z,4740000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M34.00S,2026-01-07T02:46:23.6Z,3,REGULAR,substitution,in,[],1628978,,,1610612748,82,70,2026-01-07T02:46:30Z,4750000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M20.00S,2026-01-07T02:46:54.4Z,3,REGULAR,2pt,Jump Shot,[],1629639,11.251642575558476,68.13725490196079,1610612748,82,70,2026-01-07T02:47:02Z,4760000,False,-91.0,53.0,1,left,MISS T. Herro 10' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,10.52,Missed,,,,,,,,,,,,,,,,,,
482,PT03M17.00S,2026-01-07T02:46:57.4Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,82,70,2026-01-07T02:47:02Z,4770000,False,,,0,,J. Randle REBOUND (Off:1 Def:7),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,481.0,8.0,7.0,1.0,,,,,,,,,,,,
483,PT03M03.00S,2026-01-07T02:47:11.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,89.83245729303549,57.35294117647059,1610612750,82,70,2026-01-07T02:47:14Z,4780000,False,37.0,43.0,1,right,MISS N. Reid driving Layup,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
485,PT03M00.00S,2026-01-07T02:47:14.6Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,82,70,2026-01-07T02:47:14Z,4800000,False,,,0,,N. Jović REBOUND (Off:0 Def:3),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,483.0,3.0,3.0,0.0,,,,,,,,,,,,
486,PT02M55.00S,2026-01-07T02:47:18.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,22.28975032851511,86.27450980392157,1610612748,82,70,2026-01-07T02:47:26Z,4810000,False,-181.0,157.0,1,left,MISS D. Mitchell running 3PT,[1630558],1610612748.0,MIA,running,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,23.99,Missed,,,,,,,,,,,,,,,,,,
487,PT02M53.00S,2026-01-07T02:47:20.4Z,3,REGULAR,rebound,defensive,[],1641740,,,1610612750,82,70,2026-01-07T02:47:26Z,4820000,False,,,0,,J. Clark REBOUND (Off:0 Def:3),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Left Center,,,,,486.0,3.0,3.0,0.0,,,,,,,,,,,,
488,PT02M53.00S,2026-01-07T02:47:28.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,82,70,2026-01-07T02:47:28Z,4830000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M41.00S,2026-01-07T02:51:13.5Z,3,REGULAR,3pt,Jump Shot,[],201144,68.9388961892247,63.48039215686274,1610612750,82,70,2026-01-07T02:51:18Z,4840000,False,67.0,239.0,1,right,MISS M. Conley 24' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,24.88,Missed,,,,,,,,,,,,,,,,,,
491,PT02M39.00S,2026-01-07T02:51:15.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,82,70,2026-01-07T02:51:18Z,4850000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,490.0,10.0,9.0,1.0,,,,,,,,,,,,
492,PT02M27.00S,2026-01-07T02:51:27.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,14.273981603153747,43.872549019607845,1610612748,82,70,2026-01-07T02:51:32Z,4860000,False,31.0,82.0,1,left,MISS D. Mitchell 8' driving floating Shot,[1630558],1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,8.72,Missed,,,,,,,,,,,,,,,,,,
493,PT02M22.00S,2026-01-07T02:51:32.1Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,82,70,2026-01-07T02:51:32Z,4870000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,492.0,11.0,9.0,2.0,,,,,,,,,,,,
494,PT02M22.00S,2026-01-07T02:51:31.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,82,70,2026-01-07T02:51:31Z,4880000,False,0.0,0.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
495,PT02M22.00S,2026-01-07T02:51:31.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,82,70,2026-01-07T02:51:31Z,4890000,False,,,0,,J. Randle REBOUND (Off:1 Def:8),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,494.0,9.0,8.0,1.0,,,,,,,,,,,,
496,PT02M18.00S,2026-01-07T02:51:36.6Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612750,82,70,2026-01-07T02:51:42Z,4900000,False,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1630558]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Mitchell,1630558.0
497,PT02M18.00S,2026-01-07T02:51:36.6Z,3,REGULAR,steal,,[],1630558,,,1610612748,82,70,2026-01-07T02:51:38Z,4910000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
498,PT02M13.00S,2026-01-07T02:51:41.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,6.915243101182654,56.127450980392155,1610612748,82,70,2026-01-07T02:51:47Z,4920000,False,-31.0,13.0,1,left,MISS T. Herro running finger roll Layup,[1629639],1610612748.0,MIA,running finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
499,PT02M10.00S,2026-01-07T02:51:43.5Z,3,REGULAR,rebound,offensive,[],1641796,,,1610612748,82,70,2026-01-07T02:51:43Z,4930000,False,,,0,,P. Larsson REBOUND (Off:1 Def:0),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,498.0,1.0,0.0,1.0,,,,,,,,,,,,
500,PT02M10.00S,2026-01-07T02:51:44.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1641796,9.674770039421814,45.83333333333333,1610612748,82,70,2026-01-07T03:01:00Z,4940000,False,21.0,38.0,1,left,MISS P. Larsson putback Layup,[1641796],1610612748.0,MIA,putback,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,,
501,PT02M09.00S,2026-01-07T02:51:45.1Z,3,REGULAR,rebound,offensive,[],1641796,,,1610612748,82,70,2026-01-07T02:51:51Z,4950000,False,,,0,,P. Larsson REBOUND (Off:2 Def:0),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,500.0,2.0,0.0,2.0,,,,,,,,,,,,
502,PT02M08.00S,2026-01-07T02:51:46.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641796,7.178055190538765,44.6078431372549,1610612748,82,70,2026-01-07T02:51:53Z,4960000,False,27.0,15.0,1,left,MISS P. Larsson putback Layup - blocked,"[1641796, 203944]",1610612748.0,MIA,putback,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,Randle,203944.0,,
503,PT02M08.00S,2026-01-07T02:51:46.3Z,3,REGULAR,block,,[],203944,,,1610612748,82,70,2026-01-07T02:51:48Z,4970000,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
