actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-20T02:45:55.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-20T02:45:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-20T02:45:57.4Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2025-12-20T02:45:57Z,40000,False,,,0,,Jump Ball R. Gobert vs. C. Holmgren: Tip to A. Edwards,"[1630162, 203497, 1631096]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-12-20T02:46:09.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,7.046649145860711,96.32352941176471,1610612750,0,0,2025-12-20T02:46:13Z,70000,False,-232.0,14.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-12-20T02:46:11.0Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,0,0,2025-12-20T02:46:13Z,80000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-12-20T02:46:25.6Z,1,REGULAR,3pt,Jump Shot,[],1631096,73.53810775295663,15.931372549019606,1610612760,0,0,2025-12-20T02:46:29Z,90000,False,-170.0,196.0,1,right,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2025-12-20T02:46:28.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,0,0,2025-12-20T02:46:29Z,100000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2025-12-20T02:46:34.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,17.427726675427067,7.352941176470589,1610612750,3,0,2025-12-20T02:46:38Z,110000,False,213.0,111.0,1,left,A. Edwards 24' 3PT step back (3 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.05,Made,,,,,3.0,,,,,,,,,,,,,
12,PT11M03.00S,2025-12-20T02:46:54.7Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612760,3,0,2025-12-20T02:47:03Z,120000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Williams 2 FT),"[1630162, 1631114]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,2004.0,1.0,0.0,Williams,1631114.0,,,,,,,,
14,PT11M03.00S,2025-12-20T02:47:27.4Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,3,1,2025-12-20T02:47:47Z,140000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M03.00S,2025-12-20T02:47:27.4Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,3,1,2025-12-20T02:47:47Z,150000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
