actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-15T01:10:56.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-15T01:10:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-15T01:10:58.3Z,1,REGULAR,jumpball,recovered,[],1630183,,,1610612750,0,0,2025-11-15T01:10:58Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Sabonis: Tip to J. McDaniels,"[1630183, 203497, 1627734]",1610612750.0,MIN,startperiod,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Gobert,203497.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-11-15T01:11:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,9.461235216819974,48.517922794117645,1610612750,2,0,2025-11-15T01:11:32Z,70000,False,7.0,36.0,1,left,R. Gobert cutting Layup (2 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.71,Made,2.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2025-11-15T01:11:33.9Z,1,REGULAR,foul,personal,[],1628978,,,1610612758,2,0,2025-11-15T01:12:11Z,90000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 201566]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101284.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
11,PT11M16.00S,2025-11-15T01:12:05.8Z,1,REGULAR,3pt,Jump Shot,[],1630173,91.40932982917214,98.52941176470588,1610612758,2,0,2025-11-15T01:12:13Z,110000,False,243.0,28.0,1,right,MISS P. Achiuwa 24' 3PT,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,24.42,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2025-11-15T01:12:08.0Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,2,0,2025-11-15T01:12:08Z,120000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
13,PT11M08.00S,2025-11-15T01:12:14.3Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,2,0,2025-11-15T01:12:19Z,130000,False,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 201942]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,DeRozan,201942.0,,
14,PT11M08.00S,2025-11-15T01:12:14.3Z,1,REGULAR,steal,,[],201942,,,1610612758,2,0,2025-11-15T01:12:15Z,140000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2025-11-15T01:12:18.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,93.9060446780552,49.50980392156863,1610612758,2,2,2025-11-15T01:12:26Z,150000,False,-2.0,5.0,1,right,Z. LaVine running DUNK (2 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612758.0,SAC,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
17,PT10M47.00S,2025-11-15T01:12:34.7Z,1,REGULAR,2pt,Jump Shot,[],203944,6.1268068331143235,21.323529411764707,1610612750,2,2,2025-11-15T01:12:39Z,170000,False,143.0,5.0,1,left,MISS J. Randle 14' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,14.35,Missed,,,,,,,,,,,,,,,,,,
