actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
88,PT06M26.00S,2026-02-23T00:24:35.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612755,12,16,2026-02-23T00:24:35Z,870000,False,,,0,,A. Drummond Free Throw 1 of 2 (2 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,
89,PT06M26.00S,2026-02-23T00:24:35.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612755,12,16,2026-02-23T00:25:00Z,880000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
90,PT06M24.00S,2026-02-23T00:24:37.8Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,12,16,2026-02-23T00:25:00Z,890000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,
91,PT06M09.00S,2026-02-23T00:25:14.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,12.434296977660972,4.411764705882353,1610612750,15,16,2026-02-23T00:25:17Z,900000,False,228.0,64.0,1,left,D. DiVincenzo 3PT  (3 PTS) (A. Dosunmu 1 AST),"[1628978, 1630245]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,,,,3.0,23.68,,,A. Dosunmu,1630245.0,1.0
93,PT05M48.00S,2026-02-23T00:25:35.5Z,1,REGULAR,3pt,Jump Shot,[],1642845,83.13074901445466,5.392156862745098,1610612755,15,19,2026-02-23T00:25:39Z,920000,False,-223.0,106.0,1,right,V. Edgecombe 24' 3PT  (7 PTS) (T. Maxey 2 AST),"[1642845, 1630178]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,7.0,24.7,,,T. Maxey,1630178.0,2.0
95,PT05M39.00S,2026-02-23T00:25:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,14.668199737187912,49.26470588235294,1610612750,15,19,2026-02-23T00:25:49Z,940000,False,4.0,85.0,1,left,MISS J. McDaniels 8' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,,,,8.55,,,,,
96,PT05M35.00S,2026-02-23T00:25:47.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,15,19,2026-02-23T00:25:49Z,950000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,95.0,3.0,3.0,0.0,,,,,,,
97,PT05M28.00S,2026-02-23T00:25:54.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,62.5,26.225490196078432,1610612755,15,19,2026-02-23T00:25:57Z,960000,False,-119.0,300.0,1,right,MISS T. Maxey 32' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,,32.27,,,,,
98,PT05M27.00S,2026-02-23T00:25:55.1Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,15,19,2026-02-23T00:25:57Z,970000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,
99,PT05M17.00S,2026-02-23T00:26:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.835085413929041,44.85294117647059,1610612750,17,19,2026-02-23T00:26:10Z,980000,False,26.0,21.0,1,left,A. Edwards driving Layup (9 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,9.0,3.33,,,,,
100,PT04M59.00S,2026-02-23T00:26:25.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,93.38042049934296,47.549019607843135,1610612755,17,19,2026-02-23T00:26:46Z,990000,False,-12.0,10.0,1,right,MISS A. Drummond cutting DUNK - blocked,"[203083, 1630183]",1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,1.57,McDaniels,1630183.0,,,
101,PT04M59.00S,2026-02-23T00:26:25.3Z,1,REGULAR,block,,[],1630183,,,1610612755,17,19,2026-02-23T00:26:27Z,1000000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT04M58.00S,2026-02-23T00:26:26.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,17,19,2026-02-23T00:26:46Z,1010000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,
103,PT04M51.00S,2026-02-23T00:26:32.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630162,17.69053876478318,39.46078431372549,1610612750,19,19,2026-02-23T00:29:01Z,1020000,False,53.0,114.0,1,left,A. Edwards 12' running pullup Jump Shot (11 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,,,,11.0,12.54,,,,,
104,PT04M39.00S,2026-02-23T00:26:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,19,19,2026-02-23T00:26:48Z,1030000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M39.00S,2026-02-23T00:28:57.1Z,1,REGULAR,substitution,out,[],1628978,,,1610612755,19,19,2026-02-23T00:29:37Z,1040000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M39.00S,2026-02-23T00:28:57.1Z,1,REGULAR,substitution,out,[],203083,,,1610612755,19,19,2026-02-23T00:29:37Z,1050000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M39.00S,2026-02-23T00:28:57.1Z,1,REGULAR,substitution,in,[],1630538,,,1610612755,19,19,2026-02-23T00:29:37Z,1060000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M39.00S,2026-02-23T00:28:57.1Z,1,REGULAR,substitution,in,[],1641737,,,1610612755,19,19,2026-02-23T00:29:37Z,1070000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M25.00S,2026-02-23T00:29:59.1Z,1,REGULAR,3pt,Jump Shot,[],1642845,76.2976346911958,85.04901960784314,1610612755,19,19,2026-02-23T00:30:04Z,1080000,False,175.0,170.0,1,right,MISS V. Edgecombe 24' step back 3PT,[1642845],1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,,24.43,,,,,
110,PT04M22.00S,2026-02-23T00:30:02.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,19,19,2026-02-23T00:30:04Z,1090000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,109.0,3.0,3.0,0.0,,,,,,,
111,PT04M15.00S,2026-02-23T00:30:08.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,25.706307490144546,17.401960784313726,1610612750,19,19,2026-02-23T00:30:13Z,1100000,False,163.0,189.0,1,left,MISS J. McDaniels 24' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,,24.97,,,,,
112,PT04M12.00S,2026-02-23T00:30:11.3Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,19,19,2026-02-23T00:30:13Z,1110000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,111.0,3.0,3.0,0.0,,,,,,,
113,PT03M58.00S,2026-02-23T00:30:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629656,66.22454007884363,48.89705882352941,1610612755,19,22,2026-02-23T00:30:32Z,1120000,False,-6.0,265.0,1,right,Q. Grimes 26' 3PT  (3 PTS) (T. Maxey 3 AST),"[1629656, 1630178]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,,,,3.0,26.51,,,T. Maxey,1630178.0,3.0
115,PT03M42.00S,2026-02-23T00:30:41.2Z,1,REGULAR,3pt,Jump Shot,[],1630245,8.09789750328515,3.6764705882352944,1610612750,22,22,2026-02-23T00:30:45Z,1140000,False,232.0,24.0,1,left,A. Dosunmu 3PT  (3 PTS) (J. McDaniels 1 AST),"[1630245, 1630183]",1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,,,,3.0,23.28,,,J. McDaniels,1630183.0,1.0
117,PT03M20.00S,2026-02-23T00:31:03.4Z,1,REGULAR,3pt,Jump Shot,[],1642845,88.78120893561103,3.6764705882352944,1610612755,22,25,2026-02-23T00:31:07Z,1160000,False,-232.0,53.0,1,right,V. Edgecombe 3PT  (10 PTS) (Q. Grimes 1 AST),"[1642845, 1629656]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,,,,,10.0,23.76,,,Q. Grimes,1629656.0,1.0
120,PT03M12.00S,2026-02-23T00:31:15.4Z,1,REGULAR,substitution,out,[],1642845,,,1610612750,22,25,2026-02-23T00:31:27Z,1190000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M12.00S,2026-02-23T00:31:15.4Z,1,REGULAR,substitution,in,[],1626162,,,1610612750,22,25,2026-02-23T00:31:27Z,1200000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M08.00S,2026-02-23T00:31:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.995400788436268,47.794117647058826,1610612750,22,25,2026-02-23T00:31:44Z,1210000,False,11.0,4.0,1,left,MISS A. Dosunmu reverse Layup,[1630245],1610612750.0,MIN,reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,1.17,,,,,
123,PT03M06.00S,2026-02-23T00:31:39.0Z,1,REGULAR,rebound,offensive,[],1630538,,,1610612750,22,25,2026-02-23T00:32:11Z,1220000,False,,,0,,B. Hyland REBOUND (Off:1 Def:0),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,,,122.0,1.0,0.0,1.0,,,,,,,
124,PT03M04.00S,2026-02-23T00:31:41.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630183,12.302890932982917,55.392156862745104,1610612750,24,25,2026-02-23T00:32:35Z,1230000,False,-27.0,63.0,1,left,J. McDaniels 6' driving floating Jump Shot (5 PTS) (B. Hyland 1 AST),"[1630183, 1630538]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,5.0,6.86,,,B. Hyland,1630538.0,1.0
126,PT02M53.00S,2026-02-23T00:31:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,77.61169513797634,9.313725490196079,1610612755,24,28,2026-02-23T00:33:41Z,1250000,False,-203.0,158.0,1,right,Q. Grimes 25' 3PT  (6 PTS) (T. Maxey 4 AST),"[1629656, 1630178]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,6.0,25.76,,,T. Maxey,1630178.0,4.0
128,PT02M47.00S,2026-02-23T00:31:58.7Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,24,28,2026-02-23T00:32:04Z,1270000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1629656]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,1.0,Grimes,1629656.0,,,,,,,,,,,,,,,,,
129,PT02M47.00S,2026-02-23T00:31:58.7Z,1,REGULAR,steal,,[],1629656,,,1610612755,24,28,2026-02-23T00:37:33Z,1280000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
130,PT02M33.00S,2026-02-23T00:32:12.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,85.49605781865965,82.35294117647058,1610612755,24,28,2026-02-23T00:32:17Z,1290000,False,162.0,84.0,1,right,MISS K. Oubre Jr. 18' step back Shot,[1626162],1610612755.0,PHI,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,Missed,,,,,,18.22,,,,,
131,PT02M31.00S,2026-02-23T00:32:14.9Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,24,28,2026-02-23T00:32:17Z,1300000,False,,,0,,A. Bona REBOUND (Off:1 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,16-24 Right,,,,,,,,,,130.0,1.0,0.0,1.0,,,,,,,
132,PT02M24.00S,2026-02-23T00:32:21.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629656,70.38436268068331,21.323529411764707,1610612755,24,28,2026-02-23T00:35:08Z,1310000,False,-143.0,226.0,1,right,MISS Q. Grimes 26' step back 3PT,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,,26.76,,,,,
133,PT02M24.00S,2026-02-23T00:32:21.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612750,24,28,2026-02-23T00:32:26Z,1320000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,
134,PT02M13.00S,2026-02-23T00:32:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,8.492115637319317,95.09803921568627,1610612750,24,28,2026-02-23T00:35:58Z,1330000,False,-225.0,27.0,1,left,MISS A. Edwards step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,,22.71,,,,,
135,PT02M10.00S,2026-02-23T00:32:35.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,24,28,2026-02-23T00:32:39Z,1340000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,134.0,,,,,,,,,,
137,PT02M10.00S,2026-02-23T00:32:40.0Z,1,REGULAR,substitution,out,[],1630162,,,1610612755,24,28,2026-02-23T00:32:47Z,1360000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M10.00S,2026-02-23T00:32:40.0Z,1,REGULAR,substitution,in,[],1641740,,,1610612755,24,28,2026-02-23T00:32:47Z,1370000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M56.00S,2026-02-23T00:33:05.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,91.5407358738502,49.01960784313725,1610612755,24,30,2026-02-23T00:33:08Z,1380000,False,-5.0,27.0,1,right,A. Bona cutting DUNK (2 PTS) (Q. Grimes 2 AST),"[1641737, 1629656]",1610612755.0,PHI,cutting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.0,2.74,,,Q. Grimes,1629656.0,2.0
141,PT01M41.00S,2026-02-23T00:33:21.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,5.732588699080158,50.0,1610612750,26,30,2026-02-23T00:33:24Z,1400000,False,0.0,1.0,1,left,J. McDaniels cutting DUNK (7 PTS) (A. Dosunmu 2 AST),"[1630183, 1630245]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,7.0,0.14,,,A. Dosunmu,1630245.0,2.0
143,PT01M25.00S,2026-02-23T00:33:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,86.07095926412615,51.692708333333336,1610612755,26,32,2026-02-23T00:33:42Z,1420000,False,8.0,78.0,1,right,T. Maxey 7' turnaround fadeaway Jump Shot (5 PTS),[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,5.0,7.89,,,,,
144,PT01M14.00S,2026-02-23T00:33:47.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,5.863994743758213,95.09803921568627,1610612750,26,32,2026-02-23T00:33:51Z,1430000,False,-225.0,3.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,,22.55,,,,,
145,PT01M12.00S,2026-02-23T00:33:49.7Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,26,32,2026-02-23T00:33:51Z,1440000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,
146,PT01M04.00S,2026-02-23T00:33:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,68.28186596583443,27.696078431372552,1610612755,26,32,2026-02-23T00:34:02Z,1450000,False,-112.0,246.0,1,right,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,,26.98,,,,,
147,PT01M02.00S,2026-02-23T00:33:59.6Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612755,26,32,2026-02-23T00:34:02Z,1460000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,146.0,1.0,0.0,1.0,,,,,,,
148,PT01M02.00S,2026-02-23T00:34:00.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631133,92.59198423127464,49.754901960784316,1610612755,26,32,2026-02-23T00:34:05Z,1470000,False,-1.0,17.0,1,right,MISS J. Walker putback DUNK,[1631133],1610612755.0,PHI,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,1.71,,,,,
149,PT01M02.00S,2026-02-23T00:34:00.6Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612750,26,32,2026-02-23T00:34:05Z,1480000,False,,,0,,B. Hyland REBOUND (Off:1 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,,,148.0,2.0,1.0,1.0,,,,,,,
151,PT00M43.20S,2026-02-23T00:34:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630538,32.14520367936925,52.69607843137255,1610612750,26,32,2026-02-23T00:34:49Z,1500000,False,-13.0,250.0,1,left,MISS B. Hyland 25' step back 3PT,[1630538],1610612750.0,MIN,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,,25.01,,,,,
152,PT00M40.30S,2026-02-23T00:34:47.1Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,26,32,2026-02-23T00:34:49Z,1510000,False,,,0,,A. Bona REBOUND (Off:1 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,,,,,,151.0,2.0,1.0,1.0,,,,,,,
153,PT00M36.40S,2026-02-23T00:34:51.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,68.34756898817346,64.97395833333334,1610612755,26,35,2026-02-23T00:35:06Z,1520000,False,75.0,245.0,1,right,T. Maxey 25' 3PT running pullup (8 PTS) (A. Bona 1 AST),"[1630178, 1641737]",1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,,,,8.0,25.62,,,A. Bona,1641737.0,1.0
154,PT00M25.30S,2026-02-23T00:35:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630538,25.706307490144546,84.06862745098039,1610612750,26,35,2026-02-23T00:35:13Z,1530000,False,-170.0,189.0,1,left,MISS B. Hyland 25' 3PT,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,,25.45,,,,,
155,PT00M23.10S,2026-02-23T00:35:09.4Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,26,35,2026-02-23T00:35:13Z,1540000,False,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,
156,PT00M05.00S,2026-02-23T00:35:28.6Z,1,REGULAR,2pt,Jump Shot,[],1630178,90.22667542706965,67.15686274509804,1610612755,26,35,2026-02-23T00:38:07Z,1550000,False,86.0,39.0,1,right,MISS T. Maxey 9' driving floating Shot - blocked,"[1630178, 1630538]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,,,,,9.44,Hyland,1630538.0,,,
157,PT00M05.00S,2026-02-23T00:35:28.6Z,1,REGULAR,block,,[],1630538,,,1610612755,26,35,2026-02-23T00:35:30Z,1560000,False,,,0,,B. Hyland BLOCK (1 BLK),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
158,PT00M03.80S,2026-02-23T00:35:29.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,26,35,2026-02-23T00:38:07Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,156.0,,,,,,,,,,
161,PT00M02.30S,2026-02-23T00:35:55.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,93.77463863337714,94.85294117647058,1610612755,26,35,2026-02-23T00:35:59Z,1590000,False,224.0,6.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,,22.44,,,,,
162,PT00M02.30S,2026-02-23T00:35:55.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,26,35,2026-02-23T00:35:59Z,1600000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,,,,,161.0,3.0,3.0,0.0,,,,,,,
163,PT00M00.00S,2026-02-23T00:36:00.4Z,1,REGULAR,period,end,[],0,,,1610612750,26,35,2026-02-23T00:36:00Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-02-23T00:37:57.5Z,2,REGULAR,substitution,out,['startperiod'],1630545,,,1610612750,26,35,2026-02-23T00:38:37Z,1620000,False,,,0,,SUB out: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-02-23T00:37:57.5Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612750,26,35,2026-02-23T00:38:37Z,1630000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-02-23T00:37:57.5Z,2,REGULAR,substitution,out,['startperiod'],1641740,,,1610612750,26,35,2026-02-23T00:38:37Z,1640000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-02-23T00:37:57.5Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612750,26,35,2026-02-23T00:38:37Z,1650000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-02-23T00:37:57.5Z,2,REGULAR,substitution,in,['startperiod'],1642866,,,1610612750,26,35,2026-02-23T00:38:37Z,1660000,False,,,0,,SUB in: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-02-23T00:37:57.5Z,2,REGULAR,substitution,in,['startperiod'],203944,,,1610612750,26,35,2026-02-23T00:38:37Z,1670000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-02-23T00:37:57.5Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,26,35,2026-02-23T00:38:37Z,1680000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
