actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
88,PT05M04.00S,2026-02-10T01:25:20.0Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,24,18,2026-02-10T01:25:20Z,860000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
89,PT05M04.00S,2026-02-10T01:25:20.5Z,1,REGULAR,substitution,out,[],1630168,,,1610612750,24,18,2026-02-10T01:25:26Z,870000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M04.00S,2026-02-10T01:25:20.5Z,1,REGULAR,substitution,in,[],1629111,,,1610612750,24,18,2026-02-10T01:25:26Z,880000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M04.00S,2026-02-10T01:25:42.4Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,25,18,2026-02-10T01:25:42Z,890000,False,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
92,PT04M46.00S,2026-02-10T01:26:01.1Z,1,REGULAR,2pt,Jump Shot,[],203468,91.40932982917214,66.91176470588235,1610612737,25,20,2026-02-10T01:26:10Z,900000,False,85.0,28.0,1,right,C. McCollum 8' driving floating bank Jump Shot (14 PTS),[203468],1610612737.0,ATL,driving floating bank,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,8.92,Made,14.0,,,,,,,,,,,,,,,,,
94,PT04M28.00S,2026-02-10T01:26:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.046649145860711,55.14705882352941,1610612750,27,20,2026-02-10T01:26:23Z,920000,False,-26.0,14.0,1,left,A. Edwards driving finger roll Layup (11 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.91,Made,11.0,,,,,,,,,,,,,,,,,
95,PT04M17.00S,2026-02-10T01:26:30.5Z,1,REGULAR,3pt,Jump Shot,[],1629216,68.28186596583443,32.1078431372549,1610612737,27,20,2026-02-10T01:26:38Z,930000,False,-89.0,246.0,1,right,MISS G. Vincent 26' pullup 3PT,[1629216],1610612737.0,ATL,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
96,PT04M11.00S,2026-02-10T01:26:36.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,27,20,2026-02-10T01:26:38Z,940000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,95.0,,,,,2.0,2.0,0.0,,
97,PT03M56.00S,2026-02-10T01:26:51.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,26.888961892247043,78.92156862745098,1610612750,27,20,2026-02-10T01:26:56Z,950000,False,-145.0,200.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.7,Missed,,,,,,,,,,,,,,,,,,
98,PT03M54.00S,2026-02-10T01:26:53.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,27,20,2026-02-10T01:26:56Z,960000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,97.0,,,,,,,,,
100,PT03M54.00S,2026-02-10T01:26:56.7Z,1,REGULAR,substitution,out,[],203497,,,1610612737,27,20,2026-02-10T01:27:08Z,980000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M54.00S,2026-02-10T01:26:56.7Z,1,REGULAR,substitution,out,[],1642854,,,1610612737,27,20,2026-02-10T01:27:08Z,990000,False,,,0,,SUB out: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M54.00S,2026-02-10T01:26:56.7Z,1,REGULAR,substitution,in,[],1630538,,,1610612737,27,20,2026-02-10T01:27:08Z,1000000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M54.00S,2026-02-10T01:26:56.7Z,1,REGULAR,substitution,in,[],1631243,,,1610612737,27,20,2026-02-10T01:27:08Z,1010000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M46.00S,2026-02-10T01:27:20.6Z,1,REGULAR,3pt,Jump Shot,[],1629216,93.24901445466492,3.431372549019608,1610612737,27,20,2026-02-10T01:27:25Z,1020000,False,-233.0,11.0,1,right,MISS G. Vincent 3PT,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,,
105,PT03M42.00S,2026-02-10T01:27:24.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,27,20,2026-02-10T01:27:25Z,1030000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,,,,,104.0,,,,,2.0,2.0,0.0,,
106,PT03M37.00S,2026-02-10T01:27:29.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,5.995400788436268,49.01960784313725,1610612750,29,20,2026-02-10T01:27:35Z,1040000,False,5.0,4.0,1,left,A. Dosunmu running Layup (2 PTS) (B. Hyland 1 AST),"[1630245, 1630538]",1610612750.0,MIN,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,,,,,B. Hyland,1630538.0,1.0,,,,,,,,,,
108,PT03M23.00S,2026-02-10T01:27:43.4Z,1,REGULAR,3pt,Jump Shot,[],1631243,69.07030223390277,64.2156862745098,1610612737,29,23,2026-02-10T01:27:47Z,1060000,False,71.0,238.0,1,right,M. Gueye 24' 3PT  (3 PTS) (C. Kispert 1 AST),"[1631243, 1630557]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,24.86,Made,3.0,,,,,C. Kispert,1630557.0,1.0,,,,,,,,,,
110,PT03M01.00S,2026-02-10T01:28:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,11.12023653088042,55.88235294117647,1610612750,29,23,2026-02-10T01:32:42Z,1080000,False,-29.0,52.0,1,left,MISS A. Dosunmu driving floating Shot,[1630245],1610612750.0,MIN,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
111,PT02M59.00S,2026-02-10T01:28:07.2Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612737,29,23,2026-02-10T01:28:08Z,1090000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,110.0,,,,,1.0,1.0,0.0,,
112,PT02M55.00S,2026-02-10T01:28:11.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203468,85.0197109067017,37.25107230392157,1610612737,29,25,2026-02-10T01:28:25Z,1100000,False,-64.0,88.0,1,right,C. McCollum 10' running pullup Jump Shot (16 PTS),[203468],1610612737.0,ATL,running pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,10.89,Made,16.0,,,,,,,,,,,,,,,,,
113,PT02M54.00S,2026-02-10T01:28:20.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,29,25,2026-02-10T01:28:20Z,1110000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M54.00S,2026-02-10T01:30:12.8Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,29,25,2026-02-10T01:31:10Z,1120000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M54.00S,2026-02-10T01:30:12.8Z,1,REGULAR,substitution,out,[],203468,,,1610612750,29,25,2026-02-10T01:31:10Z,1130000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M54.00S,2026-02-10T01:30:12.8Z,1,REGULAR,substitution,in,[],203944,,,1610612750,29,25,2026-02-10T01:31:10Z,1140000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M54.00S,2026-02-10T01:30:12.8Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,29,25,2026-02-10T01:31:10Z,1150000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2026-02-10T01:31:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.783837056504599,50.49019607843137,1610612750,31,25,2026-02-10T01:33:23Z,1160000,False,-2.0,11.0,1,left,N. Reid cutting Layup (2 PTS) (B. Hyland 2 AST),"[1629675, 1630538]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.16,Made,2.0,,,,,B. Hyland,1630538.0,2.0,,,,,,,,,,
120,PT02M38.00S,2026-02-10T01:31:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.40932982917214,49.754901960784316,1610612737,31,25,2026-02-10T01:31:35Z,1180000,False,-1.0,28.0,1,right,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
121,PT02M36.00S,2026-02-10T01:31:32.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,31,25,2026-02-10T01:31:35Z,1190000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,120.0,,,,,3.0,3.0,0.0,,
122,PT02M34.00S,2026-02-10T01:31:34.0Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612750,31,25,2026-02-10T01:31:39Z,1200000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1629216]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,1.0,Vincent,1629216.0,,,,,,,,,,,,,
123,PT02M34.00S,2026-02-10T01:31:34.0Z,1,REGULAR,steal,,[],1629216,,,1610612737,31,25,2026-02-10T01:31:35Z,1210000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M30.00S,2026-02-10T01:31:38.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629111,82.34231274638634,4.901960784313726,1610612737,31,28,2026-02-10T01:31:46Z,1220000,False,-225.0,113.0,1,right,J. Landale 25' 3PT running (3 PTS) (C. Kispert 2 AST),"[1629111, 1630557]",1610612737.0,ATL,running,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,25.25,Made,3.0,,,,,C. Kispert,1630557.0,2.0,,,,,,,,,,
126,PT02M05.00S,2026-02-10T01:32:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630245,6.1268068331143235,95.09803921568627,1610612750,31,28,2026-02-10T01:32:07Z,1240000,False,-225.0,5.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
127,PT02M01.00S,2026-02-10T01:32:06.4Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612737,31,28,2026-02-10T01:32:07Z,1250000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,,,,,,126.0,,,,,1.0,1.0,0.0,,
128,PT01M59.00S,2026-02-10T01:32:08.7Z,1,REGULAR,turnover,bad pass,[],1629111,,,1610612737,31,28,2026-02-10T01:32:12Z,1260000,False,,,0,,J. Landale bad pass TURNOVER (1 TO),"[1629111, 1630162]",1610612737.0,ATL,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,,,,,1.0,Edwards,1630162.0,,,,,,,,,,,,,
129,PT01M59.00S,2026-02-10T01:32:08.7Z,1,REGULAR,steal,,[],1630162,,,1610612750,31,28,2026-02-10T01:32:11Z,1270000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
130,PT01M57.00S,2026-02-10T01:32:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,6.521024967148489,49.26470588235294,1610612750,31,28,2026-02-10T01:32:26Z,1280000,False,4.0,9.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
131,PT01M56.00S,2026-02-10T01:32:12.5Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,31,28,2026-02-10T01:32:26Z,1290000,False,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,130.0,,,,,3.0,2.0,1.0,,
132,PT01M55.00S,2026-02-10T01:32:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630162,6.1268068331143235,47.794117647058826,1610612750,33,28,2026-02-10T01:32:18Z,1300000,False,11.0,5.0,1,left,A. Edwards putback Layup (13 PTS),[1630162],1610612750.0,MIN,putback,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.21,Made,13.0,,,,,,,,,,,,,,,,,
133,PT01M44.00S,2026-02-10T01:32:24.4Z,1,REGULAR,2pt,Jump Shot,[],1629216,88.12417871222075,69.36274509803921,1610612737,33,30,2026-02-10T01:32:32Z,1310000,False,97.0,59.0,1,right,G. Vincent 11' driving floating Jump Shot (2 PTS),[1629216],1610612737.0,ATL,driving floating,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Right,11.34,Made,2.0,,,,,,,,,,,,,,,,,
134,PT01M33.00S,2026-02-10T01:32:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630538,30.305519053876477,24.754901960784316,1610612750,36,30,2026-02-10T01:32:40Z,1320000,False,126.0,232.0,1,left,B. Hyland 26' 3PT  (3 PTS) (A. Edwards 1 AST),"[1630538, 1630162]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,26.45,Made,3.0,,,,,A. Edwards,1630162.0,1.0,,,,,,,,,,
136,PT01M25.00S,2026-02-10T01:32:46.3Z,1,REGULAR,foul,personal,[],1630162,,,1610612737,36,30,2026-02-10T01:32:51Z,1340000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1629638]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,201638.0,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,,,,
138,PT01M25.00S,2026-02-10T01:32:51.3Z,1,REGULAR,substitution,out,[],1630162,,,1610612737,36,30,2026-02-10T01:32:55Z,1360000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M25.00S,2026-02-10T01:32:51.3Z,1,REGULAR,substitution,in,[],1628978,,,1610612737,36,30,2026-02-10T01:32:55Z,1370000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M21.00S,2026-02-10T01:33:08.3Z,1,REGULAR,3pt,Jump Shot,[],1630557,72.88107752956637,19.11764705882353,1610612737,36,30,2026-02-10T01:33:12Z,1380000,False,-154.0,202.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
142,PT01M18.00S,2026-02-10T01:33:11.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,36,30,2026-02-10T01:33:12Z,1390000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,141.0,,,,,1.0,1.0,0.0,,
143,PT01M13.00S,2026-02-10T01:33:16.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,31.225361366622867,18.627450980392158,1610612750,36,30,2026-02-10T01:36:36Z,1400000,False,157.0,241.0,1,left,MISS N. Reid 28' running 3PT,[1629675],1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,28.76,Missed,,,,,,,,,,,,,,,,,,
144,PT01M10.00S,2026-02-10T01:33:19.8Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,36,30,2026-02-10T01:33:22Z,1410000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,143.0,,,,,2.0,2.0,0.0,,
145,PT00M57.40S,2026-02-10T01:33:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,80.50262812089356,48.28431372549019,1610612737,36,30,2026-02-10T01:33:39Z,1420000,False,-9.0,131.0,1,right,MISS N. Alexander-Walker 13' turnaround fadeaway Shot,[1629638],1610612737.0,ATL,turnaround fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,13.11,Missed,,,,,,,,,,,,,,,,,,
146,PT00M54.50S,2026-02-10T01:33:36.4Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612737,36,30,2026-02-10T01:33:39Z,1430000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,145.0,,,,,2.0,1.0,1.0,,
147,PT00M54.50S,2026-02-10T01:33:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,92.85479632063075,49.754901960784316,1610612737,36,32,2026-02-10T01:33:42Z,1440000,False,-1.0,15.0,1,right,J. Landale putback Layup (5 PTS),[1629111],1610612737.0,ATL,putback,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.47,Made,5.0,,,,,,,,,,,,,,,,,
148,PT00M46.60S,2026-02-10T01:33:46.4Z,1,REGULAR,3pt,Jump Shot,[],203944,22.946780551905388,12.990196078431374,1610612750,39,32,2026-02-10T01:37:25Z,1450000,False,185.0,163.0,1,left,J. Randle 24' 3PT step back (7 PTS),[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.67,Made,7.0,,,,,,,,,,,,,,,,,
149,PT00M32.90S,2026-02-10T01:34:03.6Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612737,39,32,2026-02-10T01:34:08Z,1460000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (2 TO),[1629638],1610612737.0,ATL,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,201638.0,2.0,,,,,,,,,,,,,,,
150,PT00M32.90S,2026-02-10T01:34:06.3Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,39,32,2026-02-10T01:34:26Z,1470000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M32.90S,2026-02-10T01:34:06.3Z,1,REGULAR,substitution,in,[],1642258,,,1610612750,39,32,2026-02-10T01:34:26Z,1480000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M30.50S,2026-02-10T01:34:35.0Z,1,REGULAR,turnover,backcourt,[],1630538,,,1610612750,39,32,2026-02-10T01:34:42Z,1490000,False,,,0,,B. Hyland backcourt TURNOVER (1 TO),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,1629178.0,1.0,,,,,,,,,,,,,,,
153,PT00M30.50S,2026-02-10T01:34:43.6Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,39,32,2026-02-10T01:35:11Z,1500000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M30.50S,2026-02-10T01:34:43.6Z,1,REGULAR,substitution,in,[],203468,,,1610612737,39,32,2026-02-10T01:35:11Z,1510000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M12.80S,2026-02-10T01:35:30.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203468,86.67871222076215,80.88235294117648,1610612737,39,34,2026-02-10T01:35:36Z,1520000,False,154.0,73.0,1,right,C. McCollum 17' step back Jump Shot (18 PTS),[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right,17.07,Made,18.0,,,,,,,,,,,,,,,,,
156,PT00M01.90S,2026-02-10T01:35:44.1Z,1,REGULAR,2pt,Jump Shot,[],203944,6.258212877792378,25.98039215686275,1610612750,41,34,2026-02-10T01:35:48Z,1530000,False,120.0,6.0,1,left,J. Randle 12' turnaround fadeaway Jump Shot (9 PTS),[203944],1610612750.0,MIN,turnaround fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,12.03,Made,9.0,,,,,,,,,,,,,,,,,
157,PT00M00.20S,2026-02-10T01:35:48.1Z,1,REGULAR,heave,,[],0,,,1610612737,41,34,2026-02-10T01:39:31Z,1540000,False,,,0,,ATL Heave,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Left Center,71.7,,,,,,,,,,,,,,,,,,,
158,PT00M00.10S,2026-02-10T01:35:48.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,41,34,2026-02-10T01:36:01Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,157.0,,,,,,,,,
159,PT00M00.00S,2026-02-10T01:35:52.8Z,1,REGULAR,period,end,[],0,,,1610612737,41,34,2026-02-10T01:35:52Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-02-10T01:38:07.5Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612737,41,34,2026-02-10T01:38:33Z,1570000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-02-10T01:38:07.5Z,2,REGULAR,substitution,out,['startperiod'],1629216,,,1610612737,41,34,2026-02-10T01:38:33Z,1580000,False,,,0,,SUB out: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-02-10T01:38:07.5Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612737,41,34,2026-02-10T01:38:33Z,1590000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-02-10T01:38:07.5Z,2,REGULAR,substitution,in,['startperiod'],1627741,,,1610612737,41,34,2026-02-10T01:38:33Z,1600000,False,,,0,,SUB in: B. Hield,[1627741],1610612737.0,ATL,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-02-10T01:38:34.5Z,2,REGULAR,period,start,[],0,,,1610612737,41,34,2026-02-10T01:38:34Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M44.00S,2026-02-10T01:38:50.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,90.88370565045992,38.48039215686275,1610612737,41,34,2026-02-10T01:39:02Z,1620000,False,-58.0,33.0,1,right,MISS C. Kispert 6' driving Layup - blocked,"[1630557, 1630245]",1610612737.0,ATL,driving,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,Dosunmu,1630245.0
166,PT11M44.00S,2026-02-10T01:38:50.9Z,2,REGULAR,block,,[],1630245,,,1610612737,41,34,2026-02-10T01:38:58Z,1630000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
167,PT11M43.00S,2026-02-10T01:38:51.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,41,34,2026-02-10T01:39:02Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,165.0,,,,,,,,,
169,PT11M36.00S,2026-02-10T01:39:18.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,41,34,2026-02-10T01:39:27Z,1660000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
