actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-07T01:10:52.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-07T01:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-07T01:10:56.2Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612750,0,0,2025-12-07T01:10:56Z,40000,False,,,0,,Jump Ball R. Gobert vs. I. Zubac: Tip to J. Randle,"[203944, 203497, 1627826]",1610612750.0,MIN,startperiod,J. Randle,203944.0,Randle,J. Randle,Gobert,203497.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2025-12-07T01:11:20.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,0,0,2025-12-07T01:11:36Z,70000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
8,PT11M19.00S,2025-12-07T01:11:49.9Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612746,0,0,2025-12-07T01:11:56Z,80000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Leonard 2 FT),"[203497, 202695]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,1628159.0,1.0,0.0,Leonard,202695.0,,,,,,,,,,,,,,,
10,PT11M19.00S,2025-12-07T01:12:13.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202695,,,1610612746,0,1,2025-12-07T01:12:13Z,100000,False,,,0,,K. Leonard Free Throw 1 of 2 (1 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
11,PT11M19.00S,2025-12-07T01:12:33.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202695,,,1610612746,0,2,2025-12-07T01:12:33Z,110000,False,,,0,,K. Leonard Free Throw 2 of 2 (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
12,PT11M01.00S,2025-12-07T01:12:54.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,92.72339027595268,49.26470588235294,1610612750,2,2,2025-12-07T01:12:59Z,120000,False,-4.0,16.0,1,right,A. Edwards driving DUNK (2 PTS) (R. Gobert 1 AST),"[1630162, 203497]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.63,R. Gobert,203497.0,1.0,,,,,,,,,
14,PT10M39.00S,2025-12-07T01:13:15.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,18.347568988173457,55.63725490196079,1610612746,2,4,2025-12-07T01:13:21Z,140000,False,-28.0,120.0,1,left,K. Leonard 12' turnaround fadeaway Jump Shot (4 PTS),[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,12.33,,,,,,,,,,,,
15,PT10M20.00S,2025-12-07T01:13:34.7Z,1,REGULAR,3pt,Jump Shot,[],203944,70.12155059132719,69.85294117647058,1610612750,2,4,2025-12-07T01:13:39Z,150000,False,99.0,228.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.91,,,,,,,,,,,,
16,PT10M18.00S,2025-12-07T01:13:36.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,2,4,2025-12-07T01:13:39Z,160000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M05.00S,2025-12-07T01:13:49.8Z,1,REGULAR,2pt,Jump Shot,[],1628381,21.369908015768726,53.67647058823529,1610612746,2,4,2025-12-07T01:13:56Z,170000,False,-18.0,148.0,1,left,MISS J. Collins 14' step back Shot,[1628381],1610612746.0,LAC,step back,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,,,,Missed,,14.95,,,,,,,,,,,,
18,PT10M02.00S,2025-12-07T01:13:52.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,4,2025-12-07T01:13:56Z,180000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
19,PT09M46.00S,2025-12-07T01:14:08.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,92.32917214191852,94.85294117647058,1610612750,5,4,2025-12-07T01:14:12Z,190000,False,224.0,20.0,1,right,J. McDaniels 3PT  (3 PTS) (J. Randle 1 AST),"[1630183, 203944]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,22.52,J. Randle,203944.0,1.0,,,,,,,,,
22,PT09M31.00S,2025-12-07T01:14:38.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,28.991458607095925,70.09803921568627,1610612746,5,7,2025-12-07T01:14:44Z,220000,False,-100.0,220.0,1,left,J. Collins 24' 3PT  (3 PTS) (K. Leonard 1 AST),"[1628381, 202695]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,24.19,K. Leonard,202695.0,1.0,,,,,,,,,
24,PT09M18.00S,2025-12-07T01:14:51.3Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,5,7,2025-12-07T01:14:55Z,240000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 201935]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Harden,201935.0,,
25,PT09M18.00S,2025-12-07T01:14:51.3Z,1,REGULAR,steal,,[],201935,,,1610612746,5,7,2025-12-07T01:14:53Z,250000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
27,PT09M08.00S,2025-12-07T01:15:19.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201935,10.988830486202366,57.35294117647059,1610612746,5,9,2025-12-07T01:15:24Z,270000,False,-37.0,51.0,1,left,J. Harden 6' driving Hook (2 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,6.27,,,,,,,,,,,,
28,PT08M54.00S,2025-12-07T01:15:33.3Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612750,5,9,2025-12-07T01:15:37Z,280000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 201935]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Harden,201935.0,,
29,PT08M54.00S,2025-12-07T01:15:33.3Z,1,REGULAR,steal,,[],201935,,,1610612746,5,9,2025-12-07T01:15:35Z,290000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT08M49.00S,2025-12-07T01:15:38.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627739,24.392247043363994,14.460784313725492,1610612746,5,9,2025-12-07T01:17:14Z,300000,False,178.0,177.0,1,left,MISS K. Dunn 25' running 3PT,[1627739],1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.07,,,,,,,,,,,,
31,PT08M45.00S,2025-12-07T01:15:42.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,5,9,2025-12-07T01:17:14Z,310000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,30.0,1.0,0.0,1.0,,,,,
32,PT08M42.00S,2025-12-07T01:15:44.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627739,16.63929040735874,50.0,1610612746,5,9,2025-12-07T01:17:50Z,320000,False,0.0,104.0,1,left,MISS K. Dunn 10' driving floating Shot,[1627739],1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.39,,,,,,,,,,,,
