actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-13T00:41:32.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-13T00:41:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-13T00:41:34.9Z,1,REGULAR,jumpball,recovered,[],1628978,,,1610612750,0,0,2026-04-13T00:41:34Z,40000,False,,,0,,Jump Ball J. Beringer vs. D. Queen: Tip to D. DiVincenzo,"[1628978, 1642866, 1642852]",1610612750.0,MIN,startperiod,D. DiVincenzo,1628978.0,DiVincenzo,D. DiVincenzo,Beringer,1642866.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2026-04-13T00:41:59.6Z,1,REGULAR,foul,personal,['2freethrow'],1642877,,,1610612750,0,0,2026-04-13T00:42:08Z,80000,False,,,0,,M. Peavy shooting personal FOUL (1 PF) (Shannon Jr. 2 FT),"[1642877, 1630545]",1610612740.0,NOP,shooting,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,2715.0,1.0,0.0,Shannon Jr.,1630545.0,,,,,,,,,,,,,,,
10,PT11M49.00S,2026-04-13T00:42:32.1Z,1,REGULAR,freethrow,1 of 2,[],1630545,,,1610612750,1,0,2026-04-13T00:42:32Z,100000,False,,,0,,T. Shannon Jr. Free Throw 1 of 2 (1 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
11,PT11M49.00S,2026-04-13T00:42:47.0Z,1,REGULAR,freethrow,2 of 2,[],1630545,,,1610612750,2,0,2026-04-13T00:42:47Z,110000,False,,,0,,T. Shannon Jr. Free Throw 2 of 2 (2 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
12,PT11M34.00S,2026-04-13T00:43:03.0Z,1,REGULAR,3pt,Jump Shot,[],1641722,68.67608409986859,69.36274509803921,1610612740,2,0,2026-04-13T00:43:07Z,120000,False,97.0,242.0,1,right,MISS J. Hawkins 26' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.05,,,,,,,,,,,,
13,PT11M30.00S,2026-04-13T00:43:07.0Z,1,REGULAR,rebound,defensive,[],1641740,,,1610612750,2,0,2026-04-13T00:43:07Z,130000,False,,,0,,J. Clark REBOUND (Off:0 Def:1),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Right Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT11M21.00S,2026-04-13T00:43:15.0Z,1,REGULAR,3pt,Jump Shot,[],1641740,32.276609724047304,47.794117647058826,1610612750,5,0,2026-04-13T00:43:21Z,140000,False,11.0,251.0,1,left,J. Clark 25' 3PT  (3 PTS) (T. Shannon Jr. 1 AST),"[1641740, 1630545]",1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.11,,,,,T. Shannon Jr.,1630545.0,1.0,,,,,
16,PT11M04.00S,2026-04-13T00:43:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,82.86793692509855,48.03921568627451,1610612740,5,0,2026-04-13T00:43:41Z,160000,False,-10.0,109.0,1,right,MISS J. Fears 10' pullup Shot - blocked,"[1642847, 1642866]",1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.89,,,,,,,,Beringer,1642866.0,,,
19,PT11M04.00S,2026-04-13T00:43:31.9Z,1,REGULAR,block,,[],1642866,,,1610612740,5,0,2026-04-13T00:43:41Z,165000,False,,,0,,J. Beringer BLOCK (1 BLK),[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
