actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
329,PT02M06.00S,2025-11-20T02:00:12.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629675,,,1610612750,64,40,2025-11-20T02:00:12Z,3250000,False,,,0,,N. Reid Free Throw 1 of 1 (20 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,,,,,,,,,20.0,,,,,,,,
330,PT01M46.00S,2025-11-20T02:00:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.24901445466492,51.9607843137255,1610612764,64,40,2025-11-20T02:00:37Z,3260000,False,10.0,11.0,1,right,MISS C. McCollum driving Layup,[203468],1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,
331,PT01M44.00S,2025-11-20T02:00:34.6Z,2,REGULAR,rebound,defensive,[],1641740,,,1610612750,64,40,2025-11-20T02:00:37Z,3270000,False,,,0,,J. Clark REBOUND (Off:0 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Restricted Area,0-8 Center,,,330.0,2.0,2.0,0.0,,,,,,,,,,,,,
332,PT01M34.00S,2025-11-20T02:00:44.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,11.514454664914586,50.73529411764706,1610612750,66,40,2025-11-20T02:00:48Z,3280000,False,-4.0,56.0,1,left,J. Randle pullup bank Jump Shot (15 PTS),[203944],1610612750.0,MIN,pullup bank,,,Randle,J. Randle,,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,,,,,,,,,15.0,,,,,,,,
333,PT01M08.00S,2025-11-20T02:01:09.9Z,2,REGULAR,2pt,Jump Shot,[],1641715,94.69448094612353,73.77450980392157,1610612764,66,42,2025-11-20T02:01:14Z,3290000,False,119.0,-3.0,1,right,C. Whitmore 11' fadeaway Jump Shot (8 PTS),[1641715],1610612764.0,WAS,fadeaway,,,Whitmore,C. Whitmore,,,,,,Mid-Range,8-16 Right,11.89,Made,,,,,,,,,8.0,,,,,,,,
334,PT00M58.70S,2025-11-20T02:01:20.6Z,2,REGULAR,3pt,Jump Shot,[],1629675,24.129434954007884,16.176470588235293,1610612750,69,42,2025-11-20T02:01:24Z,3300000,False,169.0,174.0,1,left,N. Reid 24' 3PT  (23 PTS) (B. Hyland 2 AST),"[1629675, 1630538]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Right Center,24.28,Made,,,,,,,,,23.0,B. Hyland,1630538.0,2.0,,,,,
336,PT00M47.60S,2025-11-20T02:01:36.3Z,2,REGULAR,foul,personal,[],1630538,,,1610612764,69,42,2025-11-20T02:01:52Z,3320000,False,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1642273]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,202026.0,Mid-Range,16-24 Center,,,,,,,1.0,0.0,George,1642273.0,,,,,,,,,
338,PT00M43.40S,2025-11-20T02:02:00.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,86.15308804204993,54.166666666666664,1610612764,69,44,2025-11-20T02:02:04Z,3340000,False,21.0,78.0,1,right,K. Middleton 8' turnaround fadeaway Jump Shot (2 PTS) (K. George 3 AST),"[203114, 1642273]",1610612764.0,WAS,turnaround fadeaway,,,Middleton,K. Middleton,,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,,,,,2.0,K. George,1642273.0,3.0,,,,,
339,PT00M32.60S,2025-11-20T02:02:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,8.886333771353483,53.18627450980392,1610612750,71,44,2025-11-20T02:02:19Z,3350000,False,-16.0,31.0,1,left,J. Randle driving Layup (17 PTS),[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,,,,17.0,,,,,,,,
340,PT00M17.70S,2025-11-20T02:02:38.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612764,71,44,2025-11-20T02:02:49Z,3360000,False,,,0,,A. Edwards personal FOUL (1 PF) (Vukcevic 2 FT),"[1630162, 1641774]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,2004.0,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Vukcevic,1641774.0,,,,,,,,,
343,PT00M17.70S,2025-11-20T02:03:07.5Z,2,REGULAR,freethrow,1 of 2,[],1641774,,,1610612764,71,45,2025-11-20T02:03:07Z,3380000,False,,,0,,T. Vukcevic Free Throw 1 of 2 (6 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
344,PT00M17.70S,2025-11-20T02:03:08.2Z,2,REGULAR,substitution,out,[],203468,,,1610612764,71,45,2025-11-20T02:03:17Z,3390000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M17.70S,2025-11-20T02:03:08.2Z,2,REGULAR,substitution,in,[],1642267,,,1610612764,71,45,2025-11-20T02:03:17Z,3400000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M17.70S,2025-11-20T02:03:27.2Z,2,REGULAR,freethrow,2 of 2,[],1641774,,,1610612764,71,46,2025-11-20T02:03:27Z,3410000,False,,,0,,T. Vukcevic Free Throw 2 of 2 (7 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
347,PT00M00.70S,2025-11-20T02:03:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.046649145860711,50.49019607843137,1610612750,71,46,2025-11-20T02:03:59Z,3420000,False,-2.0,14.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,
348,PT00M00.70S,2025-11-20T02:03:48.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,71,46,2025-11-20T02:03:59Z,3430000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Restricted Area,0-8 Center,,,347.0,,,,,,,,,,,,,,,,
349,PT00M00.00S,2025-11-20T02:03:50.9Z,2,REGULAR,period,end,[],0,,,1610612750,71,46,2025-11-20T02:03:50Z,3440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,out,['startperiod'],1630538,,,1610612750,71,46,2025-11-20T02:19:02Z,3450000,False,,,0,,SUB out: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,71,46,2025-11-20T02:19:02Z,3460000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,out,['startperiod'],1641740,,,1610612750,71,46,2025-11-20T02:19:02Z,3470000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,out,['startperiod'],1641774,,,1610612750,71,46,2025-11-20T02:19:02Z,3480000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,out,['startperiod'],1641715,,,1610612750,71,46,2025-11-20T02:19:02Z,3490000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,out,['startperiod'],1642267,,,1610612750,71,46,2025-11-20T02:19:02Z,3500000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,71,46,2025-11-20T02:19:02Z,3510000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,71,46,2025-11-20T02:19:02Z,3520000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,71,46,2025-11-20T02:19:02Z,3530000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,in,['startperiod'],1641731,,,1610612750,71,46,2025-11-20T02:19:02Z,3540000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,in,['startperiod'],203468,,,1610612750,71,46,2025-11-20T02:19:02Z,3550000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-11-20T02:18:13.2Z,3,REGULAR,substitution,in,['startperiod'],1628963,,,1610612750,71,46,2025-11-20T02:19:02Z,3560000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2025-11-20T02:19:04.5Z,3,REGULAR,period,start,[],0,,,1610612750,71,46,2025-11-20T02:19:04Z,3570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M40.00S,2025-11-20T02:19:24.0Z,3,REGULAR,turnover,lost ball,[],203497,,,1610612750,71,46,2025-11-20T02:19:28Z,3580000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1642273]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,George,1642273.0,,
364,PT11M40.00S,2025-11-20T02:19:24.0Z,3,REGULAR,steal,,[],1642273,,,1610612764,71,46,2025-11-20T02:19:26Z,3590000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
365,PT11M33.00S,2025-11-20T02:19:30.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203468,17.559132720105126,93.13725490196079,1610612764,71,49,2025-11-20T02:19:35Z,3600000,False,-216.0,113.0,1,left,C. McCollum 24' 3PT  (9 PTS) (K. Middleton 2 AST),"[203468, 203114]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Left Center,24.33,Made,,,,,,,,,9.0,K. Middleton,203114.0,2.0,,,,,
367,PT11M13.00S,2025-11-20T02:19:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.59198423127464,47.549019607843135,1610612750,73,49,2025-11-20T02:19:53Z,3620000,False,-12.0,17.0,1,right,A. Edwards driving Layup (16 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,16.0,,,,,,,,
368,PT10M55.00S,2025-11-20T02:20:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.915243101182654,52.94117647058824,1610612764,73,49,2025-11-20T02:20:12Z,3630000,False,-15.0,13.0,1,left,MISS M. Bagley III alley-oop Layup,[1628963],1610612764.0,WAS,alley-oop,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,
369,PT10M53.00S,2025-11-20T02:20:10.1Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612764,73,49,2025-11-20T02:20:10Z,3640000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,,,368.0,5.0,2.0,3.0,,,,,,,,,,,,,
370,PT10M53.00S,2025-11-20T02:20:10.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,7.178055190538765,49.26470588235294,1610612764,73,51,2025-11-20T02:20:14Z,3650000,False,4.0,15.0,1,left,M. Bagley III putback Layup (7 PTS),[1628963],1610612764.0,WAS,putback,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,1.54,Made,,,,,,,,,7.0,,,,,,,,
371,PT10M33.00S,2025-11-20T02:20:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,66.83639947437582,54.166666666666664,1610612750,73,51,2025-11-20T02:20:35Z,3660000,False,21.0,259.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,
372,PT10M31.00S,2025-11-20T02:20:33.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,73,51,2025-11-20T02:20:33Z,3670000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,Above the Break 3,24+ Center,,,371.0,,,,,,,,,,,,,,,,
374,PT10M20.00S,2025-11-20T02:20:48.2Z,3,REGULAR,3pt,Jump Shot,[],203468,25.837713534822605,81.86274509803921,1610612764,73,51,2025-11-20T02:20:55Z,3690000,False,-159.0,190.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,
375,PT10M19.00S,2025-11-20T02:20:49.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,73,51,2025-11-20T02:20:55Z,3700000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,Above the Break 3,24+ Left Center,,,374.0,,,,,,,,,,,,,,,,
376,PT10M19.00S,2025-11-20T02:20:55.1Z,3,REGULAR,foul,personal,[],203944,,,1610612764,73,51,2025-11-20T02:21:09Z,3710000,False,,,0,,J. Randle loose ball personal FOUL (1 PF),"[203944, 1628963]",1610612750.0,MIN,loose ball,,,Randle,J. Randle,,,,,1628954.0,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Bagley III,1628963.0,,,,,,,,,
378,PT10M14.00S,2025-11-20T02:21:30.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642273,30.699737187910642,62.254901960784316,1610612764,73,54,2025-11-20T02:21:34Z,3730000,False,-61.0,236.0,1,left,K. George 24' 3PT pullup (8 PTS) (C. McCollum 2 AST),"[1642273, 203468]",1610612764.0,WAS,pullup,,,George,K. George,,,,,,Above the Break 3,24+ Center,24.39,Made,,,,,,,,,8.0,C. McCollum,203468.0,2.0,,,,,
379,PT09M46.00S,2025-11-20T02:21:59.1Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612750,73,54,2025-11-20T02:22:19Z,3740000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1628963]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,Bagley III,1628963.0,,
380,PT09M46.00S,2025-11-20T02:21:59.1Z,3,REGULAR,steal,,[],1628963,,,1610612764,73,54,2025-11-20T02:22:00Z,3750000,False,,,0,,M. Bagley III STEAL (2 STL),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
381,PT09M44.00S,2025-11-20T02:22:01.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628963,6.389618922470433,50.49019607843137,1610612764,73,56,2025-11-20T02:22:08Z,3760000,False,-2.0,8.0,1,left,M. Bagley III running DUNK (9 PTS),[1628963],1610612764.0,WAS,running,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,9.0,,,,,,,,
382,PT09M44.00S,2025-11-20T02:22:05.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,73,56,2025-11-20T02:22:05Z,3770000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT09M32.00S,2025-11-20T02:25:08.8Z,3,REGULAR,turnover,lost ball,[],1628978,,,1610612750,73,56,2025-11-20T02:25:14Z,3780000,False,,,0,,D. DiVincenzo lost ball TURNOVER (2 TO),"[1628978, 1628963]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,2.0,Bagley III,1628963.0,,
385,PT09M32.00S,2025-11-20T02:25:08.8Z,3,REGULAR,steal,,[],1628963,,,1610612764,73,56,2025-11-20T02:25:10Z,3790000,False,,,0,,M. Bagley III STEAL (3 STL),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
386,PT09M26.00S,2025-11-20T02:25:14.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642273,6.652431011826544,47.05882352941176,1610612764,73,56,2025-11-20T02:25:18Z,3800000,False,15.0,10.0,1,left,MISS K. George running Layup,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,
387,PT09M24.00S,2025-11-20T02:25:16.5Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,73,56,2025-11-20T02:25:18Z,3810000,False,,,0,,R. Gobert REBOUND (Off:5 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,,,386.0,8.0,3.0,5.0,,,,,,,,,,,,,
388,PT09M09.00S,2025-11-20T02:25:31.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.11760840998686,51.225490196078425,1610612750,75,56,2025-11-20T02:25:35Z,3820000,False,6.0,12.0,1,right,R. Gobert DUNK (4 PTS) (J. Randle 3 AST),"[203497, 203944]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,4.0,J. Randle,203944.0,3.0,,,,,
390,PT08M49.00S,2025-11-20T02:25:51.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,15.062417871222076,34.80392156862745,1610612764,75,58,2025-11-20T02:25:56Z,3840000,False,76.0,89.0,1,left,K. George 11' turnaround fadeaway Jump Shot (10 PTS),[1642273],1610612764.0,WAS,turnaround fadeaway,,,George,K. George,,,,,,In The Paint (Non-RA),8-16 Right,11.71,Made,,,,,,,,,10.0,,,,,,,,
391,PT08M36.00S,2025-11-20T02:26:04.2Z,3,REGULAR,3pt,Jump Shot,[],1628978,64.86530880420499,38.23529411764706,1610612750,75,58,2025-11-20T02:26:09Z,3850000,False,-59.0,278.0,1,right,MISS D. DiVincenzo 28' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Center,28.4,Missed,,,,,,,,,,,,,,,,,
392,PT08M33.00S,2025-11-20T02:26:07.2Z,3,REGULAR,rebound,defensive,[],203468,,,1610612764,75,58,2025-11-20T02:26:09Z,3860000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Center,,,391.0,4.0,3.0,1.0,,,,,,,,,,,,,
393,PT08M26.00S,2025-11-20T02:26:14.6Z,3,REGULAR,2pt,Jump Shot,[],203468,21.107095926412615,33.33333333333333,1610612764,75,60,2025-11-20T02:26:18Z,3870000,False,83.0,146.0,1,left,C. McCollum 16' pullup Jump Shot (11 PTS),[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,,Mid-Range,16-24 Right Center,16.8,Made,,,,,,,,,11.0,,,,,,,,
394,PT08M07.00S,2025-11-20T02:26:32.7Z,3,REGULAR,3pt,Jump Shot,[],1630162,82.86793692509855,94.11764705882352,1610612750,75,60,2025-11-20T02:26:37Z,3880000,False,221.0,109.0,1,right,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,Above the Break 3,24+ Right Center,24.58,Missed,,,,,,,,,,,,,,,,,
395,PT08M04.00S,2025-11-20T02:26:35.7Z,3,REGULAR,rebound,defensive,[],203468,,,1610612764,75,60,2025-11-20T02:26:37Z,3890000,False,,,0,,C. McCollum REBOUND (Off:1 Def:4),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Right Center,,,394.0,5.0,4.0,1.0,,,,,,,,,,,,,
396,PT07M54.00S,2025-11-20T02:26:46.2Z,3,REGULAR,3pt,Jump Shot,[],203468,30.56833114323259,26.47058823529412,1610612764,75,63,2025-11-20T02:26:50Z,3900000,False,118.0,235.0,1,left,C. McCollum 26' 3PT  (14 PTS) (M. Bagley III 3 AST),"[203468, 1628963]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Right Center,26.26,Made,,,,,,,,,14.0,M. Bagley III,1628963.0,3.0,,,,,
398,PT07M40.00S,2025-11-20T02:27:01.3Z,3,REGULAR,foul,personal,['3freethrow'],203468,,,1610612750,75,63,2025-11-20T02:27:08Z,3920000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Conley 3 FT),"[203468, 201144]",1610612764.0,WAS,shooting,,,McCollum,C. McCollum,,,,,2004.0,Above the Break 3,24+ Right Center,,,,,,,1.0,0.0,Conley,201144.0,,,,,,,,,
400,PT07M40.00S,2025-11-20T02:27:39.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,75,63,2025-11-20T02:27:39Z,3940000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M40.00S,2025-11-20T02:30:38.9Z,3,REGULAR,freethrow,1 of 3,[],201144,,,1610612750,76,63,2025-11-20T02:30:38Z,3960000,False,,,0,,M. Conley Free Throw 1 of 3 (3 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
403,PT07M40.00S,2025-11-20T02:30:53.6Z,3,REGULAR,freethrow,2 of 3,[],201144,,,1610612750,77,63,2025-11-20T02:30:53Z,3970000,False,,,0,,M. Conley Free Throw 2 of 3 (4 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
404,PT07M40.00S,2025-11-20T02:31:10.2Z,3,REGULAR,freethrow,3 of 3,[],201144,,,1610612750,78,63,2025-11-20T02:31:10Z,3980000,False,,,0,,M. Conley Free Throw 3 of 3 (5 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,
405,PT07M24.00S,2025-11-20T02:31:27.4Z,3,REGULAR,2pt,Jump Shot,[],1642273,21.50131406044678,49.754901960784316,1610612764,78,63,2025-11-20T02:31:32Z,3990000,False,1.0,150.0,1,left,MISS K. George 14' pullup Shot,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,,Mid-Range,8-16 Center,14.96,Missed,,,,,,,,,,,,,,,,,
406,PT07M21.00S,2025-11-20T02:31:30.4Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,78,63,2025-11-20T02:31:32Z,4000000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Mid-Range,8-16 Center,,,405.0,5.0,4.0,1.0,,,,,,,,,,,,,
407,PT07M13.00S,2025-11-20T02:31:37.3Z,3,REGULAR,3pt,Jump Shot,[],1630162,69.20170827858082,66.17647058823529,1610612750,78,63,2025-11-20T02:31:41Z,4010000,False,81.0,237.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,
408,PT07M12.00S,2025-11-20T02:31:38.3Z,3,REGULAR,rebound,defensive,[],1641731,,,1610612764,78,63,2025-11-20T02:31:41Z,4020000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,Above the Break 3,24+ Right Center,,,407.0,3.0,3.0,0.0,,,,,,,,,,,,,
409,PT07M06.00S,2025-11-20T02:31:46.8Z,3,REGULAR,foul,personal,[],203497,,,1610612764,78,63,2025-11-20T02:31:56Z,4030000,False,,,0,,R. Gobert personal FOUL (2 PF),"[203497, 1641731]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,2004.0,Mid-Range,8-16 Left,,,,,,,2.0,0.0,Coulibaly,1641731.0,,,,,,,,,
411,PT07M04.00S,2025-11-20T02:32:06.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203114,5.863994743758213,51.9607843137255,1610612764,78,65,2025-11-20T02:32:18Z,4050000,False,-10.0,3.0,1,left,K. Middleton reverse Layup (4 PTS) (K. George 4 AST),"[203114, 1642273]",1610612764.0,WAS,reverse,,,Middleton,K. Middleton,,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,4.0,K. George,1642273.0,4.0,,,,,
414,PT06M46.00S,2025-11-20T02:32:33.5Z,3,REGULAR,3pt,Jump Shot,[],203944,81.42247043363994,4.6568627450980395,1610612750,78,65,2025-11-20T02:32:37Z,4080000,False,-227.0,122.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,
