actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
19,PT10M48.00S,2024-11-10T00:42:15.3Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,3,2,2024-11-10T00:42:15Z,190000,False,,,0,,C. Capela Free Throw 1 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
20,PT10M48.00S,2024-11-10T00:42:28.3Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,4,2,2024-11-10T00:42:28Z,200000,False,,,0,,C. Capela Free Throw 2 of 2 (2 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
21,PT10M32.00S,2024-11-10T00:42:46.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,72.7496714848883,17.892156862745097,1610612741,4,2,2024-11-10T00:42:53Z,210000,False,-161.0,204.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.93,Missed,,,,,,,,,,
22,PT10M28.00S,2024-11-10T00:42:50.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,2,2024-11-10T00:42:53Z,220000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT10M18.00S,2024-11-10T00:42:59.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,12.302890932982917,41.17647058823529,1610612737,4,2,2024-11-10T00:43:05Z,230000,False,44.0,63.0,1,left,MISS C. Capela 7' floating Shot,[203991],1610612737.0,ATL,floating,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.7,Missed,,,,,,,,,,
24,PT10M15.00S,2024-11-10T00:43:02.2Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,4,2,2024-11-10T00:43:05Z,240000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
25,PT10M01.00S,2024-11-10T00:43:19.8Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612741,4,2,2024-11-10T00:43:28Z,250000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612741.0,CHI,bad pass,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.0,,,1830.0,,,,,,,,,,,,,,,,
26,PT09M48.00S,2024-11-10T00:43:41.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642258,9.937582128777924,49.754901960784316,1610612737,6,2,2024-11-10T00:44:28Z,260000,False,1.0,41.0,1,left,Z. Risacher driving Hook (2 PTS) (J. Johnson 1 AST),"[1642258, 1630552]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,4.09,Made,,,,,2.0,J. Johnson,1630552.0,1.0,,
28,PT09M32.00S,2024-11-10T00:43:57.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,70.90998685939553,75.98039215686273,1610612741,6,2,2024-11-10T00:44:04Z,280000,False,130.0,221.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.63,Missed,,,,,,,,,,
29,PT09M29.00S,2024-11-10T00:44:00.4Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,6,2,2024-11-10T00:44:04Z,290000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,
30,PT09M27.00S,2024-11-10T00:44:03.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630700,5.601182654402102,50.245098039215684,1610612737,8,2,2024-11-10T00:44:10Z,300000,False,-1.0,0.0,1,left,D. Daniels running DUNK (4 PTS) (T. Young 2 AST),"[1630700, 1629027]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,0.12,Made,,,,,4.0,T. Young,1629027.0,2.0,,
32,PT09M27.00S,2024-11-10T00:44:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,8,2,2024-11-10T00:44:08Z,320000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M09.00S,2024-11-10T00:47:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,83.13074901445466,52.20588235294118,1610612741,8,4,2024-11-10T00:47:27Z,330000,False,11.0,106.0,1,right,N. Vučević 10' fadeaway Jump Shot (4 PTS),[202696],1610612741.0,CHI,fadeaway,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.67,Made,,,,,4.0,,,,,
34,PT09M02.00S,2024-11-10T00:47:24.6Z,1,REGULAR,3pt,Jump Shot,[],1642258,27.54599211563732,79.16666666666666,1610612737,8,4,2024-11-10T00:47:30Z,340000,False,-146.0,206.0,1,left,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.27,Missed,,,,,,,,,,
35,PT09M02.00S,2024-11-10T00:47:24.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,8,4,2024-11-10T00:47:30Z,350000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,
36,PT08M53.00S,2024-11-10T00:47:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.24901445466492,49.26470588235294,1610612741,8,6,2024-11-10T00:47:39Z,360000,False,-4.0,11.0,1,right,Z. LaVine Layup (2 PTS) (C. White 1 AST),"[203897, 1629632]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,1.16,Made,,,,,2.0,C. White,1629632.0,1.0,,
38,PT08M40.00S,2024-11-10T00:47:46.7Z,1,REGULAR,3pt,Jump Shot,[],1642258,32.53942181340342,44.85294117647059,1610612737,8,6,2024-11-10T00:47:53Z,380000,False,26.0,253.0,1,left,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,25.47,Missed,,,,,,,,,,
39,PT08M39.00S,2024-11-10T00:47:50.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,8,6,2024-11-10T00:47:50Z,390000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,38.0,,,,,,,,,
41,PT08M37.00S,2024-11-10T00:48:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,6.389618922470433,48.28431372549019,1610612737,10,6,2024-11-10T00:48:15Z,410000,False,9.0,8.0,1,left,Z. Risacher cutting Layup (4 PTS) (T. Young 3 AST),"[1642258, 1629027]",1610612737.0,ATL,cutting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,1.15,Made,,,,,4.0,T. Young,1629027.0,3.0,,
43,PT08M27.00S,2024-11-10T00:48:19.0Z,1,REGULAR,2pt,Jump Shot,[],203897,92.46057818659659,74.75490196078431,1610612741,10,8,2024-11-10T00:48:25Z,430000,False,124.0,18.0,1,right,Z. LaVine 12' pullup Jump Shot (4 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,,,,,,,,,12.52,Made,,,,,4.0,,,,,
44,PT08M16.00S,2024-11-10T00:48:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.1268068331143235,50.49019607843137,1610612737,12,8,2024-11-10T00:48:39Z,440000,False,-2.0,5.0,1,left,C. Capela alley-oop Layup (4 PTS) (T. Young 4 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,0.57,Made,,,,,4.0,T. Young,1629027.0,4.0,,
46,PT07M53.00S,2024-11-10T00:48:53.6Z,1,REGULAR,3pt,Jump Shot,[],1630172,76.5604467805519,88.48039215686273,1610612741,12,8,2024-11-10T00:48:58Z,460000,False,192.0,168.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.53,Missed,,,,,,,,,,
47,PT07M50.00S,2024-11-10T00:48:56.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,12,8,2024-11-10T00:48:58Z,470000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,
49,PT07M41.00S,2024-11-10T00:49:05.7Z,1,REGULAR,3pt,Jump Shot,[],1630552,27.283180026281208,79.41176470588235,1610612737,15,8,2024-11-10T00:49:12Z,490000,False,-147.0,204.0,1,left,J. Johnson 25' 3PT  (3 PTS) (T. Young 5 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.15,Made,,,,,3.0,T. Young,1629027.0,5.0,,
51,PT07M26.00S,2024-11-10T00:49:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.85479632063075,46.81372549019608,1610612741,15,10,2024-11-10T00:49:27Z,510000,False,-16.0,15.0,1,right,J. Giddey driving Layup (2 PTS) (C. White 2 AST),"[1630581, 1629632]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,2.17,Made,,,,,2.0,C. White,1629632.0,2.0,,
53,PT07M09.00S,2024-11-10T00:49:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,8.623521681997373,44.11764705882353,1610612737,17,10,2024-11-10T00:49:42Z,530000,False,29.0,29.0,1,left,J. Johnson Layup (5 PTS) (T. Young 6 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,4.1,Made,,,,,5.0,T. Young,1629027.0,6.0,,
55,PT06M58.00S,2024-11-10T00:49:48.1Z,1,REGULAR,3pt,Jump Shot,[],202696,70.51576872536137,73.0392156862745,1610612741,17,13,2024-11-10T00:49:54Z,550000,False,115.0,225.0,1,right,N. Vučević 25' 3PT  (7 PTS) (J. Giddey 1 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.25,Made,,,,,7.0,J. Giddey,1630581.0,1.0,,
57,PT06M35.00S,2024-11-10T00:50:10.8Z,1,REGULAR,3pt,Jump Shot,[],1642258,9.149145860709593,95.34313725490196,1610612737,17,13,2024-11-10T00:50:17Z,570000,False,-227.0,34.0,1,left,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,,,,,,,22.92,Missed,,,,,,,,,,
58,PT06M32.00S,2024-11-10T00:50:13.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,17,13,2024-11-10T00:50:17Z,580000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,
59,PT06M31.00S,2024-11-10T00:50:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,6.521024967148489,49.754901960784316,1610612737,19,13,2024-11-10T00:50:21Z,590000,False,1.0,9.0,1,left,C. Capela putback Layup (6 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,0.89,Made,,,,,6.0,,,,,
60,PT06M19.00S,2024-11-10T00:50:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.11760840998686,48.77450980392157,1610612741,19,13,2024-11-10T00:50:33Z,600000,False,-6.0,12.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,1.36,Missed,,,,,,,,,,
61,PT06M17.00S,2024-11-10T00:50:29.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,19,13,2024-11-10T00:50:29Z,610000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,60.0,1.0,0.0,1.0,,,,,,
62,PT06M16.00S,2024-11-10T00:50:30.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203897,95.6143232588699,94.85294117647058,1610612741,19,16,2024-11-10T00:50:36Z,620000,False,224.0,-11.0,1,right,Z. LaVine 3PT  (7 PTS) (J. Giddey 2 AST),"[203897, 1630581]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,,22.46,Made,,,,,7.0,J. Giddey,1630581.0,2.0,,
64,PT06M05.00S,2024-11-10T00:50:44.1Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612737,19,16,2024-11-10T00:51:05Z,640000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Capela 2 FT),"[202696, 203991]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,1830.0,1.0,0.0,Capela,203991.0,,,,,,,,,,,,
66,PT06M05.00S,2024-11-10T00:51:11.7Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,20,16,2024-11-10T00:51:11Z,660000,False,,,0,,C. Capela Free Throw 1 of 2 (7 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,Made,,,,,7.0,,,,,
67,PT06M05.00S,2024-11-10T00:51:12.5Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,20,16,2024-11-10T00:51:23Z,670000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M05.00S,2024-11-10T00:51:12.5Z,1,REGULAR,substitution,out,[],1630581,,,1610612737,20,16,2024-11-10T00:51:23Z,680000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M05.00S,2024-11-10T00:51:12.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612737,20,16,2024-11-10T00:51:23Z,690000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M05.00S,2024-11-10T00:51:12.5Z,1,REGULAR,substitution,in,[],1630811,,,1610612737,20,16,2024-11-10T00:51:23Z,700000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M05.00S,2024-11-10T00:51:12.5Z,1,REGULAR,substitution,in,[],1630245,,,1610612737,20,16,2024-11-10T00:51:23Z,710000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M05.00S,2024-11-10T00:51:12.5Z,1,REGULAR,substitution,in,[],1631207,,,1610612737,20,16,2024-11-10T00:51:23Z,720000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M05.00S,2024-11-10T00:51:35.3Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,21,16,2024-11-10T00:51:35Z,730000,False,,,0,,C. Capela Free Throw 2 of 2 (8 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,Made,,,,,8.0,,,,,
74,PT05M46.00S,2024-11-10T00:51:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,82.9993429697766,42.64705882352941,1610612741,21,18,2024-11-10T00:53:16Z,740000,False,-37.0,107.0,1,right,A. Dosunmu 11' driving floating Jump Shot (2 PTS),[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.34,Made,,,,,2.0,,,,,
75,PT05M35.00S,2024-11-10T00:52:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,8.229303547963205,42.40196078431372,1610612737,21,18,2024-11-10T00:52:20Z,750000,False,38.0,25.0,1,left,MISS Z. Risacher driving floating bank Shot,[1642258],1610612737.0,ATL,driving floating bank,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.54,Missed,,,,,,,,,,
76,PT05M31.00S,2024-11-10T00:52:10.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,21,18,2024-11-10T00:52:10Z,760000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,75.0,3.0,1.0,2.0,,,,,,
77,PT05M31.00S,2024-11-10T00:52:10.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203991,5.590000152587891,50.0,1610612737,23,18,2024-11-10T01:49:42Z,770000,False,0.0,0.0,1,left,C. Capela putback DUNK (10 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,0.0,Made,,,,,10.0,,,,,
78,PT05M22.00S,2024-11-10T00:52:21.9Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,23,18,2024-11-10T00:52:33Z,780000,False,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,lost ball,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1830.0,,,,,,,,,,,,,,,,
79,PT05M22.00S,2024-11-10T00:52:27.7Z,1,REGULAR,substitution,out,[],203991,,,1610612737,23,18,2024-11-10T00:52:43Z,790000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2024-11-10T00:52:27.7Z,1,REGULAR,substitution,out,[],1630172,,,1610612737,23,18,2024-11-10T00:52:43Z,800000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M22.00S,2024-11-10T00:52:27.7Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,23,18,2024-11-10T00:52:43Z,810000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2024-11-10T00:52:27.7Z,1,REGULAR,substitution,in,[],1641824,,,1610612737,23,18,2024-11-10T00:52:43Z,820000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2024-11-10T00:52:57.5Z,1,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612737,23,18,2024-11-10T00:53:19Z,830000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Johnson 2 FT),"[1641824, 1630552]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,1830.0,1.0,0.0,Johnson,1630552.0,,,,,,,,,,,,
85,PT05M04.00S,2024-11-10T00:53:24.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630552,,,1610612737,24,18,2024-11-10T00:53:24Z,850000,False,,,0,,J. Johnson Free Throw 1 of 2 (6 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,Made,,,,,6.0,,,,,
86,PT05M04.00S,2024-11-10T00:53:25.0Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,24,18,2024-11-10T00:53:33Z,860000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M04.00S,2024-11-10T00:53:25.0Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,24,18,2024-11-10T00:53:33Z,870000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M04.00S,2024-11-10T00:53:40.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630552,,,1610612737,25,18,2024-11-10T00:53:40Z,880000,False,,,0,,J. Johnson Free Throw 2 of 2 (7 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,Made,,,,,7.0,,,,,
89,PT04M53.00S,2024-11-10T00:53:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,83.65637319316689,50.73529411764706,1610612741,25,18,2024-11-10T00:53:59Z,890000,False,4.0,101.0,1,right,MISS N. Vučević 10' floating Shot,[202696],1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.12,Missed,,,,,,,,,,
