actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-11-07T00:40:22.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-07T00:40:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-07T00:40:25.0Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2024-11-07T00:40:25Z,40000,False,,,0,,Jump Ball C. Capela vs. K. Towns: Tip to J. Johnson,"[1630552, 203991, 1626157]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-11-07T00:40:38.1Z,1,REGULAR,3pt,Jump Shot,[],1642258,67.23061760840999,46.07843137254902,1610612737,3,0,2024-11-07T00:40:45Z,70000,False,-20.0,256.0,1,right,Z. Risacher 25' 3PT  (3 PTS) (C. Capela 1 AST),"[1642258, 203991]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,25.63,Made,3.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-11-07T00:40:44.1Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,3,0,2024-11-07T00:40:54Z,90000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1630700]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,,,
10,PT11M37.00S,2024-11-07T00:40:44.1Z,1,REGULAR,steal,,[],1630700,,,1610612737,3,0,2024-11-07T00:40:47Z,100000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M34.00S,2024-11-07T00:40:47.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630700,88.78120893561103,50.98039215686274,1610612737,3,0,2024-11-07T01:37:44Z,110000,False,5.0,53.0,1,right,MISS D. Daniels turnaround Hook,[1630700],1610612737.0,ATL,turnaround,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
12,PT11M31.00S,2024-11-07T00:40:50.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,3,0,2024-11-07T01:37:44Z,120000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT11M26.00S,2024-11-07T00:40:55.7Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,3,0,2024-11-07T00:41:03Z,130000,False,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 1630700]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,Daniels,1630700.0,,,,,,,,,,,
14,PT11M26.00S,2024-11-07T00:40:55.7Z,1,REGULAR,steal,,[],1630700,,,1610612737,3,0,2024-11-07T00:40:58Z,140000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
15,PT11M20.00S,2024-11-07T00:41:01.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,69.59592641261499,25.49019607843137,1610612737,3,0,2024-11-07T00:41:09Z,150000,False,-123.0,233.0,1,right,MISS T. Young 26' running 3PT,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
