actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-08T23:10:28.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-08T23:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-08T23:10:31.8Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612743,0,0,2024-12-08T23:10:31Z,40000,False,,,0,,Jump Ball N. Jokić vs. C. Capela: Tip to R. Westbrook,"[201566, 203999, 203991]",1610612743.0,DEN,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Jokić,203999.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2024-12-08T23:10:38.4Z,1,REGULAR,3pt,Jump Shot,[],203999,28.33442838370565,73.77450980392157,1610612743,0,3,2024-12-08T23:10:44Z,70000,False,-119.0,214.0,1,left,N. Jokić 24' 3PT  (3 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,24.46,Made,3.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2024-12-08T23:10:53.5Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,0,3,2024-12-08T23:10:58Z,90000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 203999]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Jokić,203999.0,,,,,,,,,,,
10,PT11M33.00S,2024-12-08T23:10:53.5Z,1,REGULAR,steal,,[],203999,,,1610612743,0,3,2024-12-08T23:10:56Z,100000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M23.00S,2024-12-08T23:11:06.1Z,1,REGULAR,violation,kicked ball,[],1626204,,,1610612743,0,3,2024-12-08T23:11:12Z,110000,False,,,0,,L. Nance Jr. kicked ball VIOLATION,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,101283.0,,,,,,,,,,
12,PT11M19.00S,2024-12-08T23:11:23.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,31.225361366622867,52.20588235294118,1610612743,0,3,2024-12-08T23:11:29Z,120000,False,-11.0,241.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,24.13,Missed,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2024-12-08T23:11:26.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,3,2024-12-08T23:11:29Z,130000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,
14,PT11M09.00S,2024-12-08T23:11:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612737,0,3,2024-12-08T23:11:58Z,140000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Daniels 2 FT),"[1631128, 1630700]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Daniels,1630700.0,,
16,PT11M09.00S,2024-12-08T23:12:02.5Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,1,3,2024-12-08T23:12:22Z,160000,False,,,0,,D. Daniels Free Throw 1 of 2 (1 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
17,PT11M09.00S,2024-12-08T23:12:02.5Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,1,3,2024-12-08T23:12:22Z,170000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT11M07.00S,2024-12-08T23:12:04.5Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,1,3,2024-12-08T23:12:22Z,180000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,
19,PT10M55.00S,2024-12-08T23:12:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,5.601182654402102,51.225490196078425,1610612743,1,5,2024-12-08T23:12:42Z,190000,False,-6.0,0.0,1,left,R. Westbrook cutting Layup (2 PTS) (C. Braun 1 AST),"[201566, 1631128]",1610612743.0,DEN,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.61,Made,2.0,C. Braun,1631128.0,1.0,,,,,,,,,,,,,,
21,PT10M55.00S,2024-12-08T23:12:39.0Z,1,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612743,1,5,2024-12-08T23:13:02Z,210000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Westbrook 1 FT),"[1630700, 201566]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Westbrook,201566.0,,
23,PT10M55.00S,2024-12-08T23:13:03.6Z,1,REGULAR,freethrow,1 of 1,[],201566,,,1610612743,1,5,2024-12-08T23:13:05Z,230000,False,,,0,,MISS R. Westbrook Free Throw 1 of 1,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
