actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
418,PT04M20.00S,2025-01-23T02:07:14.2Z,3,REGULAR,turnover,lost ball,[],202699,,,1610612765,70,85,2025-01-23T02:07:18Z,4130000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 203992]",1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Bogdanović,203992.0,,,,,
419,PT04M20.00S,2025-01-23T02:07:14.2Z,3,REGULAR,steal,,[],203992,,,1610612737,70,85,2025-01-23T02:08:37Z,4140000,False,,,0,,B. Bogdanović STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
420,PT04M16.00S,2025-01-23T02:07:18.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629631,21.107095926412615,9.068627450980392,1610612737,70,85,2025-01-23T02:07:28Z,4150000,False,205.0,146.0,1,left,MISS D. Hunter 25' running 3PT,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,25.14,Missed,,,,,,,,,,,,,
421,PT04M12.00S,2025-01-23T02:07:22.3Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,70,85,2025-01-23T02:07:28Z,4160000,False,,,0,,J. Duren REBOUND (Off:1 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,420.0,,,,,,,8.0,7.0,1.0,,
422,PT04M06.00S,2025-01-23T02:07:27.7Z,3,REGULAR,3pt,Jump Shot,[],1627736,67.36202365308804,52.94117647058824,1610612765,70,88,2025-01-23T02:07:32Z,4170000,False,15.0,254.0,1,right,M. Beasley 25' 3PT  (16 PTS) (T. Hardaway Jr. 2 AST),"[1627736, 203501]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,25.47,Made,16.0,,T. Hardaway Jr.,203501.0,2.0,,,,,,,,
424,PT03M39.00S,2025-01-23T02:07:54.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,5.995400788436268,50.245098039215684,1610612737,72,88,2025-01-23T02:08:00Z,4190000,False,-1.0,4.0,1,left,D. Daniels cutting Layup (16 PTS) (V. Krejčí 2 AST),"[1630700, 1630249]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,0.41,Made,16.0,,V. Krejčí,1630249.0,2.0,,,,,,,,
426,PT03M19.00S,2025-01-23T02:08:14.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.38042049934296,50.49019607843137,1610612765,72,88,2025-01-23T02:08:20Z,4210000,False,2.0,10.0,1,right,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,1.0,Missed,,,,,,,,,,,,,
427,PT03M16.00S,2025-01-23T02:08:17.7Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,72,88,2025-01-23T02:08:20Z,4220000,False,,,0,,D. Daniels REBOUND (Off:3 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,426.0,,,,,,,7.0,4.0,3.0,,
428,PT03M11.00S,2025-01-23T02:08:22.9Z,3,REGULAR,3pt,Jump Shot,[],1630249,24.26084099868594,83.82352941176471,1610612737,72,88,2025-01-23T02:08:29Z,4230000,False,-169.0,176.0,1,left,MISS V. Krejčí 24' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,,,,,,24.38,Missed,,,,,,,,,,,,,
429,PT03M08.00S,2025-01-23T02:08:25.9Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,72,88,2025-01-23T02:08:29Z,4240000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,428.0,,,,,,,4.0,3.0,1.0,,
430,PT02M59.00S,2025-01-23T02:08:37.2Z,3,REGULAR,foul,offensive,[],1631105,,,1610612765,72,88,2025-01-23T02:08:47Z,4250000,False,,,0,,J. Duren off-the-ball offensive FOUL (3 PF),"[1631105, 1629631]",1610612765.0,DET,off-the-ball,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,1162.0,3.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
432,PT02M59.00S,2025-01-23T02:08:37.2Z,3,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,72,88,2025-01-23T02:08:37Z,4270000,False,,,0,,J. Duren offensive foul TURNOVER (2 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,1162.0,,,,,,,,,,,,2.0,,,,,,,
433,PT02M59.00S,2025-01-23T02:08:55.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,72,88,2025-01-23T02:08:55Z,4280000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,out,[],1630700,,,1610612737,72,88,2025-01-23T02:11:38Z,4290000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,out,[],1630249,,,1610612737,72,88,2025-01-23T02:11:38Z,4300000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,out,[],1631105,,,1610612737,72,88,2025-01-23T02:11:38Z,4310000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,out,[],1630595,,,1610612737,72,88,2025-01-23T02:11:38Z,4320000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,out,[],203501,,,1610612737,72,88,2025-01-23T02:11:38Z,4330000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,72,88,2025-01-23T02:11:38Z,4340000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,in,[],1629027,,,1610612737,72,88,2025-01-23T02:11:38Z,4350000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,in,[],1631323,,,1610612737,72,88,2025-01-23T02:11:38Z,4360000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,in,[],1630191,,,1610612737,72,88,2025-01-23T02:11:38Z,4370000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M59.00S,2025-01-23T02:11:05.0Z,3,REGULAR,substitution,in,[],1631204,,,1610612737,72,88,2025-01-23T02:11:38Z,4380000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M35.00S,2025-01-23T02:12:15.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,15.719448094612352,43.13725490196079,1610612737,72,88,2025-01-23T02:12:22Z,4390000,False,34.0,95.0,1,left,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.13,Missed,,,,,,,,,,,,,
445,PT02M34.00S,2025-01-23T02:12:16.8Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,72,88,2025-01-23T02:12:38Z,4400000,False,,,0,,I. Stewart REBOUND (Off:2 Def:7),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,444.0,,,,,,,9.0,7.0,2.0,,
446,PT02M26.00S,2025-01-23T02:12:25.3Z,3,REGULAR,3pt,Jump Shot,[],1631204,70.51576872536137,25.0,1610612765,72,88,2025-01-23T02:12:39Z,4410000,False,-125.0,225.0,1,right,MISS M. Sasser 25' pullup 3PT,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,,,,25.71,Missed,,,,,,,,,,,,,
447,PT02M25.00S,2025-01-23T02:12:26.3Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,72,88,2025-01-23T02:13:17Z,4420000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,446.0,,,,,,,5.0,4.0,1.0,,
448,PT02M10.00S,2025-01-23T02:12:41.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,7.703679369250986,47.549019607843135,1610612737,72,88,2025-01-23T02:12:46Z,4430000,False,12.0,20.0,1,left,MISS J. Johnson cutting DUNK - blocked,"[1630552, 1630191]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,2.34,Missed,,,,,,,,,,,,Stewart,1630191.0
449,PT02M10.00S,2025-01-23T02:12:41.3Z,3,REGULAR,block,,[],1630191,,,1610612737,72,88,2025-01-23T02:12:44Z,4440000,False,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
450,PT02M09.00S,2025-01-23T02:12:42.3Z,3,REGULAR,rebound,defensive,[],1631323,,,1610612765,72,88,2025-01-23T02:13:52Z,4450000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,,,,448.0,,,,,,,2.0,2.0,0.0,,
451,PT02M00.00S,2025-01-23T02:12:51.1Z,3,REGULAR,3pt,Jump Shot,[],1627736,95.0886990801577,3.9215686274509802,1610612765,72,91,2025-01-23T02:12:56Z,4460000,False,-230.0,-6.0,1,right,M. Beasley 3PT  (19 PTS) (S. Fontecchio 2 AST),"[1627736, 1631323]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,,23.05,Made,19.0,,S. Fontecchio,1631323.0,2.0,,,,,,,,
453,PT01M49.00S,2025-01-23T02:13:01.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203992,7.835085413929041,50.98039215686274,1610612737,72,91,2025-01-23T02:13:08Z,4480000,False,-5.0,21.0,1,left,MISS B. Bogdanović driving Layup - blocked,"[203992, 1630191]",1610612737.0,ATL,driving,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,2.17,Missed,,,,,,,,,,,,Stewart,1630191.0
454,PT01M49.00S,2025-01-23T02:13:01.8Z,3,REGULAR,block,,[],1630191,,,1610612737,72,91,2025-01-23T02:13:04Z,4490000,False,,,0,,I. Stewart BLOCK (3 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
455,PT01M48.00S,2025-01-23T02:13:02.8Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,72,91,2025-01-23T02:13:36Z,4500000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,453.0,,,,,,,5.0,2.0,3.0,,
456,PT01M48.00S,2025-01-23T02:13:05.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,5.590000152587891,50.0,1610612737,72,91,2025-01-23T02:13:40Z,4510000,False,0.0,0.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
457,PT01M47.00S,2025-01-23T02:13:06.8Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,72,91,2025-01-23T02:13:40Z,4520000,False,,,0,,C. Capela REBOUND (Off:4 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,456.0,,,,,,,6.0,2.0,4.0,,
458,PT01M47.00S,2025-01-23T02:13:13.5Z,3,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612737,72,91,2025-01-23T02:13:28Z,4530000,False,,,0,,S. Fontecchio shooting personal FOUL (2 PF) (Capela 2 FT),"[1631323, 203991]",1610612765.0,DET,shooting,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
460,PT01M47.00S,2025-01-23T02:13:29.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,73,91,2025-01-23T02:13:51Z,4550000,False,,,0,,C. Capela Free Throw 1 of 2 (11 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
461,PT01M47.00S,2025-01-23T02:13:29.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,73,91,2025-01-23T02:13:51Z,4560000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
462,PT01M44.00S,2025-01-23T02:13:32.9Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,73,91,2025-01-23T02:13:51Z,4570000,False,,,0,,I. Stewart REBOUND (Off:2 Def:8),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,461.0,,,,,,,10.0,8.0,2.0,,
463,PT01M29.00S,2025-01-23T02:14:03.5Z,3,REGULAR,3pt,Jump Shot,[],1627736,69.59592641261499,73.52941176470588,1610612765,73,91,2025-01-23T02:14:08Z,4580000,False,118.0,233.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,26.13,Missed,,,,,,,,,,,,,
464,PT01M26.00S,2025-01-23T02:14:06.5Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,73,91,2025-01-23T02:14:08Z,4590000,False,,,0,,C. Capela REBOUND (Off:4 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,463.0,,,,,,,7.0,3.0,4.0,,
465,PT01M16.00S,2025-01-23T02:14:16.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,18.084756898817346,40.931372549019606,1610612737,73,91,2025-01-23T02:14:21Z,4600000,False,45.0,117.0,1,left,MISS J. Johnson 12' turnaround fadeaway Shot - blocked,"[1630552, 202699]",1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.59,Missed,,,,,,,,,,,,Harris,202699.0
499,PT01M16.00S,2025-01-23T02:14:16.5Z,3,REGULAR,block,,[],202699,,,1610612737,73,91,2025-01-23T02:21:20Z,4605000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
466,PT01M14.00S,2025-01-23T02:14:18.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,73,91,2025-01-23T02:14:45Z,4610000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,465.0,,,,,,,,,,,
467,PT01M14.00S,2025-01-23T02:14:25.3Z,3,REGULAR,foul,personal,[],203991,,,1610612765,73,91,2025-01-23T02:14:49Z,4620000,False,,,0,,C. Capela loose ball personal FOUL (3 PF),"[203991, 1630191]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1199.0,3.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,
469,PT00M59.20S,2025-01-23T02:14:52.6Z,3,REGULAR,2pt,Jump Shot,[],1631204,75.50919842312747,67.8921568627451,1610612765,73,91,2025-01-23T02:14:58Z,4640000,False,89.0,178.0,1,right,MISS M. Sasser 19' step back Shot,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Right Center,,,,,,19.9,Missed,,,,,,,,,,,,,
470,PT00M55.40S,2025-01-23T02:14:56.3Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,73,91,2025-01-23T02:14:56Z,4650000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,469.0,,,,,,,6.0,5.0,1.0,,
471,PT00M50.50S,2025-01-23T02:15:01.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631323,,,1610612737,73,91,2025-01-23T02:15:20Z,4660000,False,,,0,,S. Fontecchio shooting personal FOUL (3 PF) (Bogdanović 2 FT),"[1631323, 203992]",1610612765.0,DET,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,1199.0,3.0,0.0,Bogdanović,203992.0,,,,,,,,,,,,,,,
473,PT00M50.50S,2025-01-23T02:15:24.3Z,3,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,74,91,2025-01-23T02:15:24Z,4680000,False,,,0,,B. Bogdanović Free Throw 1 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
474,PT00M50.50S,2025-01-23T02:15:40.1Z,3,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,75,91,2025-01-23T02:15:40Z,4690000,False,,,0,,B. Bogdanović Free Throw 2 of 2 (2 PTS),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
475,PT00M31.80S,2025-01-23T02:16:00.9Z,3,REGULAR,3pt,Jump Shot,[],1631323,70.51576872536137,75.73529411764706,1610612765,75,94,2025-01-23T02:16:08Z,4700000,False,129.0,225.0,1,right,S. Fontecchio 25' 3PT  (13 PTS) (M. Beasley 1 AST),"[1631323, 1627736]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,25.89,Made,13.0,,M. Beasley,1627736.0,1.0,,,,,,,,
477,PT00M20.50S,2025-01-23T02:16:16.3Z,3,REGULAR,3pt,Jump Shot,[],1629631,28.597240473061763,21.813725490196077,1610612737,75,94,2025-01-23T02:16:21Z,4720000,False,141.0,216.0,1,left,MISS D. Hunter 25' step back 3PT,[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,25.81,Missed,,,,,,,,,,,,,
478,PT00M17.80S,2025-01-23T02:16:19.0Z,3,REGULAR,rebound,defensive,[],1631204,,,1610612765,75,94,2025-01-23T02:16:19Z,4730000,False,,,0,,M. Sasser REBOUND (Off:0 Def:2),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,477.0,,,,,,,2.0,2.0,0.0,,
481,PT00M03.20S,2025-01-23T02:16:49.0Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629027,,,1610612765,75,94,2025-01-23T02:17:07Z,4760000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Sasser 3 FT),"[1629027, 1631204]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Above the Break 3,24+ Center,203593.0,1.0,0.0,Sasser,1631204.0,,,,,,,,,,,,,,,
483,PT00M03.20S,2025-01-23T02:17:08.7Z,3,REGULAR,freethrow,1 of 3,[],1631204,,,1610612765,75,95,2025-01-23T02:17:08Z,4780000,False,,,0,,M. Sasser Free Throw 1 of 3 (3 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
484,PT00M03.20S,2025-01-23T02:17:26.1Z,3,REGULAR,freethrow,2 of 3,[],1631204,,,1610612765,75,96,2025-01-23T02:17:26Z,4790000,False,,,0,,M. Sasser Free Throw 2 of 3 (4 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
485,PT00M03.20S,2025-01-23T02:17:27.5Z,3,REGULAR,substitution,out,[],202699,,,1610612765,75,96,2025-01-23T02:17:31Z,4800000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M03.20S,2025-01-23T02:17:27.5Z,3,REGULAR,substitution,in,[],1641709,,,1610612765,75,96,2025-01-23T02:17:31Z,4810000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M03.20S,2025-01-23T02:17:45.2Z,3,REGULAR,freethrow,3 of 3,[],1631204,,,1610612765,75,97,2025-01-23T02:17:45Z,4820000,False,,,0,,M. Sasser Free Throw 3 of 3 (5 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
488,PT00M00.00S,2025-01-23T02:17:52.1Z,3,REGULAR,3pt,Jump Shot,[],1629631,29.6484888304862,68.62745098039215,1610612737,75,97,2025-01-23T02:17:58Z,4830000,False,-93.0,226.0,1,left,MISS D. Hunter 24' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,24.46,Missed,,,,,,,,,,,,,
489,PT00M00.00S,2025-01-23T02:17:54.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,75,97,2025-01-23T02:17:54Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,488.0,,,,,,,,,,,
490,PT00M00.00S,2025-01-23T02:17:55.6Z,3,REGULAR,period,end,[],0,,,1610612737,75,97,2025-01-23T02:17:55Z,4850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2025-01-23T02:19:57.4Z,4,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,75,97,2025-01-23T02:20:37Z,4860000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2025-01-23T02:19:57.4Z,4,REGULAR,substitution,out,['startperiod'],1641709,,,1610612737,75,97,2025-01-23T02:20:37Z,4870000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2025-01-23T02:19:57.4Z,4,REGULAR,substitution,in,['startperiod'],1629726,,,1610612737,75,97,2025-01-23T02:20:37Z,4880000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2025-01-23T02:19:57.4Z,4,REGULAR,substitution,in,['startperiod'],1641842,,,1610612737,75,97,2025-01-23T02:20:37Z,4890000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2025-01-23T02:20:40.8Z,4,REGULAR,period,start,[],0,,,1610612765,75,97,2025-01-23T02:20:40Z,4900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M44.00S,2025-01-23T02:20:55.8Z,4,REGULAR,3pt,Jump Shot,[],1627736,72.48685939553219,20.833333333333336,1610612765,75,97,2025-01-23T02:21:01Z,4910000,False,-146.0,206.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,25.25,Missed,,,,,,,,,,,,,
497,PT11M42.00S,2025-01-23T02:20:57.8Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,75,97,2025-01-23T02:22:15Z,4920000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,496.0,,,,,,,2.0,2.0,0.0,,
498,PT11M34.00S,2025-01-23T02:21:08.3Z,4,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,75,97,2025-01-23T02:21:14Z,4930000,False,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (2 TO),[1630552],1610612737.0,ATL,bad pass,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,1199.0,,,,,,,,,,,,2.0,,,,,,,
500,PT11M15.00S,2025-01-23T02:21:31.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631323,96.13994743758212,70.83333333333334,1610612765,75,97,2025-01-23T02:21:37Z,4940000,False,104.0,-16.0,1,right,MISS S. Fontecchio 10' fadeaway Shot,[1631323],1610612765.0,DET,fadeaway,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Right,,,,,,10.55,Missed,,,,,,,,,,,,,
