actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-29T19:40:50.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-29T19:40:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-29T19:40:52.5Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2024-11-29T19:40:52Z,40000,False,,,0,,Jump Ball J. Allen vs. C. Capela: Tip to D. Garland,"[1629636, 1628386, 203991]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-11-29T19:41:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,92.59198423127464,50.98039215686274,1610612739,0,2,2024-11-29T19:41:10Z,70000,False,5.0,17.0,1,right,E. Mobley driving Layup (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.78,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2024-11-29T19:41:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.30946123521682,43.627450980392155,1610612737,2,2,2024-11-29T19:41:23Z,90000,False,32.0,16.0,1,left,T. Young driving Layup (2 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.58,Made,2.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2024-11-29T19:41:36.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,88.38699080157687,50.49019607843137,1610612739,2,2,2024-11-29T19:41:42Z,110000,False,2.0,57.0,1,right,MISS E. Mobley turnaround Hook - blocked,"[1630596, 203991]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,,,,,Capela,203991.0,,,,,,,,,,,,
12,PT11M12.00S,2024-11-29T19:41:36.9Z,1,REGULAR,block,,[],203991,,,1610612739,2,2,2024-11-29T19:41:40Z,120000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2024-11-29T19:41:40.9Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,2,2,2024-11-29T19:41:42Z,130000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,
14,PT11M06.00S,2024-11-29T19:41:42.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628378,78.53153745072274,27.205882352941174,1610612739,2,2,2024-11-29T19:41:47Z,140000,False,-114.0,149.0,1,right,MISS D. Mitchell 18' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,18.78,Missed,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2024-11-29T19:41:45.4Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,2,2,2024-11-29T19:41:47Z,150000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT10M58.00S,2024-11-29T19:41:50.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630700,9.543363994743759,51.71568627450981,1610612737,2,2,2024-11-29T19:41:55Z,160000,False,-9.0,37.0,1,left,MISS D. Daniels driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
