actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-08T00:40:40.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-08T00:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2025-02-08T00:40:46.1Z,1,REGULAR,jumpball,recovered,[],1631230,,,1610612737,0,0,2025-02-08T00:40:46Z,40000,False,,,0,,Jump Ball O. Okongwu vs. B. Lopez: Tip to D. Barlow,"[1631230, 1630168, 201572]",1610612737.0,ATL,startperiod,D. Barlow,1631230.0,Barlow,D. Barlow,Okongwu,1630168.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-02-08T00:40:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629027,96.5341655716163,95.34313725490196,1610612737,0,0,2025-02-08T00:41:02Z,70000,False,227.0,-20.0,1,right,MISS T. Young 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,22.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-02-08T00:41:00.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,0,2025-02-08T00:41:02Z,80000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-02-08T00:41:08.4Z,1,REGULAR,2pt,Jump Shot,[],1626171,7.178055190538765,73.0392156862745,1610612749,0,0,2025-02-08T00:41:13Z,90000,False,-115.0,15.0,1,left,MISS B. Portis 11' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,11.62,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2025-02-08T00:41:11.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,0,2025-02-08T00:41:13Z,100000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M22.00S,2025-02-08T00:41:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,92.9862023653088,50.98039215686274,1610612737,2,0,2025-02-08T00:41:26Z,110000,False,5.0,13.0,1,right,D. Barlow alley-oop Layup (2 PTS) (D. Daniels 1 AST),"[1631230, 1630700]",1610612737.0,ATL,alley-oop,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,2.0,D. Daniels,1630700.0,1.0,,,,,,,,,,
13,PT11M08.00S,2025-02-08T00:41:31.4Z,1,REGULAR,3pt,Jump Shot,[],201572,31.488173455978973,31.862745098039213,1610612749,2,0,2025-02-08T00:41:38Z,130000,False,91.0,243.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2025-02-08T00:41:36.4Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612737,2,0,2025-02-08T00:41:38Z,140000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M59.00S,2025-02-08T00:41:42.1Z,1,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612737,2,0,2025-02-08T00:41:49Z,150000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612737.0,ATL,bad pass,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
