actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-25T00:40:46.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-25T00:40:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-25T00:40:49.2Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612737,0,0,2025-02-25T00:40:49Z,40000,False,,,0,,Jump Ball O. Okongwu vs. K. Ware: Tip to D. Daniels,"[1630700, 1630168, 1642276]",1610612737.0,ATL,startperiod,D. Daniels,1630700.0,Daniels,D. Daniels,Okongwu,1630168.0,Ware,1642276.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2025-02-25T00:41:12.5Z,1,REGULAR,3pt,Jump Shot,[],1630700,76.82325886990802,89.4607843137255,1610612737,0,0,2025-02-25T00:41:18Z,70000,False,197.0,165.0,1,right,MISS D. Daniels 25' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2025-02-25T00:41:16.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,0,0,2025-02-25T00:41:16Z,80000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2025-02-25T00:41:21.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,5.338370565045992,49.01960784313725,1610612748,0,0,2025-02-25T00:53:56Z,90000,False,5.0,-2.0,1,left,MISS A. Wiggins running Layup,[203952],1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2025-02-25T00:41:22.3Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,0,0,2025-02-25T00:55:26Z,100000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
89,PT11M23.00S,2025-02-25T00:41:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,7.539421813403408,49.01960784313726,1610612748,0,0,2025-02-25T00:54:37Z,105000,False,5.0,18.0,1,left,MISS A. Wiggins tip Layup - blocked,"[203952, 1631243]",1610612748.0,MIA,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,Gueye,1631243.0,,,,,,,,,,,,
94,PT11M23.00S,2025-02-25T00:41:24.8Z,1,REGULAR,block,,[],1631243,,,1610612748,0,0,2025-02-25T00:55:07Z,106250,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT11M21.00S,2025-02-25T00:41:26.8Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,0,0,2025-02-25T00:54:37Z,107500,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2025-02-25T00:41:28.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631243,92.72339027595268,49.754901960784316,1610612737,2,0,2025-02-25T00:41:35Z,110000,False,-1.0,16.0,1,right,M. Gueye running Layup (2 PTS) (O. Okongwu 1 AST),"[1631243, 1630168]",1610612737.0,ATL,running,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,2.0,O. Okongwu,1630168.0,1.0,,,,,,,,
