actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-23T23:11:52.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-23T23:11:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-23T23:11:54.6Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612737,0,0,2025-02-23T23:11:54Z,40000,False,,,0,,Jump Ball O. Okongwu vs. J. Duren: Tip to D. Daniels,"[1630700, 1630168, 1631105]",1610612737.0,ATL,startperiod,D. Daniels,1630700.0,Daniels,D. Daniels,Okongwu,1630168.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-02-23T23:12:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,89.17542706964521,51.9607843137255,1610612737,0,0,2025-02-23T23:12:15Z,70000,False,10.0,49.0,1,right,MISS Z. Risacher driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-02-23T23:12:10.9Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,0,0,2025-02-23T23:12:10Z,80000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M42.00S,2025-02-23T23:12:12.0Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612737,0,0,2025-02-23T23:12:28Z,90000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1631105, 1630168]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,1628172.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,
11,PT11M42.00S,2025-02-23T23:12:35.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,0,0,2025-02-23T23:12:56Z,110000,False,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M42.00S,2025-02-23T23:12:35.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,0,0,2025-02-23T23:12:56Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M42.00S,2025-02-23T23:12:35.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,0,0,2025-02-23T23:12:56Z,130000,False,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M39.00S,2025-02-23T23:12:38.7Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,0,2025-02-23T23:12:56Z,140000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M33.00S,2025-02-23T23:13:01.7Z,1,REGULAR,3pt,Jump Shot,[],203501,7.835085413929041,3.431372549019608,1610612765,0,0,2025-02-23T23:13:09Z,150000,False,233.0,21.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.38,Missed,,,,,,,,,,,,,,,,,,
16,PT11M33.00S,2025-02-23T23:13:01.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,0,0,2025-02-23T23:13:09Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Right Corner 3,24+ Right,,,15.0,,,,,,,,,,,,,,,,,
17,PT11M33.00S,2025-02-23T23:13:09.9Z,1,REGULAR,foul,personal,[],1630168,,,1610612765,0,0,2025-02-23T23:13:21Z,170000,False,,,0,,O. Okongwu loose ball personal FOUL (1 PF),"[1630168, 1631105]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,1.0,0.0,Duren,1631105.0,,,,,,,,,
19,PT11M25.00S,2025-02-23T23:13:29.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641709,5.863994743758213,50.0,1610612765,0,2,2025-02-23T23:13:37Z,190000,False,0.0,3.0,1,left,A. Thompson cutting DUNK (2 PTS) (J. Duren 1 AST),"[1641709, 1631105]",1610612765.0,DET,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,2.0,J. Duren,1631105.0,1.0,,,,,
21,PT11M13.00S,2025-02-23T23:13:41.0Z,1,REGULAR,3pt,Jump Shot,[],1631243,72.35545335085413,79.65686274509804,1610612737,0,2,2025-02-23T23:13:46Z,210000,False,148.0,207.0,1,right,MISS M. Gueye 25' 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
22,PT11M10.00S,2025-02-23T23:13:44.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,2,2025-02-23T23:13:46Z,220000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
