actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
572,PT11M35.00S,2025-03-09T02:33:59.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.11760840998686,50.49019607843137,1610612737,97,88,2025-03-09T02:34:04Z,5550000,False,2.0,12.0,1,right,C. LeVert cutting Layup (19 PTS) (M. Gueye 1 AST),"[1627747, 1631243]",1610612737.0,ATL,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,1.25,Made,19.0,M. Gueye,1631243.0,1.0,,,,,,,,,,,,
574,PT11M20.00S,2025-03-09T02:34:16.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.783837056504599,48.28431372549019,1610612754,97,90,2025-03-09T02:34:23Z,5570000,False,9.0,11.0,1,left,P. Siakam driving Layup (15 PTS) (A. Nesmith 1 AST),"[1627783, 1630174]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,1.42,Made,15.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,
576,PT11M20.00S,2025-03-09T02:34:21.4Z,4,REGULAR,foul,personal,['1freethrow'],1631243,,,1610612754,97,90,2025-03-09T02:34:49Z,5590000,False,,,0,,M. Gueye shooting personal FOUL (4 PF) (Siakam 1 FT),"[1631243, 1627783]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,,,4.0,0.0,Siakam,1627783.0
578,PT11M20.00S,2025-03-09T02:34:33.8Z,4,REGULAR,substitution,out,[],1630811,,,1610612754,97,90,2025-03-09T02:34:37Z,5610000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT11M20.00S,2025-03-09T02:34:33.8Z,4,REGULAR,substitution,in,[],1629027,,,1610612754,97,90,2025-03-09T02:34:37Z,5620000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT11M20.00S,2025-03-09T02:34:52.8Z,4,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,97,91,2025-03-09T02:34:52Z,5630000,False,,,0,,P. Siakam Free Throw 1 of 1 (16 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
581,PT11M08.00S,2025-03-09T02:35:06.1Z,4,REGULAR,3pt,Jump Shot,[],1629027,66.96780551905388,53.92156862745098,1610612737,97,91,2025-03-09T02:41:46Z,5640000,False,20.0,258.0,1,right,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,25.87,Missed,,,,,,,,,,,,,,,,
582,PT11M06.00S,2025-03-09T02:35:08.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,97,91,2025-03-09T02:35:13Z,5650000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,581.0,,,,,,,,,,,
584,PT10M56.00S,2025-03-09T02:35:25.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,10.068988173455978,49.26470588235294,1610612754,97,93,2025-03-09T02:35:32Z,5670000,False,4.0,42.0,1,left,A. Nembhard driving floating bank Jump Shot (7 PTS),[1629614],1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,4.23,Made,7.0,,,,,,,,,,,,,,,
585,PT10M46.00S,2025-03-09T02:35:35.6Z,4,REGULAR,3pt,Jump Shot,[],1629611,78.40013140604468,89.4607843137255,1610612737,97,93,2025-03-09T02:35:40Z,5680000,False,197.0,151.0,1,right,MISS T. Mann 24' 3PT,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,24.81,Missed,,,,,,,,,,,,,,,,
586,PT10M43.00S,2025-03-09T02:35:39.6Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,97,93,2025-03-09T02:35:39Z,5690000,False,,,0,,C. Capela REBOUND (Off:4 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,585.0,9.0,5.0,4.0,,,,,,,,
587,PT10M35.00S,2025-03-09T02:35:47.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,92.85479632063075,47.30392156862745,1610612737,97,93,2025-03-09T02:35:56Z,5700000,False,-13.0,15.0,1,right,MISS C. LeVert driving reverse Layup - blocked,"[1627747, 1626167]",1610612737.0,ATL,driving reverse,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,2.0,Missed,,,,,,,,,,,Turner,1626167.0,,,,
588,PT10M35.00S,2025-03-09T02:35:47.3Z,4,REGULAR,block,,[],1626167,,,1610612737,97,93,2025-03-09T02:35:50Z,5710000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
589,PT10M34.00S,2025-03-09T02:35:48.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,97,93,2025-03-09T02:35:56Z,5720000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,587.0,,,,,,,,,,,
591,PT10M32.00S,2025-03-09T02:36:08.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203991,77.87450722733246,70.83333333333334,1610612737,97,93,2025-03-09T02:36:13Z,5740000,False,104.0,155.0,1,right,MISS C. Capela 18' Jump Shot,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Right Center,,,18.72,Missed,,,,,,,,,,,,,,,,
592,PT10M28.00S,2025-03-09T02:36:12.0Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,97,93,2025-03-09T02:36:13Z,5750000,False,,,0,,B. Mathurin REBOUND (Off:3 Def:5),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,591.0,8.0,5.0,3.0,,,,,,,,
593,PT10M24.00S,2025-03-09T02:36:15.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,32.013797634691194,53.431372549019606,1610612754,97,96,2025-03-09T02:36:41Z,5760000,False,-17.0,248.0,1,left,B. Mathurin 24' 3PT running pullup (27 PTS),[1631097],1610612754.0,IND,running pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,24.9,Made,27.0,,,,,,,,,,,,,,,
594,PT10M12.00S,2025-03-09T02:36:33.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,97,96,2025-03-09T02:36:33Z,5770000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT10M12.00S,2025-03-09T02:38:37.3Z,4,REGULAR,substitution,out,[],203991,,,1610612737,97,96,2025-03-09T02:39:20Z,5780000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT10M12.00S,2025-03-09T02:38:37.3Z,4,REGULAR,substitution,in,[],1630168,,,1610612737,97,96,2025-03-09T02:39:20Z,5790000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT10M02.00S,2025-03-09T02:39:46.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,92.72339027595268,46.81372549019608,1610612737,97,96,2025-03-09T02:39:53Z,5800000,False,-16.0,16.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612737.0,ATL,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,2.25,Missed,,,,,,,,,,,,,,,,
598,PT09M56.00S,2025-03-09T02:39:52.4Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,97,96,2025-03-09T02:39:53Z,5810000,False,,,0,,O. Okongwu REBOUND (Off:4 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,597.0,11.0,7.0,4.0,,,,,,,,
599,PT09M56.00S,2025-03-09T02:39:52.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,94.40999984741211,50.0,1610612737,99,96,2025-03-09T04:51:59Z,5820000,False,0.0,0.0,1,right,O. Okongwu tip Layup (12 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,0.0,Made,12.0,,,,,,,,,,,,,,,
600,PT09M48.00S,2025-03-09T02:40:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,5.732588699080158,51.9607843137255,1610612754,99,96,2025-03-09T02:40:05Z,5830000,False,-10.0,1.0,1,left,MISS A. Nembhard driving Layup - blocked,"[1629614, 1627747]",1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,0.99,Missed,,,,,,,,,,,LeVert,1627747.0,,,,
601,PT09M48.00S,2025-03-09T02:40:00.1Z,4,REGULAR,block,,[],1627747,,,1610612754,99,96,2025-03-09T02:40:03Z,5840000,False,,,0,,C. LeVert BLOCK (2 BLK),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
602,PT09M44.00S,2025-03-09T02:40:04.1Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,99,96,2025-03-09T02:40:05Z,5850000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,600.0,3.0,3.0,0.0,,,,,,,,
603,PT09M39.00S,2025-03-09T02:40:09.0Z,4,REGULAR,3pt,Jump Shot,[],1631243,96.27135348226018,2.2058823529411766,1610612737,99,96,2025-03-09T02:40:18Z,5860000,False,-239.0,-17.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,23.96,Missed,,,,,,,,,,,,,,,,
604,PT09M37.00S,2025-03-09T02:40:14.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,99,96,2025-03-09T02:40:14Z,5870000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,603.0,,,,,,,,,,,
605,PT09M37.00S,2025-03-09T02:40:15.5Z,4,REGULAR,foul,personal,[],1626167,,,1610612737,99,96,2025-03-09T02:40:26Z,5880000,False,,,0,,M. Turner loose ball personal FOUL (1 PF),"[1626167, 1630168]",1610612754.0,IND,loose ball,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,,,1.0,0.0,Okongwu,1630168.0
607,PT09M29.00S,2025-03-09T02:40:36.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,73.27529566360053,18.38235294117647,1610612737,102,96,2025-03-09T02:40:42Z,5900000,False,-158.0,199.0,1,right,C. LeVert 25' 3PT  (22 PTS) (M. Gueye 2 AST),"[1627747, 1631243]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,25.39,Made,22.0,M. Gueye,1631243.0,2.0,,,,,,,,,,,,
609,PT09M14.00S,2025-03-09T02:40:50.4Z,4,REGULAR,3pt,Jump Shot,[],1627783,6.915243101182654,3.431372549019608,1610612754,102,96,2025-03-09T02:40:55Z,5920000,False,233.0,13.0,1,left,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,23.31,Missed,,,,,,,,,,,,,,,,
610,PT09M11.00S,2025-03-09T02:40:53.4Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,102,96,2025-03-09T02:40:55Z,5930000,False,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,,,609.0,4.0,4.0,0.0,,,,,,,,
611,PT09M06.00S,2025-03-09T02:40:59.0Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,102,96,2025-03-09T02:41:20Z,5940000,False,,,0,,T. Young bad pass TURNOVER (6 TO),"[1629027, 1631097]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,6.0,,,,,,,,,,,Mathurin,1631097.0,,,,,,
612,PT09M06.00S,2025-03-09T02:40:59.0Z,4,REGULAR,steal,,[],1631097,,,1610612754,102,96,2025-03-09T02:48:10Z,5950000,False,,,0,,B. Mathurin STEAL (2 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
613,PT09M01.00S,2025-03-09T02:41:06.7Z,4,REGULAR,foul,personal,[],1627747,,,1610612754,102,96,2025-03-09T02:41:41Z,5960000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 1627783]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,101283.0,,,,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0
615,PT08M55.00S,2025-03-09T02:41:36.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,23.866622864651774,38.48039215686275,1610612754,102,96,2025-03-09T02:41:44Z,5980000,False,58.0,172.0,1,left,MISS P. Siakam 18' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,18.12,Missed,,,,,,,,,,,,,,,,
616,PT08M51.00S,2025-03-09T02:41:39.6Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612737,102,96,2025-03-09T02:41:39Z,5990000,False,,,0,,T. Mann REBOUND (Off:2 Def:3),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,,,,615.0,5.0,3.0,2.0,,,,,,,,
617,PT08M46.00S,2025-03-09T02:41:45.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,86.41590013140605,45.83333333333333,1610612737,102,96,2025-03-09T02:41:55Z,6000000,False,-21.0,75.0,1,right,MISS T. Young 7' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,7.8,Missed,,,,,,,,,,,,,,,,
618,PT08M45.00S,2025-03-09T02:41:46.3Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,102,96,2025-03-09T02:44:43Z,6010000,False,,,0,,O. Okongwu REBOUND (Off:5 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,617.0,12.0,7.0,5.0,,,,,,,,
637,PT08M44.00S,2025-03-09T02:41:49.7Z,4,REGULAR,turnover,lost ball,[],1630168,,,1610612737,102,96,2025-03-09T02:45:05Z,6015000,False,,,0,,O. Okongwu lost ball TURNOVER (2 TO),"[1630168, 1629614]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,Nembhard,1629614.0,,,,,,
638,PT08M44.00S,2025-03-09T02:41:49.7Z,4,REGULAR,steal,,[],1629614,,,1610612754,102,96,2025-03-09T02:45:05Z,6017500,False,,,0,,A. Nembhard STEAL (3 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
619,PT08M37.00S,2025-03-09T02:41:54.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631097,6.783837056504599,49.26470588235294,1610612754,102,96,2025-03-09T02:50:09Z,6020000,False,4.0,11.0,1,left,MISS B. Mathurin running Layup - blocked,"[1631097, 1631243]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,1.19,Missed,,,,,,,,,,,Gueye,1631243.0,,,,
697,PT08M37.00S,2025-03-09T02:41:54.2Z,4,REGULAR,block,,[],1631243,,,1610612754,102,96,2025-03-09T02:55:29Z,6025000,False,,,0,,M. Gueye BLOCK (2 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
620,PT08M37.00S,2025-03-09T02:41:54.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,102,96,2025-03-09T02:50:09Z,6030000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,619.0,,,,,,,,,,,
622,PT08M37.00S,2025-03-09T02:42:09.8Z,4,REGULAR,substitution,out,[],1630174,,,1610612754,102,96,2025-03-09T02:42:16Z,6050000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT08M37.00S,2025-03-09T02:42:09.8Z,4,REGULAR,substitution,in,[],1641767,,,1610612754,102,96,2025-03-09T02:42:16Z,6060000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT08M36.00S,2025-03-09T02:42:25.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1627783,5.338370565045992,49.50980392156863,1610612754,102,98,2025-03-09T02:45:05Z,6070000,False,2.0,-2.0,1,left,P. Siakam cutting Layup (18 PTS) (A. Nembhard 10 AST),"[1627783, 1629614]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,0.34,Made,18.0,A. Nembhard,1629614.0,10.0,,,,,,,,,,,,
627,PT08M36.00S,2025-03-09T02:42:42.7Z,4,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612754,102,98,2025-03-09T02:42:56Z,6100000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Siakam 1 FT),"[1630168, 1627783]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0
629,PT08M36.00S,2025-03-09T02:42:57.6Z,4,REGULAR,freethrow,1 of 1,"['2ndchance', 'fromturnover']",1627783,,,1610612754,102,99,2025-03-09T02:45:05Z,6120000,False,,,0,,P. Siakam Free Throw 1 of 1 (19 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
630,PT08M24.00S,2025-03-09T02:43:09.3Z,4,REGULAR,3pt,Jump Shot,[],1627747,68.15045992115637,66.42156862745098,1610612737,102,99,2025-03-09T02:43:15Z,6130000,False,82.0,247.0,1,right,MISS C. LeVert 26' pullup 3PT,[1627747],1610612737.0,ATL,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,26.02,Missed,,,,,,,,,,,,,,,,
631,PT08M20.00S,2025-03-09T02:43:13.4Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,102,99,2025-03-09T02:43:13Z,6140000,False,,,0,,O. Okongwu REBOUND (Off:6 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,630.0,13.0,7.0,6.0,,,,,,,,
632,PT08M10.00S,2025-03-09T02:43:24.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627747,80.23981603153744,46.07843137254902,1610612737,102,99,2025-03-09T02:53:26Z,6150000,False,-20.0,133.0,1,right,MISS C. LeVert 13' pullup Shot,[1627747],1610612737.0,ATL,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,13.46,Missed,,,,,,,,,,,,,,,,
633,PT08M08.00S,2025-03-09T02:43:26.0Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,102,99,2025-03-09T02:53:26Z,6160000,False,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,632.0,6.0,4.0,2.0,,,,,,,,
634,PT07M54.00S,2025-03-09T02:43:40.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.469776609724048,50.0,1610612754,102,101,2025-03-09T02:43:58Z,6170000,False,0.0,-1.0,1,left,P. Siakam Layup (21 PTS) (M. Turner 2 AST),"[1627783, 1626167]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,0.11,Made,21.0,M. Turner,1626167.0,2.0,,,,,,,,,,,,
636,PT07M54.00S,2025-03-09T02:43:44.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,102,101,2025-03-09T02:43:44Z,6190000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT07M54.00S,2025-03-09T02:46:06.7Z,4,REGULAR,substitution,out,[],1629611,,,1610612737,102,101,2025-03-09T02:46:36Z,6200000,False,,,0,,SUB out: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT07M54.00S,2025-03-09T02:46:06.7Z,4,REGULAR,substitution,out,[],1626167,,,1610612737,102,101,2025-03-09T02:46:36Z,6210000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT07M54.00S,2025-03-09T02:46:06.7Z,4,REGULAR,substitution,in,[],1630700,,,1610612737,102,101,2025-03-09T02:46:36Z,6220000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT07M54.00S,2025-03-09T02:46:06.7Z,4,REGULAR,substitution,in,[],1628418,,,1610612737,102,101,2025-03-09T02:46:36Z,6230000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT07M54.00S,2025-03-09T02:46:54.5Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,102,101,2025-03-09T02:46:59Z,6240000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,101283.0,,,,,,,,,,,,,,,,,,,
644,PT07M30.00S,2025-03-09T02:47:21.6Z,4,REGULAR,2pt,Jump Shot,[],1631243,75.24638633377135,60.5392156862745,1610612737,102,101,2025-03-09T02:54:46Z,6250000,False,53.0,180.0,1,right,MISS M. Gueye 18' pullup Shot,[1631243],1610612737.0,ATL,pullup,,,Gueye,M. Gueye,,,,,Mid-Range,16-24 Center,,,18.77,Missed,,,,,,,,,,,,,,,,
645,PT07M26.00S,2025-03-09T02:47:25.6Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,102,101,2025-03-09T02:47:27Z,6260000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:3),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Mid-Range,16-24 Center,,,,,,,,,644.0,4.0,3.0,1.0,,,,,,,,
646,PT07M15.00S,2025-03-09T02:47:37.8Z,4,REGULAR,foul,personal,[],1631243,,,1610612754,102,101,2025-03-09T02:47:45Z,6270000,False,,,0,,M. Gueye personal FOUL (5 PF),"[1631243, 1628418]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,101283.0,,,,,,,,,,,,,,,,5.0,0.0,Bryant,1628418.0
648,PT07M15.00S,2025-03-09T02:47:45.2Z,4,REGULAR,substitution,out,[],1631243,,,1610612754,102,101,2025-03-09T02:47:49Z,6290000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT07M15.00S,2025-03-09T02:47:45.2Z,4,REGULAR,substitution,in,[],1627777,,,1610612754,102,101,2025-03-09T02:47:49Z,6300000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT07M06.00S,2025-03-09T02:48:12.4Z,4,REGULAR,3pt,Jump Shot,[],1628418,5.206964520367937,95.83333333333334,1610612754,102,104,2025-03-09T02:48:17Z,6310000,False,-229.0,-4.0,1,left,T. Bryant 3PT  (10 PTS) (P. Siakam 3 AST),"[1628418, 1627783]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,22.92,Made,10.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,,
652,PT06M49.00S,2025-03-09T02:48:28.7Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,102,104,2025-03-09T02:48:33Z,6330000,False,,,0,,T. Young bad pass TURNOVER (7 TO),"[1629027, 1627783]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,7.0,,,,,,,,,,,Siakam,1627783.0,,,,,,
653,PT06M49.00S,2025-03-09T02:48:28.7Z,4,REGULAR,steal,,[],1627783,,,1610612754,102,104,2025-03-09T02:48:30Z,6340000,False,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
654,PT06M45.00S,2025-03-09T02:48:35.9Z,4,REGULAR,foul,offensive,[],1627783,,,1610612754,102,104,2025-03-09T02:48:58Z,6350000,False,,,0,,P. Siakam offensive FOUL (2 PF),"[1627783, 1630700]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,,,2.0,0.0,Daniels,1630700.0
656,PT06M45.00S,2025-03-09T02:48:35.9Z,4,REGULAR,turnover,offensive foul,[],1627783,,,1610612754,102,104,2025-03-09T02:48:35Z,6370000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,202901.0,1.0,,,,,,,,,,,,,,,,,,
