actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
171,PT11M03.00S,2025-03-05T01:08:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.32917214191852,47.794117647058826,1610612737,33,39,2025-03-05T01:08:35Z,1680000,False,-11.0,20.0,1,right,MISS C. Capela cutting Layup,[203991],1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,2.25,Missed,,,,,,,,,,,,,,,,
172,PT11M01.00S,2025-03-05T01:08:33.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,33,39,2025-03-05T01:08:35Z,1690000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,171.0,5.0,5.0,0.0,,,,,,,,,,,,
173,PT10M58.00S,2025-03-05T01:08:36.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,25.312089356110377,81.86274509803921,1610612749,33,39,2025-03-05T01:08:44Z,1700000,False,-159.0,185.0,1,left,MISS T. Prince 24' running 3PT,[1627752],1610612749.0,MIL,running,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,24.44,Missed,,,,,,,,,,,,,,,,
174,PT10M54.00S,2025-03-05T01:08:40.7Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612737,33,39,2025-03-05T01:08:44Z,1710000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,
175,PT10M48.00S,2025-03-05T01:08:46.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.38042049934296,49.754901960784316,1610612737,33,39,2025-03-05T01:08:51Z,1720000,False,-1.0,10.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612737.0,ATL,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,0.98,Missed,,,,,,,,,,,,,,,,
176,PT10M45.00S,2025-03-05T01:08:49.3Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,33,39,2025-03-05T01:08:51Z,1730000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,175.0,6.0,6.0,0.0,,,,,,,,,,,,
177,PT10M42.00S,2025-03-05T01:08:52.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629645,5.995400788436268,49.26470588235294,1610612749,33,39,2025-03-05T01:08:58Z,1740000,False,4.0,4.0,1,left,MISS K. Porter Jr. running DUNK - blocked,"[1629645, 203991]",1610612749.0,MIL,running,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,0.54,Missed,,,,,,Capela,203991.0,,,,,,,,,
178,PT10M42.00S,2025-03-05T01:08:52.2Z,2,REGULAR,block,,[],203991,,,1610612749,33,39,2025-03-05T01:08:56Z,1750000,False,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT10M40.00S,2025-03-05T01:08:54.2Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612737,33,39,2025-03-05T01:14:10Z,1760000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,
180,PT10M37.00S,2025-03-05T01:08:58.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629027,85.89027595269383,53.92156862745098,1610612737,35,39,2025-03-05T01:14:29Z,1770000,False,20.0,80.0,1,right,T. Young 8' driving floating Jump Shot (10 PTS) (T. Mann 1 AST),"[1629027, 1629611]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,8.25,Made,,,,,10.0,,,T. Mann,1629611.0,1.0,,,,,,
182,PT10M37.00S,2025-03-05T01:09:03.7Z,2,REGULAR,foul,personal,['1freethrow'],1630579,,,1610612737,35,39,2025-03-05T01:09:23Z,1790000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Young 1 FT),"[1630579, 1629027]",1610612749.0,MIL,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0,,
184,PT10M37.00S,2025-03-05T01:09:30.3Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629027,,,1610612737,36,39,2025-03-05T01:09:30Z,1810000,False,,,0,,T. Young Free Throw 1 of 1 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,
185,PT10M27.00S,2025-03-05T01:09:46.3Z,2,REGULAR,turnover,out-of-bounds,[],1630579,,,1610612749,36,39,2025-03-05T01:09:52Z,1820000,False,,,0,,J. Sims bad pass out-of-bounds TURNOVER (1 TO),[1630579],1610612749.0,MIL,bad pass,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,1179.0,1.0,,,,,,,,,,,,,,,,,,
186,PT10M19.00S,2025-03-05T01:09:56.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,71.04139290407359,79.41176470588235,1610612737,36,39,2025-03-05T01:10:01Z,1830000,False,147.0,220.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,26.44,Missed,,,,,,,,,,,,,,,,
187,PT10M19.00S,2025-03-05T01:09:56.7Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,36,39,2025-03-05T01:15:56Z,1840000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,186.0,5.0,2.0,3.0,,,,,,,,,,,,
188,PT10M18.00S,2025-03-05T01:10:00.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203991,94.40999984741211,50.0,1610612737,38,39,2025-03-05T01:16:01Z,1850000,False,0.0,0.0,1,right,C. Capela tip Layup (6 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,6.0,,,,,,,,,,,
189,PT10M04.00S,2025-03-05T01:10:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,5.206964520367937,49.01960784313725,1610612749,38,39,2025-03-05T01:10:17Z,1860000,False,5.0,-4.0,1,left,MISS T. Prince driving Layup,[1627752],1610612749.0,MIL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,0.61,Missed,,,,,,,,,,,,,,,,
190,PT10M01.00S,2025-03-05T01:10:14.1Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,38,39,2025-03-05T01:27:40Z,1870000,False,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,189.0,6.0,3.0,3.0,,,,,,,,,,,,
191,PT09M58.00S,2025-03-05T01:10:17.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,78.66294349540078,90.44117647058823,1610612737,41,39,2025-03-05T01:17:02Z,1880000,False,202.0,148.0,1,right,T. Mann 25' 3PT running (3 PTS) (T. Young 2 AST),"[1629611, 1629027]",1610612737.0,ATL,running,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,25.06,Made,,,,,3.0,,,T. Young,1629027.0,2.0,,,,,,
193,PT09M35.00S,2025-03-05T01:10:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629018,31.225361366622867,35.78431372549019,1610612749,41,39,2025-03-05T01:10:45Z,1900000,False,71.0,241.0,1,left,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,25.13,Missed,,,,,,,,,,,,,,,,
194,PT09M32.00S,2025-03-05T01:10:42.9Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612737,41,39,2025-03-05T01:10:45Z,1910000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,
195,PT09M30.00S,2025-03-05T01:10:45.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627747,92.85479632063075,49.50980392156863,1610612737,43,39,2025-03-05T01:11:03Z,1920000,False,-2.0,15.0,1,right,C. LeVert running DUNK (7 PTS) (T. Young 3 AST),"[1627747, 1629027]",1610612737.0,ATL,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,1.49,Made,,,,,7.0,,,T. Young,1629027.0,3.0,,,,,,
197,PT09M30.00S,2025-03-05T01:10:49.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,43,39,2025-03-05T01:10:49Z,1940000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M05.00S,2025-03-05T01:14:06.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,9.280551905387648,47.549019607843135,1610612749,43,41,2025-03-05T01:14:12Z,1950000,False,12.0,35.0,1,left,K. Kuzma driving Hook (4 PTS) (G. Trent Jr. 1 AST),"[1628398, 1629018]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,3.68,Made,,,,,4.0,,,G. Trent Jr.,1629018.0,1.0,,,,,,
200,PT08M41.00S,2025-03-05T01:14:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,81.94809461235218,48.529411764705884,1610612737,45,41,2025-03-05T01:14:35Z,1970000,False,-7.0,117.0,1,right,C. LeVert 11' fadeaway Jump Shot (9 PTS),[1627747],1610612737.0,ATL,fadeaway,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,11.74,Made,,,,,9.0,,,,,,,,,,,
201,PT08M25.00S,2025-03-05T01:14:46.9Z,2,REGULAR,turnover,bad pass,[],1629645,,,1610612749,45,41,2025-03-05T01:14:51Z,1980000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1629611]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Mann,1629611.0
202,PT08M25.00S,2025-03-05T01:14:46.9Z,2,REGULAR,steal,,[],1629611,,,1610612737,45,41,2025-03-05T01:14:48Z,1990000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT08M15.00S,2025-03-05T01:14:57.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,86.94152431011827,96.56862745098039,1610612737,48,41,2025-03-05T01:15:02Z,2000000,False,233.0,70.0,1,right,T. Mann 24' 3PT  (6 PTS) (C. LeVert 2 AST),"[1629611, 1627747]",1610612737.0,ATL,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,24.32,Made,,,,,6.0,,,C. LeVert,1627747.0,2.0,,,,,,
205,PT08M04.00S,2025-03-05T01:15:07.7Z,2,REGULAR,3pt,Jump Shot,[],1629645,31.35676741130092,56.86274509803921,1610612749,48,44,2025-03-05T01:15:12Z,2020000,False,-34.0,242.0,1,left,K. Porter Jr. 24' 3PT pullup (3 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,24.47,Made,,,,,3.0,,,,,,,,,,,
206,PT07M54.00S,2025-03-05T01:15:17.5Z,2,REGULAR,3pt,Jump Shot,[],1627777,75.64060446780552,12.745098039215685,1610612737,48,44,2025-03-05T01:15:23Z,2030000,False,-186.0,176.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,25.66,Missed,,,,,,,,,,,,,,,,
207,PT07M52.00S,2025-03-05T01:15:19.5Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612749,48,44,2025-03-05T01:15:23Z,2040000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,
208,PT07M45.00S,2025-03-05T01:15:26.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,5.995400788436268,42.8921568627451,1610612749,48,46,2025-03-05T03:33:22Z,2050000,False,36.0,4.0,1,left,K. Kuzma driving bank Hook (6 PTS) (K. Porter Jr. 2 AST),"[1628398, 1629645]",1610612749.0,MIL,driving bank,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,3.57,Made,,,,,6.0,,,K. Porter Jr.,1629645.0,2.0,,,,,,
210,PT07M32.00S,2025-03-05T01:15:40.0Z,2,REGULAR,2pt,Jump Shot,[],1629027,75.50919842312747,50.73529411764706,1610612737,48,46,2025-03-05T01:15:48Z,2070000,False,4.0,178.0,1,right,MISS T. Young 17' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,17.77,Missed,,,,,,,,,,,,,,,,
211,PT07M30.00S,2025-03-05T01:15:42.0Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612737,48,46,2025-03-05T01:21:30Z,2080000,False,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Center,,,,,210.0,2.0,1.0,1.0,,,,,,,,,,,,
212,PT07M28.00S,2025-03-05T01:15:45.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627777,91.67214191852825,51.470588235294116,1610612737,50,46,2025-03-05T01:21:43Z,2090000,False,7.0,26.0,1,right,G. Niang putback Layup (5 PTS),[1627777],1610612737.0,ATL,putback,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,2.68,Made,,,,,5.0,,,,,,,,,,,
213,PT07M15.00S,2025-03-05T01:15:59.0Z,2,REGULAR,foul,personal,[],203991,,,1610612749,50,46,2025-03-05T01:16:59Z,2100000,False,,,0,,C. Capela personal FOUL (1 PF),"[203991, 1629645]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Porter Jr.,1629645.0,,
215,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,out,[],1627747,,,1610612749,50,46,2025-03-05T01:16:31Z,2120000,False,,,0,,SUB out: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,out,[],1629027,,,1610612749,50,46,2025-03-05T01:16:31Z,2130000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,out,[],203991,,,1610612749,50,46,2025-03-05T01:16:31Z,2140000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612749,50,46,2025-03-05T01:16:31Z,2150000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,in,[],1630700,,,1610612749,50,46,2025-03-05T01:16:31Z,2160000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,in,[],1642258,,,1610612749,50,46,2025-03-05T01:16:31Z,2170000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,in,[],1630168,,,1610612749,50,46,2025-03-05T01:16:31Z,2180000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,in,[],1631243,,,1610612749,50,46,2025-03-05T01:16:31Z,2190000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,out,[],1627752,,,1610612749,50,46,2025-03-05T01:16:41Z,2200000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M15.00S,2025-03-05T01:16:16.0Z,2,REGULAR,substitution,in,[],203507,,,1610612749,50,46,2025-03-05T01:16:41Z,2210000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M02.00S,2025-03-05T01:16:42.7Z,2,REGULAR,turnover,bad pass,[],1629645,,,1610612749,50,46,2025-03-05T01:16:46Z,2220000,False,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 1631243]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,,,Gueye,1631243.0
226,PT07M02.00S,2025-03-05T01:16:42.7Z,2,REGULAR,steal,,[],1631243,,,1610612737,50,46,2025-03-05T01:17:34Z,2230000,False,,,0,,M. Gueye STEAL (2 STL),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
227,PT07M00.00S,2025-03-05T01:16:45.8Z,2,REGULAR,turnover,lost ball,[],1629611,,,1610612737,50,46,2025-03-05T01:16:49Z,2240000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1629018]",1610612737.0,ATL,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,,,Trent Jr.,1629018.0
228,PT07M00.00S,2025-03-05T01:16:45.8Z,2,REGULAR,steal,,[],1629018,,,1610612749,50,46,2025-03-05T01:16:47Z,2250000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
229,PT06M56.00S,2025-03-05T01:16:50.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629018,5.601182654402102,50.245098039215684,1610612749,50,48,2025-03-05T01:24:14Z,2260000,False,-1.0,0.0,1,left,G. Trent Jr. running Layup (7 PTS),[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,0.12,Made,,,,,7.0,,,,,,,,,,,
231,PT06M42.00S,2025-03-05T01:17:03.0Z,2,REGULAR,3pt,Jump Shot,[],1629611,95.22010512483574,95.34313725490196,1610612737,50,48,2025-03-05T01:24:19Z,2280000,False,227.0,-8.0,1,right,MISS T. Mann 3PT,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,22.68,Missed,,,,,,,,,,,,,,,,
232,PT06M40.00S,2025-03-05T01:17:05.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,50,48,2025-03-05T01:17:07Z,2290000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:7),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,231.0,7.0,7.0,0.0,,,,,,,,,,,,
233,PT06M36.00S,2025-03-05T01:17:12.8Z,2,REGULAR,violation,kicked ball,[],1631243,,,1610612749,50,48,2025-03-05T01:17:16Z,2300000,False,,,0,,M. Gueye kicked ball VIOLATION,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,
234,PT06M36.00S,2025-03-05T01:17:16.9Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,50,48,2025-03-05T01:17:22Z,2310000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M36.00S,2025-03-05T01:17:16.9Z,2,REGULAR,substitution,in,[],1631260,,,1610612749,50,48,2025-03-05T01:17:22Z,2320000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M36.00S,2025-03-05T01:17:16.9Z,2,REGULAR,substitution,out,[],1629645,,,1610612749,50,48,2025-03-05T01:17:34Z,2330000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M36.00S,2025-03-05T01:17:16.9Z,2,REGULAR,substitution,in,[],203081,,,1610612749,50,48,2025-03-05T01:17:34Z,2340000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M36.00S,2025-03-05T01:17:16.9Z,2,REGULAR,substitution,out,[],1630579,,,1610612749,50,48,2025-03-05T01:17:45Z,2350000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M36.00S,2025-03-05T01:17:16.9Z,2,REGULAR,substitution,in,[],201572,,,1610612749,50,48,2025-03-05T01:17:45Z,2360000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M32.00S,2025-03-05T01:17:58.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,12.828515111695138,51.470588235294116,1610612749,50,48,2025-03-05T01:18:02Z,2370000,False,-7.0,68.0,1,left,MISS K. Kuzma 6' driving floating bank Shot,[1628398],1610612749.0,MIL,driving floating bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,6.85,Missed,,,,,,,,,,,,,,,,
241,PT06M29.00S,2025-03-05T01:18:01.0Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,50,48,2025-03-05T01:18:02Z,2380000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,
242,PT06M12.00S,2025-03-05T01:18:17.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,93.64323258869908,49.754901960784316,1610612737,52,48,2025-03-05T01:18:29Z,2390000,False,-1.0,7.0,1,right,M. Gueye driving floating Jump Shot (5 PTS) (T. Mann 2 AST),"[1631243, 1629611]",1610612737.0,ATL,driving floating,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,0.74,Made,,,,,5.0,,,T. Mann,1629611.0,2.0,,,,,,
244,PT05M56.00S,2025-03-05T01:18:32.3Z,2,REGULAR,3pt,Jump Shot,[],203081,5.075558475689881,95.83333333333334,1610612749,52,48,2025-03-05T01:18:38Z,2410000,False,-229.0,-5.0,1,left,MISS D. Lillard 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,,,22.93,Missed,,,,,,,,,,,,,,,,
245,PT05M54.00S,2025-03-05T01:18:34.3Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,52,48,2025-03-05T01:18:38Z,2420000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,244.0,1.0,1.0,0.0,,,,,,,,,,,,
246,PT05M48.00S,2025-03-05T01:18:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630168,67.09921156373193,39.21568627450981,1610612737,52,48,2025-03-05T01:18:46Z,2430000,False,-54.0,257.0,1,right,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,26.24,Missed,,,,,,,,,,,,,,,,
247,PT05M44.00S,2025-03-05T01:18:45.6Z,2,REGULAR,rebound,offensive,[],1631243,,,1610612737,52,48,2025-03-05T01:18:45Z,2440000,False,,,0,,M. Gueye REBOUND (Off:1 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,,,,,246.0,2.0,1.0,1.0,,,,,,,,,,,,
248,PT05M39.00S,2025-03-05T01:18:50.3Z,2,REGULAR,turnover,bad pass,[],1630700,,,1610612737,52,48,2025-03-05T01:18:55Z,2450000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 203081]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,,,Lillard,203081.0
249,PT05M39.00S,2025-03-05T01:18:50.3Z,2,REGULAR,steal,,[],203081,,,1610612749,52,48,2025-03-05T01:18:53Z,2460000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
