actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT11M05.00S,2025-03-01T00:41:40.5Z,1,REGULAR,3pt,Jump Shot,[],1642258,94.69448094612353,1.9607843137254901,1610612737,0,2,2025-03-01T00:41:46Z,170000,False,-240.0,-3.0,1,right,MISS Z. Risacher 24' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
18,PT11M02.00S,2025-03-01T00:41:43.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,0,2,2025-03-01T00:41:46Z,180000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M53.00S,2025-03-01T00:41:52.5Z,1,REGULAR,3pt,Jump Shot,[],1631114,12.565703022339028,3.6764705882352944,1610612760,0,5,2025-03-01T00:41:58Z,190000,False,232.0,66.0,1,left,J. Williams 24' 3PT  (3 PTS) (C. Wallace 1 AST),"[1631114, 1641717]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,24.07,Made,,,,,,,3.0,C. Wallace,1641717.0,1.0,,,,,,,,
22,PT10M37.00S,2025-03-01T00:42:26.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631243,93.38042049934296,49.754901960784316,1610612737,2,5,2025-03-01T00:42:33Z,220000,False,-1.0,10.0,1,right,M. Gueye cutting DUNK (2 PTS) (D. Daniels 1 AST),"[1631243, 1630700]",1610612737.0,ATL,cutting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,2.0,D. Daniels,1630700.0,1.0,,,,,,,,
24,PT10M27.00S,2025-03-01T00:42:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,6.783837056504599,51.470588235294116,1610612760,2,5,2025-03-01T00:42:43Z,240000,False,-7.0,11.0,1,left,MISS C. Wallace cutting Layup - blocked,"[1641717, 1631243]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,Gueye,1631243.0,,,,,,,,,,,,
25,PT10M27.00S,2025-03-01T00:42:36.2Z,1,REGULAR,block,,[],1631243,,,1610612760,2,5,2025-03-01T00:42:39Z,250000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M24.00S,2025-03-01T00:42:39.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,2,5,2025-03-01T00:42:43Z,260000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M22.00S,2025-03-01T00:42:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630700,94.43166885676742,49.26470588235294,1610612737,2,5,2025-03-01T00:42:48Z,270000,False,-4.0,0.0,1,right,MISS D. Daniels running Layup,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
28,PT10M22.00S,2025-03-01T00:42:41.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,2,5,2025-03-01T00:42:48Z,280000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT10M04.00S,2025-03-01T00:42:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,4.812746386333772,51.9607843137255,1610612760,2,5,2025-03-01T00:43:05Z,290000,False,-10.0,-7.0,1,left,MISS L. Dort cutting Layup,[1629652],1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
30,PT10M02.00S,2025-03-01T00:43:01.5Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,2,5,2025-03-01T00:43:05Z,300000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT10M01.00S,2025-03-01T00:43:03.2Z,1,REGULAR,turnover,bad pass,[],1642258,,,1610612737,2,5,2025-03-01T00:43:09Z,310000,False,,,0,,Z. Risacher bad pass TURNOVER (1 TO),"[1642258, 1641717]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Wallace,1641717.0,,,,,
32,PT10M01.00S,2025-03-01T00:43:03.2Z,1,REGULAR,steal,,[],1641717,,,1610612760,2,5,2025-03-01T00:43:05Z,320000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
33,PT09M57.00S,2025-03-01T00:43:12.8Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612760,2,5,2025-03-01T00:43:48Z,330000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1630700, 1631096]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Holmgren,1631096.0
35,PT09M57.00S,2025-03-01T00:43:49.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631096,,,1610612760,2,5,2025-03-01T00:43:49Z,350000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT09M57.00S,2025-03-01T00:43:49.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,2,5,2025-03-01T00:43:49Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
37,PT09M57.00S,2025-03-01T00:44:10.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631096,,,1610612760,2,6,2025-03-01T00:44:10Z,370000,False,,,0,,C. Holmgren Free Throw 2 of 2 (3 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
38,PT09M48.00S,2025-03-01T00:44:19.5Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,2,6,2025-03-01T00:44:25Z,380000,False,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1641717]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Wallace,1641717.0,,,,,
39,PT09M48.00S,2025-03-01T00:44:19.5Z,1,REGULAR,steal,,[],1641717,,,1610612760,2,6,2025-03-01T02:12:28Z,390000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT09M31.00S,2025-03-01T00:44:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641717,5.732588699080158,50.98039215686274,1610612760,2,8,2025-03-01T00:49:23Z,410000,False,-5.0,1.0,1,left,C. Wallace driving reverse Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1641717, 1628983]",1610612760.0,OKC,driving reverse,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,
44,PT09M13.00S,2025-03-01T00:45:37.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,79.71419185282524,7.352941176470589,1610612737,2,8,2025-03-01T00:50:13Z,440000,False,-213.0,138.0,1,right,MISS T. Young 25' floating 3PT,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
45,PT09M11.00S,2025-03-01T00:45:39.5Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,2,8,2025-03-01T00:45:44Z,450000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT09M10.00S,2025-03-01T00:45:41.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630168,84.83902759526939,51.9607843137255,1610612737,4,8,2025-03-01T00:45:49Z,460000,False,10.0,90.0,1,right,O. Okongwu 9' driving Hook (2 PTS),[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,,,,,,,2.0,,,,,,,,,,,
47,PT08M55.00S,2025-03-01T00:45:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.719448094612352,56.372549019607845,1610612760,4,10,2025-03-01T00:46:02Z,470000,False,-32.0,95.0,1,left,S. Gilgeous-Alexander 10' step back Jump Shot (2 PTS) (C. Holmgren 1 AST),"[1628983, 1631096]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.05,Made,,,,,,,2.0,C. Holmgren,1631096.0,1.0,,,,,,,,
49,PT08M42.00S,2025-03-01T00:46:08.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642258,87.72996057818659,51.71568627450981,1610612737,4,10,2025-03-01T00:46:15Z,490000,False,9.0,63.0,1,right,MISS Z. Risacher 6' turnaround Hook,[1642258],1610612737.0,ATL,turnaround,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
50,PT08M39.00S,2025-03-01T00:46:11.4Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,4,10,2025-03-01T00:46:15Z,500000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT08M35.00S,2025-03-01T00:46:15.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,28.597240473061763,72.54901960784314,1610612760,4,13,2025-03-01T00:46:22Z,510000,False,-113.0,216.0,1,left,L. Dort 24' 3PT running (3 PTS) (J. Williams 2 AST),"[1629652, 1631114]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,24.39,Made,,,,,,,3.0,J. Williams,1631114.0,2.0,,,,,,,,
53,PT08M22.00S,2025-03-01T00:46:28.9Z,1,REGULAR,turnover,bad pass,[],1642258,,,1610612737,4,13,2025-03-01T00:46:34Z,530000,False,,,0,,Z. Risacher bad pass TURNOVER (2 TO),"[1642258, 1629652]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Dort,1629652.0,,,,,
54,PT08M22.00S,2025-03-01T00:46:28.9Z,1,REGULAR,steal,,[],1629652,,,1610612760,4,13,2025-03-01T00:46:31Z,540000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
55,PT08M15.00S,2025-03-01T00:46:35.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631096,6.1268068331143235,51.470588235294116,1610612760,4,15,2025-03-01T00:53:05Z,550000,False,-7.0,5.0,1,left,C. Holmgren running finger roll Layup (5 PTS) (L. Dort 1 AST),"[1631096, 1629652]",1610612760.0,OKC,running finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,5.0,L. Dort,1629652.0,1.0,,,,,,,,
57,PT08M15.00S,2025-03-01T00:46:46.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,4,15,2025-03-01T00:46:49Z,570000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M15.00S,2025-03-01T00:49:00.3Z,1,REGULAR,substitution,out,[],1631243,,,1610612737,4,15,2025-03-01T00:49:26Z,580000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M15.00S,2025-03-01T00:49:00.3Z,1,REGULAR,substitution,out,[],1641717,,,1610612737,4,15,2025-03-01T00:49:26Z,590000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M15.00S,2025-03-01T00:49:00.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612737,4,15,2025-03-01T00:49:26Z,600000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M15.00S,2025-03-01T00:49:00.3Z,1,REGULAR,substitution,in,[],1630198,,,1610612737,4,15,2025-03-01T00:49:26Z,610000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M59.00S,2025-03-01T00:49:51.0Z,1,REGULAR,3pt,Jump Shot,[],1630168,66.96780551905388,51.225490196078425,1610612737,4,15,2025-03-01T00:49:56Z,620000,False,6.0,258.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
63,PT07M57.00S,2025-03-01T00:49:53.0Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,4,15,2025-03-01T00:49:56Z,630000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,
64,PT07M49.00S,2025-03-01T00:50:00.8Z,1,REGULAR,turnover,lost ball,[],1631114,,,1610612760,4,15,2025-03-01T00:50:05Z,640000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631114, 1629027]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,
65,PT07M49.00S,2025-03-01T00:50:00.8Z,1,REGULAR,steal,,[],1629027,,,1610612737,4,15,2025-03-01T00:50:02Z,650000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT07M44.00S,2025-03-01T00:50:07.7Z,1,REGULAR,turnover,out-of-bounds,[],1642258,,,1610612737,4,15,2025-03-01T00:50:15Z,660000,False,,,0,,Z. Risacher lost ball out-of-bounds TURNOVER (3 TO),[1642258],1610612737.0,ATL,lost ball,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,3.0,,,202053.0,,,,
67,PT07M33.00S,2025-03-01T00:50:28.3Z,1,REGULAR,foul,personal,[],1627777,,,1610612760,4,15,2025-03-01T00:50:35Z,670000,False,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 1631096]",1610612737.0,ATL,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Holmgren,1631096.0
69,PT07M24.00S,2025-03-01T00:50:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,29.122864651773984,23.284313725490197,1610612760,4,15,2025-03-01T00:50:57Z,690000,False,134.0,221.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
70,PT07M20.00S,2025-03-01T00:50:56.0Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,4,15,2025-03-01T00:50:57Z,700000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT07M12.00S,2025-03-01T00:51:03.8Z,1,REGULAR,3pt,Jump Shot,[],1627777,74.06373193166885,14.950980392156863,1610612737,7,15,2025-03-01T00:51:08Z,710000,False,-175.0,191.0,1,right,G. Niang 25' 3PT  (3 PTS) (T. Young 1 AST),"[1627777, 1629027]",1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.94,Made,,,,,,,3.0,T. Young,1629027.0,1.0,,,,,,,,
73,PT06M59.00S,2025-03-01T00:51:16.1Z,1,REGULAR,3pt,Jump Shot,[],1631096,28.465834428383708,74.01960784313727,1610612760,7,15,2025-03-01T00:51:21Z,730000,False,-120.0,215.0,1,left,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,24.64,Missed,,,,,,,,,,,,,,,,,,
74,PT06M57.00S,2025-03-01T00:51:18.1Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612737,7,15,2025-03-01T00:51:21Z,740000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT06M48.00S,2025-03-01T00:51:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.19776609724047,51.225490196078425,1610612737,7,15,2025-03-01T00:51:33Z,750000,False,6.0,21.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
76,PT06M43.00S,2025-03-01T00:51:33.0Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,7,15,2025-03-01T00:51:33Z,760000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,75.0,2.0,1.0,1.0,,,,,,,,,,,,,,
77,PT06M43.00S,2025-03-01T00:51:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,94.40999984741211,50.0,1610612737,9,15,2025-03-01T00:51:32Z,770000,False,0.0,0.0,1,right,Z. Risacher putback Layup (2 PTS),[1642258],1610612737.0,ATL,putback,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
78,PT06M34.00S,2025-03-01T00:51:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.389618922470433,49.754901960784316,1610612760,9,17,2025-03-01T00:57:59Z,780000,False,1.0,8.0,1,left,S. Gilgeous-Alexander driving Layup (4 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,4.0,,,,,,,,,,,
79,PT06M22.00S,2025-03-01T00:51:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,90.88370565045992,50.49019607843137,1610612737,11,17,2025-03-01T00:51:58Z,790000,False,2.0,33.0,1,right,O. Okongwu Layup (4 PTS) (G. Niang 1 AST),"[1630168, 1627777]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,3.33,Made,,,,,,,4.0,G. Niang,1627777.0,1.0,,,,,,,,
81,PT06M11.00S,2025-03-01T00:52:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.258212877792378,50.245098039215684,1610612760,11,19,2025-03-01T00:52:11Z,810000,False,-1.0,6.0,1,left,S. Gilgeous-Alexander driving Layup (6 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,6.0,,,,,,,,,,,
82,PT05M58.00S,2025-03-01T00:52:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,87.72996057818659,36.51960784313725,1610612737,11,19,2025-03-01T00:52:25Z,820000,False,-67.0,63.0,1,right,MISS D. Daniels 9' floating Shot,[1630700],1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Left,9.21,Missed,,,,,,,,,,,,,,,,,,
83,PT05M55.00S,2025-03-01T00:52:20.5Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,11,19,2025-03-01T00:52:20Z,830000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Left,,,82.0,3.0,1.0,2.0,,,,,,,,,,,,,,
85,PT05M55.00S,2025-03-01T00:52:25.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,11,19,2025-03-01T00:52:29Z,850000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
