actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
255,PT05M34.00S,2025-01-15T01:22:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630249,7.966491458607096,57.35294117647059,1610612737,53,42,2025-01-15T01:22:19Z,2550000,False,-37.0,22.0,1,left,V. Krejčí driving floating bank Jump Shot (4 PTS),[1630249],1610612737.0,ATL,driving floating bank,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,4.31,Made,4.0,,,,,,,,,,,,,,,,,
258,PT05M20.00S,2025-01-15T01:22:35.6Z,2,REGULAR,foul,personal,[],1629726,,,1610612756,53,42,2025-01-15T01:22:43Z,2580000,False,,,0,,G. Mathews personal FOUL (3 PF),"[1629726, 203486]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1627526.0,,,,3.0,0.0,Plumlee,203486.0
260,PT05M20.00S,2025-01-15T01:22:44.8Z,2,REGULAR,substitution,out,[],1629726,,,1610612756,53,42,2025-01-15T01:22:51Z,2600000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M20.00S,2025-01-15T01:22:44.8Z,2,REGULAR,substitution,out,[],1642346,,,1610612756,53,42,2025-01-15T01:22:51Z,2610000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M20.00S,2025-01-15T01:22:44.8Z,2,REGULAR,substitution,in,[],1642258,,,1610612756,53,42,2025-01-15T01:22:51Z,2620000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M20.00S,2025-01-15T01:22:44.8Z,2,REGULAR,substitution,in,[],201142,,,1610612756,53,42,2025-01-15T01:22:51Z,2630000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M14.00S,2025-01-15T01:23:03.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,90.22667542706965,34.31372549019608,1610612756,53,42,2025-01-15T01:23:09Z,2640000,False,-78.0,39.0,1,right,MISS B. Beal 8' driving floating bank Shot,[203078],1610612756.0,PHX,driving floating bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Left,8.77,Missed,,,,,,,,,,,,,,,,,,
265,PT05M11.00S,2025-01-15T01:23:07.0Z,2,REGULAR,rebound,offensive,[],1626164,,,1610612756,53,42,2025-01-15T01:23:07Z,2650000,False,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,264.0,2.0,1.0,1.0,,,,,,,,,,,,,
266,PT05M08.00S,2025-01-15T01:23:10.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,70.51576872536137,23.774509803921568,1610612756,53,45,2025-01-15T01:23:16Z,2660000,False,-131.0,225.0,1,right,D. Booker 26' 3PT pullup (15 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,26.01,Made,15.0,,,,,,,,,,,,,,,,,
267,PT04M49.00S,2025-01-15T01:23:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,13.222733245729303,46.568627450980394,1610612737,53,45,2025-01-15T01:31:44Z,2670000,False,17.0,72.0,1,left,MISS D. Daniels 7' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
268,PT04M48.00S,2025-01-15T01:23:31.7Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,53,45,2025-01-15T01:31:44Z,2680000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,267.0,7.0,4.0,3.0,,,,,,,,,,,,,
269,PT04M47.00S,2025-01-15T01:23:34.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,53,45,2025-01-15T01:32:06Z,2690000,False,0.0,0.0,1,left,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
270,PT04M45.00S,2025-01-15T01:23:36.9Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,53,45,2025-01-15T01:32:06Z,2700000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,269.0,1.0,1.0,0.0,,,,,,,,,,,,,
271,PT04M31.00S,2025-01-15T01:23:47.7Z,2,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612756,53,45,2025-01-15T01:24:15Z,2710000,False,,,0,,D. Daniels shooting personal FOUL (3 PF) (Beal 2 FT),"[1630700, 203078]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,,,,3.0,0.0,Beal,203078.0
273,PT04M31.00S,2025-01-15T01:24:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,53,45,2025-01-15T01:24:14Z,2730000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M31.00S,2025-01-15T01:26:42.7Z,2,REGULAR,substitution,out,[],1630700,,,1610612756,53,45,2025-01-15T01:27:04Z,2750000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M31.00S,2025-01-15T01:26:42.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612756,53,45,2025-01-15T01:27:04Z,2760000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M31.00S,2025-01-15T01:26:42.7Z,2,REGULAR,substitution,out,[],1626145,,,1610612756,53,45,2025-01-15T01:27:04Z,2770000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M31.00S,2025-01-15T01:26:42.7Z,2,REGULAR,substitution,in,[],203991,,,1610612756,53,45,2025-01-15T01:27:04Z,2780000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M31.00S,2025-01-15T01:26:42.7Z,2,REGULAR,substitution,in,[],1629027,,,1610612756,53,45,2025-01-15T01:27:04Z,2790000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M31.00S,2025-01-15T01:26:42.7Z,2,REGULAR,substitution,in,[],1626220,,,1610612756,53,45,2025-01-15T01:27:04Z,2800000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M31.00S,2025-01-15T01:27:22.9Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,53,46,2025-01-15T01:27:22Z,2810000,False,,,0,,B. Beal Free Throw 1 of 2 (5 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
284,PT04M31.00S,2025-01-15T01:27:37.0Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,53,47,2025-01-15T01:27:37Z,2820000,False,,,0,,B. Beal Free Throw 2 of 2 (6 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
285,PT04M08.00S,2025-01-15T01:28:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,16.770696452036795,48.28431372549019,1610612737,53,47,2025-01-15T01:28:06Z,2830000,False,9.0,105.0,1,left,MISS B. Bogdanović 10' driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,10.55,Missed,,,,,,,,,,,,,,,,,,
286,PT04M06.00S,2025-01-15T01:28:04.0Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,53,47,2025-01-15T01:28:06Z,2840000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,285.0,2.0,2.0,0.0,,,,,,,,,,,,,
287,PT04M01.00S,2025-01-15T01:28:09.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201142,80.50262812089356,46.81372549019608,1610612756,53,47,2025-01-15T01:28:15Z,2850000,False,-16.0,131.0,1,right,MISS K. Durant 13' running pullup Shot,[201142],1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.18,Missed,,,,,,,,,,,,,,,,,,
288,PT03M58.00S,2025-01-15T01:28:12.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,53,47,2025-01-15T01:28:15Z,2860000,False,,,0,,C. Capela REBOUND (Off:0 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,287.0,5.0,5.0,0.0,,,,,,,,,,,,,
289,PT03M51.00S,2025-01-15T01:28:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630249,5.732588699080158,48.28431372549019,1610612737,55,47,2025-01-15T01:34:19Z,2870000,False,9.0,1.0,1,left,V. Krejčí cutting finger roll Layup (6 PTS) (T. Young 4 AST),"[1630249, 1629027]",1610612737.0,ATL,cutting finger roll,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,0.87,Made,6.0,,,,,T. Young,1629027.0,4.0,,,,,,,,,,
291,PT03M36.00S,2025-01-15T01:28:34.2Z,2,REGULAR,3pt,Jump Shot,[],201142,66.96780551905388,46.32352941176471,1610612756,55,47,2025-01-15T01:28:40Z,2890000,False,-18.0,258.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.87,Missed,,,,,,,,,,,,,,,,,,
292,PT03M33.00S,2025-01-15T01:28:37.2Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612756,55,47,2025-01-15T01:28:40Z,2900000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,291.0,2.0,1.0,1.0,,,,,,,,,,,,,
293,PT03M29.00S,2025-01-15T01:28:44.2Z,2,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,55,47,2025-01-15T01:28:59Z,2910000,False,,,0,,D. Booker lost ball out-of-bounds TURNOVER (5 TO),[1626164],1610612756.0,PHX,lost ball,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1626300.0,5.0,,,,,,
294,PT03M29.00S,2025-01-15T01:28:50.1Z,2,REGULAR,substitution,out,[],1626164,,,1610612737,55,47,2025-01-15T01:28:54Z,2920000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M29.00S,2025-01-15T01:28:50.1Z,2,REGULAR,substitution,in,[],1628960,,,1610612737,55,47,2025-01-15T01:28:54Z,2930000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M15.00S,2025-01-15T01:29:11.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,13.222733245729303,65.93137254901961,1610612737,57,47,2025-01-15T01:29:16Z,2940000,False,-80.0,72.0,1,left,T. Young 10' driving floating Jump Shot (15 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Left,10.73,Made,15.0,,,,,,,,,,,,,,,,,
297,PT03M07.00S,2025-01-15T01:29:19.6Z,2,REGULAR,3pt,Jump Shot,[],1626220,95.22010512483574,3.431372549019608,1610612756,57,47,2025-01-15T01:29:24Z,2950000,False,-233.0,-8.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
298,PT03M04.00S,2025-01-15T01:29:22.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,57,47,2025-01-15T01:29:24Z,2960000,False,,,0,,C. Capela REBOUND (Off:0 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,297.0,6.0,6.0,0.0,,,,,,,,,,,,,
299,PT02M57.00S,2025-01-15T01:29:29.7Z,2,REGULAR,2pt,Jump Shot,[],203992,5.995400788436268,32.35294117647059,1610612737,59,47,2025-01-15T01:29:37Z,2970000,False,88.0,4.0,1,left,B. Bogdanović 8' fadeaway Jump Shot (5 PTS),[203992],1610612737.0,ATL,fadeaway,,,Bogdanović,B. Bogdanović,,,,,Mid-Range,8-16 Right,8.83,Made,5.0,,,,,,,,,,,,,,,,,
300,PT02M41.00S,2025-01-15T01:29:45.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.94809461235218,49.754901960784316,1610612756,59,49,2025-01-15T01:29:50Z,2980000,False,-1.0,117.0,1,right,K. Durant 11' turnaround fadeaway Jump Shot (11 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,11.0,,,,,,,,,,,,,,,,,
301,PT02M30.00S,2025-01-15T01:29:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.770696452036795,46.07843137254902,1610612737,61,49,2025-01-15T01:30:01Z,2990000,False,20.0,105.0,1,left,T. Young 10' driving floating Jump Shot (17 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,10.69,Made,17.0,,,,,,,,,,,,,,,,,
302,PT02M05.00S,2025-01-15T01:30:21.7Z,2,REGULAR,2pt,Jump Shot,[],201142,91.80354796320631,69.85294117647058,1610612756,61,51,2025-01-15T01:30:27Z,3000000,False,99.0,25.0,1,right,K. Durant 10' turnaround fadeaway Jump Shot (13 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,10.23,Made,13.0,,,,,,,,,,,,,,,,,
303,PT01M56.00S,2025-01-15T01:30:30.9Z,2,REGULAR,3pt,Jump Shot,[],203992,26.49474375821288,80.3921568627451,1610612737,61,51,2025-01-15T01:30:37Z,3010000,False,-152.0,197.0,1,left,MISS B. Bogdanović 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,24.85,Missed,,,,,,,,,,,,,,,,,,
304,PT01M54.00S,2025-01-15T01:30:32.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,61,51,2025-01-15T01:30:37Z,3020000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,303.0,,,,,,,,,,,,,,,,
306,PT01M54.00S,2025-01-15T01:30:37.2Z,2,REGULAR,substitution,out,[],203486,,,1610612756,61,51,2025-01-15T01:30:40Z,3040000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M54.00S,2025-01-15T01:30:37.2Z,2,REGULAR,substitution,in,[],1642345,,,1610612756,61,51,2025-01-15T01:30:40Z,3050000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M38.00S,2025-01-15T01:31:08.2Z,2,REGULAR,turnover,lost ball,[],1626220,,,1610612756,61,51,2025-01-15T01:31:17Z,3060000,False,,,0,,R. O'Neale lost ball TURNOVER (1 TO),"[1626220, 1629027]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Young,1629027.0,,,,
309,PT01M38.00S,2025-01-15T01:31:08.2Z,2,REGULAR,steal,,[],1629027,,,1610612737,61,51,2025-01-15T01:52:51Z,3070000,False,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
310,PT01M32.00S,2025-01-15T01:31:14.4Z,2,REGULAR,turnover,lost ball,[],1629027,,,1610612737,61,51,2025-01-15T01:31:20Z,3080000,False,,,0,,T. Young lost ball TURNOVER (2 TO),"[1629027, 1626220]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,O'Neale,1626220.0,,,,
311,PT01M32.00S,2025-01-15T01:31:14.4Z,2,REGULAR,steal,,[],1626220,,,1610612756,61,51,2025-01-15T01:31:16Z,3090000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
312,PT01M27.00S,2025-01-15T01:31:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626220,93.24901445466492,49.754901960784316,1610612756,61,53,2025-01-15T01:31:24Z,3100000,False,-1.0,11.0,1,right,R. O'Neale running Layup (2 PTS),[1626220],1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,1.11,Made,2.0,,,,,,,,,,,,,,,,,
313,PT01M09.00S,2025-01-15T01:31:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630249,8.229303547963205,95.58823529411765,1610612737,61,53,2025-01-15T01:31:45Z,3110000,False,-228.0,25.0,1,left,MISS V. Krejčí fadeaway 3PT,[1630249],1610612737.0,ATL,fadeaway,,,Krejčí,V. Krejčí,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
314,PT01M05.00S,2025-01-15T01:31:41.1Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,61,53,2025-01-15T01:31:45Z,3120000,False,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,313.0,3.0,3.0,0.0,,,,,,,,,,,,,
315,PT01M00.00S,2025-01-15T01:31:46.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,92.85479632063075,49.754901960784316,1610612756,61,55,2025-01-15T01:31:52Z,3130000,False,-1.0,15.0,1,right,O. Ighodaro alley-oop DUNK (2 PTS) (G. Allen 1 AST),"[1642345, 1628960]",1610612756.0,PHX,alley-oop,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,,G. Allen,1628960.0,1.0,,,,,,,,,,
317,PT00M50.70S,2025-01-15T01:31:59.9Z,2,REGULAR,3pt,Jump Shot,[],1629027,24.52365308804205,14.705882352941178,1610612737,64,55,2025-01-15T01:32:04Z,3150000,False,176.0,178.0,1,left,T. Young 25' 3PT pullup (20 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,25.07,Made,20.0,,,,,,,,,,,,,,,,,
318,PT00M39.80S,2025-01-15T01:32:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,92.59198423127464,50.98039215686274,1610612756,64,55,2025-01-15T01:32:21Z,3160000,False,5.0,17.0,1,right,MISS K. Durant driving Layup - blocked,"[201142, 203991]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,Capela,203991.0,,,,,,,,
319,PT00M39.80S,2025-01-15T01:32:16.7Z,2,REGULAR,block,,[],203991,,,1610612756,64,55,2025-01-15T01:32:20Z,3170000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT00M35.90S,2025-01-15T01:32:20.6Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,64,55,2025-01-15T01:54:04Z,3180000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:3),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,318.0,4.0,3.0,1.0,,,,,,,,,,,,,
321,PT00M30.70S,2025-01-15T01:32:25.7Z,2,REGULAR,3pt,Jump Shot,[],1630249,12.171484888304862,3.6764705882352944,1610612737,64,55,2025-01-15T01:32:32Z,3190000,False,232.0,62.0,1,left,MISS V. Krejčí step back 3PT,[1630249],1610612737.0,ATL,step back,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
322,PT00M27.90S,2025-01-15T01:32:28.5Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,64,55,2025-01-15T01:32:32Z,3200000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,321.0,3.0,2.0,1.0,,,,,,,,,,,,,
323,PT00M07.00S,2025-01-15T01:32:49.9Z,2,REGULAR,foul,personal,['2freethrow'],203991,,,1610612756,64,55,2025-01-15T01:33:22Z,3210000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Beal 2 FT),"[203991, 203078]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Beal,203078.0
325,PT00M07.00S,2025-01-15T01:33:26.6Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,64,55,2025-01-15T01:33:26Z,3230000,False,,,0,,MISS B. Beal Free Throw 1 of 2,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
326,PT00M07.00S,2025-01-15T01:33:26.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,64,55,2025-01-15T01:33:26Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,325.0,,,,,,,,,,,,,,,,
327,PT00M07.00S,2025-01-15T01:33:27.5Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,64,55,2025-01-15T01:33:30Z,3250000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M07.00S,2025-01-15T01:33:27.5Z,2,REGULAR,substitution,in,[],1642346,,,1610612756,64,55,2025-01-15T01:33:30Z,3260000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M07.00S,2025-01-15T01:33:48.2Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,64,56,2025-01-15T01:33:48Z,3270000,False,,,0,,B. Beal Free Throw 2 of 2 (7 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
330,PT00M01.70S,2025-01-15T01:33:57.2Z,2,REGULAR,3pt,Jump Shot,[],203992,12.959921156373195,2.696078431372549,1610612737,64,56,2025-01-15T01:41:45Z,3280000,False,237.0,69.0,1,left,MISS B. Bogdanović 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Right Corner 3,24+ Right,24.64,Missed,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2025-01-15T01:33:58.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,64,56,2025-01-15T01:41:45Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,,330.0,,,,,,,,,,,,,,,,
332,PT00M00.00S,2025-01-15T01:34:01.7Z,2,REGULAR,period,end,[],0,,,1610612737,64,56,2025-01-15T01:34:01Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,out,['startperiod'],203992,,,1610612737,64,56,2025-01-15T01:49:26Z,3310000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,out,['startperiod'],1626220,,,1610612737,64,56,2025-01-15T01:49:26Z,3320000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,out,['startperiod'],203078,,,1610612737,64,56,2025-01-15T01:49:26Z,3330000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,out,['startperiod'],1642345,,,1610612737,64,56,2025-01-15T01:49:26Z,3340000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,in,['startperiod'],1630700,,,1610612737,64,56,2025-01-15T01:49:26Z,3350000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,in,['startperiod'],1626164,,,1610612737,64,56,2025-01-15T01:49:26Z,3360000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
