actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
47,PT07M48.00S,2025-03-14T23:46:30.5Z,1,REGULAR,block,,[],1631243,,,1610612746,9,10,2025-03-14T23:46:33Z,470000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M43.00S,2025-03-14T23:46:35.5Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,9,10,2025-03-14T23:46:39Z,480000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M43.00S,2025-03-14T23:46:35.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,6.1268068331143235,48.03921568627451,1610612737,11,10,2025-03-14T23:53:04Z,490000,False,10.0,5.0,1,left,T. Young running Layup (6 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,6.0,,,,,,,,,,,,,
51,PT07M24.00S,2025-03-14T23:46:57.0Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612746,11,10,2025-03-14T23:47:30Z,510000,False,,,0,,J. Harden lost ball out-of-bounds TURNOVER (3 TO),[201935],1610612746.0,LAC,lost ball,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,1627539.0,3.0,,,,,,,,,,,
52,PT06M58.00S,2025-03-14T23:47:25.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642258,7.966491458607096,51.9607843137255,1610612737,13,10,2025-03-14T23:47:37Z,520000,False,-10.0,22.0,1,left,Z. Risacher driving Layup (2 PTS),[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,2.0,,,,,,,,,,,,,
53,PT06M45.00S,2025-03-14T23:47:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.47371879106439,59.55882352941176,1610612746,13,10,2025-03-14T23:54:14Z,530000,False,48.0,112.0,1,right,MISS K. Leonard 12' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,12.2,Missed,,,,,,,,,,,,,,,,,,
54,PT06M42.00S,2025-03-14T23:47:41.9Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,13,10,2025-03-14T23:47:43Z,540000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT06M37.00S,2025-03-14T23:47:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,12.828515111695138,48.529411764705884,1610612737,13,10,2025-03-14T23:54:34Z,550000,False,7.0,68.0,1,left,MISS D. Daniels 6' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,,,,,,,,,,,,,,
56,PT06M31.00S,2025-03-14T23:47:53.1Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,13,10,2025-03-14T23:54:34Z,560000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,
57,PT06M31.00S,2025-03-14T23:47:52.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,5.590000152587891,50.0,1610612737,13,10,2025-03-14T23:47:52Z,570000,False,0.0,0.0,1,left,MISS D. Daniels tip Layup,[1630700],1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
58,PT06M30.00S,2025-03-14T23:47:52.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,13,10,2025-03-14T23:47:52Z,580000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT06M25.00S,2025-03-14T23:47:57.8Z,1,REGULAR,3pt,Jump Shot,[],201935,70.51576872536137,23.03921568627451,1610612746,13,10,2025-03-14T23:48:04Z,590000,False,-135.0,225.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
60,PT06M21.00S,2025-03-14T23:48:02.0Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,13,10,2025-03-14T23:48:02Z,600000,False,,,0,,N. Batum REBOUND (Off:1 Def:0),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,,
61,PT06M20.00S,2025-03-14T23:48:03.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,78.66294349540078,9.068627450980392,1610612746,13,10,2025-03-14T23:48:08Z,610000,False,-205.0,148.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
62,PT06M18.00S,2025-03-14T23:48:05.0Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,13,10,2025-03-14T23:48:08Z,620000,False,,,0,,M. Gueye REBOUND (Off:1 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,61.0,2.0,1.0,1.0,,,,,,,,,,,,,,
63,PT06M12.00S,2025-03-14T23:48:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,14.273981603153747,52.69607843137255,1610612737,13,10,2025-03-14T23:55:18Z,630000,False,-13.0,82.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.28,Missed,,,,,,,,,,,,,,,,,,
64,PT06M08.00S,2025-03-14T23:48:15.7Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,13,10,2025-03-14T23:55:18Z,640000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,63.0,2.0,1.0,1.0,,,,,,,,,,,,,,
67,PT06M08.00S,2025-03-14T23:48:16.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630168,6.783837056504599,50.73529411764706,1610612737,15,10,2025-03-15T00:02:14Z,670000,False,-4.0,11.0,1,left,O. Okongwu turnaround Hook (2 PTS),[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,2.0,,,,,,,,,,,,,
69,PT06M08.00S,2025-03-14T23:48:21.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,15,10,2025-03-14T23:48:21Z,690000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M08.00S,2025-03-14T23:50:41.8Z,1,REGULAR,substitution,out,[],1631243,,,1610612746,15,10,2025-03-14T23:51:11Z,700000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2025-03-14T23:50:41.8Z,1,REGULAR,substitution,out,[],1630168,,,1610612746,15,10,2025-03-14T23:51:11Z,710000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M08.00S,2025-03-14T23:50:41.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612746,15,10,2025-03-14T23:51:11Z,720000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2025-03-14T23:50:41.8Z,1,REGULAR,substitution,in,[],1627777,,,1610612746,15,10,2025-03-14T23:51:11Z,730000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M08.00S,2025-03-14T23:50:41.8Z,1,REGULAR,substitution,in,[],1631230,,,1610612746,15,10,2025-03-14T23:51:11Z,740000,False,,,0,,SUB in: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M08.00S,2025-03-14T23:50:41.8Z,1,REGULAR,substitution,in,[],1627747,,,1610612746,15,10,2025-03-14T23:51:11Z,750000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M53.00S,2025-03-14T23:51:41.1Z,1,REGULAR,foul,technical,['1freethrow'],1631230,,,1610612746,15,10,2025-03-14T23:51:49Z,760000,False,,,0,,D. Barlow defensive-3-second technical FOUL (1 Tech),[1631230],1610612737.0,ATL,defensive-3-second,,,Barlow,D. Barlow,,,,,,,,,,,,,,1162.0,,,,,,,0.0,1.0,,,,
77,PT05M53.00S,2025-03-14T23:51:56.4Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,15,11,2025-03-14T23:51:56Z,770000,False,,,0,,J. Harden technical Free Throw 1 of 1 (7 PTS),[201935],1610612746.0,LAC,technical,,,Harden,J. Harden,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
78,PT05M47.00S,2025-03-14T23:52:16.6Z,1,REGULAR,2pt,Jump Shot,[],202695,75.77201051248358,32.59803921568628,1610612746,15,11,2025-03-14T23:52:21Z,780000,False,-87.0,175.0,1,right,MISS K. Leonard 19' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,19.56,Missed,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2025-03-14T23:52:20.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,15,11,2025-03-14T23:52:21Z,790000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,,
80,PT05M32.00S,2025-03-14T23:52:33.2Z,1,REGULAR,foul,personal,[],1627826,,,1610612737,15,11,2025-03-14T23:52:41Z,800000,False,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 1642258]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,1627534.0,,,,,,,1.0,0.0,Risacher,1642258.0,,
82,PT05M24.00S,2025-03-14T23:53:05.5Z,1,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612737,15,11,2025-03-14T23:53:13Z,820000,False,,,0,,G. Niang bad pass out-of-bounds TURNOVER (1 TO),[1627777],1610612737.0,ATL,bad pass,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,,,,,,,,,,,
83,PT05M07.00S,2025-03-14T23:53:25.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627826,85.3646517739816,47.05882352941176,1610612746,15,13,2025-03-14T23:53:33Z,830000,False,-15.0,85.0,1,right,I. Zubac 8' floating Jump Shot (4 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.64,Made,,,,,4.0,,,J. Harden,201935.0,1.0,,,,,,,,
