actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
23,PT10M22.00S,2025-02-21T00:43:01.6Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,1,4,2025-02-21T00:43:03Z,230000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT10M18.00S,2025-02-21T00:43:11.5Z,1,REGULAR,foul,personal,[],1630532,,,1610612737,1,4,2025-02-21T00:43:17Z,240000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1630168]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627519.0,1.0,0.0,Okongwu,1630168.0,,,,,
26,PT10M05.00S,2025-02-21T00:43:35.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630700,93.51182654402102,48.77450980392157,1610612737,3,4,2025-02-21T00:43:40Z,260000,False,-6.0,8.0,1,right,D. Daniels cutting DUNK (2 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,,,,,O. Okongwu,1630168.0,1.0,,,,,,,,,,
28,PT09M48.00S,2025-02-21T00:43:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.09789750328515,55.14705882352941,1610612753,3,4,2025-02-21T00:43:57Z,280000,False,-26.0,24.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 1631243]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,Gueye,1631243.0,,,
29,PT09M48.00S,2025-02-21T00:43:51.9Z,1,REGULAR,block,,[],1631243,,,1610612753,3,4,2025-02-21T00:43:54Z,290000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M45.00S,2025-02-21T00:43:54.9Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,3,4,2025-02-21T00:43:57Z,300000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT09M33.00S,2025-02-21T00:44:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.46057818659659,47.794117647058826,1610612737,3,4,2025-02-21T00:44:49Z,310000,False,-11.0,18.0,1,right,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2025-02-21T00:44:08.0Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,3,4,2025-02-21T00:44:49Z,320000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,
33,PT09M32.00S,2025-02-21T00:44:11.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,85.23324572930355,42.64705882352941,1610612737,5,4,2025-02-21T00:45:25Z,330000,False,-37.0,86.0,1,right,O. Okongwu 9' putback Layup (2 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,9.38,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M32.00S,2025-02-21T00:44:15.5Z,1,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612737,5,4,2025-02-21T00:44:34Z,340000,False,,,0,,F. Wagner shooting personal FOUL (2 PF) (Okongwu 1 FT),"[1630532, 1630168]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627541.0,2.0,0.0,Okongwu,1630168.0,,,,,
36,PT09M32.00S,2025-02-21T00:44:38.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630168,,,1610612737,6,4,2025-02-21T00:44:38Z,360000,False,,,0,,O. Okongwu Free Throw 1 of 1 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
37,PT09M14.00S,2025-02-21T00:44:58.3Z,1,REGULAR,2pt,Jump Shot,[],1631094,17.69053876478318,66.17647058823529,1610612753,6,4,2025-02-21T00:45:04Z,370000,False,-81.0,114.0,1,left,MISS P. Banchero 13' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,13.96,Missed,,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2025-02-21T00:45:00.7Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,6,4,2025-02-21T00:45:00Z,380000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,
39,PT09M08.00S,2025-02-21T00:45:05.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,5.863994743758213,48.77450980392157,1610612753,6,6,2025-02-21T00:45:10Z,390000,False,6.0,3.0,1,left,W. Carter Jr. alley-oop DUNK (2 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,,,,,P. Banchero,1631094.0,2.0,,,,,,,,,,
41,PT08M58.00S,2025-02-21T00:45:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.72339027595268,50.0,1610612737,6,6,2025-02-21T00:46:09Z,410000,False,0.0,16.0,1,right,MISS O. Okongwu alley-oop Layup,[1630168],1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
42,PT08M57.00S,2025-02-21T00:45:17.4Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,6,6,2025-02-21T00:46:09Z,420000,False,,,0,,D. Daniels REBOUND (Off:1 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,
43,PT08M57.00S,2025-02-21T00:45:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612737,6,6,2025-02-21T00:45:41Z,430000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Daniels 2 FT),"[1628976, 1630700]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627519.0,1.0,0.0,Daniels,1630700.0,,,,,
45,PT08M57.00S,2025-02-21T00:45:45.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630700,,,1610612737,6,6,2025-02-21T00:45:45Z,450000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT08M57.00S,2025-02-21T00:45:45.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,6,6,2025-02-21T00:45:45Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,
47,PT08M57.00S,2025-02-21T00:45:59.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630700,,,1610612737,7,6,2025-02-21T00:45:59Z,470000,False,,,0,,D. Daniels Free Throw 2 of 2 (3 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
48,PT08M38.00S,2025-02-21T00:46:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,17.69053876478318,51.9607843137255,1610612753,7,8,2025-02-21T00:47:14Z,480000,False,-10.0,114.0,1,left,W. Carter Jr. 11' step back bank Jump Shot (4 PTS) (P. Banchero 3 AST),"[1628976, 1631094]",1610612753.0,ORL,step back bank,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.42,Made,4.0,,,,,P. Banchero,1631094.0,3.0,,,,,,,,,,
49,PT08M16.00S,2025-02-21T00:46:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631243,92.85479632063075,48.77450980392157,1610612737,9,8,2025-02-21T00:46:46Z,490000,False,-6.0,15.0,1,right,M. Gueye Layup (2 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
51,PT07M58.00S,2025-02-21T00:47:00.5Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,9,8,2025-02-21T00:47:05Z,500000,False,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1630700]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Daniels,1630700.0
52,PT07M58.00S,2025-02-21T00:47:00.5Z,1,REGULAR,steal,,[],1630700,,,1610612737,9,8,2025-02-21T00:47:02Z,510000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M55.00S,2025-02-21T00:47:04.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642258,70.12155059132719,25.98039215686275,1610612737,12,8,2025-02-21T00:47:10Z,520000,False,-120.0,228.0,1,right,Z. Risacher 25' 3PT running pullup (3 PTS),[1642258],1610612737.0,ATL,running pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,25.81,Made,3.0,,,,,,,,,,,,,,,,,
54,PT07M29.00S,2025-02-21T00:47:29.1Z,1,REGULAR,3pt,Jump Shot,[],1630175,32.14520367936925,49.01960784313725,1610612753,12,8,2025-02-21T00:47:34Z,530000,False,5.0,250.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2025-02-21T00:47:32.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,12,8,2025-02-21T00:47:34Z,540000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,
56,PT07M22.00S,2025-02-21T00:47:36.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,57.375164257555845,55.392156862745104,1610612737,15,8,2025-02-21T00:47:42Z,550000,False,27.0,348.0,1,right,T. Young 34' 3PT running pullup (4 PTS),[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,34.92,Made,4.0,,,,,,,,,,,,,,,,,
57,PT07M22.00S,2025-02-21T00:47:41.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,15,8,2025-02-21T00:47:41Z,560000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M22.00S,2025-02-21T00:50:21.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,15,8,2025-02-21T00:50:40Z,570000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M22.00S,2025-02-21T00:50:21.0Z,1,REGULAR,substitution,in,[],203914,,,1610612753,15,8,2025-02-21T00:50:40Z,580000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M06.00S,2025-02-21T00:51:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,19.004599211563733,52.450980392156865,1610612753,15,8,2025-02-21T00:51:08Z,590000,False,-12.0,126.0,1,left,MISS K. Caldwell-Pope 12' driving Layup - blocked,"[203484, 1630168]",1610612753.0,ORL,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,12.67,Missed,,,,,,,,,,,,,,Okongwu,1630168.0,,,
61,PT07M06.00S,2025-02-21T00:51:02.2Z,1,REGULAR,block,,[],1630168,,,1610612753,15,8,2025-02-21T00:51:05Z,600000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M02.00S,2025-02-21T00:51:06.2Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,15,8,2025-02-21T00:51:08Z,610000,False,,,0,,M. Gueye REBOUND (Off:0 Def:2),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,
63,PT06M56.00S,2025-02-21T00:51:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,89.56964520367937,56.372549019607845,1610612737,17,8,2025-02-21T00:51:17Z,620000,False,32.0,46.0,1,right,O. Okongwu driving floating Jump Shot (5 PTS),[1630168],1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,5.0,,,,,,,,,,,,,,,,,
64,PT06M40.00S,2025-02-21T00:51:27.9Z,1,REGULAR,3pt,Jump Shot,[],203484,29.38567674113009,26.96078431372549,1610612753,17,8,2025-02-21T00:51:33Z,630000,False,115.0,224.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
65,PT06M37.00S,2025-02-21T00:51:30.9Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,17,8,2025-02-21T00:51:33Z,640000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,
66,PT06M37.00S,2025-02-21T00:51:35.9Z,1,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612753,17,8,2025-02-21T00:52:03Z,650000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1631243, 1628976]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627519.0,1.0,0.0,Carter Jr.,1628976.0,,,,,
68,PT06M37.00S,2025-02-21T00:52:06.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,17,9,2025-02-21T00:52:37Z,670000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (5 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2025-02-21T00:52:07.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612753,17,9,2025-02-21T00:52:18Z,680000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2025-02-21T00:52:07.4Z,1,REGULAR,substitution,out,[],1631243,,,1610612753,17,9,2025-02-21T00:52:18Z,690000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M37.00S,2025-02-21T00:52:07.4Z,1,REGULAR,substitution,in,[],1627747,,,1610612753,17,9,2025-02-21T00:52:18Z,700000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M37.00S,2025-02-21T00:52:07.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612753,17,9,2025-02-21T00:52:18Z,710000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M37.00S,2025-02-21T00:52:06.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,17,9,2025-02-21T00:52:37Z,720000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT06M34.00S,2025-02-21T00:52:09.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612737,17,9,2025-02-21T00:52:37Z,730000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT06M30.00S,2025-02-21T00:52:42.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612737,17,9,2025-02-21T00:53:09Z,740000,False,,,0,,C. Anthony personal FOUL (1 PF) (Daniels 2 FT),"[1630175, 1630700]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627541.0,1.0,0.0,Daniels,1630700.0,,,,,
77,PT06M30.00S,2025-02-21T00:53:10.2Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,18,9,2025-02-21T00:53:10Z,760000,False,,,0,,D. Daniels Free Throw 1 of 2 (4 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
78,PT06M30.00S,2025-02-21T00:53:24.3Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,19,9,2025-02-21T00:53:24Z,770000,False,,,0,,D. Daniels Free Throw 2 of 2 (5 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2025-02-21T00:53:51.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203914,18.347568988173457,46.81372549019608,1610612753,19,9,2025-02-21T00:53:57Z,780000,False,16.0,120.0,1,left,MISS G. Harris 12' driving floating Shot,[203914],1610612753.0,ORL,driving floating,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,12.1,Missed,,,,,,,,,,,,,,,,,,
80,PT06M01.00S,2025-02-21T00:53:54.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,19,9,2025-02-21T00:53:54Z,790000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,79.0,4.0,3.0,1.0,,,,,,,,,,,,,
