actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
87,PT04M52.00S,2025-01-24T00:55:06.1Z,1,REGULAR,foul,personal,[],1630249,,,1610612761,12,20,2025-01-24T00:55:13Z,870000,False,,,0,,V. Krejčí personal FOUL (1 PF),"[1630249, 1628971]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,202058.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
89,PT04M52.00S,2025-01-24T00:55:13.5Z,1,REGULAR,substitution,out,[],1641711,,,1610612761,12,20,2025-01-24T00:55:20Z,890000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M52.00S,2025-01-24T00:55:13.5Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,12,20,2025-01-24T00:55:20Z,900000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M44.00S,2025-01-24T00:55:39.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,83.39356110381078,49.50980392156863,1610612761,12,22,2025-01-24T00:55:46Z,910000,False,-2.0,104.0,1,right,B. Brown 10' driving floating Jump Shot (2 PTS),[1628971],1610612761.0,TOR,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,,,10.36,,,,,,,,,
92,PT04M31.00S,2025-01-24T00:55:53.7Z,1,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612737,12,22,2025-01-24T00:56:15Z,920000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Daniels 2 FT),"[1642266, 1630700]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,202058.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
94,PT04M31.00S,2025-01-24T00:56:19.1Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,12,22,2025-01-24T00:56:19Z,940000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
95,PT04M31.00S,2025-01-24T00:56:19.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,12,22,2025-01-24T00:56:19Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,
96,PT04M31.00S,2025-01-24T00:56:37.2Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,13,22,2025-01-24T00:56:37Z,960000,False,,,0,,D. Daniels Free Throw 2 of 2 (1 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
97,PT04M24.00S,2025-01-24T00:56:48.0Z,1,REGULAR,foul,personal,[],203992,,,1610612761,13,22,2025-01-24T00:56:53Z,970000,False,,,0,,B. Bogdanović personal FOUL (1 PF),"[203992, 1642266]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Mid-Range,16-24 Right Center,2003.0,1.0,0.0,Walter,1642266.0,,,,,,,,,,,,,,,
99,PT04M14.00S,2025-01-24T00:57:14.5Z,1,REGULAR,2pt,Jump Shot,[],1627751,77.7431011826544,45.09803921568628,1610612761,13,24,2025-01-24T00:57:21Z,990000,False,-25.0,157.0,1,right,J. Poeltl 15' floating Jump Shot (6 PTS) (B. Brown 1 AST),"[1627751, 1628971]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Center,,,,,,Made,6.0,,,,15.86,B. Brown,1628971.0,1.0,,,,,,
101,PT04M02.00S,2025-01-24T00:57:25.8Z,1,REGULAR,3pt,Jump Shot,[],203992,20.581471747700395,90.68627450980392,1610612737,13,24,2025-01-24T00:57:31Z,1010000,False,-203.0,141.0,1,left,MISS B. Bogdanović 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,24.75,,,,,,,,,
102,PT04M00.00S,2025-01-24T00:57:28.4Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,13,24,2025-01-24T00:57:28Z,1020000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,101.0,2.0,0.0,2.0,,
103,PT03M53.00S,2025-01-24T00:57:36.0Z,1,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612737,13,24,2025-01-24T00:57:57Z,1030000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Daniels 2 FT),"[1628971, 1630700]",1610612761.0,TOR,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
105,PT03M53.00S,2025-01-24T00:57:58.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630700,,,1610612737,14,24,2025-01-24T01:02:02Z,1050000,False,,,0,,D. Daniels Free Throw 1 of 2 (2 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
106,PT03M53.00S,2025-01-24T00:58:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,14,24,2025-01-24T00:58:03Z,1060000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,14,24,2025-01-24T01:01:28Z,1070000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,out,[],1630249,,,1610612737,14,24,2025-01-24T01:01:28Z,1080000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,out,[],1629628,,,1610612737,14,24,2025-01-24T01:01:28Z,1090000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612737,14,24,2025-01-24T01:01:28Z,1100000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,in,[],1631230,,,1610612737,14,24,2025-01-24T01:01:28Z,1110000,False,,,0,,SUB in: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,14,24,2025-01-24T01:01:28Z,1120000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,in,[],203482,,,1610612737,14,24,2025-01-24T01:01:28Z,1130000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M53.00S,2025-01-24T01:00:31.5Z,1,REGULAR,substitution,in,[],1630567,,,1610612737,14,24,2025-01-24T01:01:28Z,1140000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M53.00S,2025-01-24T01:01:39.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,14,24,2025-01-24T01:01:46Z,1150000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,
116,PT03M53.00S,2025-01-24T00:57:58.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630700,,,1610612737,15,24,2025-01-24T01:02:02Z,1160000,False,,,0,,D. Daniels Free Throw 2 of 2 (3 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
117,PT03M41.00S,2025-01-24T01:01:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.32917214191852,44.85294117647059,1610612761,15,24,2025-01-24T01:50:39Z,1170000,False,-26.0,20.0,1,right,MISS S. Barnes cutting Layup,[1630567],1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.23,,,,,,,,,
118,PT03M35.00S,2025-01-24T01:02:04.7Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,15,24,2025-01-24T01:02:10Z,1180000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,117.0,3.0,2.0,1.0,,
119,PT03M35.00S,2025-01-24T01:02:04.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630567,94.40999984741211,50.0,1610612761,15,26,2025-01-24T01:02:15Z,1190000,False,0.0,0.0,1,right,S. Barnes tip Layup (4 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,0.0,,,,,,,,,
120,PT03M27.00S,2025-01-24T01:02:15.3Z,1,REGULAR,foul,personal,[],1642347,,,1610612737,15,26,2025-01-24T01:02:21Z,1200000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1629027]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Left,202058.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
122,PT03M27.00S,2025-01-24T01:02:24.1Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,15,26,2025-01-24T01:02:33Z,1220000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M27.00S,2025-01-24T01:02:24.1Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,15,26,2025-01-24T01:02:33Z,1230000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M22.00S,2025-01-24T01:02:49.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642266,,,1610612737,15,26,2025-01-24T01:03:06Z,1240000,False,,,0,,J. Walter shooting personal FOUL (2 PF) (Johnson 2 FT),"[1642266, 1630552]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,202058.0,2.0,0.0,Johnson,1630552.0,,,,,,,,,,,,,,,
126,PT03M22.00S,2025-01-24T01:03:09.5Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,15,26,2025-01-24T01:03:09Z,1260000,False,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
127,PT03M22.00S,2025-01-24T01:03:09.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,15,26,2025-01-24T01:03:09Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,
128,PT03M22.00S,2025-01-24T01:03:22.9Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,16,26,2025-01-24T01:03:22Z,1280000,False,,,0,,J. Johnson Free Throw 2 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
129,PT03M03.00S,2025-01-24T01:03:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642266,80.3712220762155,38.72549019607843,1610612761,16,26,2025-01-24T01:03:49Z,1290000,False,-56.0,132.0,1,right,MISS J. Walter 14' pullup Shot,[1642266],1610612761.0,TOR,pullup,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,14.35,,,,,,,,,
130,PT03M00.00S,2025-01-24T01:03:46.1Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612737,16,26,2025-01-24T01:03:49Z,1300000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,
131,PT02M51.00S,2025-01-24T01:03:55.2Z,1,REGULAR,3pt,Jump Shot,[],203992,22.421156373193167,87.00980392156863,1610612737,19,26,2025-01-24T01:04:01Z,1310000,False,-185.0,158.0,1,left,B. Bogdanović 24' 3PT  (3 PTS) (D. Barlow 1 AST),"[203992, 1631230]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,24.35,D. Barlow,1631230.0,1.0,,,,,,
133,PT02M41.00S,2025-01-24T01:04:06.1Z,1,REGULAR,3pt,Jump Shot,[],1642347,77.87450722733246,9.558823529411764,1610612761,19,26,2025-01-24T01:04:11Z,1330000,False,-202.0,155.0,1,right,MISS J. Shead 25' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.51,,,,,,,,,
134,PT02M36.00S,2025-01-24T01:04:11.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,19,26,2025-01-24T01:04:11Z,1340000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,
135,PT02M30.00S,2025-01-24T01:04:15.6Z,1,REGULAR,turnover,bad pass,[],203992,,,1610612737,19,26,2025-01-24T01:04:21Z,1350000,False,,,0,,B. Bogdanović bad pass TURNOVER (1 TO),"[203992, 1630567]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,
136,PT02M30.00S,2025-01-24T01:04:15.6Z,1,REGULAR,steal,,[],1630567,,,1610612761,19,26,2025-01-24T01:15:58Z,1360000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
137,PT02M24.00S,2025-01-24T01:04:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642347,92.85479632063075,49.754901960784316,1610612761,19,28,2025-01-24T01:04:30Z,1370000,False,-1.0,15.0,1,right,J. Shead running Layup (2 PTS) (B. Brown 2 AST),"[1642347, 1628971]",1610612761.0,TOR,running,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.47,B. Brown,1628971.0,2.0,,,,,,
139,PT02M10.00S,2025-01-24T01:04:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,5.601182654402102,50.73529411764706,1610612737,21,28,2025-01-24T01:04:45Z,1390000,False,-4.0,0.0,1,left,B. Bogdanović driving Layup (5 PTS),[203992],1610612737.0,ATL,driving,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,0.37,,,,,,,,,
140,PT02M10.00S,2025-01-24T01:04:42.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642266,,,1610612737,21,28,2025-01-24T01:04:58Z,1400000,False,,,0,,J. Walter shooting personal FOUL (3 PF) (Bogdanović 1 FT),"[1642266, 203992]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,2003.0,3.0,0.0,Bogdanović,203992.0,,,,,,,,,,,,,,,
142,PT02M10.00S,2025-01-24T01:05:04.0Z,1,REGULAR,substitution,out,[],1642266,,,1610612737,21,28,2025-01-24T01:05:09Z,1420000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M10.00S,2025-01-24T01:05:04.0Z,1,REGULAR,substitution,in,[],1628449,,,1610612737,21,28,2025-01-24T01:05:09Z,1430000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M10.00S,2025-01-24T01:05:26.1Z,1,REGULAR,freethrow,1 of 1,[],203992,,,1610612737,21,28,2025-01-24T01:05:29Z,1440000,False,,,0,,MISS B. Bogdanović Free Throw 1 of 1,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
145,PT02M08.00S,2025-01-24T01:05:28.1Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,21,28,2025-01-24T01:05:29Z,1450000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,
146,PT01M54.00S,2025-01-24T01:05:41.5Z,1,REGULAR,3pt,Jump Shot,[],203482,67.36202365308804,52.94117647058824,1610612761,21,28,2025-01-24T01:05:47Z,1460000,False,15.0,254.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.47,,,,,,,,,
147,PT01M49.00S,2025-01-24T01:05:46.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,21,28,2025-01-24T01:05:47Z,1470000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,
148,PT01M45.00S,2025-01-24T01:05:49.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631230,6.915243101182654,49.50980392156863,1610612737,21,28,2025-01-24T01:05:56Z,1480000,False,2.0,13.0,1,left,MISS D. Barlow running Layup,[1631230],1610612737.0,ATL,running,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.27,,,,,,,,,
150,PT01M42.00S,2025-01-24T01:05:52.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,21,28,2025-01-24T01:05:56Z,1500000,False,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,148.0,4.0,3.0,1.0,,
152,PT01M30.00S,2025-01-24T01:06:29.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612761,21,28,2025-01-24T01:06:47Z,1520000,False,,,0,,B. Bogdanović personal FOUL (2 PF) (Olynyk 2 FT),"[203992, 203482]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Mid-Range,16-24 Left Center,202058.0,2.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,
154,PT01M30.00S,2025-01-24T01:06:51.6Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612761,21,29,2025-01-24T01:06:51Z,1540000,False,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
155,PT01M30.00S,2025-01-24T01:07:05.9Z,1,REGULAR,freethrow,2 of 2,[],203482,,,1610612761,21,30,2025-01-24T01:07:05Z,1550000,False,,,0,,K. Olynyk Free Throw 2 of 2 (2 PTS),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
156,PT01M22.00S,2025-01-24T01:07:19.1Z,1,REGULAR,turnover,out-of-bounds,[],203992,,,1610612737,21,30,2025-01-24T01:07:36Z,1560000,False,,,0,,B. Bogdanović lost ball out-of-bounds TURNOVER (2 TO),[203992],1610612737.0,ATL,lost ball,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,2003.0,,,,,,,2.0,,,,,,,,,,,,
157,PT01M08.00S,2025-01-24T01:07:37.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,92.59198423127464,50.245098039215684,1610612761,21,32,2025-01-24T01:07:45Z,1570000,False,1.0,17.0,1,right,B. Brown cutting Layup (4 PTS) (K. Olynyk 1 AST),"[1628971, 203482]",1610612761.0,TOR,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,1.71,K. Olynyk,203482.0,1.0,,,,,,
159,PT01M03.00S,2025-01-24T01:07:47.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612737,21,32,2025-01-24T01:08:12Z,1590000,False,,,0,,J. Shead loose ball personal FOUL (2 PF) (Barlow 2 FT),"[1642347, 1631230]",1610612761.0,TOR,loose ball,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right Center,1627519.0,2.0,0.0,Barlow,1631230.0,,,,,,,,,,,,,,,
161,PT01M03.00S,2025-01-24T01:08:17.0Z,1,REGULAR,freethrow,1 of 2,[],1631230,,,1610612737,22,32,2025-01-24T01:08:17Z,1610000,False,,,0,,D. Barlow Free Throw 1 of 2 (1 PTS),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
162,PT01M03.00S,2025-01-24T01:08:18.7Z,1,REGULAR,substitution,out,[],1642347,,,1610612737,22,32,2025-01-24T01:08:28Z,1620000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M03.00S,2025-01-24T01:08:18.7Z,1,REGULAR,substitution,in,[],1630558,,,1610612737,22,32,2025-01-24T01:08:28Z,1630000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M03.00S,2025-01-24T01:08:33.7Z,1,REGULAR,freethrow,2 of 2,[],1631230,,,1610612737,23,32,2025-01-24T01:08:33Z,1640000,False,,,0,,D. Barlow Free Throw 2 of 2 (2 PTS),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
165,PT00M52.90S,2025-01-24T01:08:45.8Z,1,REGULAR,3pt,Jump Shot,[],1628971,93.9060446780552,96.07843137254902,1610612761,23,35,2025-01-24T01:08:56Z,1650000,False,230.0,5.0,1,right,B. Brown 3PT  (7 PTS) (D. Mitchell 4 AST),"[1628971, 1630558]",1610612761.0,TOR,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,,,Made,7.0,,,,23.04,D. Mitchell,1630558.0,4.0,,,,,,
167,PT00M46.80S,2025-01-24T01:08:56.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,28.991458607095925,68.87254901960785,1610612737,23,35,2025-01-24T01:09:01Z,1670000,False,-94.0,220.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,24+ Left Center,,,,,,Missed,,,,,23.94,,,,,,,,,
168,PT00M43.10S,2025-01-24T01:08:59.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612761,23,35,2025-01-24T01:09:01Z,1680000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Mid-Range,24+ Left Center,,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,
169,PT00M26.00S,2025-01-24T01:09:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628449,84.70762155059133,3.6764705882352944,1610612761,23,35,2025-01-24T01:09:22Z,1690000,False,-232.0,91.0,1,right,MISS C. Boucher 24' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left,,,,,,Missed,,,,,24.89,,,,,,,,,
170,PT00M23.00S,2025-01-24T01:09:20.0Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,23,35,2025-01-24T01:09:22Z,1700000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left,,,,,,,,,,,,,,,169.0,2.0,2.0,0.0,,
171,PT00M06.60S,2025-01-24T01:09:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,6.652431011826544,46.81372549019608,1610612737,25,35,2025-01-24T01:09:42Z,1710000,False,16.0,10.0,1,left,D. Barlow cutting Layup (4 PTS) (T. Young 3 AST),"[1631230, 1629027]",1610612737.0,ATL,cutting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,1.88,T. Young,1629027.0,3.0,,,,,,
173,PT00M02.00S,2025-01-24T01:09:46.4Z,1,REGULAR,3pt,Jump Shot,[],1628971,94.69448094612353,96.56862745098039,1610612761,25,35,2025-01-24T01:10:05Z,1730000,False,233.0,-3.0,1,right,MISS B. Brown 3PT,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.28,,,,,,,,,
174,PT00M01.00S,2025-01-24T01:09:47.4Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,25,35,2025-01-24T01:10:16Z,1740000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,
