actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-10T23:40:16.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-10T23:40:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-10T23:40:19.8Z,1,REGULAR,jumpball,recovered,[],1630215,,,1610612755,0,0,2025-03-10T23:40:19Z,40000,False,,,0,,Jump Ball G. Yabusele vs. O. Okongwu: Tip to J. Butler,"[1630215, 1627824, 1630168]",1610612755.0,PHI,startperiod,J. Butler,1630215.0,Butler,J. Butler,Yabusele,1627824.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-03-10T23:40:29.7Z,1,REGULAR,turnover,bad pass,[],1642348,,,1610612755,0,0,2025-03-10T23:40:52Z,70000,False,,,0,,J. Edwards bad pass TURNOVER (1 TO),"[1642348, 1630700]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Right Center,1.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2025-03-10T23:40:29.7Z,1,REGULAR,steal,,[],1630700,,,1610612737,0,0,2025-03-10T23:40:31Z,80000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2025-03-10T23:40:36.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,86.07095926412615,37.72212009803921,1610612737,2,0,2025-03-10T23:41:05Z,90000,False,-61.0,78.0,1,right,D. Daniels 9' driving floating Jump Shot (2 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Left,,,,9.96,Made,2.0,,,,,,,,,,,,,,
10,PT11M22.00S,2025-03-10T23:40:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,17.6084099868594,54.4921875,1610612755,2,0,2025-03-10T23:41:27Z,100000,False,-22.0,113.0,1,left,MISS L. Walker IV 11' driving floating Shot,[1629022],1610612755.0,PHI,driving floating,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Center,,,,11.52,Missed,,,,,,,,,,,,,,,
11,PT11M16.00S,2025-03-10T23:41:01.6Z,1,REGULAR,rebound,offensive,[],1629022,,,1610612755,2,0,2025-03-10T23:41:35Z,110000,False,,,0,,L. Walker IV REBOUND (Off:1 Def:0),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,
12,PT11M12.00S,2025-03-10T23:41:05.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,35.528909329829176,68.62745098039215,1610612755,2,0,2025-03-10T23:41:54Z,120000,False,-93.0,281.0,1,left,MISS Q. Grimes 29' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,29.65,Missed,,,,,,,,,,,,,,,
13,PT11M09.00S,2025-03-10T23:41:08.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,2,0,2025-03-10T23:41:54Z,130000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT11M02.00S,2025-03-10T23:41:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,81.86596583442838,47.83624387254902,1610612737,2,0,2025-03-10T23:42:14Z,140000,False,-11.0,118.0,1,right,MISS D. Daniels 11' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,11.85,Missed,,,,,,,,,,,,,,,
15,PT10M59.00S,2025-03-10T23:41:18.4Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,2,0,2025-03-10T23:42:14Z,150000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,14.0,2.0,1.0,1.0,,,,,,,,,,
16,PT10M57.00S,2025-03-10T23:41:20.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631243,88.91261498028909,95.58823529411765,1610612737,2,0,2025-03-10T23:42:35Z,160000,False,228.0,52.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,23.37,Missed,,,,,,,,,,,,,,,
17,PT10M54.00S,2025-03-10T23:41:23.3Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,2,0,2025-03-10T23:42:35Z,170000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,,16.0,3.0,1.0,2.0,,,,,,,,,,
18,PT10M46.00S,2025-03-10T23:41:29.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,95.87713534822602,95.34313725490196,1610612737,5,0,2025-03-10T23:41:34Z,180000,False,227.0,-14.0,1,right,O. Okongwu 3PT  (3 PTS) (Z. Risacher 1 AST),"[1630168, 1642258]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,22.71,Made,3.0,,,,,Z. Risacher,1642258.0,1.0,,,,,,,
20,PT10M18.00S,2025-03-10T23:41:57.1Z,1,REGULAR,3pt,Jump Shot,[],1630215,32.59280551905388,42.524509803921575,1610612755,5,3,2025-03-10T23:43:04Z,200000,False,37.0,254.0,1,left,J. Butler 25' 3PT step back (3 PTS) (Q. Grimes 1 AST),"[1630215, 1629656]",1610612755.0,PHI,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,25.66,Made,3.0,,,,,Q. Grimes,1629656.0,1.0,,,,,,,
22,PT10M01.00S,2025-03-10T23:42:15.7Z,1,REGULAR,3pt,Jump Shot,[],1630811,71.14610709592641,79.1436887254902,1610612737,5,3,2025-03-10T23:43:16Z,220000,False,146.0,219.0,1,right,MISS K. Wallace 26' 3PT,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Right Center,,,,26.28,Missed,,,,,,,,,,,,,,,
23,PT09M58.00S,2025-03-10T23:42:18.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,5,3,2025-03-10T23:43:21Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,22.0,,,,,,,,,,,,,
25,PT09M56.00S,2025-03-10T23:42:35.7Z,1,REGULAR,turnover,bad pass,[],1630811,,,1610612737,5,3,2025-03-10T23:43:49Z,250000,False,,,0,,K. Wallace bad pass TURNOVER (1 TO),"[1630811, 1629656]",1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Left,1.0,Grimes,1629656.0,,,,,,,,,,,,,,,,,
26,PT09M56.00S,2025-03-10T23:42:35.7Z,1,REGULAR,steal,,[],1629656,,,1610612755,5,3,2025-03-10T23:42:38Z,260000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
27,PT09M44.00S,2025-03-10T23:42:46.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642348,12.746386333771355,95.56525735294117,1610612755,5,6,2025-03-10T23:44:00Z,270000,False,-228.0,67.0,1,left,J. Edwards 3PT  (3 PTS) (J. Butler 1 AST),"[1642348, 1630215]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,,,,23.75,Made,3.0,,,,,J. Butler,1630215.0,1.0,,,,,,,
29,PT09M30.00S,2025-03-10T23:43:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,91.32720105124835,55.26960784313725,1610612737,7,6,2025-03-10T23:44:15Z,290000,False,26.0,29.0,1,right,D. Daniels cutting Layup (4 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,3.91,Made,4.0,,,,,O. Okongwu,1630168.0,1.0,,,,,,,
31,PT09M21.00S,2025-03-10T23:43:11.4Z,1,REGULAR,3pt,Jump Shot,[],1627824,31.987105781865964,34.04564950980392,1610612755,7,6,2025-03-10T23:44:29Z,310000,False,80.0,248.0,1,left,MISS G. Yabusele 26' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,26.07,Missed,,,,,,,,,,,,,,,
32,PT09M19.00S,2025-03-10T23:43:13.4Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,7,6,2025-03-10T23:44:29Z,320000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
33,PT09M03.00S,2025-03-10T23:43:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,85.41392904073587,52.57352941176471,1610612737,9,6,2025-03-10T23:44:48Z,330000,False,13.0,85.0,1,right,D. Daniels 8' driving floating Jump Shot (6 PTS) (K. Wallace 1 AST),"[1630700, 1630811]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,8.56,Made,6.0,,,,,K. Wallace,1630811.0,1.0,,,,,,,
34,PT08M50.00S,2025-03-10T23:43:40.8Z,1,REGULAR,3pt,Jump Shot,[],1629022,36.53498685939554,49.877450980392155,1610612755,9,9,2025-03-10T23:45:07Z,340000,False,1.0,291.0,1,left,L. Walker IV 29' 3PT  (3 PTS) (Q. Grimes 2 AST),"[1629022, 1629656]",1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,,29.09,Made,3.0,,,,,Q. Grimes,1629656.0,2.0,,,,,,,
36,PT08M35.00S,2025-03-10T23:43:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630811,83.96846254927726,46.40395220588235,1610612737,11,9,2025-03-10T23:45:22Z,360000,False,-18.0,98.0,1,right,K. Wallace 9' turnaround Jump Shot (2 PTS),[1630811],1610612737.0,ATL,turnaround,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,9.98,Made,2.0,,,,,,,,,,,,,,
37,PT08M22.00S,2025-03-10T23:44:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,8.935611038107751,51.34803921568628,1610612755,11,11,2025-03-10T23:45:51Z,370000,False,-7.0,31.0,1,left,Q. Grimes driving reverse Layup (2 PTS) (L. Walker IV 1 AST),"[1629656, 1629022]",1610612755.0,PHI,driving reverse,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,3.22,Made,2.0,,,,,L. Walker IV,1629022.0,1.0,,,,,,,
39,PT08M20.00S,2025-03-10T23:44:18.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,11,11,2025-03-10T23:44:22Z,390000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,202035.0,,,,,,
40,PT08M07.00S,2025-03-10T23:44:35.3Z,1,REGULAR,3pt,Jump Shot,[],1642258,77.39816031537451,92.13388480392157,1610612737,11,11,2025-03-10T23:46:18Z,400000,False,211.0,160.0,1,right,MISS Z. Risacher 26' pullup 3PT,[1642258],1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,26.46,Missed,,,,,,,,,,,,,,,
41,PT08M04.00S,2025-03-10T23:44:38.3Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612755,11,11,2025-03-10T23:46:18Z,410000,False,,,0,,L. Walker IV REBOUND (Off:1 Def:1),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,,,,40.0,2.0,1.0,1.0,,,,,,,,,,
42,PT07M59.00S,2025-03-10T23:44:43.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,33.38124178712221,50.83486519607843,1610612755,11,11,2025-03-10T23:47:56Z,420000,False,-4.0,261.0,1,left,MISS L. Walker IV 26' running pullup 3PT,[1629022],1610612755.0,PHI,running pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,,26.13,Missed,,,,,,,,,,,,,,,
