actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-16T00:40:26.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-16T00:40:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-16T00:40:28.5Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2024-11-16T00:40:28Z,40000,False,,,0,,Jump Ball C. Capela vs. A. Sarr: Tip to J. Johnson,"[1630552, 203991, 1642259]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
75,PT11M43.00S,2024-11-16T00:40:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,87.59855453350855,55.14705882352941,1610612737,0,0,2024-11-16T00:50:43Z,70000,False,26.0,64.0,1,right,MISS T. Young 6' driving Layup - blocked,"[1629027, 1642259]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,Sarr,1642259.0,,,,,,,,,,,,,,,,
76,PT11M43.00S,2024-11-16T00:40:35.5Z,1,REGULAR,block,,[],1642259,,,1610612737,0,0,2024-11-16T00:50:43Z,75000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT11M42.00S,2024-11-16T00:40:36.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,0,0,2024-11-16T00:52:05Z,77500,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M34.00S,2024-11-16T00:40:51.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642259,8.360709592641262,45.588235294117645,1610612764,0,0,2024-11-16T01:15:31Z,100000,False,22.0,26.0,1,left,MISS A. Sarr running Layup,[1642259],1610612764.0,WAS,running,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2024-11-16T00:40:54.3Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,0,0,2024-11-16T00:41:41Z,110000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M29.00S,2024-11-16T00:40:57.4Z,1,REGULAR,3pt,Jump Shot,[],1642258,93.77463863337714,2.696078431372549,1610612737,0,0,2024-11-16T00:41:20Z,120000,False,-237.0,6.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
13,PT11M28.00S,2024-11-16T00:40:58.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,0,2024-11-16T00:41:20Z,130000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,
14,PT11M22.00S,2024-11-16T00:41:04.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,0,0,2024-11-16T00:52:48Z,140000,False,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
15,PT11M21.00S,2024-11-16T00:41:05.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2024-11-16T00:52:48Z,150000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT11M21.00S,2024-11-16T00:41:08.6Z,1,REGULAR,turnover,traveling,[],1629673,,,1610612764,0,0,2024-11-16T00:41:15Z,160000,False,,,0,,J. Poole traveling TURNOVER (1 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,,,,,,,,,1628485.0,1.0,,,,,,,,,,
17,PT11M05.00S,2024-11-16T00:41:36.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203991,86.67871222076215,46.32352941176471,1610612737,2,0,2024-11-16T00:41:42Z,170000,False,-18.0,73.0,1,right,C. Capela 7' turnaround Hook (2 PTS) (D. Daniels 1 AST),"[203991, 1630700]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,,,,,,,,,2.0,D. Daniels,1630700.0,1.0,,,,,,
19,PT10M49.00S,2024-11-16T00:41:53.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,5.338370565045992,45.83333333333333,1610612764,2,0,2024-11-16T00:42:13Z,190000,False,21.0,-2.0,1,left,MISS B. Coulibaly driving DUNK,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
