actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT06M13.00S,2024-11-26T00:53:05.9Z,1,REGULAR,substitution,in,[],1630168,,,1610612742,15,7,2024-11-26T00:53:10Z,840000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M02.00S,2024-11-26T00:53:27.2Z,1,REGULAR,3pt,Jump Shot,[],1628467,29.38567674113009,23.284313725490197,1610612742,15,10,2024-11-26T00:53:34Z,850000,False,134.0,224.0,1,left,M. Kleber 26' 3PT  (3 PTS) (K. Irving 1 AST),"[1628467, 202681]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,26.06,Made,,,,,,,3.0,,,K. Irving,202681.0,1.0,,,,
87,PT05M42.00S,2024-11-26T00:53:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.59198423127464,50.49019607843137,1610612737,17,10,2024-11-26T00:53:53Z,870000,False,2.0,17.0,1,right,O. Okongwu cutting Layup (2 PTS) (B. Bogdanović 1 AST),"[1630168, 203992]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,1.73,Made,,,,,,,2.0,,,B. Bogdanović,203992.0,1.0,,,,
89,PT05M30.00S,2024-11-26T00:53:57.7Z,1,REGULAR,2pt,Jump Shot,[],1630702,6.783837056504599,71.81372549019608,1610612742,17,12,2024-11-26T00:54:04Z,890000,False,-109.0,11.0,1,left,J. Hardy 10' step back Jump Shot (5 PTS),[1630702],1610612742.0,DAL,step back,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Left,,,10.97,Made,,,,,,,5.0,,,,,,,,,
90,PT05M20.00S,2024-11-26T00:54:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,92.72339027595268,46.32352941176471,1610612737,19,12,2024-11-26T00:54:15Z,900000,False,-18.0,16.0,1,right,B. Bogdanović driving Layup (2 PTS) (T. Young 1 AST),"[203992, 1629027]",1610612737.0,ATL,driving,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,2.43,Made,,,,,,,2.0,,,T. Young,1629027.0,1.0,,,,
92,PT05M09.00S,2024-11-26T00:54:19.1Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612742,19,12,2024-11-26T00:54:26Z,920000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 203992]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,Bogdanović,203992.0,,,,,,,,,,
93,PT05M09.00S,2024-11-26T00:54:19.1Z,1,REGULAR,steal,,[],203992,,,1610612737,19,12,2024-11-26T00:54:21Z,930000,False,,,0,,B. Bogdanović STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
94,PT05M06.00S,2024-11-26T00:54:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,93.11760840998686,48.529411764705884,1610612737,21,12,2024-11-26T00:54:32Z,940000,False,-7.0,12.0,1,right,B. Bogdanović running Layup (4 PTS),[203992],1610612737.0,ATL,running,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,1.43,Made,,,,,,,4.0,,,,,,,,,
95,PT04M57.00S,2024-11-26T00:54:35.4Z,1,REGULAR,turnover,out-of-bounds,[],1630702,,,1610612742,21,12,2024-11-26T00:55:08Z,950000,False,,,0,,J. Hardy lost ball out-of-bounds TURNOVER (3 TO),[1630702],1610612742.0,DAL,lost ball,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Right,1626302.0,3.0,,,,,,,,,,,,,,,,,,
96,PT04M57.00S,2024-11-26T00:54:45.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,21,12,2024-11-26T00:54:45Z,960000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M57.00S,2024-11-26T00:57:35.3Z,1,REGULAR,substitution,out,[],1641726,,,1610612737,21,12,2024-11-26T00:57:59Z,980000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M57.00S,2024-11-26T00:57:35.3Z,1,REGULAR,substitution,in,[],1629655,,,1610612737,21,12,2024-11-26T00:57:59Z,990000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M41.00S,2024-11-26T00:58:07.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,70.25295663600527,25.0,1610612737,21,12,2024-11-26T00:58:13Z,1000000,False,-125.0,227.0,1,right,MISS D. Daniels 25' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,25.92,Missed,,,,,,,,,,,,,,,,
101,PT04M35.00S,2024-11-26T00:58:13.0Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,21,12,2024-11-26T00:58:13Z,1010000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,
102,PT04M27.00S,2024-11-26T00:58:20.0Z,1,REGULAR,2pt,Jump Shot,[],202681,19.136005256241788,25.0,1610612742,21,14,2024-11-26T00:58:25Z,1020000,False,125.0,127.0,1,left,K. Irving 17' pullup Jump Shot (2 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,17.85,Made,,,,,,,2.0,,,,,,,,,
103,PT04M19.00S,2024-11-26T00:58:30.0Z,1,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612737,21,14,2024-11-26T00:58:55Z,1030000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Hunter 2 FT),"[1628467, 1629631]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,11629177.0,,,,,,,,,,,,,,,,1.0,0.0,Hunter,1629631.0
105,PT04M19.00S,2024-11-26T00:58:57.9Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,22,14,2024-11-26T00:58:57Z,1050000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
106,PT04M19.00S,2024-11-26T00:58:58.7Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,22,14,2024-11-26T00:59:08Z,1060000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M19.00S,2024-11-26T00:58:58.7Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,22,14,2024-11-26T00:59:08Z,1070000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M19.00S,2024-11-26T00:58:58.7Z,1,REGULAR,substitution,out,[],1630702,,,1610612737,22,14,2024-11-26T00:59:08Z,1080000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M19.00S,2024-11-26T00:58:58.7Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,22,14,2024-11-26T00:59:08Z,1090000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M19.00S,2024-11-26T00:58:58.7Z,1,REGULAR,substitution,in,[],1641723,,,1610612737,22,14,2024-11-26T00:59:08Z,1100000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M19.00S,2024-11-26T00:58:58.7Z,1,REGULAR,substitution,in,[],1630230,,,1610612737,22,14,2024-11-26T00:59:08Z,1110000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M19.00S,2024-11-26T00:59:19.0Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,23,14,2024-11-26T00:59:19Z,1120000,False,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
114,PT04M09.00S,2024-11-26T00:59:31.3Z,1,REGULAR,3pt,Jump Shot,[],202681,31.488173455978973,64.70588235294117,1610612742,23,14,2024-11-26T00:59:37Z,1130000,False,-74.0,243.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,25.44,Missed,,,,,,,,,,,,,,,,
115,PT04M06.00S,2024-11-26T00:59:34.3Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,23,14,2024-11-26T00:59:37Z,1140000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Center,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,
116,PT03M56.00S,2024-11-26T00:59:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.72339027595268,46.32352941176471,1610612737,25,14,2024-11-26T00:59:53Z,1150000,False,-18.0,16.0,1,right,O. Okongwu reverse Layup (4 PTS) (J. Johnson 1 AST),"[1630168, 1630552]",1610612737.0,ATL,reverse,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,2.43,Made,,,,,,,4.0,,,J. Johnson,1630552.0,1.0,,,,
118,PT03M45.00S,2024-11-26T00:59:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,14.536793692509855,48.03921568627451,1610612742,25,16,2024-11-26T01:00:05Z,1170000,False,10.0,84.0,1,left,N. Marshall 8' driving floating Jump Shot (4 PTS) (K. Irving 2 AST),"[1630230, 202681]",1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,8.47,Made,,,,,,,4.0,,,K. Irving,202681.0,2.0,,,,
120,PT03M35.00S,2024-11-26T01:00:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,82.60512483574244,41.42156862745098,1610612737,25,16,2024-11-26T01:00:10Z,1190000,False,-43.0,111.0,1,right,MISS D. Hunter 11' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,11.9,Missed,,,,,,,,,,,,,,,,
121,PT03M33.00S,2024-11-26T01:00:08.2Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,25,16,2024-11-26T01:00:10Z,1200000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,
122,PT03M29.00S,2024-11-26T01:00:12.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,28.86005256241787,72.79411764705883,1610612742,25,16,2024-11-26T01:00:20Z,1210000,False,-114.0,219.0,1,left,MISS K. Irving 24' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,24.67,Missed,,,,,,,,,,,,,,,,
123,PT03M25.00S,2024-11-26T01:00:16.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,25,16,2024-11-26T01:00:20Z,1220000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,
124,PT03M18.00S,2024-11-26T01:00:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641723,93.9060446780552,48.529411764705884,1610612737,27,16,2024-11-26T01:00:29Z,1230000,False,-7.0,5.0,1,right,K. Bufkin driving reverse Layup (2 PTS),[1641723],1610612737.0,ATL,driving reverse,,,Bufkin,K. Bufkin,,,,,Restricted Area,0-8 Center,,,0.88,Made,,,,,,,2.0,,,,,,,,,
125,PT03M11.00S,2024-11-26T01:00:31.4Z,1,REGULAR,foul,personal,['2freethrow'],1641723,,,1610612742,27,16,2024-11-26T01:01:03Z,1240000,False,,,0,,K. Bufkin shooting personal FOUL (1 PF) (Irving 2 FT),"[1641723, 202681]",1610612737.0,ATL,shooting,,,Bufkin,K. Bufkin,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,,,,,,,,,,,,,,,,1.0,0.0,Irving,202681.0
127,PT03M11.00S,2024-11-26T01:01:07.6Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,27,17,2024-11-26T01:01:07Z,1260000,False,,,0,,K. Irving Free Throw 1 of 2 (3 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
128,PT03M11.00S,2024-11-26T01:01:08.7Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,27,17,2024-11-26T01:01:19Z,1270000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M11.00S,2024-11-26T01:01:08.7Z,1,REGULAR,substitution,in,[],1629023,,,1610612742,27,17,2024-11-26T01:01:19Z,1280000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M11.00S,2024-11-26T01:01:33.6Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,27,18,2024-11-26T01:01:33Z,1290000,False,,,0,,K. Irving Free Throw 2 of 2 (4 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
131,PT02M59.00S,2024-11-26T01:01:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.24901445466492,49.01960784313725,1610612737,29,18,2024-11-26T01:01:53Z,1300000,False,-5.0,11.0,1,right,D. Hunter Layup (4 PTS) (O. Okongwu 1 AST),"[1629631, 1630168]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,1.2,Made,,,,,,,4.0,,,O. Okongwu,1630168.0,1.0,,,,
133,PT02M47.00S,2024-11-26T01:01:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,9.937582128777924,48.529411764705884,1610612742,29,18,2024-11-26T01:02:04Z,1320000,False,7.0,41.0,1,left,MISS K. Irving driving Layup - blocked,"[202681, 1630168]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,4.16,Missed,,,,,,,,Okongwu,1630168.0,,,,,,,
134,PT02M47.00S,2024-11-26T01:01:58.6Z,1,REGULAR,block,,[],1630168,,,1610612742,29,18,2024-11-26T01:02:01Z,1330000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT02M44.00S,2024-11-26T01:02:01.6Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,29,18,2024-11-26T01:07:42Z,1340000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,133.0,2.0,2.0,0.0,,,,,,,,,,,,
136,PT02M36.00S,2024-11-26T01:02:09.7Z,1,REGULAR,2pt,Jump Shot,[],203992,90.22667542706965,10.53921568627451,1610612737,29,18,2024-11-26T01:02:15Z,1350000,False,-197.0,39.0,1,right,MISS B. Bogdanović 20' step back Shot,[203992],1610612737.0,ATL,step back,,,Bogdanović,B. Bogdanović,,,,,Mid-Range,16-24 Left,,,20.12,Missed,,,,,,,,,,,,,,,,
137,PT02M32.00S,2024-11-26T01:02:13.7Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,29,18,2024-11-26T01:02:15Z,1360000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,
138,PT02M22.00S,2024-11-26T01:02:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,7.703679369250986,50.73529411764706,1610612742,29,18,2024-11-26T01:02:31Z,1370000,False,-4.0,20.0,1,left,MISS N. Marshall driving Layup,[1630230],1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,2.02,Missed,,,,,,,,,,,,,,,,
139,PT02M20.00S,2024-11-26T01:02:25.6Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612742,29,18,2024-11-26T01:02:25Z,1380000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,
140,PT02M19.00S,2024-11-26T01:02:26.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202681,25.837713534822605,82.35294117647058,1610612742,29,18,2024-11-26T01:02:34Z,1390000,False,-162.0,190.0,1,left,MISS K. Irving 24' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,24.99,Missed,,,,,,,,,,,,,,,,
141,PT02M15.00S,2024-11-26T01:02:30.9Z,1,REGULAR,rebound,defensive,[],1641723,,,1610612737,29,18,2024-11-26T01:02:34Z,1400000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:1),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Above the Break 3,24+ Left Center,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,
142,PT02M09.00S,2024-11-26T01:02:36.5Z,1,REGULAR,2pt,Jump Shot,[],1641723,79.45137976346912,65.93137254901961,1610612737,31,18,2024-11-26T01:02:42Z,1410000,False,80.0,141.0,1,right,K. Bufkin 16' pullup Jump Shot (4 PTS),[1641723],1610612737.0,ATL,pullup,,,Bufkin,K. Bufkin,,,,,Mid-Range,16-24 Right Center,,,16.17,Made,,,,,,,4.0,,,,,,,,,
143,PT01M52.00S,2024-11-26T01:02:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,9.149145860709593,46.81372549019608,1610612742,31,20,2024-11-26T01:02:59Z,1420000,False,16.0,34.0,1,left,P. Washington Layup (2 PTS) (D. Gafford 1 AST),"[1629023, 1629655]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,3.71,Made,,,,,,,2.0,,,D. Gafford,1629655.0,1.0,,,,
145,PT01M35.00S,2024-11-26T01:03:12.2Z,1,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,31,20,2024-11-26T01:03:20Z,1440000,False,,,0,,D. Hunter bad pass out-of-bounds TURNOVER (1 TO),[1629631],1610612737.0,ATL,bad pass,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,2882.0,1.0,,,,,,,,,,,,,,,,,,
146,PT01M35.00S,2024-11-26T01:03:16.2Z,1,REGULAR,substitution,out,[],202681,,,1610612742,31,20,2024-11-26T01:03:21Z,1450000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M35.00S,2024-11-26T01:03:16.2Z,1,REGULAR,substitution,in,[],1641765,,,1610612742,31,20,2024-11-26T01:03:21Z,1460000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M22.00S,2024-11-26T01:03:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,6.915243101182654,48.03921568627451,1610612742,31,20,2024-11-26T01:03:46Z,1470000,False,10.0,13.0,1,left,MISS D. Gafford cutting Layup - blocked,"[1629655, 1630552]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,1.59,Missed,,,,,,,,Johnson,1630552.0,,,,,,,
149,PT01M22.00S,2024-11-26T01:03:39.2Z,1,REGULAR,block,,[],1630552,,,1610612742,31,20,2024-11-26T01:03:42Z,1480000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT01M16.00S,2024-11-26T01:03:45.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,31,20,2024-11-26T01:03:46Z,1490000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,148.0,1.0,0.0,1.0,,,,,,,,,,,,
151,PT01M16.00S,2024-11-26T01:03:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,5.590000152587891,50.0,1610612742,31,22,2024-11-26T01:03:44Z,1500000,False,0.0,0.0,1,left,D. Gafford putback Layup (2 PTS),[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,,,2.0,,,,,,,,,
152,PT01M08.00S,2024-11-26T01:03:52.1Z,1,REGULAR,3pt,Jump Shot,[],1641723,69.07030223390277,31.372549019607842,1610612737,31,22,2024-11-26T01:03:57Z,1510000,False,-93.0,238.0,1,right,MISS K. Bufkin 25' 3PT,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Above the Break 3,24+ Left Center,,,25.57,Missed,,,,,,,,,,,,,,,,
153,PT01M05.00S,2024-11-26T01:03:55.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,31,22,2024-11-26T01:03:57Z,1520000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,
154,PT00M59.50S,2024-11-26T01:04:06.0Z,1,REGULAR,foul,personal,[],203992,,,1610612742,31,22,2024-11-26T01:04:11Z,1530000,False,,,0,,B. Bogdanović personal FOUL (1 PF),"[203992, 1630230]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,1626302.0,,,,,,,,,,,,,,,,1.0,0.0,Marshall,1630230.0
156,PT00M53.40S,2024-11-26T01:04:37.9Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612742,31,22,2024-11-26T01:04:47Z,1550000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612742.0,DAL,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,2882.0,1.0,,,,,,,,,,,,,,,,,,
157,PT00M43.30S,2024-11-26T01:04:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,92.85479632063075,54.41176470588235,1610612737,31,22,2024-11-26T01:05:00Z,1560000,False,22.0,15.0,1,right,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,2.65,Missed,,,,,,,,,,,,,,,,
158,PT00M42.00S,2024-11-26T01:04:56.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,31,22,2024-11-26T01:05:00Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,157.0,,,,,,,,,,,,,,,
160,PT00M38.30S,2024-11-26T01:05:19.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630168,87.46714848883047,45.588235294117645,1610612737,31,22,2024-11-26T01:05:26Z,1590000,False,-22.0,65.0,1,right,MISS O. Okongwu 6' driving floating Shot,[1630168],1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,6.89,Missed,,,,,,,,,,,,,,,,
161,PT00M37.60S,2024-11-26T01:05:19.9Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,31,22,2024-11-26T01:39:24Z,1600000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,160.0,3.0,2.0,1.0,,,,,,,,,,,,
207,PT00M37.60S,2024-11-26T01:05:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630168,90.48948751642575,50.49019607843137,1610612737,31,22,2024-11-26T01:39:52Z,1605000,False,2.0,37.0,1,right,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,3.7,Missed,,,,,,,,,,,,,,,,
208,PT00M36.20S,2024-11-26T01:05:25.8Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,31,22,2024-11-26T01:39:52Z,1607500,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,207.0,2.0,1.0,1.0,,,,,,,,,,,,
162,PT00M29.30S,2024-11-26T01:05:29.6Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1641723,,,1610612742,31,22,2024-11-26T01:05:58Z,1610000,False,,,0,,K. Bufkin shooting personal FOUL (2 PF) (Dinwiddie 3 FT),"[1641723, 203915]",1610612737.0,ATL,shooting,,,Bufkin,K. Bufkin,,,,,Above the Break 3,24+ Left Center,11629177.0,,,,,,,,,,,,,,,,2.0,0.0,Dinwiddie,203915.0
