actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
260,PT04M47.00S,2024-12-27T01:22:34.5Z,2,REGULAR,substitution,out,[],1630249,,,1610612737,42,49,2024-12-27T01:22:41Z,2580000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M47.00S,2024-12-27T01:22:34.5Z,2,REGULAR,substitution,out,[],1631207,,,1610612737,42,49,2024-12-27T01:22:41Z,2590000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M47.00S,2024-12-27T01:22:34.5Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,42,49,2024-12-27T01:22:41Z,2600000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M47.00S,2024-12-27T01:22:34.5Z,2,REGULAR,substitution,in,[],1629632,,,1610612737,42,49,2024-12-27T01:22:41Z,2610000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M47.00S,2024-12-27T01:22:51.0Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,43,49,2024-12-27T01:22:51Z,2620000,False,,,0,,D. Hunter Free Throw 2 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
265,PT04M27.00S,2024-12-27T01:23:14.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.46714848883047,44.85294117647059,1610612741,43,51,2024-12-27T01:23:21Z,2630000,False,-26.0,65.0,1,right,N. Vučević 7' turnaround Hook (8 PTS) (P. Williams 3 AST),"[202696, 1630172]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,,,,,,,,,,,8.0,P. Williams,1630172.0,3.0
267,PT04M15.00S,2024-12-27T01:23:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.258212877792378,48.529411764705884,1610612737,45,51,2024-12-27T01:23:30Z,2650000,False,7.0,6.0,1,left,T. Young driving Layup (5 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,,,,,5.0,,,
268,PT04M03.00S,2024-12-27T01:23:36.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,91.40932982917214,47.30392156862745,1610612741,45,51,2024-12-27T01:23:44Z,2660000,False,-13.0,28.0,1,right,MISS Z. LaVine driving finger roll Layup,[203897],1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
269,PT04M01.00S,2024-12-27T01:23:38.6Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612741,45,51,2024-12-27T01:23:44Z,2670000,False,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,268.0,2.0,1.0,1.0,,,,,,,,,,,,,,
270,PT04M00.00S,2024-12-27T01:23:40.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,88.78120893561103,49.01960784313725,1610612741,45,53,2024-12-27T01:23:48Z,2680000,False,-5.0,53.0,1,right,T. Craig putback Layup (7 PTS),[1628470],1610612741.0,CHI,putback,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,,,,,,,,,,,7.0,,,
271,PT03M48.00S,2024-12-27T01:23:51.2Z,2,REGULAR,3pt,Jump Shot,[],1629027,26.49474375821288,19.852941176470587,1610612737,48,53,2024-12-27T01:23:56Z,2690000,False,151.0,197.0,1,left,T. Young 24' 3PT pullup (8 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,24.77,Made,,,,,,,,,,,,,,,8.0,,,
273,PT03M41.00S,2024-12-27T01:23:59.1Z,2,REGULAR,3pt,Jump Shot,[],1630172,95.0886990801577,95.83333333333334,1610612741,48,53,2024-12-27T01:24:04Z,2710000,False,229.0,-6.0,1,right,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
274,PT03M38.00S,2024-12-27T01:24:02.1Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,48,53,2024-12-27T01:24:04Z,2720000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,273.0,1.0,1.0,0.0,,,,,,,,,,,,,,
275,PT03M31.00S,2024-12-27T01:24:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.966491458607096,46.07843137254902,1610612737,48,53,2024-12-27T01:24:16Z,2730000,False,20.0,22.0,1,left,MISS D. Hunter cutting Layup,[1629631],1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
276,PT03M27.00S,2024-12-27T01:24:13.3Z,2,REGULAR,rebound,offensive,[],1629631,,,1610612737,48,53,2024-12-27T01:25:22Z,2740000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,275.0,2.0,1.0,1.0,,,,,,,,,,,,,,
277,PT03M27.00S,2024-12-27T01:24:13.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629631,5.590000152587891,50.0,1610612737,48,53,2024-12-27T01:25:26Z,2750000,False,0.0,0.0,1,left,MISS D. Hunter tip Layup,[1629631],1610612737.0,ATL,tip,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
278,PT03M26.00S,2024-12-27T01:24:14.6Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,48,53,2024-12-27T01:25:26Z,2760000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,277.0,3.0,2.0,1.0,,,,,,,,,,,,,,
279,PT03M16.00S,2024-12-27T01:24:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630172,94.30026281208936,2.696078431372549,1610612741,48,56,2024-12-27T01:24:29Z,2770000,False,-237.0,1.0,1,right,P. Williams 3PT  (5 PTS) (C. White 4 AST),"[1630172, 1629632]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,,,,,,,,,,,5.0,C. White,1629632.0,4.0
281,PT03M04.00S,2024-12-27T01:24:36.8Z,2,REGULAR,3pt,Jump Shot,[],1629027,34.247700394218136,61.76470588235294,1610612737,48,56,2024-12-27T01:39:03Z,2790000,False,-59.0,269.0,1,left,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
282,PT03M03.00S,2024-12-27T01:24:37.8Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,48,56,2024-12-27T01:24:55Z,2800000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,281.0,2.0,2.0,0.0,,,,,,,,,,,,,,
283,PT03M03.00S,2024-12-27T01:24:42.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,48,56,2024-12-27T01:24:42Z,2810000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M03.00S,2024-12-27T01:27:07.8Z,2,REGULAR,substitution,out,[],203991,,,1610612741,48,56,2024-12-27T01:27:35Z,2820000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M03.00S,2024-12-27T01:27:07.8Z,2,REGULAR,substitution,out,[],1628470,,,1610612741,48,56,2024-12-27T01:27:35Z,2830000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M03.00S,2024-12-27T01:27:07.8Z,2,REGULAR,substitution,in,[],1626204,,,1610612741,48,56,2024-12-27T01:27:35Z,2840000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M03.00S,2024-12-27T01:27:07.8Z,2,REGULAR,substitution,in,[],1628975,,,1610612741,48,56,2024-12-27T01:27:35Z,2850000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M55.00S,2024-12-27T01:27:50.4Z,2,REGULAR,foul,personal,[],1630552,,,1610612741,48,56,2024-12-27T01:27:56Z,2860000,False,,,0,,J. Johnson personal FOUL (1 PF),"[1630552, 202696]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,1627964.0,,1.0,0.0,Vučević,202696.0,,,,,,,,
294,PT02M48.00S,2024-12-27T01:28:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,88.38699080157687,50.0,1610612741,48,58,2024-12-27T01:28:18Z,2880000,False,0.0,57.0,1,right,P. Williams Layup (7 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,,,,,,,,,,,,,,,7.0,,,
295,PT02M29.00S,2024-12-27T01:28:32.3Z,2,REGULAR,3pt,Jump Shot,[],1629631,13.091327201051248,97.05882352941177,1610612737,51,58,2024-12-27T01:28:38Z,2890000,False,-235.0,71.0,1,left,D. Hunter 24' 3PT  (10 PTS) (D. Daniels 1 AST),"[1629631, 1630700]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,24.57,Made,,,,,,,,,,,,,,,10.0,D. Daniels,1630700.0,1.0
297,PT02M17.00S,2024-12-27T01:28:46.3Z,2,REGULAR,foul,offensive,[],203897,,,1610612741,51,58,2024-12-27T01:29:29Z,2910000,False,,,0,,Z. LaVine off-the-ball offensive FOUL (1 PF),"[203897, 1630552]",1610612741.0,CHI,off-the-ball,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,,,,204058.0,,1.0,0.0,Johnson,1630552.0,,,,,,,,
299,PT02M17.00S,2024-12-27T01:28:46.3Z,2,REGULAR,turnover,offensive foul,[],203897,,,1610612741,51,58,2024-12-27T01:29:27Z,2930000,False,,,0,,Z. LaVine offensive foul TURNOVER (3 TO),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,,,,204058.0,3.0,,,,,,,,,,,,
300,PT02M13.00S,2024-12-27T01:29:09.1Z,2,REGULAR,foul,personal,[],1628975,,,1610612737,51,58,2024-12-27T01:29:24Z,2940000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1630700]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Mid-Range,8-16 Right,,,,,,,204058.0,,1.0,0.0,Daniels,1630700.0,,,,,,,,
302,PT02M05.00S,2024-12-27T01:29:43.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626204,5.601182654402102,49.50980392156863,1610612737,53,58,2024-12-27T01:29:50Z,2960000,False,2.0,0.0,1,left,L. Nance Jr. cutting DUNK (10 PTS) (T. Young 7 AST),"[1626204, 1629027]",1610612737.0,ATL,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,,,,,,,,,,,10.0,T. Young,1629027.0,7.0
304,PT01M53.00S,2024-12-27T01:29:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.38042049934296,50.73529411764706,1610612741,53,60,2024-12-27T01:30:03Z,2980000,False,4.0,10.0,1,right,Z. LaVine driving reverse Layup (6 PTS) (N. Vučević 2 AST),"[203897, 202696]",1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,,,,,6.0,N. Vučević,202696.0,2.0
306,PT01M32.00S,2024-12-27T01:30:15.2Z,2,REGULAR,3pt,Jump Shot,[],1626204,8.229303547963205,4.166666666666666,1610612737,53,60,2024-12-27T01:30:20Z,3000000,False,229.0,25.0,1,left,MISS L. Nance Jr. 3PT,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
307,PT01M30.00S,2024-12-27T01:30:17.2Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612741,53,60,2024-12-27T01:30:20Z,3010000,False,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,,,306.0,2.0,2.0,0.0,,,,,,,,,,,,,,
308,PT01M22.00S,2024-12-27T01:30:28.3Z,2,REGULAR,foul,personal,[],1626204,,,1610612741,53,60,2024-12-27T01:30:33Z,3020000,False,,,0,,L. Nance Jr. personal FOUL (2 PF),"[1626204, 1629632]",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Center,,,,,,,1627964.0,,2.0,0.0,White,1629632.0,,,,,,,,
310,PT01M10.00S,2024-12-27T01:30:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.38042049934296,50.98039215686274,1610612741,53,62,2024-12-27T01:30:59Z,3040000,False,5.0,10.0,1,right,Z. LaVine driving Layup (8 PTS) (C. White 5 AST),"[203897, 1629632]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,,,,,,,8.0,C. White,1629632.0,5.0
312,PT00M57.50S,2024-12-27T01:31:06.9Z,2,REGULAR,3pt,Jump Shot,[],1629631,26.888961892247043,15.931372549019606,1610612737,53,62,2024-12-27T01:31:12Z,3060000,False,170.0,200.0,1,left,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
313,PT00M54.40S,2024-12-27T01:31:11.0Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,53,62,2024-12-27T01:31:11Z,3070000,False,,,0,,J. Johnson REBOUND (Off:2 Def:8),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,312.0,10.0,8.0,2.0,,,,,,,,,,,,,,
314,PT00M51.50S,2024-12-27T01:31:13.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,39.50394218134034,55.14705882352941,1610612737,53,62,2024-12-27T01:31:19Z,3080000,False,-26.0,319.0,1,left,MISS T. Young 31' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,31.98,Missed,,,,,,,,,,,,,,,,,,
315,PT00M48.60S,2024-12-27T01:31:16.7Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,53,62,2024-12-27T01:31:19Z,3090000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,314.0,3.0,3.0,0.0,,,,,,,,,,,,,,
316,PT00M36.50S,2024-12-27T01:31:28.7Z,2,REGULAR,2pt,Jump Shot,[],203897,82.86793692509855,68.13725490196079,1610612741,53,62,2024-12-27T01:31:35Z,3100000,False,91.0,109.0,1,right,MISS Z. LaVine 14' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,14.14,Missed,,,,,,,,,,,,,,,,,,
317,PT00M33.70S,2024-12-27T01:31:31.5Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,53,62,2024-12-27T01:31:35Z,3110000,False,,,0,,D. Hunter REBOUND (Off:1 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,316.0,3.0,2.0,1.0,,,,,,,,,,,,,,
318,PT00M32.60S,2024-12-27T01:31:32.8Z,2,REGULAR,turnover,bad pass,[],1629631,,,1610612737,53,62,2024-12-27T01:31:38Z,3120000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1628975]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,Carter,1628975.0,,,,,,
319,PT00M32.60S,2024-12-27T01:31:32.8Z,2,REGULAR,steal,,[],1628975,,,1610612741,53,62,2024-12-27T01:31:34Z,3130000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
320,PT00M30.00S,2024-12-27T01:31:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,92.85479632063075,49.754901960784316,1610612741,53,64,2024-12-27T01:31:42Z,3140000,False,-1.0,15.0,1,right,Z. LaVine driving Layup (10 PTS) (J. Carter 2 AST),"[203897, 1628975]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,,,,,10.0,J. Carter,1628975.0,2.0
322,PT00M06.50S,2024-12-27T01:32:02.1Z,2,REGULAR,2pt,Jump Shot,[],1629027,15.588042049934298,13.23529411764706,1610612737,53,64,2024-12-27T01:42:56Z,3160000,False,184.0,94.0,1,left,MISS T. Young 20' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Right,20.64,Missed,,,,,,,,,,,,,,,,,,
323,PT00M06.00S,2024-12-27T01:32:02.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,53,64,2024-12-27T01:32:12Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right,,,322.0,,,,,,,,,,,,,,,,,
324,PT00M06.00S,2024-12-27T01:32:08.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,53,64,2024-12-27T01:32:19Z,3180000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,,,,,,,,,,,,,
325,PT00M00.00S,2024-12-27T01:32:25.8Z,2,REGULAR,period,end,[],0,,,1610612741,53,64,2024-12-27T01:32:25Z,3190000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2024-12-27T01:46:56.3Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612741,53,64,2024-12-27T01:47:26Z,3200000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2024-12-27T01:46:56.3Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612741,53,64,2024-12-27T01:47:26Z,3210000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2024-12-27T01:46:56.3Z,3,REGULAR,substitution,out,['startperiod'],1628975,,,1610612741,53,64,2024-12-27T01:47:26Z,3220000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2024-12-27T01:46:56.3Z,3,REGULAR,substitution,in,['startperiod'],203991,,,1610612741,53,64,2024-12-27T01:47:26Z,3230000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2024-12-27T01:46:56.3Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612741,53,64,2024-12-27T01:47:26Z,3240000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-12-27T01:46:56.3Z,3,REGULAR,substitution,in,['startperiod'],1631207,,,1610612741,53,64,2024-12-27T01:47:26Z,3250000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-12-27T01:47:48.3Z,3,REGULAR,period,start,[],0,,,1610612741,53,64,2024-12-27T01:47:48Z,3260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M40.00S,2024-12-27T01:48:07.6Z,3,REGULAR,2pt,Jump Shot,[],202696,5.206964520367937,71.56862745098039,1610612741,53,64,2024-12-27T01:48:17Z,3270000,False,-108.0,-4.0,1,left,MISS N. Vučević 10' turnaround fadeaway Shot,[202696],1610612741.0,CHI,turnaround fadeaway,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,10.79,Missed,,,,,,,,,,,,,,,,,,
334,PT11M37.00S,2024-12-27T01:48:10.6Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,53,64,2024-12-27T01:48:17Z,3280000,False,,,0,,D. Daniels REBOUND (Off:0 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,333.0,4.0,4.0,0.0,,,,,,,,,,,,,,
335,PT11M34.00S,2024-12-27T01:48:17.3Z,3,REGULAR,foul,personal,[],1629632,,,1610612737,53,64,2024-12-27T01:48:23Z,3290000,False,,,0,,C. White personal FOUL (2 PF),"[1629632, 1630552]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,204058.0,,2.0,0.0,Johnson,1630552.0,,,,,,,,
337,PT11M24.00S,2024-12-27T01:48:42.2Z,3,REGULAR,turnover,bad pass,[],1642258,,,1610612737,53,64,2024-12-27T01:48:48Z,3310000,False,,,0,,Z. Risacher bad pass TURNOVER (2 TO),"[1642258, 203897]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,LaVine,203897.0,,,,,,
338,PT11M24.00S,2024-12-27T01:48:42.2Z,3,REGULAR,steal,,[],203897,,,1610612741,53,64,2024-12-27T01:48:44Z,3320000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
339,PT11M21.00S,2024-12-27T01:48:45.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,6.521024967148489,49.754901960784316,1610612741,53,66,2024-12-27T01:48:56Z,3330000,False,1.0,9.0,1,left,Z. LaVine running DUNK (12 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,,,,,,,12.0,,,
341,PT11M06.00S,2024-12-27T01:49:07.5Z,3,REGULAR,3pt,Jump Shot,[],1642258,91.80354796320631,95.83333333333334,1610612737,56,66,2024-12-27T01:49:12Z,3350000,False,229.0,25.0,1,right,Z. Risacher 3PT  (5 PTS) (T. Young 8 AST),"[1642258, 1629027]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,23.05,Made,,,,,,,,,,,,,,,5.0,T. Young,1629027.0,8.0
343,PT10M51.00S,2024-12-27T01:49:21.9Z,3,REGULAR,3pt,Jump Shot,[],1629632,31.225361366622867,53.92156862745098,1610612741,56,69,2024-12-27T01:49:27Z,3370000,False,-20.0,241.0,1,left,C. White 24' 3PT pullup (10 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,24.18,Made,,,,,,,,,,,,,,,10.0,,,
344,PT10M24.00S,2024-12-27T01:49:49.1Z,3,REGULAR,3pt,Jump Shot,[],1630700,69.46452036793693,24.019607843137255,1610612737,59,69,2024-12-27T01:49:54Z,3380000,False,-130.0,235.0,1,right,D. Daniels 26' 3PT pullup (8 PTS) (T. Young 9 AST),"[1630700, 1629027]",1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,26.81,Made,,,,,,,,,,,,,,,8.0,T. Young,1629027.0,9.0
346,PT10M15.00S,2024-12-27T01:49:58.1Z,3,REGULAR,3pt,Jump Shot,[],203897,30.962549277266753,54.65686274509803,1610612741,59,72,2024-12-27T01:50:54Z,3400000,False,-23.0,239.0,1,left,Z. LaVine 3PT  (15 PTS) (C. White 6 AST),"[203897, 1629632]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,23.96,Made,,,,,,,,,,,,,,,15.0,C. White,1629632.0,6.0
348,PT09M59.00S,2024-12-27T01:50:14.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.72339027595268,52.450980392156865,1610612737,61,72,2024-12-27T01:50:19Z,3420000,False,12.0,16.0,1,right,D. Daniels driving Layup (10 PTS),[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,,,,,,,,,10.0,,,
349,PT09M46.00S,2024-12-27T01:50:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,12.434296977660972,45.83333333333333,1610612741,61,74,2024-12-27T01:50:32Z,3430000,False,21.0,64.0,1,left,N. Vučević 6' floating Jump Shot (10 PTS) (C. White 7 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.77,Made,,,,,,,,,,,,,,,10.0,C. White,1629632.0,7.0
