actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT04M57.00S,2025-03-27T23:55:38.7Z,1,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612748,11,23,2025-03-27T23:55:56Z,840000,False,,,0,,V. Krejčí shooting personal FOUL (1 PF) (Herro 2 FT),"[1630249, 1629639]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,1628171.0,,,,,,,,1.0,0.0,Herro,1629639.0,,,,,,,,
87,PT04M57.00S,2025-03-27T23:56:11.4Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,12,23,2025-03-27T23:56:11Z,860000,False,,,0,,T. Herro Free Throw 1 of 2 (6 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
88,PT04M57.00S,2025-03-27T23:56:12.1Z,1,REGULAR,substitution,out,[],203952,,,1610612748,12,23,2025-03-27T23:56:31Z,870000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M57.00S,2025-03-27T23:56:12.1Z,1,REGULAR,substitution,out,[],1642258,,,1610612748,12,23,2025-03-27T23:56:31Z,880000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M57.00S,2025-03-27T23:56:12.1Z,1,REGULAR,substitution,out,[],1630249,,,1610612748,12,23,2025-03-27T23:56:31Z,890000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M57.00S,2025-03-27T23:56:12.1Z,1,REGULAR,substitution,in,[],1641796,,,1610612748,12,23,2025-03-27T23:56:31Z,900000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M57.00S,2025-03-27T23:56:12.1Z,1,REGULAR,substitution,in,[],1627777,,,1610612748,12,23,2025-03-27T23:56:31Z,910000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M57.00S,2025-03-27T23:56:12.1Z,1,REGULAR,substitution,in,[],1629611,,,1610612748,12,23,2025-03-27T23:56:31Z,920000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M57.00S,2025-03-27T23:56:34.3Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,13,23,2025-03-27T23:56:34Z,930000,False,,,0,,T. Herro Free Throw 2 of 2 (7 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
95,PT04M40.00S,2025-03-27T23:56:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.85479632063075,55.88235294117647,1610612737,13,25,2025-03-27T23:56:59Z,940000,False,29.0,15.0,1,right,D. Daniels driving Layup (4 PTS) (C. LeVert 2 AST),"[1630700, 1627747]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,3.29,Made,4.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,
97,PT04M34.00S,2025-03-27T23:57:00.1Z,1,REGULAR,3pt,Jump Shot,[],1642276,31.225361366622867,33.33333333333333,1610612748,13,25,2025-03-28T00:02:36Z,960000,False,83.0,241.0,1,left,MISS K. Ware 25' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,25.5,Missed,,,,,,,,,,,,,,,,
98,PT04M30.00S,2025-03-27T23:57:04.1Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,13,25,2025-03-27T23:57:06Z,970000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,,
99,PT04M22.00S,2025-03-27T23:57:11.4Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,13,25,2025-03-27T23:57:18Z,980000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1629639]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,,,Herro,1629639.0
100,PT04M22.00S,2025-03-27T23:57:11.4Z,1,REGULAR,steal,,[],1629639,,,1610612748,13,25,2025-03-27T23:57:13Z,990000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
101,PT04M12.00S,2025-03-27T23:57:21.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642276,5.863994743758213,50.73529411764706,1610612748,15,25,2025-03-27T23:57:26Z,1000000,False,-4.0,3.0,1,left,K. Ware alley-oop DUNK (2 PTS) (P. Larsson 1 AST),"[1642276, 1641796]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,0.45,Made,2.0,P. Larsson,1641796.0,1.0,,,,,,,,,,,,
103,PT04M02.00S,2025-03-27T23:57:31.8Z,1,REGULAR,turnover,bad pass,[],1630168,,,1610612737,15,25,2025-03-27T23:57:36Z,1020000,False,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 1641796]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,Larsson,1641796.0
104,PT04M02.00S,2025-03-27T23:57:31.8Z,1,REGULAR,steal,,[],1641796,,,1610612748,15,25,2025-03-27T23:57:33Z,1030000,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
105,PT03M53.00S,2025-03-27T23:57:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641796,5.601182654402102,40.68627450980392,1610612748,15,25,2025-03-27T23:57:47Z,1040000,False,47.0,0.0,1,left,MISS P. Larsson driving Layup,[1641796],1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,4.66,Missed,,,,,,,,,,,,,,,,
106,PT03M49.00S,2025-03-27T23:57:45.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,15,25,2025-03-27T23:57:47Z,1050000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,105.0,3.0,3.0,0.0,,,,
107,PT03M42.00S,2025-03-27T23:57:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630700,68.41327201051249,26.225490196078432,1610612737,15,25,2025-03-28T00:04:16Z,1060000,False,-119.0,244.0,1,right,MISS D. Daniels 27' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,27.18,Missed,,,,,,,,,,,,,,,,
108,PT03M39.00S,2025-03-27T23:57:53.9Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,15,25,2025-03-27T23:57:56Z,1070000,False,,,0,,K. Ware REBOUND (Off:3 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,107.0,6.0,3.0,3.0,,,,
109,PT03M34.00S,2025-03-27T23:58:05.4Z,1,REGULAR,turnover,traveling,[],1629639,,,1610612748,15,25,2025-03-27T23:58:11Z,1080000,False,,,0,,T. Herro traveling TURNOVER (1 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,201245.0,1.0,,,,,,,,,,,,,,,,,,
110,PT03M34.00S,2025-03-27T23:58:12.2Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,15,25,2025-03-27T23:58:22Z,1090000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2025-03-27T23:58:12.2Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,15,25,2025-03-27T23:58:22Z,1100000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M34.00S,2025-03-27T23:58:12.2Z,1,REGULAR,substitution,in,[],1631230,,,1610612737,15,25,2025-03-27T23:58:22Z,1110000,False,,,0,,SUB in: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M34.00S,2025-03-27T23:58:12.2Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,15,25,2025-03-27T23:58:22Z,1120000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M25.00S,2025-03-27T23:58:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631230,92.72339027595268,45.83333333333333,1610612737,15,27,2025-03-27T23:58:35Z,1130000,False,-21.0,16.0,1,right,D. Barlow alley-oop Layup (2 PTS) (T. Young 4 AST),"[1631230, 1629027]",1610612737.0,ATL,alley-oop,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,2.62,Made,2.0,T. Young,1629027.0,4.0,,,,,,,,,,,,
116,PT03M07.00S,2025-03-27T23:58:47.6Z,1,REGULAR,3pt,Jump Shot,[],1629312,15.850854139290407,4.411764705882353,1610612748,15,27,2025-03-27T23:58:57Z,1150000,False,228.0,96.0,1,left,MISS H. Highsmith 24' pullup 3PT,[1629312],1610612748.0,MIA,pullup,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,24.75,Missed,,,,,,,,,,,,,,,,
117,PT03M00.00S,2025-03-27T23:58:54.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,15,27,2025-03-27T23:58:57Z,1160000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,
118,PT03M00.00S,2025-03-27T23:58:56.8Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612737,15,27,2025-03-27T23:59:08Z,1170000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630558, 1627747]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,202027.0,,,,,,,,1.0,0.0,LeVert,1627747.0,,,,,,,,
120,PT03M00.00S,2025-03-27T23:59:27.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627747,,,1610612737,15,27,2025-03-27T23:59:27Z,1190000,False,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
121,PT03M00.00S,2025-03-27T23:59:27.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,15,27,2025-03-27T23:59:27Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,
122,PT03M00.00S,2025-03-27T23:59:29.9Z,1,REGULAR,substitution,out,[],1642276,,,1610612737,15,27,2025-03-27T23:59:34Z,1210000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M00.00S,2025-03-27T23:59:29.9Z,1,REGULAR,substitution,in,[],1628389,,,1610612737,15,27,2025-03-27T23:59:34Z,1220000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M00.00S,2025-03-27T23:59:45.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627747,,,1610612737,15,28,2025-03-27T23:59:45Z,1230000,False,,,0,,C. LeVert Free Throw 2 of 2 (1 PTS),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
125,PT02M47.00S,2025-03-28T00:00:00.2Z,1,REGULAR,3pt,Jump Shot,[],1641796,4.944152431011826,94.36274509803921,1610612748,18,28,2025-03-28T00:00:06Z,1240000,False,-222.0,-6.0,1,left,P. Larsson 3PT  (3 PTS) (T. Herro 1 AST),"[1641796, 1629639]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Left Corner 3,24+ Left,,,22.19,Made,3.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,
126,PT02M38.00S,2025-03-28T00:00:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,81.68528252299606,46.07843137254902,1610612737,18,30,2025-03-28T00:00:15Z,1250000,False,-20.0,120.0,1,right,T. Young 12' driving floating Jump Shot (8 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,12.13,Made,8.0,,,,,,,,,,,,,,,
127,PT02M17.00S,2025-03-28T00:00:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.931011826544022,51.470588235294116,1610612748,20,30,2025-03-28T00:07:17Z,1260000,False,-7.0,88.0,1,left,B. Adebayo 8' pullup Jump Shot (4 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,8.82,Made,4.0,,,,,,,,,,,,,,,
128,PT02M06.00S,2025-03-28T00:00:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,94.30026281208936,59.80392156862745,1610612737,20,30,2025-03-28T00:00:47Z,1270000,False,49.0,1.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612737.0,ATL,driving,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,4.9,Missed,,,,,,,,,,,,,,,,
129,PT02M03.00S,2025-03-28T00:00:44.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,30,2025-03-28T00:00:47Z,1280000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,
130,PT01M57.00S,2025-03-28T00:00:50.0Z,1,REGULAR,turnover,bad pass,[],1629312,,,1610612748,20,30,2025-03-28T00:00:55Z,1290000,False,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1629611]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Mann,1629611.0
131,PT01M57.00S,2025-03-28T00:00:50.0Z,1,REGULAR,steal,,[],1629611,,,1610612737,20,30,2025-03-28T00:00:52Z,1300000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2025-03-28T00:00:55.2Z,1,REGULAR,foul,personal,[],1629312,,,1610612737,20,30,2025-03-28T00:01:27Z,1310000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 1629611]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Left Center,1628171.0,,,,,,,,1.0,0.0,Mann,1629611.0,,,,,,,,
134,PT01M54.00S,2025-03-28T00:01:11.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,20,30,2025-03-28T00:01:11Z,1330000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M45.00S,2025-03-28T00:04:14.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,89.70105124835742,17.401960784313726,1610612737,20,32,2025-03-28T00:04:20Z,1340000,False,-163.0,44.0,1,right,T. Young 16' pullup Jump Shot (10 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Left,,,16.89,Made,10.0,,,,,,,,,,,,,,,
261,PT01M21.00S,2025-03-28T00:04:26.3Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,20,32,2025-03-28T00:29:52Z,1345000,False,,,0,,T. Herro lost ball TURNOVER (2 TO),"[1629639, 1627777]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Niang,1627777.0
262,PT01M21.00S,2025-03-28T00:04:26.3Z,1,REGULAR,steal,,[],1627777,,,1610612737,20,32,2025-03-28T00:29:52Z,1347500,False,,,0,,G. Niang STEAL (1 STL),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT01M14.00S,2025-03-28T00:04:56.6Z,1,REGULAR,substitution,out,[],1641796,,,1610612737,20,32,2025-03-28T00:05:00Z,1410000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M14.00S,2025-03-28T00:04:56.6Z,1,REGULAR,substitution,out,[],1629639,,,1610612737,20,32,2025-03-28T00:05:00Z,1420000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M14.00S,2025-03-28T00:04:56.6Z,1,REGULAR,substitution,in,[],203937,,,1610612737,20,32,2025-03-28T00:05:00Z,1430000,False,,,0,,SUB in: K. Anderson,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M14.00S,2025-03-28T00:04:56.6Z,1,REGULAR,substitution,in,[],203952,,,1610612737,20,32,2025-03-28T00:05:00Z,1440000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M05.00S,2025-03-28T00:05:18.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,69.46452036793693,19.852941176470587,1610612737,20,32,2025-03-28T00:29:59Z,1450000,False,-151.0,235.0,1,right,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,27.87,Missed,,,,,,,,,,,,,,,,
147,PT01M00.00S,2025-03-28T00:05:23.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,32,2025-03-28T00:05:24Z,1460000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,146.0,3.0,3.0,0.0,,,,
148,PT00M50.90S,2025-03-28T00:05:37.3Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612748,20,32,2025-03-28T00:05:46Z,1470000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612748.0,MIA,lost ball,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,202027.0,1.0,,,,,,,,,,,,,,,,,,
149,PT00M32.90S,2025-03-28T00:06:01.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,69.59592641261499,23.774509803921568,1610612737,20,32,2025-03-28T00:06:07Z,1480000,False,-131.0,233.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,26.76,Missed,,,,,,,,,,,,,,,,
150,PT00M29.40S,2025-03-28T00:06:05.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,32,2025-03-28T00:06:07Z,1490000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,149.0,4.0,4.0,0.0,,,,
152,PT00M10.50S,2025-03-28T00:06:24.2Z,1,REGULAR,2pt,Layup,[],1630558,7.966491458607096,66.17647058823529,1610612748,22,32,2025-03-28T00:06:32Z,1500000,False,-81.0,22.0,1,left,D. Mitchell 8' driving finger roll Layup (2 PTS),[1630558],1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,8.39,Made,2.0,,,,,,,,,,,,,,,
153,PT00M01.00S,2025-03-28T00:06:36.0Z,1,REGULAR,3pt,Jump Shot,[],1627747,80.50262812089356,92.15686274509804,1610612737,22,32,2025-03-28T00:06:42Z,1510000,False,211.0,131.0,1,right,MISS C. LeVert 24' 3PT,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,24.81,Missed,,,,,,,,,,,,,,,,
154,PT00M01.00S,2025-03-28T00:06:36.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,22,32,2025-03-28T00:06:42Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,153.0,,,,,,,
155,PT00M00.00S,2025-03-28T00:06:44.3Z,1,REGULAR,period,end,[],0,,,1610612737,22,32,2025-03-28T00:06:44Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-03-28T00:08:46.7Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612737,22,32,2025-03-28T00:09:26Z,1540000,False,,,0,,SUB out: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-03-28T00:08:46.7Z,2,REGULAR,substitution,out,['startperiod'],1627777,,,1610612737,22,32,2025-03-28T00:09:26Z,1550000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-03-28T00:08:46.7Z,2,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,22,32,2025-03-28T00:09:26Z,1560000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-03-28T00:08:46.7Z,2,REGULAR,substitution,in,['startperiod'],1630249,,,1610612737,22,32,2025-03-28T00:09:26Z,1570000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-03-28T00:09:30.5Z,2,REGULAR,period,start,[],0,,,1610612748,22,32,2025-03-28T00:09:30Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M46.00S,2025-03-28T00:09:45.3Z,2,REGULAR,foul,technical,['1freethrow'],1631230,,,1610612748,22,32,2025-03-28T00:10:03Z,1600000,False,,,0,,D. Barlow defensive-3-second technical FOUL (1 Tech),[1631230],1610612737.0,ATL,defensive-3-second,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Left,201245.0,,,,,,,,0.0,1.0,,,,,,,,,,
164,PT11M46.00S,2025-03-28T00:10:10.0Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,23,32,2025-03-28T00:10:10Z,1610000,False,,,0,,B. Adebayo technical Free Throw 1 of 1 (5 PTS),[1628389],1610612748.0,MIA,technical,,,Adebayo,B. Adebayo,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
165,PT11M34.00S,2025-03-28T00:10:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,11.12023653088042,38.72549019607843,1610612748,25,32,2025-03-28T00:10:42Z,1620000,False,56.0,52.0,1,left,A. Wiggins 7' driving Layup (4 PTS),[203952],1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,7.67,Made,4.0,,,,,,,,,,,,,,,
166,PT11M10.00S,2025-03-28T00:10:59.4Z,2,REGULAR,2pt,Jump Shot,[],1629611,78.79434954007884,29.65686274509804,1610612737,25,34,2025-03-28T00:13:50Z,1630000,False,-102.0,147.0,1,right,T. Mann 17' pullup Jump Shot (2 PTS),[1629611],1610612737.0,ATL,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,,,17.86,Made,2.0,,,,,,,,,,,,,,,
167,PT10M57.00S,2025-03-28T00:11:12.3Z,2,REGULAR,3pt,Jump Shot,[],1628389,32.276609724047304,38.72549019607843,1610612748,28,34,2025-03-28T00:11:22Z,1640000,False,56.0,251.0,1,left,B. Adebayo 25' 3PT  (8 PTS) (D. Mitchell 1 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,25.72,Made,8.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,
169,PT10M38.00S,2025-03-28T00:11:32.0Z,2,REGULAR,2pt,Jump Shot,[],1631230,95.22010512483574,79.16666666666666,1610612737,28,34,2025-03-28T00:11:37Z,1660000,False,146.0,-8.0,1,right,MISS D. Barlow 14' Jump Shot,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,,,14.6,Missed,,,,,,,,,,,,,,,,
170,PT10M35.00S,2025-03-28T00:11:35.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,28,34,2025-03-28T00:11:37Z,1670000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,169.0,5.0,5.0,0.0,,,,
