actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M37.00S,2025-03-22T00:13:52.4Z,1,REGULAR,turnover,backcourt,[],1631170,,,1610612748,2,2,2025-03-22T00:14:01Z,170000,False,,,0,,J. Jaquez Jr. backcourt TURNOVER (1 TO),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,1627529.0,,,,,,
18,PT10M27.00S,2025-03-22T00:14:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,13.61695137976347,41.911764705882355,1610612745,2,4,2025-03-22T00:14:27Z,180000,False,40.0,75.0,1,left,D. Brooks 8' driving Layup (2 PTS),[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,8.56,Made,2.0,,,,,,,,,,,,,,
19,PT10M11.00S,2025-03-22T00:14:37.5Z,1,REGULAR,3pt,Jump Shot,[],1628389,93.11760840998686,3.6764705882352944,1610612748,5,4,2025-03-22T00:14:43Z,190000,False,-232.0,12.0,1,right,B. Adebayo 3PT  (3 PTS) (A. Wiggins 1 AST),"[1628389, 203952]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,23.19,Made,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
21,PT09M53.00S,2025-03-22T00:14:54.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,32.14520367936925,40.68627450980392,1610612745,5,7,2025-03-22T00:14:59Z,210000,False,47.0,250.0,1,left,F. VanVleet 25' 3PT pullup (3 PTS) (A. Thompson 2 AST),"[1627832, 1641708]",1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,25.4,Made,3.0,A. Thompson,1641708.0,2.0,,,,,,,,,,,
23,PT09M44.00S,2025-03-22T00:15:05.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,90.48948751642575,44.36274509803921,1610612748,5,7,2025-03-22T00:23:38Z,230000,False,-28.0,37.0,1,right,MISS J. Jaquez Jr. turnaround Hook - blocked,"[1631170, 1630224]",1610612748.0,MIA,turnaround,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.64,Missed,,,,,,,,,,Green,1630224.0,,,,
24,PT09M44.00S,2025-03-22T00:15:05.4Z,1,REGULAR,block,,[],1630224,,,1610612748,5,7,2025-03-22T00:15:09Z,240000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2025-03-22T00:15:06.4Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,5,7,2025-03-22T00:18:13Z,250000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,
26,PT09M25.00S,2025-03-22T00:15:23.5Z,1,REGULAR,2pt,Jump Shot,[],1630224,26.86021681997372,63.25827205882353,1610612745,5,7,2025-03-22T00:15:34Z,260000,False,-66.0,200.0,1,left,MISS J. Green 21' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,21.07,Missed,,,,,,,,,,,,,,,
27,PT09M22.00S,2025-03-22T00:15:26.5Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,5,7,2025-03-22T00:18:38Z,270000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,
28,PT09M07.00S,2025-03-22T00:15:41.6Z,1,REGULAR,turnover,lost ball,[],1628389,,,1610612748,5,7,2025-03-22T00:15:45Z,280000,False,,,0,,B. Adebayo lost ball TURNOVER (1 TO),"[1628389, 1641708]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,1.0,Thompson,1641708.0,,,,,,,,,,,,,,,,,
29,PT09M07.00S,2025-03-22T00:15:41.6Z,1,REGULAR,steal,,[],1641708,,,1610612745,5,7,2025-03-22T00:28:46Z,290000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
30,PT08M48.00S,2025-03-22T00:16:00.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,10.775295663600525,61.29748774509803,1610612745,5,9,2025-03-22T00:19:49Z,300000,False,-56.0,49.0,1,left,D. Brooks 7' turnaround fadeaway Jump Shot (4 PTS),[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,7.47,Made,4.0,,,,,,,,,,,,,,
31,PT08M38.00S,2025-03-22T00:16:10.4Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,5,9,2025-03-22T00:16:15Z,310000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1628415]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,1.0,Brooks,1628415.0,,,,,,,,,,,,,,,,,
32,PT08M38.00S,2025-03-22T00:16:10.4Z,1,REGULAR,steal,,[],1628415,,,1610612745,5,9,2025-03-22T00:16:12Z,320000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
33,PT08M34.00S,2025-03-22T00:16:15.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628415,6.258212877792378,44.11764705882353,1610612745,5,11,2025-03-22T00:20:25Z,330000,False,29.0,6.0,1,left,D. Brooks running Layup (6 PTS),[1628415],1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,3.01,Made,6.0,,,,,,,,,,,,,,
34,PT08M23.00S,2025-03-22T00:16:26.0Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,5,11,2025-03-22T00:16:30Z,340000,False,,,0,,B. Adebayo bad pass TURNOVER (2 TO),"[1628389, 1628415]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,2.0,Brooks,1628415.0,,,,,,,,,,,,,,,,,
35,PT08M23.00S,2025-03-22T00:16:26.0Z,1,REGULAR,steal,,[],1628415,,,1610612745,5,11,2025-03-22T00:16:28Z,350000,False,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M18.00S,2025-03-22T00:16:30.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630224,26.49474375821288,9.068627450980392,1610612745,5,11,2025-03-22T00:21:25Z,360000,False,205.0,197.0,1,left,MISS J. Green 28' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,28.38,Missed,,,,,,,,,,,,,,,
37,PT08M14.00S,2025-03-22T00:16:34.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,5,11,2025-03-22T00:21:25Z,370000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,,,
39,PT08M12.00S,2025-03-22T00:16:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641708,6.389618922470433,45.588235294117645,1610612745,5,11,2025-03-22T00:16:44Z,390000,False,22.0,8.0,1,left,MISS A. Thompson Layup - blocked,"[1641708, 1631170]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.34,Missed,,,,,,,,,,Jaquez Jr.,1631170.0,,,,
40,PT08M12.00S,2025-03-22T00:16:36.5Z,1,REGULAR,block,,[],1631170,,,1610612745,5,11,2025-03-22T00:16:40Z,400000,False,,,0,,J. Jaquez Jr. BLOCK (1 BLK),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M12.00S,2025-03-22T00:16:36.5Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,5,11,2025-03-22T00:16:44Z,410000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,
42,PT08M03.00S,2025-03-22T00:16:47.5Z,1,REGULAR,foul,personal,[],1627832,,,1610612748,5,11,2025-03-22T00:22:16Z,420000,False,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1628389]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2530.0,,,1.0,0.0,Adebayo,1628389.0
44,PT07M54.00S,2025-03-22T00:17:16.7Z,1,REGULAR,3pt,Jump Shot,[],203952,74.45795006570303,85.04901960784314,1610612748,5,11,2025-03-22T00:22:53Z,440000,False,175.0,188.0,1,right,MISS A. Wiggins 25' bank 3PT,[203952],1610612748.0,MIA,bank,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,25.67,Missed,,,,,,,,,,,,,,,
45,PT07M50.00S,2025-03-22T00:17:20.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,11,2025-03-22T00:17:22Z,450000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,
46,PT07M39.00S,2025-03-22T00:17:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,16.376478318002626,55.392156862745104,1610612745,5,11,2025-03-22T00:25:04Z,460000,False,-27.0,101.0,1,left,MISS A. Sengun 10' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,10.49,Missed,,,,,,,,,,,,,,,
47,PT07M36.00S,2025-03-22T00:17:33.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,5,11,2025-03-22T00:17:36Z,470000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,
48,PT07M31.00S,2025-03-22T00:17:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.60512483574244,49.754901960784316,1610612748,7,11,2025-03-22T00:17:45Z,480000,False,-1.0,111.0,1,right,T. Herro 11' pullup Jump Shot (2 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,11.1,Made,2.0,,,,,,,,,,,,,,
49,PT07M19.00S,2025-03-22T00:17:50.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,24.52365308804205,17.401960784313726,1610612745,7,11,2025-03-22T00:17:55Z,490000,False,163.0,178.0,1,left,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,24.14,Missed,,,,,,,,,,,,,,,
50,PT07M17.00S,2025-03-22T00:17:52.7Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,7,11,2025-03-22T00:17:55Z,500000,False,,,0,,K. Ware REBOUND (Off:0 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,49.0,3.0,3.0,0.0,,,,,,,
135,PT07M05.00S,2025-03-22T00:18:09.0Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,7,11,2025-03-22T00:31:36Z,535000,False,,,0,,T. Herro lost ball TURNOVER (2 TO),"[1629639, 1627832]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,2.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,
136,PT07M05.00S,2025-03-22T00:18:09.0Z,1,REGULAR,steal,,[],1627832,,,1610612745,7,11,2025-03-22T00:31:36Z,537500,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
57,PT06M47.00S,2025-03-22T00:18:24.8Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612745,7,11,2025-03-22T00:21:47Z,570000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Sengun 2 FT),"[203952, 1630578]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202056.0,,,1.0,0.0,Sengun,1630578.0
59,PT06M47.00S,2025-03-22T00:18:39.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,7,11,2025-03-22T00:18:39Z,590000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2025-03-22T00:21:15.4Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,7,11,2025-03-22T00:21:32Z,600000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2025-03-22T00:21:15.4Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,7,11,2025-03-22T00:21:32Z,610000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M47.00S,2025-03-22T00:21:52.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,7,11,2025-03-22T00:41:00Z,620000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
63,PT06M47.00S,2025-03-22T00:21:52.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,7,11,2025-03-22T00:22:17Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,
64,PT06M47.00S,2025-03-22T00:21:52.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,7,11,2025-03-22T00:41:00Z,640000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
65,PT06M44.00S,2025-03-22T00:21:55.8Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,7,11,2025-03-22T00:22:17Z,650000,False,,,0,,K. Ware REBOUND (Off:0 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,64.0,4.0,4.0,0.0,,,,,,,
66,PT06M35.00S,2025-03-22T00:22:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,91.5407358738502,36.76470588235294,1610612748,9,11,2025-03-22T00:22:29Z,660000,False,-66.0,27.0,1,right,A. Wiggins 7' driving Layup (2 PTS) (T. Herro 1 AST),"[203952, 1629639]",1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,7.15,Made,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,
68,PT06M20.00S,2025-03-22T00:22:39.9Z,1,REGULAR,3pt,Jump Shot,[],1631106,29.77989487516426,69.6078431372549,1610612745,9,11,2025-03-22T00:22:47Z,680000,False,-98.0,227.0,1,left,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,24.76,Missed,,,,,,,,,,,,,,,
69,PT06M16.00S,2025-03-22T00:22:43.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,9,11,2025-03-22T00:22:47Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,68.0,,,,,,,,,,
72,PT06M07.00S,2025-03-22T00:23:08.7Z,1,REGULAR,violation,kicked ball,[],1642276,,,1610612745,9,11,2025-03-22T00:23:48Z,720000,False,,,0,,K. Ware kicked ball VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,2530.0,,,,,,
73,PT06M07.00S,2025-03-22T00:23:26.5Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,9,11,2025-03-22T00:23:30Z,730000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2025-03-22T00:23:26.5Z,1,REGULAR,substitution,in,[],203500,,,1610612745,9,11,2025-03-22T00:23:30Z,740000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2025-03-22T00:23:32.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,8.886333771353483,82.35294117647058,1610612745,9,13,2025-03-22T00:31:13Z,750000,False,-162.0,31.0,1,left,J. Green 16' pullup Jump Shot (4 PTS) (F. VanVleet 1 AST),"[1630224, 1627832]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left,,,,16.47,Made,4.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,
77,PT05M36.00S,2025-03-22T00:23:54.5Z,1,REGULAR,3pt,Jump Shot,[],1628389,94.69448094612353,2.2058823529411766,1610612748,9,13,2025-03-22T00:24:00Z,770000,False,-239.0,-3.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,23.9,Missed,,,,,,,,,,,,,,,
78,PT05M33.00S,2025-03-22T00:23:57.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,9,13,2025-03-22T00:24:00Z,780000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,
79,PT05M28.00S,2025-03-22T00:24:03.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,13.485545335085414,2.941176470588235,1610612745,9,13,2025-03-22T00:24:16Z,790000,False,235.0,74.0,1,left,MISS D. Brooks 24' running pullup 3PT,[1628415],1610612745.0,HOU,running pullup,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,24.68,Missed,,,,,,,,,,,,,,,
80,PT05M24.00S,2025-03-22T00:24:07.4Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,9,13,2025-03-22T00:24:07Z,800000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,,,,,79.0,2.0,1.0,1.0,,,,,,,
81,PT05M21.00S,2025-03-22T00:24:11.1Z,1,REGULAR,turnover,bad pass,[],1631106,,,1610612745,9,13,2025-03-22T00:33:10Z,810000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1642276]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,1.0,Ware,1642276.0,,,,,,,,,,,,,,,,,
82,PT05M21.00S,2025-03-22T00:24:11.1Z,1,REGULAR,steal,,[],1642276,,,1610612748,9,13,2025-03-22T00:24:56Z,820000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M16.00S,2025-03-22T00:24:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,94.43166885676742,57.107843137254896,1610612748,11,13,2025-03-22T00:24:24Z,830000,False,36.0,0.0,1,right,B. Adebayo Layup (5 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,3.55,Made,5.0,T. Herro,1629639.0,2.0,,,,,,,,,,,
85,PT05M16.00S,2025-03-22T00:24:21.8Z,1,REGULAR,foul,personal,['1freethrow'],203500,,,1610612748,11,13,2025-03-22T00:24:45Z,850000,False,,,0,,S. Adams shooting personal FOUL (1 PF) (Adebayo 1 FT),"[203500, 1628389]",1610612745.0,HOU,shooting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627529.0,,,1.0,0.0,Adebayo,1628389.0
87,PT05M16.00S,2025-03-22T00:24:34.6Z,1,REGULAR,substitution,out,[],1642276,,,1610612748,11,13,2025-03-22T00:24:43Z,870000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M16.00S,2025-03-22T00:24:34.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612748,11,13,2025-03-22T00:24:43Z,880000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
