actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
169,PT09M32.00S,2025-04-08T00:12:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,5.601182654402102,50.73529411764706,1610612748,39,30,2025-04-08T00:12:19Z,1690000,False,-4.0,0.0,1,left,J. Jaquez Jr. cutting Layup (2 PTS) (K. Anderson 2 AST),"[1631170, 203937]",1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,,,,2.0,,,,K. Anderson,203937.0,2.0,,
171,PT09M30.00S,2025-04-08T00:12:19.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,39,30,2025-04-08T00:12:19Z,1710000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M30.00S,2025-04-08T00:14:37.7Z,2,REGULAR,substitution,out,[],1630542,,,1610612755,39,30,2025-04-08T00:14:59Z,1720000,False,,,0,,SUB out: M. Bagley,[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M30.00S,2025-04-08T00:14:37.7Z,2,REGULAR,substitution,in,[],1641741,,,1610612755,39,30,2025-04-08T00:14:59Z,1730000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M18.00S,2025-04-08T00:15:26.6Z,2,REGULAR,2pt,Jump Shot,[],200768,78.79434954007884,41.42156862745098,1610612755,39,32,2025-04-08T00:15:33Z,1740000,False,-43.0,147.0,1,right,K. Lowry 15' driving floating Jump Shot (2 PTS) (C. Castleton 1 AST),"[200768, 1630658]",1610612755.0,PHI,driving floating,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Center,15.29,Made,,,,,,,,,,2.0,,,,C. Castleton,1630658.0,1.0,,
176,PT09M16.00S,2025-04-08T00:15:37.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,39,32,2025-04-08T00:15:42Z,1760000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,1627541.0,,,,,,,,,,,,,,,,
177,PT08M57.00S,2025-04-08T00:15:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,6.258212877792378,52.20588235294118,1610612748,39,32,2025-04-08T00:16:09Z,1770000,False,-11.0,6.0,1,left,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,,
178,PT08M54.00S,2025-04-08T00:16:00.9Z,2,REGULAR,rebound,offensive,[],1631170,,,1610612748,39,32,2025-04-08T00:16:01Z,1780000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:0),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,177.0,,,,,,,,,,1.0,0.0,1.0,,,,,
179,PT08M50.00S,2025-04-08T00:16:05.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630558,8.886333771353483,51.470588235294116,1610612748,39,32,2025-04-08T00:16:09Z,1790000,False,-7.0,31.0,1,left,MISS D. Mitchell driving finger roll Layup,[1630558],1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
180,PT08M50.00S,2025-04-08T00:16:05.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,39,32,2025-04-08T00:16:09Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,179.0,,,,,,,,,,,,,,,,,
182,PT08M48.00S,2025-04-08T00:16:22.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,6.521024967148489,95.58823529411765,1610612748,39,32,2025-04-08T00:16:28Z,1820000,False,-228.0,9.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
183,PT08M44.00S,2025-04-08T00:16:26.8Z,2,REGULAR,rebound,offensive,[],203937,,,1610612748,39,32,2025-04-08T00:16:28Z,1830000,False,,,0,,K. Anderson REBOUND (Off:1 Def:5),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,182.0,,,,,,,,,,6.0,5.0,1.0,,,,,
184,PT08M44.00S,2025-04-08T00:16:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,5.590000152587891,50.0,1610612748,41,32,2025-04-08T00:16:27Z,1840000,False,0.0,0.0,1,left,K. Anderson tip Layup (2 PTS),[203937],1610612748.0,MIA,tip,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
185,PT08M37.00S,2025-04-08T00:16:38.0Z,2,REGULAR,foul,personal,[],1629130,,,1610612755,41,32,2025-04-08T00:16:48Z,1850000,False,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1641720]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,1199.0,1.0,0.0,Hood-Schifino,1641720.0,,,,,,,,,,,,
187,PT08M31.00S,2025-04-08T00:17:06.3Z,2,REGULAR,3pt,Jump Shot,[],1641720,74.19513797634691,17.15686274509804,1610612755,41,32,2025-04-08T00:17:18Z,1870000,False,-164.0,190.0,1,right,MISS J. Hood-Schifino 25' step back 3PT,[1641720],1610612755.0,PHI,step back,,,Hood-Schifino,J. Hood-Schifino,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
188,PT08M28.00S,2025-04-08T00:17:09.3Z,2,REGULAR,rebound,offensive,[],1630658,,,1610612755,41,32,2025-04-08T00:17:11Z,1880000,False,,,0,,C. Castleton REBOUND (Off:3 Def:0),[1630658],1610612755.0,PHI,,,,Castleton,C. Castleton,,,,,Above the Break 3,24+ Left Center,,,187.0,,,,,,,,,,3.0,0.0,3.0,,,,,
189,PT08M28.00S,2025-04-08T00:17:13.5Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612755,41,32,2025-04-08T00:17:42Z,1890000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Castleton 2 FT),"[203937, 1630658]",1610612748.0,MIA,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,200832.0,1.0,0.0,Castleton,1630658.0,,,,,,,,,,,,
191,PT08M28.00S,2025-04-08T00:17:43.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630658,,,1610612755,41,33,2025-04-08T00:17:43Z,1910000,False,,,0,,C. Castleton Free Throw 1 of 2 (3 PTS),[1630658],1610612755.0,PHI,,,,Castleton,C. Castleton,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
192,PT08M28.00S,2025-04-08T00:18:02.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630658,,,1610612755,41,34,2025-04-08T00:18:02Z,1920000,False,,,0,,C. Castleton Free Throw 2 of 2 (4 PTS),[1630658],1610612755.0,PHI,,,,Castleton,C. Castleton,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
193,PT08M18.00S,2025-04-08T00:18:17.6Z,2,REGULAR,foul,technical,['1freethrow'],1630658,,,1610612748,41,34,2025-04-08T00:18:28Z,1930000,False,,,0,,C. Castleton defensive-3-second technical FOUL (1 Tech),[1630658],1610612755.0,PHI,defensive-3-second,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,,,,200832.0,0.0,1.0,,,,,,,,,,,,,,
194,PT08M18.00S,2025-04-08T00:18:35.7Z,2,REGULAR,freethrow,1 of 1,[],1629130,,,1610612748,42,34,2025-04-08T00:18:35Z,1940000,False,,,0,,D. Robinson technical Free Throw 1 of 1 (9 PTS),[1629130],1610612748.0,MIA,technical,,,Robinson,D. Robinson,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
195,PT08M13.00S,2025-04-08T00:18:52.5Z,2,REGULAR,3pt,Jump Shot,[],1631170,16.245072273324574,4.166666666666666,1610612748,42,34,2025-04-08T00:18:57Z,1950000,False,229.0,100.0,1,left,MISS J. Jaquez Jr. 25' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
196,PT08M09.00S,2025-04-08T00:18:56.5Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612748,42,34,2025-04-08T00:18:57Z,1960000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,195.0,,,,,,,,,,2.0,1.0,1.0,,,,,
197,PT08M03.00S,2025-04-08T00:19:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630558,5.995400788436268,51.9607843137255,1610612748,44,34,2025-04-08T00:19:06Z,1970000,False,-10.0,4.0,1,left,D. Mitchell driving Layup (4 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,,,,4.0,,,,,,,,
198,PT07M47.00S,2025-04-08T00:19:17.8Z,2,REGULAR,2pt,Jump Shot,[],1629022,92.46057818659659,83.82352941176471,1610612755,44,36,2025-04-08T00:19:22Z,1980000,False,169.0,18.0,1,right,L. Walker IV 17' step back Jump Shot (11 PTS) (C. Castleton 2 AST),"[1629022, 1630658]",1610612755.0,PHI,step back,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Right,17.01,Made,,,,,,,,,,11.0,,,,C. Castleton,1630658.0,2.0,,
200,PT07M24.00S,2025-04-08T00:19:40.7Z,2,REGULAR,3pt,Jump Shot,[],1631170,4.28712220762155,94.85294117647058,1610612748,44,36,2025-04-08T00:19:45Z,2000000,False,-224.0,-12.0,1,left,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
201,PT07M21.00S,2025-04-08T00:19:43.7Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,44,36,2025-04-08T00:19:45Z,2010000,False,,,0,,R. Council IV REBOUND (Off:0 Def:1),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Left Corner 3,24+ Left,,,200.0,,,,,,,,,,1.0,1.0,0.0,,,,,
203,PT07M01.00S,2025-04-08T00:20:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,82.21090670170827,59.80392156862745,1610612755,44,38,2025-04-08T00:20:28Z,2030000,False,49.0,115.0,1,right,R. Council IV 12' driving floating Jump Shot (2 PTS),[1641741],1610612755.0,PHI,driving floating,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,12.47,Made,,,,,,,,,,2.0,,,,,,,,
204,PT07M01.00S,2025-04-08T00:20:15.7Z,2,REGULAR,foul,personal,['1freethrow'],1629312,,,1610612755,44,38,2025-04-08T00:20:44Z,2040000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Council IV 1 FT),"[1629312, 1641741]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,1627541.0,1.0,0.0,Council IV,1641741.0,,,,,,,,,,,,
206,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,out,[],203937,,,1610612755,44,38,2025-04-08T00:20:42Z,2060000,False,,,0,,SUB out: K. Anderson,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,out,[],1629312,,,1610612755,44,38,2025-04-08T00:20:42Z,2070000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,out,[],200768,,,1610612755,44,38,2025-04-08T00:20:42Z,2080000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,out,[],1641720,,,1610612755,44,38,2025-04-08T00:20:42Z,2090000,False,,,0,,SUB out: J. Hood-Schifino,[1641720],1610612755.0,PHI,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,out,[],1630658,,,1610612755,44,38,2025-04-08T00:20:42Z,2100000,False,,,0,,SUB out: C. Castleton,[1630658],1610612755.0,PHI,,,,Castleton,C. Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,in,[],1642276,,,1610612755,44,38,2025-04-08T00:20:42Z,2110000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,in,[],1629639,,,1610612755,44,38,2025-04-08T00:20:42Z,2120000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,in,[],1630215,,,1610612755,44,38,2025-04-08T00:20:42Z,2130000,False,,,0,,SUB in: J. Butler,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,in,[],1641737,,,1610612755,44,38,2025-04-08T00:20:42Z,2140000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M01.00S,2025-04-08T00:20:21.5Z,2,REGULAR,substitution,in,[],1629656,,,1610612755,44,38,2025-04-08T00:20:42Z,2150000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M01.00S,2025-04-08T00:20:50.6Z,2,REGULAR,freethrow,1 of 1,[],1641741,,,1610612755,44,38,2025-04-08T00:20:50Z,2160000,False,,,0,,MISS R. Council IV Free Throw 1 of 1,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
217,PT06M58.00S,2025-04-08T00:20:53.6Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,44,38,2025-04-08T00:20:58Z,2170000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,216.0,,,,,,,,,,2.0,1.0,1.0,,,,,
218,PT06M47.00S,2025-04-08T00:21:03.2Z,2,REGULAR,2pt,Layup,[],1630558,6.783837056504599,68.13725490196079,1610612748,44,38,2025-04-08T00:21:31Z,2180000,False,-91.0,11.0,1,left,MISS D. Mitchell 9' driving finger roll Layup,[1630558],1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,9.14,Missed,,,,,,,,,,,,,,,,,,
219,PT06M44.00S,2025-04-08T00:21:06.2Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,44,38,2025-04-08T00:21:08Z,2190000,False,,,0,,A. Bona REBOUND (Off:0 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,,,218.0,,,,,,,,,,3.0,3.0,0.0,,,,,
220,PT06M36.00S,2025-04-08T00:21:14.5Z,2,REGULAR,2pt,Jump Shot,[],1629656,78.66294349540078,51.9607843137255,1610612755,44,38,2025-04-08T00:21:20Z,2200000,False,10.0,148.0,1,right,MISS Q. Grimes 14' step back Shot,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Center,14.84,Missed,,,,,,,,,,,,,,,,,,
221,PT06M32.00S,2025-04-08T00:21:18.5Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,44,38,2025-04-08T00:21:20Z,2210000,False,,,0,,K. Ware REBOUND (Off:2 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Center,,,220.0,,,,,,,,,,7.0,5.0,2.0,,,,,
222,PT06M28.00S,2025-04-08T00:21:26.7Z,2,REGULAR,foul,personal,[],1629656,,,1610612748,44,38,2025-04-08T00:21:37Z,2220000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1629130]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left Center,,,,1627541.0,1.0,0.0,Robinson,1629130.0,,,,,,,,,,,,
224,PT06M12.00S,2025-04-08T00:22:01.8Z,2,REGULAR,2pt,Jump Shot,[],1629639,14.799605781865965,80.63725490196079,1610612748,44,38,2025-04-08T00:22:09Z,2240000,False,-153.0,87.0,1,left,MISS T. Herro 17' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left,17.6,Missed,,,,,,,,,,,,,,,,,,
225,PT06M09.00S,2025-04-08T00:22:04.8Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,44,38,2025-04-08T00:22:09Z,2250000,False,,,0,,K. Ware REBOUND (Off:3 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left,,,224.0,,,,,,,,,,8.0,5.0,3.0,,,,,
226,PT06M04.00S,2025-04-08T00:22:09.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642276,10.200394218134035,45.588235294117645,1610612748,44,38,2025-04-08T00:22:13Z,2260000,False,22.0,43.0,1,left,MISS K. Ware driving Hook,[1642276],1610612748.0,MIA,driving,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,4.87,Missed,,,,,,,,,,,,,,,,,,
227,PT06M01.00S,2025-04-08T00:22:12.4Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,44,38,2025-04-08T00:22:13Z,2270000,False,,,0,,A. Bona REBOUND (Off:0 Def:4),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,226.0,,,,,,,,,,4.0,4.0,0.0,,,,,
228,PT05M56.00S,2025-04-08T00:22:18.6Z,2,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612755,44,38,2025-04-08T00:22:32Z,2280000,False,,,0,,K. Ware shooting personal FOUL (1 PF) (Walker IV 2 FT),"[1642276, 1629022]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,1627541.0,1.0,0.0,Walker IV,1629022.0,,,,,,,,,,,,
230,PT05M56.00S,2025-04-08T00:22:42.7Z,2,REGULAR,freethrow,1 of 2,[],1629022,,,1610612755,44,39,2025-04-08T00:22:42Z,2300000,False,,,0,,L. Walker IV Free Throw 1 of 2 (12 PTS),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,,,,,,12.0,,,,,,,,
231,PT05M56.00S,2025-04-08T00:22:43.5Z,2,REGULAR,substitution,out,[],1631170,,,1610612755,44,39,2025-04-08T00:22:51Z,2310000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M56.00S,2025-04-08T00:22:43.5Z,2,REGULAR,substitution,in,[],1641796,,,1610612755,44,39,2025-04-08T00:22:51Z,2320000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M56.00S,2025-04-08T00:23:04.1Z,2,REGULAR,freethrow,2 of 2,[],1629022,,,1610612755,44,40,2025-04-08T00:23:04Z,2330000,False,,,0,,L. Walker IV Free Throw 2 of 2 (13 PTS),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,,,,,,13.0,,,,,,,,
234,PT05M40.00S,2025-04-08T00:23:26.3Z,2,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612748,44,40,2025-04-08T00:23:35Z,2340000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Larsson 2 FT),"[1629656, 1641796]",1610612755.0,PHI,shooting,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Right,,,,1199.0,2.0,0.0,Larsson,1641796.0,,,,,,,,,,,,
236,PT05M40.00S,2025-04-08T00:24:04.3Z,2,REGULAR,freethrow,1 of 2,[],1641796,,,1610612748,45,40,2025-04-08T00:24:33Z,2360000,False,,,0,,P. Larsson Free Throw 1 of 2 (9 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
237,PT05M40.00S,2025-04-08T00:24:05.1Z,2,REGULAR,substitution,out,[],1629022,,,1610612748,45,40,2025-04-08T00:24:12Z,2370000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M40.00S,2025-04-08T00:24:05.1Z,2,REGULAR,substitution,in,[],1642024,,,1610612748,45,40,2025-04-08T00:24:12Z,2380000,False,,,0,,SUB in: A. Reese,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M40.00S,2025-04-08T00:24:04.3Z,2,REGULAR,freethrow,2 of 2,[],1641796,,,1610612748,45,40,2025-04-08T00:24:33Z,2390000,False,,,0,,MISS P. Larsson Free Throw 2 of 2,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT05M37.00S,2025-04-08T00:24:07.3Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,45,40,2025-04-08T00:24:33Z,2400000,False,,,0,,R. Council IV REBOUND (Off:0 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,239.0,,,,,,,,,,2.0,2.0,0.0,,,,,
241,PT05M26.00S,2025-04-08T00:24:39.8Z,2,REGULAR,3pt,Jump Shot,[],1642024,94.95729303547962,95.83333333333334,1610612755,45,40,2025-04-08T00:24:44Z,2410000,False,229.0,-5.0,1,right,MISS A. Reese 3PT,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
242,PT05M21.00S,2025-04-08T00:24:44.8Z,2,REGULAR,rebound,offensive,[],1641741,,,1610612755,45,40,2025-04-08T00:24:44Z,2420000,False,,,0,,R. Council IV REBOUND (Off:1 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Right Corner 3,24+ Right,,,241.0,,,,,,,,,,3.0,2.0,1.0,,,,,
243,PT05M20.00S,2025-04-08T00:24:45.6Z,2,REGULAR,turnover,bad pass,[],1641741,,,1610612755,45,40,2025-04-08T00:24:49Z,2430000,False,,,0,,R. Council IV bad pass TURNOVER (1 TO),"[1641741, 1641796]",1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,Larsson,1641796.0,,,,,,,,,
244,PT05M20.00S,2025-04-08T00:24:45.6Z,2,REGULAR,steal,,[],1641796,,,1610612748,45,40,2025-04-08T00:24:48Z,2440000,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
245,PT05M08.00S,2025-04-08T00:24:57.3Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,45,40,2025-04-08T00:38:51Z,2450000,False,,,0,,T. Herro bad pass TURNOVER (4 TO),"[1629639, 1629656]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,4.0,Grimes,1629656.0,,,,,,,,,
246,PT05M08.00S,2025-04-08T00:24:57.3Z,2,REGULAR,steal,,[],1629656,,,1610612755,45,40,2025-04-08T00:24:59Z,2460000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
247,PT05M00.00S,2025-04-08T00:25:05.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,90.62089356110381,41.42156862745098,1610612755,45,40,2025-04-08T00:26:00Z,2470000,False,-43.0,36.0,1,right,MISS Q. Grimes driving finger roll Layup,[1629656],1610612755.0,PHI,driving finger roll,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,,
248,PT04M57.00S,2025-04-08T00:25:08.8Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,45,40,2025-04-08T00:25:10Z,2480000,False,,,0,,K. Ware REBOUND (Off:3 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,247.0,,,,,,,,,,9.0,6.0,3.0,,,,,
249,PT04M53.00S,2025-04-08T00:25:13.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,21.23850197109067,9.068627450980392,1610612748,48,40,2025-04-08T00:25:20Z,2490000,False,205.0,147.0,1,left,T. Herro 25' 3PT running (7 PTS) (D. Mitchell 3 AST),"[1629639, 1630558]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.21,Made,,,,,,,,,,7.0,,,,D. Mitchell,1630558.0,3.0,,
251,PT04M40.00S,2025-04-08T00:25:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,83.13074901445466,50.49019607843137,1610612755,48,40,2025-04-08T00:25:29Z,2510000,False,2.0,106.0,1,right,MISS J. Butler 10' driving floating Shot,[1630215],1610612755.0,PHI,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,10.61,Missed,,,,,,,,,,,,,,,,,,
