actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-22T00:45:10.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-22T00:45:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-22T00:45:12.9Z,1,REGULAR,jumpball,recovered,[],1628389,,,1610612748,0,0,2025-01-22T00:45:12Z,40000,False,,,0,,Jump Ball K. Ware vs. D. Ayton: Tip to B. Adebayo,"[1628389, 1642276, 1629028]",1610612748.0,MIA,startperiod,B. Adebayo,1628389.0,Adebayo,B. Adebayo,Ware,1642276.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-01-22T00:45:31.3Z,1,REGULAR,3pt,Jump Shot,[],1626179,67.7562417871222,56.61764705882353,1610612748,0,0,2025-01-22T00:45:38Z,70000,False,33.0,251.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,25.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-01-22T00:45:33.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,0,0,2025-01-22T00:46:48Z,80000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-01-22T00:45:38.7Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612757,0,0,2025-01-22T00:45:55Z,90000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Avdija 2 FT),"[1628389, 1630166]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,
11,PT11M33.00S,2025-01-22T00:46:08.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630166,,,1610612757,0,0,2025-01-22T00:46:08Z,110000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M33.00S,2025-01-22T00:46:08.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,0,0,2025-01-22T00:46:08Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M33.00S,2025-01-22T00:46:23.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630166,,,1610612757,0,0,2025-01-22T00:46:23Z,130000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M31.00S,2025-01-22T00:46:24.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2025-01-22T00:46:24Z,140000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M15.00S,2025-01-22T00:46:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,86.5473061760841,55.392156862745104,1610612748,0,0,2025-01-22T00:46:57Z,150000,False,27.0,74.0,1,right,MISS J. Butler 7' driving finger roll Layup,[202710],1610612748.0,MIA,driving finger roll,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,7.88,Missed,,,,,,,,,,,,,,,,,,
16,PT11M14.00S,2025-01-22T00:46:41.9Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,0,0,2025-01-22T00:47:42Z,160000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT11M14.00S,2025-01-22T00:46:45.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,94.40999984741211,50.0,1610612748,2,0,2025-01-22T00:47:46Z,170000,False,0.0,0.0,1,right,J. Butler tip Layup (2 PTS),[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
18,PT10M56.00S,2025-01-22T00:46:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,18.528252299605782,48.877910539215684,1610612757,2,2,2025-01-22T00:48:13Z,180000,False,6.0,122.0,1,left,A. Simons 12' driving floating Jump Shot (2 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,12.18,Made,,,,,,,,,,2.0,,,,,,,,
19,PT10M43.00S,2025-01-22T00:47:11.5Z,1,REGULAR,3pt,Jump Shot,[],1629130,70.51576872536137,70.83333333333334,1610612748,5,2,2025-01-22T00:47:17Z,190000,False,104.0,225.0,1,right,D. Robinson 24' 3PT  (3 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,24.77,Made,,,,,,,,,,3.0,J. Butler,202710.0,1.0,,,,,
21,PT10M24.00S,2025-01-22T00:47:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,8.623521681997373,55.88235294117647,1610612757,5,2,2025-01-22T00:47:39Z,210000,False,-29.0,29.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 1629130]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,Robinson,1629130.0,,,
22,PT10M24.00S,2025-01-22T00:47:31.3Z,1,REGULAR,block,,[],1629130,,,1610612757,5,2,2025-01-22T00:47:34Z,220000,False,,,0,,D. Robinson BLOCK (1 BLK),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M23.00S,2025-01-22T00:47:32.3Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,5,2,2025-01-22T00:56:47Z,230000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,
24,PT10M22.00S,2025-01-22T00:47:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,5.863994743758213,49.26470588235294,1610612757,5,4,2025-01-22T00:56:56Z,240000,False,4.0,3.0,1,left,D. Avdija putback Layup (2 PTS),[1630166],1610612757.0,POR,putback,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.45,Made,,,,,,,,,,2.0,,,,,,,,
25,PT10M08.00S,2025-01-22T00:47:46.6Z,1,REGULAR,2pt,Jump Shot,[],1642276,92.46057818659659,71.32352941176471,1610612748,7,4,2025-01-22T00:49:31Z,250000,False,107.0,18.0,1,right,K. Ware 10' pullup Jump Shot (2 PTS) (T. Rozier 1 AST),"[1642276, 1626179]",1610612748.0,MIA,pullup,,,Ware,K. Ware,,,,,Mid-Range,8-16 Right,10.82,Made,,,,,,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,
28,PT09M48.00S,2025-01-22T00:48:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,23.603810775295663,89.2156862745098,1610612757,7,7,2025-01-22T00:48:34Z,280000,False,-196.0,169.0,1,left,A. Simons 25' 3PT pullup (5 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.91,Made,,,,,,,,,,5.0,,,,,,,,
