actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-04T00:42:21.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-04T00:42:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-04T00:42:25.0Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612748,0,0,2025-03-04T00:42:25Z,40000,False,,,0,,Jump Ball B. Adebayo vs. A. Sarr: Tip to T. Rozier,"[1626179, 1628389, 1642259]",1610612748.0,MIA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Adebayo,1628389.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-03-04T00:42:42.3Z,1,REGULAR,3pt,Jump Shot,[],202692,11.251642575558476,1.715686274509804,1610612748,0,0,2025-03-04T00:42:48Z,70000,False,241.0,53.0,1,left,MISS A. Burks 24' 3PT,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2025-03-04T00:42:46.3Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,0,0,2025-03-04T00:42:48Z,80000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-03-04T00:43:00.4Z,1,REGULAR,2pt,Jump Shot,[],203114,76.69185282522996,70.83333333333334,1610612764,0,2,2025-03-04T00:43:05Z,90000,False,104.0,167.0,1,right,K. Middleton 19' step back Jump Shot (2 PTS),[203114],1610612764.0,WAS,step back,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,19.65,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M01.00S,2025-03-04T00:43:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.004599211563733,46.568627450980394,1610612748,0,2,2025-03-04T00:43:23Z,100000,False,17.0,126.0,1,left,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.73,Missed,,,,,,,,,,,,,,,,,,
11,PT10M59.00S,2025-03-04T00:43:21.4Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,0,2,2025-03-04T00:43:23Z,110000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT10M50.00S,2025-03-04T00:43:49.4Z,1,REGULAR,foul,personal,['2freethrow'],1642259,,,1610612748,0,2,2025-03-04T00:44:00Z,130000,False,,,0,,A. Sarr shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1642259, 1628389]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,,,,,,,,1627963.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,
15,PT10M50.00S,2025-03-04T00:44:17.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,1,2,2025-03-04T00:44:17Z,150000,False,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
16,PT10M50.00S,2025-03-04T00:44:35.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,2,2,2025-03-04T00:44:35Z,160000,False,,,0,,B. Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M38.00S,2025-03-04T00:44:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,91.01511169513797,58.08823529411765,1610612764,2,2,2025-03-04T00:45:28Z,170000,False,40.0,32.0,1,right,MISS A. Sarr driving Layup,[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2025-03-04T00:44:50.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,2,2,2025-03-04T00:44:53Z,180000,False,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M31.00S,2025-03-04T00:44:55.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,31.225361366622867,65.44117647058823,1610612748,2,2,2025-03-04T00:46:13Z,190000,False,-77.0,241.0,1,left,MISS K. Love 25' running 3PT,[201567],1610612748.0,MIA,running,,,Love,K. Love,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2025-03-04T00:44:59.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,2,2,2025-03-04T00:44:59Z,200000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M29.00S,2025-03-04T00:45:01.7Z,1,REGULAR,foul,personal,[],203114,,,1610612748,2,2,2025-03-04T00:45:19Z,210000,False,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 1628389]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,
23,PT10M14.00S,2025-03-04T00:45:35.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628389,5.469776609724048,50.73529411764706,1610612748,4,2,2025-03-04T00:45:41Z,230000,False,-4.0,-1.0,1,left,B. Adebayo alley-oop DUNK (4 PTS) (T. Rozier 1 AST),"[1628389, 1626179]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,4.0,,,,,,T. Rozier,1626179.0,1.0,,,,,
