actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
175,PT10M58.00S,2025-04-06T00:40:43.0Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,30,25,2025-04-06T00:41:19Z,1710000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
176,PT10M56.00S,2025-04-06T00:40:45.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,30,25,2025-04-06T00:41:19Z,1720000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,175.0,4.0,3.0,1.0,,,,,,,,,,
177,PT10M38.00S,2025-04-06T00:41:32.4Z,2,REGULAR,3pt,Jump Shot,[],1626179,32.14520367936925,50.98039215686274,1610612748,30,25,2025-04-06T00:41:41Z,1730000,False,-5.0,250.0,1,left,MISS T. Rozier 24' step back 3PT,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,24.97,Missed,,,,,,,,,,,,,,,
178,PT10M33.00S,2025-04-06T00:41:37.4Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,30,25,2025-04-06T00:41:41Z,1740000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,
179,PT10M27.00S,2025-04-06T00:41:43.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629645,91.93495400788436,53.18627450980392,1610612749,30,25,2025-04-06T00:44:07Z,1750000,False,16.0,23.0,1,right,MISS K. Porter Jr. driving floating Shot,[1629645],1610612749.0,MIL,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,2.82,Missed,,,,,,,,,,,,,,,
180,PT10M24.00S,2025-04-06T00:41:46.3Z,2,REGULAR,rebound,defensive,[],203937,,,1610612748,30,25,2025-04-06T00:41:48Z,1760000,False,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,
181,PT10M19.00S,2025-04-06T00:41:51.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,8.360709592641262,45.83333333333333,1610612748,30,25,2025-04-06T00:44:45Z,1770000,False,21.0,26.0,1,left,MISS K. Anderson driving floating Shot,[203937],1610612748.0,MIA,driving floating,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,3.34,Missed,,,,,,,,,,,,,,,
182,PT10M18.00S,2025-04-06T00:41:52.8Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,30,25,2025-04-06T00:44:45Z,1780000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,
183,PT10M17.00S,2025-04-06T00:41:58.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629312,5.590000152587891,50.0,1610612748,30,25,2025-04-06T00:45:06Z,1790000,False,0.0,0.0,1,left,MISS H. Highsmith tip Layup,[1629312],1610612748.0,MIA,tip,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
184,PT10M16.00S,2025-04-06T00:41:59.6Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,30,25,2025-04-06T00:45:06Z,1800000,False,,,0,,A. Green REBOUND (Off:0 Def:2),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,
185,PT10M08.00S,2025-04-06T00:42:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.77463863337714,44.11764705882353,1610612749,30,27,2025-04-06T00:45:47Z,1810000,False,-29.0,6.0,1,right,G. Antetokounmpo driving finger roll Layup (8 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,3.0,Made,8.0,,,,,,,,,,,,,,
186,PT09M46.00S,2025-04-06T00:42:23.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.697109067017081,49.26470588235294,1610612748,32,27,2025-04-06T00:42:32Z,1820000,False,4.0,67.0,1,left,B. Adebayo 6' driving floating Jump Shot (17 PTS),[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,6.7,Made,17.0,,,,,,,,,,,,,,
187,PT09M27.00S,2025-04-06T00:42:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631260,94.1688567674113,49.26470588235294,1610612749,32,29,2025-04-06T00:46:40Z,1830000,False,-4.0,2.0,1,right,A. Green reverse Layup (5 PTS) (P. Connaughton 1 AST),"[1631260, 1626192]",1610612749.0,MIL,reverse,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,0.44,Made,5.0,,,,,,,,,,P. Connaughton,1626192.0,1.0,,
189,PT09M08.00S,2025-04-06T00:43:02.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203937,12.434296977660972,47.30392156862745,1610612748,32,29,2025-04-06T00:43:08Z,1850000,False,13.0,64.0,1,left,MISS K. Anderson 6' turnaround Hook,[203937],1610612748.0,MIA,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.58,Missed,,,,,,,,,,,,,,,
190,PT09M05.00S,2025-04-06T00:43:05.8Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,32,29,2025-04-06T00:43:08Z,1860000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,
191,PT09M00.00S,2025-04-06T00:43:12.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.9060446780552,49.26470588235294,1610612749,32,31,2025-04-06T00:43:20Z,1870000,False,-4.0,5.0,1,right,G. Antetokounmpo driving DUNK (10 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,0.61,Made,10.0,,,,,,,,,,,,,,
192,PT09M00.00S,2025-04-06T00:43:18.7Z,2,REGULAR,foul,personal,['1freethrow'],203937,,,1610612749,32,31,2025-04-06T00:43:25Z,1880000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[203937, 203507]",1610612748.0,MIA,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
194,PT09M00.00S,2025-04-06T00:44:01.6Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,32,31,2025-04-06T00:44:05Z,1900000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
195,PT08M58.00S,2025-04-06T00:44:03.6Z,2,REGULAR,rebound,defensive,[],203937,,,1610612748,32,31,2025-04-06T00:44:05Z,1910000,False,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,194.0,4.0,3.0,1.0,,,,,,,,,,
196,PT08M44.00S,2025-04-06T00:44:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.16491458607096,61.51960784313726,1610612748,34,31,2025-04-06T00:44:21Z,1920000,False,-58.0,109.0,1,left,B. Adebayo 12' pullup Jump Shot (19 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,12.32,Made,19.0,,,,,,,,,,,,,,
197,PT08M27.00S,2025-04-06T00:44:34.2Z,2,REGULAR,3pt,Jump Shot,[],1631260,74.58935611038108,82.35294117647058,1610612749,34,34,2025-04-06T00:48:40Z,1930000,False,162.0,186.0,1,right,A. Green 24' 3PT  (8 PTS) (P. Connaughton 2 AST),"[1631260, 1626192]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,24.68,Made,8.0,,,,,,,,,,P. Connaughton,1626192.0,2.0,,
200,PT08M05.00S,2025-04-06T00:45:02.3Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612748,34,34,2025-04-06T00:45:10Z,1960000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Adebayo 2 FT),"[203507, 1628389]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,202007.0,1.0,0.0,Adebayo,1628389.0,,,,,
203,PT08M05.00S,2025-04-06T00:45:30.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,35,34,2025-04-06T00:45:30Z,1980000,False,,,0,,B. Adebayo Free Throw 1 of 2 (20 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
204,PT08M05.00S,2025-04-06T00:45:48.4Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,36,34,2025-04-06T00:45:48Z,1990000,False,,,0,,B. Adebayo Free Throw 2 of 2 (21 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
205,PT07M49.00S,2025-04-06T00:46:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631260,94.03745072273325,50.73529411764706,1610612749,36,34,2025-04-06T00:46:11Z,2000000,False,4.0,4.0,1,right,MISS A. Green driving finger roll Layup,[1631260],1610612749.0,MIL,driving finger roll,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,0.51,Missed,,,,,,,,,,,,,,,
206,PT07M46.00S,2025-04-06T00:46:09.0Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612748,36,34,2025-04-06T00:46:11Z,2010000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,
207,PT07M43.00S,2025-04-06T00:46:12.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626179,11.514454664914586,39.21568627450981,1610612748,36,34,2025-04-06T00:49:39Z,2020000,False,54.0,56.0,1,left,MISS T. Rozier 7' driving floating bank Shot,[1626179],1610612748.0,MIA,driving floating bank,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,7.75,Missed,,,,,,,,,,,,,,,
208,PT07M40.00S,2025-04-06T00:46:15.5Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,36,34,2025-04-06T00:46:19Z,2030000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,207.0,2.0,2.0,0.0,,,,,,,,,,
209,PT07M36.00S,2025-04-06T00:46:20.0Z,2,REGULAR,foul,personal,['3freethrow'],203937,,,1610612749,36,34,2025-04-06T00:46:32Z,2040000,False,,,0,,K. Anderson shooting personal FOUL (2 PF) (Porter Jr. 3 FT),"[203937, 1629645]",1610612748.0,MIA,shooting,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1630886.0,2.0,0.0,Porter Jr.,1629645.0,,,,,
211,PT07M36.00S,2025-04-06T00:46:50.3Z,2,REGULAR,freethrow,1 of 3,[],1629645,,,1610612749,36,34,2025-04-06T00:46:50Z,2060000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 3,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
212,PT07M36.00S,2025-04-06T00:46:50.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,36,34,2025-04-06T00:46:50Z,2070000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,
213,PT07M36.00S,2025-04-06T00:47:13.2Z,2,REGULAR,freethrow,2 of 3,[],1629645,,,1610612749,36,35,2025-04-06T00:47:13Z,2080000,False,,,0,,K. Porter Jr. Free Throw 2 of 3 (5 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
214,PT07M36.00S,2025-04-06T00:47:13.8Z,2,REGULAR,substitution,out,[],1626179,,,1610612749,36,35,2025-04-06T00:47:21Z,2090000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M36.00S,2025-04-06T00:47:13.8Z,2,REGULAR,substitution,out,[],203937,,,1610612749,36,35,2025-04-06T00:47:21Z,2100000,False,,,0,,SUB out: K. Anderson,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M36.00S,2025-04-06T00:47:13.8Z,2,REGULAR,substitution,in,[],1641796,,,1610612749,36,35,2025-04-06T00:47:21Z,2110000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M36.00S,2025-04-06T00:47:13.8Z,2,REGULAR,substitution,in,[],1629130,,,1610612749,36,35,2025-04-06T00:47:21Z,2120000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M36.00S,2025-04-06T00:48:57.2Z,2,REGULAR,freethrow,3 of 3,[],1629645,,,1610612749,36,36,2025-04-06T00:48:57Z,2140000,False,,,0,,K. Porter Jr. Free Throw 3 of 3 (6 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
220,PT07M20.00S,2025-04-06T00:49:17.8Z,2,REGULAR,3pt,Jump Shot,[],1641796,27.808804204993432,23.774509803921568,1610612748,36,36,2025-04-06T00:49:22Z,2150000,False,131.0,209.0,1,left,MISS P. Larsson 24' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,,,,24.66,Missed,,,,,,,,,,,,,,,
221,PT07M18.00S,2025-04-06T00:49:19.8Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,36,36,2025-04-06T00:50:46Z,2160000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,220.0,3.0,3.0,0.0,,,,,,,,,,
222,PT07M11.00S,2025-04-06T00:49:29.2Z,2,REGULAR,2pt,Jump Shot,[],1629645,76.2976346911958,37.254901960784316,1610612749,36,38,2025-04-06T00:50:15Z,2170000,False,-64.0,170.0,1,right,K. Porter Jr. 18' pullup Jump Shot (8 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,18.18,Made,8.0,,,,,,,,,,,,,,
223,PT06M59.00S,2025-04-06T00:49:43.4Z,2,REGULAR,turnover,out-of-bounds,[],1629312,,,1610612748,36,38,2025-04-06T00:49:57Z,2180000,False,,,0,,H. Highsmith step out-of-bounds TURNOVER (1 TO),[1629312],1610612748.0,MIA,step,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,,1630886.0,,,,,,,,,
224,PT06M59.00S,2025-04-06T00:49:53.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,36,38,2025-04-06T00:49:53Z,2190000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M35.00S,2025-04-06T00:53:18.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,68.01905387647832,19.852941176470587,1610612749,36,41,2025-04-06T00:53:24Z,2200000,False,-151.0,248.0,1,right,P. Connaughton 29' 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,29.03,Made,3.0,,,,,,,,,,G. Antetokounmpo,203507.0,3.0,,
227,PT06M17.00S,2025-04-06T00:53:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,15.325229960578188,59.55882352941176,1610612748,38,41,2025-04-06T00:53:47Z,2220000,False,-48.0,92.0,1,left,D. Mitchell 10' driving floating Jump Shot (6 PTS) (B. Adebayo 2 AST),"[1630558, 1628389]",1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,10.33,Made,6.0,,,,,,,,,,B. Adebayo,1628389.0,2.0,,
229,PT06M07.00S,2025-04-06T00:53:49.9Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612749,38,41,2025-04-06T00:54:14Z,2240000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1630558, 1629645]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Porter Jr.,1629645.0,,,,,
231,PT06M07.00S,2025-04-06T00:54:27.1Z,2,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,38,42,2025-04-06T00:54:27Z,2260000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (9 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
232,PT06M07.00S,2025-04-06T00:54:28.7Z,2,REGULAR,substitution,out,[],1628389,,,1610612749,38,42,2025-04-06T00:54:42Z,2270000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M07.00S,2025-04-06T00:54:28.7Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,38,42,2025-04-06T00:54:42Z,2280000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M07.00S,2025-04-06T00:54:28.7Z,2,REGULAR,substitution,out,[],203507,,,1610612749,38,42,2025-04-06T00:54:42Z,2290000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M07.00S,2025-04-06T00:54:28.7Z,2,REGULAR,substitution,in,[],1642276,,,1610612749,38,42,2025-04-06T00:54:42Z,2300000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M07.00S,2025-04-06T00:54:28.7Z,2,REGULAR,substitution,in,[],201572,,,1610612749,38,42,2025-04-06T00:54:42Z,2310000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M07.00S,2025-04-06T00:54:28.7Z,2,REGULAR,substitution,in,[],1627752,,,1610612749,38,42,2025-04-06T00:54:42Z,2320000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M07.00S,2025-04-06T00:54:59.1Z,2,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,38,43,2025-04-06T00:54:59Z,2330000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (10 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
239,PT05M49.00S,2025-04-06T00:55:18.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,13.61695137976347,56.86274509803921,1610612748,40,43,2025-04-06T00:57:28Z,2340000,False,-34.0,75.0,1,left,D. Mitchell 8' driving floating Jump Shot (8 PTS),[1630558],1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,8.29,Made,8.0,,,,,,,,,,,,,,
241,PT05M37.00S,2025-04-06T00:55:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.51182654402102,53.67647058823529,1610612749,40,43,2025-04-06T00:55:35Z,2360000,False,18.0,8.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,2.03,Missed,,,,,,,,,,,,,,,
242,PT05M35.00S,2025-04-06T00:55:32.6Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,40,43,2025-04-06T00:59:46Z,2370000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,241.0,5.0,3.0,2.0,,,,,,,,,,
243,PT05M26.00S,2025-04-06T00:55:41.9Z,2,REGULAR,3pt,Jump Shot,[],1629130,29.25427069645204,23.774509803921568,1610612748,40,43,2025-04-06T00:55:48Z,2380000,False,131.0,222.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,25.83,Missed,,,,,,,,,,,,,,,
244,PT05M22.00S,2025-04-06T00:55:45.9Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,40,43,2025-04-06T00:55:48Z,2390000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,,
245,PT05M13.00S,2025-04-06T00:55:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,94.43166885676742,51.225490196078425,1610612749,40,45,2025-04-06T00:55:59Z,2400000,False,6.0,0.0,1,right,P. Connaughton driving finger roll Layup (5 PTS),[1626192],1610612749.0,MIL,driving finger roll,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,0.61,Made,5.0,,,,,,,,,,,,,,
246,PT05M04.00S,2025-04-06T00:56:03.2Z,2,REGULAR,3pt,Jump Shot,[],1641796,25.57490144546649,84.31372549019608,1610612748,40,45,2025-04-06T00:56:10Z,2410000,False,-172.0,188.0,1,left,MISS P. Larsson 25' pullup 3PT,[1641796],1610612748.0,MIA,pullup,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,,,,25.45,Missed,,,,,,,,,,,,,,,
247,PT05M02.00S,2025-04-06T00:56:05.2Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,40,45,2025-04-06T00:58:46Z,2420000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,,,
248,PT04M54.00S,2025-04-06T00:56:15.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641796,,,1610612749,40,45,2025-04-06T00:56:30Z,2430000,False,,,0,,P. Larsson shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1641796, 1629645]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1630886.0,2.0,0.0,Porter Jr.,1629645.0,,,,,
250,PT04M54.00S,2025-04-06T00:56:48.3Z,2,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,40,46,2025-04-06T00:56:48Z,2450000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (11 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
251,PT04M54.00S,2025-04-06T00:56:50.0Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,40,46,2025-04-06T00:56:54Z,2460000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M54.00S,2025-04-06T00:56:50.0Z,2,REGULAR,substitution,in,[],1628398,,,1610612749,40,46,2025-04-06T00:56:54Z,2470000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M54.00S,2025-04-06T00:57:08.6Z,2,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,40,47,2025-04-06T00:57:08Z,2480000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (12 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
254,PT04M44.00S,2025-04-06T00:57:20.4Z,2,REGULAR,3pt,Jump Shot,[],1629130,29.6484888304862,30.88235294117647,1610612748,43,47,2025-04-06T00:59:23Z,2490000,False,96.0,226.0,1,left,D. Robinson 24' 3PT  (6 PTS) (K. Ware 1 AST),"[1629130, 1642276]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,24.56,Made,6.0,,,,,,,,,,K. Ware,1642276.0,1.0,,
256,PT04M29.00S,2025-04-06T00:57:35.1Z,2,REGULAR,3pt,Jump Shot,[],201572,68.01905387647832,66.91176470588235,1610612749,43,47,2025-04-06T00:57:41Z,2510000,False,85.0,248.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,26.21,Missed,,,,,,,,,,,,,,,
