actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT03M44.00S,2025-01-19T20:28:36.9Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,12,17,2025-01-19T20:28:36Z,860000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,86.0,2.0,2.0,0.0,,,,,,,,
88,PT03M33.00S,2025-01-19T20:28:48.7Z,1,REGULAR,3pt,Jump Shot,[],1641705,38.58409986859396,51.470588235294116,1610612759,12,20,2025-01-19T20:28:59Z,870000,False,-7.0,310.0,1,left,V. Wembanyama 31' 3PT  (11 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,31.03,Made,11.0,,,,,,,,,,,,,,,,,
89,PT03M31.00S,2025-01-19T20:29:08.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,12,20,2025-01-19T20:29:08Z,880000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,12,20,2025-01-19T20:31:48Z,890000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,12,20,2025-01-19T20:31:48Z,900000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,out,[],1629312,,,1610612748,12,20,2025-01-19T20:31:48Z,910000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,out,[],203084,,,1610612748,12,20,2025-01-19T20:31:48Z,920000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,out,[],1642264,,,1610612748,12,20,2025-01-19T20:31:48Z,930000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,out,[],101108,,,1610612748,12,20,2025-01-19T20:31:48Z,940000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,out,[],1641705,,,1610612748,12,20,2025-01-19T20:31:48Z,950000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,12,20,2025-01-19T20:31:48Z,960000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,12,20,2025-01-19T20:31:48Z,970000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,12,20,2025-01-19T20:31:48Z,980000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,in,[],1629646,,,1610612748,12,20,2025-01-19T20:31:48Z,990000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,in,[],1630200,,,1610612748,12,20,2025-01-19T20:31:48Z,1000000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,in,[],1629640,,,1610612748,12,20,2025-01-19T20:31:48Z,1010000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M31.00S,2025-01-19T20:31:19.4Z,1,REGULAR,substitution,in,[],1630577,,,1610612748,12,20,2025-01-19T20:31:48Z,1020000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M13.00S,2025-01-19T20:32:08.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,91.5407358738502,55.392156862745104,1610612748,14,20,2025-01-19T20:32:14Z,1030000,False,27.0,27.0,1,right,J. Jaquez Jr. Hook (2 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.82,Made,2.0,,,,,,,,,,,,,,,,,
105,PT02M49.00S,2025-01-19T20:32:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,5.995400788436268,3.9215686274509802,1610612759,14,23,2025-01-19T20:32:36Z,1040000,False,230.0,4.0,1,left,J. Champagnie 3PT  (3 PTS) (D. Vassell 2 AST),"[1630577, 1630170]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,23.04,Made,3.0,D. Vassell,1630170.0,2.0,,,,,,,,,,,,,,
107,PT02M34.00S,2025-01-19T20:32:47.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,92.19776609724047,46.81372549019608,1610612748,16,23,2025-01-19T20:32:52Z,1060000,False,-16.0,21.0,1,right,K. Ware alley-oop DUNK (2 PTS) (N. Jović 1 AST),"[1642276, 1631107]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,N. Jović,1631107.0,1.0,,,,,,,,,,,,,,
109,PT02M12.00S,2025-01-19T20:33:09.2Z,1,REGULAR,2pt,Jump Shot,[],1630170,6.521024967148489,31.862745098039213,1610612759,16,25,2025-01-19T20:35:25Z,1080000,False,91.0,9.0,1,left,D. Vassell 9' step back Jump Shot (4 PTS),[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,9.11,Made,4.0,,,,,,,,,,,,,,,,,
110,PT01M55.00S,2025-01-19T20:33:26.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629130,86.41590013140605,41.17647058823529,1610612748,18,25,2025-01-19T20:33:33Z,1090000,False,-44.0,75.0,1,right,D. Robinson 8' driving bank Hook (4 PTS) (K. Ware 1 AST),"[1629130, 1642276]",1610612748.0,MIA,driving bank,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,8.72,Made,4.0,K. Ware,1642276.0,1.0,,,,,,,,,,,,,,
112,PT01M45.00S,2025-01-19T20:33:37.2Z,1,REGULAR,foul,personal,['3freethrow'],1629130,,,1610612759,18,25,2025-01-19T21:16:57Z,1102500,False,,,0,,D. Robinson shooting personal FOUL (2 PF) (Vassell 3 FT),"[1629130, 1630170]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,1199.0,,,,,,2.0,0.0,Vassell,1630170.0,,,,
116,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,substitution,out,[],202710,,,1610612759,18,25,2025-01-19T20:34:50Z,1105000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,substitution,out,[],1629130,,,1610612759,18,25,2025-01-19T20:34:50Z,1107500,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,18,25,2025-01-19T20:34:50Z,1108750,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,substitution,in,[],1626179,,,1610612759,18,25,2025-01-19T20:34:50Z,1109375,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,substitution,in,[],1629639,,,1610612759,18,25,2025-01-19T20:34:50Z,1109687,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,18,25,2025-01-19T20:34:50Z,1109843,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,freethrow,1 of 3,[],1630170,,,1610612759,18,26,2025-01-19T21:17:17Z,1130000,False,,,0,,D. Vassell Free Throw 1 of 3 (5 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
115,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,freethrow,2 of 3,[],1630170,,,1610612759,18,27,2025-01-19T21:17:17Z,1140000,False,,,0,,D. Vassell Free Throw 2 of 3 (6 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
122,PT01M45.00S,2025-01-19T20:34:18.1Z,1,REGULAR,freethrow,3 of 3,[],1630170,,,1610612759,18,28,2025-01-19T21:17:17Z,1210000,False,,,0,,D. Vassell Free Throw 3 of 3 (7 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
123,PT01M25.00S,2025-01-19T20:35:21.5Z,1,REGULAR,turnover,lost ball,[],1631107,,,1610612748,18,28,2025-01-19T20:35:27Z,1220000,False,,,0,,N. Jović lost ball TURNOVER (1 TO),"[1631107, 1629646]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Bassey,1629646.0
124,PT01M25.00S,2025-01-19T20:35:21.5Z,1,REGULAR,steal,,[],1629646,,,1610612759,18,28,2025-01-19T20:35:24Z,1230000,False,,,0,,C. Bassey STEAL (1 STL),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT01M20.00S,2025-01-19T20:35:25.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,6.1268068331143235,50.245098039215684,1610612759,18,28,2025-01-19T20:35:37Z,1250000,False,-1.0,5.0,1,left,MISS D. Vassell running Layup,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.52,Missed,,,,,,,,,,,,,,,,,,
127,PT01M13.00S,2025-01-19T20:35:32.9Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,18,28,2025-01-19T20:41:05Z,1260000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,126.0,1.0,0.0,1.0,,,,,,,,
128,PT01M13.00S,2025-01-19T20:35:32.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630577,5.590000152587891,50.0,1610612759,18,30,2025-01-19T20:40:58Z,1270000,False,0.0,0.0,1,left,J. Champagnie tip DUNK (5 PTS),[1630577],1610612759.0,SAS,tip,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
130,PT01M08.00S,2025-01-19T20:35:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.11760840998686,53.431372549019606,1610612748,18,30,2025-01-19T20:35:45Z,1290000,False,17.0,12.0,1,right,MISS T. Rozier driving finger roll Layup - blocked,"[1626179, 1630170]",1610612748.0,MIA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,Vassell,1630170.0,,
131,PT01M08.00S,2025-01-19T20:35:37.3Z,1,REGULAR,block,,[],1630170,,,1610612748,18,30,2025-01-19T20:35:41Z,1300000,False,,,0,,D. Vassell BLOCK (2 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M08.00S,2025-01-19T20:35:37.3Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,18,30,2025-01-19T20:35:45Z,1310000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,
133,PT00M59.70S,2025-01-19T20:35:47.1Z,1,REGULAR,turnover,bad pass,[],1629646,,,1610612759,18,30,2025-01-19T20:35:53Z,1320000,False,,,0,,C. Bassey bad pass TURNOVER (1 TO),"[1629646, 1631107]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Jović,1631107.0
134,PT00M59.70S,2025-01-19T20:35:47.1Z,1,REGULAR,steal,,[],1631107,,,1610612748,18,30,2025-01-19T20:53:28Z,1330000,False,,,0,,N. Jović STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT00M53.20S,2025-01-19T20:35:53.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631107,93.51182654402102,55.88235294117647,1610612748,18,30,2025-01-19T20:36:00Z,1340000,False,29.0,8.0,1,right,MISS N. Jović running Layup,[1631107],1610612748.0,MIA,running,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
136,PT00M48.60S,2025-01-19T20:35:58.2Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,18,30,2025-01-19T20:35:58Z,1350000,False,,,0,,C. Bassey REBOUND (Off:0 Def:2),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,
137,PT00M44.80S,2025-01-19T20:36:01.9Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,18,30,2025-01-19T20:36:06Z,1360000,False,,,0,,S. Castle bad pass TURNOVER (2 TO),"[1642264, 1631170]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,,,Jaquez Jr.,1631170.0
138,PT00M44.80S,2025-01-19T20:36:01.9Z,1,REGULAR,steal,,[],1631170,,,1610612748,18,30,2025-01-19T20:36:04Z,1370000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT00M41.40S,2025-01-19T20:36:06.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631107,93.11760840998686,52.450980392156865,1610612748,20,30,2025-01-19T20:36:15Z,1380000,False,12.0,12.0,1,right,N. Jović running Layup (2 PTS) (T. Herro 1 AST),"[1631107, 1629639]",1610612748.0,MIA,running,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
141,PT00M32.30S,2025-01-19T20:36:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,14.011169513797633,39.950980392156865,1610612759,20,30,2025-01-19T20:36:28Z,1400000,False,50.0,79.0,1,left,MISS S. Castle 9' driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Right,9.38,Missed,,,,,,,,,,,,,,,,,,
142,PT00M29.20S,2025-01-19T20:36:26.0Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,20,30,2025-01-19T20:36:28Z,1410000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,
143,PT00M18.70S,2025-01-19T20:36:36.4Z,1,REGULAR,3pt,Jump Shot,[],1642276,65.91655716162943,50.73529411764706,1610612748,20,30,2025-01-19T20:36:41Z,1420000,False,4.0,268.0,1,right,MISS K. Ware 26' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
144,PT00M14.40S,2025-01-19T20:36:40.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,20,30,2025-01-19T20:36:40Z,1430000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,
145,PT00M00.70S,2025-01-19T20:36:55.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,31.225361366622867,36.27450980392157,1610612759,20,30,2025-01-19T20:42:21Z,1440000,False,69.0,241.0,1,left,MISS D. Vassell 25' step back 3PT,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.70S,2025-01-19T20:36:55.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,20,30,2025-01-19T20:37:27Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,145.0,,,,,,,,,,,
147,PT00M00.00S,2025-01-19T20:37:03.5Z,1,REGULAR,period,end,[],0,,,1610612759,20,30,2025-01-19T20:37:03Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-01-19T20:38:13.1Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,20,30,2025-01-19T20:39:37Z,1470000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-01-19T20:38:13.1Z,2,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,20,30,2025-01-19T20:39:37Z,1480000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-01-19T20:39:44.2Z,2,REGULAR,period,start,[],0,,,1610612748,20,30,2025-01-19T20:39:44Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M42.00S,2025-01-19T20:40:29.9Z,2,REGULAR,freethrow,1 of 2,[],1642276,,,1610612748,21,30,2025-01-19T23:22:26Z,1520000,False,,,0,,K. Ware Free Throw 1 of 2 (3 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
154,PT11M42.00S,2025-01-19T20:40:29.9Z,2,REGULAR,freethrow,2 of 2,[],1642276,,,1610612748,22,30,2025-01-19T23:22:26Z,1530000,False,,,0,,K. Ware Free Throw 2 of 2 (4 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
151,PT11M42.00S,2025-01-19T20:40:00.7Z,2,REGULAR,foul,personal,['2freethrow'],1629646,,,1610612748,22,30,2025-01-19T23:22:08Z,1535000,False,,,0,,C. Bassey shooting personal FOUL (1 PF) (Ware 2 FT),"[1629646, 1642276]",1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,1199.0,,,,,,1.0,0.0,Ware,1642276.0,,,,
155,PT11M25.00S,2025-01-19T20:41:02.9Z,2,REGULAR,3pt,Jump Shot,[],1630577,22.28975032851511,88.23529411764706,1610612759,22,30,2025-01-19T20:41:09Z,1540000,False,-191.0,157.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,24.74,Missed,,,,,,,,,,,,,,,,,,
156,PT11M21.00S,2025-01-19T20:41:06.5Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612748,22,30,2025-01-19T20:41:06Z,1550000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,
157,PT11M18.00S,2025-01-19T20:41:10.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626179,88.51839684625493,49.50980392156863,1610612748,24,30,2025-01-19T20:44:06Z,1560000,False,-2.0,55.0,1,right,T. Rozier driving floating Jump Shot (2 PTS),[1626179],1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,2.0,,,,,,,,,,,,,,,,,
158,PT11M00.00S,2025-01-19T20:41:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,6.258212877792378,50.73529411764706,1610612759,24,32,2025-01-19T20:41:33Z,1570000,False,-4.0,6.0,1,left,C. Bassey Layup (2 PTS) (S. Castle 1 AST),"[1629646, 1642264]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,0.73,Made,2.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
160,PT10M51.00S,2025-01-19T20:41:39.2Z,2,REGULAR,foul,personal,[],1642264,,,1610612748,24,32,2025-01-19T20:41:51Z,1590000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1629639]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,1199.0,,,,,,1.0,0.0,Herro,1629639.0,,,,
162,PT10M43.00S,2025-01-19T20:42:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629639,92.72339027595268,53.92156862745098,1610612748,26,32,2025-01-19T20:45:12Z,1610000,False,20.0,16.0,1,right,T. Herro driving finger roll Layup (2 PTS) (N. Jović 2 AST),"[1629639, 1631107]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,N. Jović,1631107.0,2.0,,,,,,,,,,,,,,
165,PT10M43.00S,2025-01-19T20:42:14.0Z,2,REGULAR,violation,defensive goaltending,[],1629646,,,1610612748,26,32,2025-01-19T20:42:59Z,1640000,False,,,0,,C. Bassey defensive goaltending VIOLATION,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,
166,PT10M29.00S,2025-01-19T20:42:22.6Z,2,REGULAR,3pt,Jump Shot,[],1629640,26.363337713534822,18.627450980392158,1610612759,26,32,2025-01-19T20:42:29Z,1650000,False,157.0,195.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
167,PT10M24.00S,2025-01-19T20:42:27.6Z,2,REGULAR,rebound,offensive,[],1642264,,,1610612759,26,32,2025-01-19T20:42:27Z,1660000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,
168,PT10M19.00S,2025-01-19T20:42:32.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,21.50131406044678,87.5,1610612759,26,32,2025-01-19T20:46:34Z,1670000,False,-188.0,150.0,1,left,MISS J. Champagnie pullup 3PT,[1630577],1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,23.99,Missed,,,,,,,,,,,,,,,,,,
169,PT10M16.00S,2025-01-19T20:42:35.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,26,32,2025-01-19T20:42:39Z,1680000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,168.0,3.0,3.0,0.0,,,,,,,,
170,PT10M13.00S,2025-01-19T20:42:40.9Z,2,REGULAR,turnover,out-of-bounds,[],1631107,,,1610612748,26,32,2025-01-19T20:42:48Z,1690000,False,,,0,,N. Jović step out-of-bounds TURNOVER (2 TO),[1631107],1610612748.0,MIA,step,,,Jović,N. Jović,,,,,Right Corner 3,24+ Right,,,,,,,1199.0,2.0,,,,,,,,,,,,
