actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-30T01:13:52.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-30T01:13:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-30T01:13:56.6Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,0,0,2024-11-30T01:13:56Z,40000,False,,,0,,Jump Ball J. Poeltl vs. B. Adebayo: Tip to S. Barnes,"[1630567, 1627751, 1628389]",1610612761.0,TOR,startperiod,S. Barnes,1630567.0,Barnes,S. Barnes,Poeltl,1627751.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-11-30T01:14:07.3Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,0,0,2024-11-30T01:14:12Z,70000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1629312]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,1.0,Highsmith,1629312.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-11-30T01:14:07.3Z,1,REGULAR,steal,,[],1629312,,,1610612748,0,0,2024-11-30T01:14:09Z,80000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2024-11-30T01:14:20.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,80.6340341655716,48.28431372549019,1610612748,0,0,2024-11-30T01:14:40Z,90000,False,-9.0,130.0,1,right,MISS B. Adebayo 12' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,12.98,Missed,,,,,,,,,,,,,,,
10,PT11M28.00S,2024-11-30T01:14:24.4Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,0,0,2024-11-30T01:14:24Z,100000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M20.00S,2024-11-30T01:14:32.1Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,0,0,2024-11-30T01:14:36Z,110000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1628389]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,2.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2024-11-30T01:14:32.1Z,1,REGULAR,steal,,[],1628389,,,1610612748,0,0,2024-11-30T01:14:34Z,120000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2024-11-30T01:14:42.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,92.19776609724047,94.85294117647058,1610612748,0,0,2024-11-30T01:14:51Z,130000,False,224.0,21.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,22.53,Missed,,,,,,,,,,,,,,,
14,PT11M05.00S,2024-11-30T01:14:47.0Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,0,0,2024-11-30T01:14:51Z,140000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M44.00S,2024-11-30T01:15:24.3Z,1,REGULAR,2pt,Jump Shot,[],1630567,8.623521681997373,87.99019607843137,1610612761,0,0,2024-11-30T01:15:30Z,160000,False,-190.0,29.0,1,left,MISS S. Barnes 19' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,,19.21,Missed,,,,,,,,,,,,,,,
17,PT10M42.00S,2024-11-30T01:15:26.3Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,0,0,2024-11-30T01:15:30Z,170000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M25.00S,2024-11-30T01:15:43.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,83.39356110381078,97.05882352941177,1610612748,0,0,2024-11-30T01:16:01Z,180000,False,235.0,104.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,25.71,Missed,,,,,,,,,,,,,,,
19,PT10M23.00S,2024-11-30T01:15:45.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,0,0,2024-11-30T01:15:47Z,190000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT10M16.00S,2024-11-30T01:15:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.469776609724048,52.450980392156865,1610612761,0,2,2024-11-30T01:15:59Z,200000,False,-12.0,-1.0,1,left,J. Poeltl Layup (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,1.23,Made,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,
