actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
438,PT04M02.00S,2024-11-05T02:46:57.4Z,3,REGULAR,2pt,Jump Shot,[],201942,10.726018396846255,25.49019607843137,1610612758,76,73,2024-11-05T02:47:05Z,4210000,False,123.0,48.0,1,left,D. DeRozan 13' turnaround fadeaway Jump Shot (17 PTS) (D. Fox 5 AST),"[201942, 1628368]",1610612758.0,SAC,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,13.17,Made,DeRozan,D. DeRozan,,,,,,,17.0,,,,,,D. Fox,1628368.0,5.0,,,,
439,PT04M02.00S,2024-11-05T02:47:01.4Z,3,REGULAR,foul,personal,['1freethrow'],1626196,,,1610612758,76,73,2024-11-05T02:47:06Z,4220000,False,,,0,,J. Richardson shooting personal FOUL (3 PF) (DeRozan 1 FT),"[1626196, 201942]",1610612748.0,MIA,shooting,,,,,,Mid-Range,8-16 Right,,,Richardson,J. Richardson,,101284.0,3.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,
441,PT04M02.00S,2024-11-05T02:47:07.6Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,76,73,2024-11-05T02:47:57Z,4240000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
442,PT04M02.00S,2024-11-05T02:47:07.6Z,3,REGULAR,substitution,in,[],1631165,,,1610612758,76,73,2024-11-05T02:47:57Z,4250000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
444,PT04M02.00S,2024-11-05T02:47:32.9Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,76,74,2024-11-05T02:47:32Z,4260000,False,,,0,,D. DeRozan Free Throw 1 of 1 (18 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,,,18.0,,,,,,,,,,,,
445,PT03M41.00S,2024-11-05T02:47:55.0Z,3,REGULAR,3pt,Jump Shot,[],1626196,70.90998685939553,76.9607843137255,1610612748,76,74,2024-11-05T02:47:59Z,4270000,False,135.0,221.0,1,right,MISS J. Richardson 25' 3PT,[1626196],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.88,Missed,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
446,PT03M38.00S,2024-11-05T02:47:58.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,76,74,2024-11-05T02:47:59Z,4280000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:8),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Sabonis,D. Sabonis,445.0,,,,,,,9.0,8.0,1.0,,,,,,,,,
447,PT03M27.00S,2024-11-05T02:48:08.7Z,3,REGULAR,3pt,Jump Shot,[],1631099,27.414586070959263,15.441176470588236,1610612758,76,77,2024-11-05T03:38:06Z,4290000,False,173.0,205.0,1,left,K. Murray 26' 3PT  (12 PTS) (D. Sabonis 6 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,26.83,Made,Murray,K. Murray,,,,,,,12.0,,,,,,D. Sabonis,1627734.0,6.0,,,,
449,PT03M09.00S,2024-11-05T02:48:29.1Z,3,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,76,77,2024-11-05T02:48:38Z,4310000,False,,,0,,T. Herro bad pass out-of-bounds TURNOVER (4 TO),[1629639],1610612748.0,MIA,bad pass,,,,,,Above the Break 3,24+ Right Center,,,Herro,T. Herro,,202053.0,,,,,,,,,,,,,,4.0,,,
450,PT02M55.00S,2024-11-05T02:49:01.6Z,3,REGULAR,foul,personal,['2freethrow'],1641796,,,1610612758,76,77,2024-11-05T02:49:10Z,4320000,False,,,0,,P. Larsson shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1641796, 1627734]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Larsson,P. Larsson,,202053.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,
452,PT02M55.00S,2024-11-05T02:49:59.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627734,,,1610612758,76,78,2024-11-05T02:49:59Z,4340000,False,,,0,,D. Sabonis Free Throw 1 of 2 (8 PTS),[1627734],1610612758.0,SAC,,,,,,,,,,Made,Sabonis,D. Sabonis,,,,,,,8.0,,,,,,,,,,,,
453,PT02M55.00S,2024-11-05T02:50:00.6Z,3,REGULAR,substitution,out,[],201942,,,1610612758,76,78,2024-11-05T02:50:03Z,4350000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
454,PT02M55.00S,2024-11-05T02:50:00.6Z,3,REGULAR,substitution,in,[],1626168,,,1610612758,76,78,2024-11-05T02:50:03Z,4360000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,
455,PT02M55.00S,2024-11-05T02:50:20.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627734,,,1610612758,76,79,2024-11-05T02:50:20Z,4370000,False,,,0,,D. Sabonis Free Throw 2 of 2 (9 PTS),[1627734],1610612758.0,SAC,,,,,,,,,,Made,Sabonis,D. Sabonis,,,,,,,9.0,,,,,,,,,,,,
456,PT02M39.00S,2024-11-05T02:50:38.0Z,3,REGULAR,3pt,Jump Shot,[],1629312,90.62089356110381,95.34313725490196,1610612748,76,79,2024-11-05T02:50:43Z,4380000,False,227.0,36.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,22.95,Missed,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
457,PT02M37.00S,2024-11-05T02:50:40.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,76,79,2024-11-05T02:50:43Z,4390000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:9),[1627734],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,Sabonis,D. Sabonis,456.0,,,,,,,10.0,9.0,1.0,,,,,,,,,
458,PT02M29.00S,2024-11-05T02:50:49.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,14.4053876478318,55.88235294117647,1610612758,76,81,2024-11-05T02:50:55Z,4400000,False,-29.0,83.0,1,left,M. Monk 8' driving floating bank Jump Shot (4 PTS) (D. Sabonis 7 AST),"[1628370, 1627734]",1610612758.0,SAC,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Center,8.8,Made,Monk,M. Monk,,,,,,,4.0,,,,,,D. Sabonis,1627734.0,7.0,,,,
460,PT02M18.00S,2024-11-05T02:50:59.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,88.51839684625493,53.92156862745098,1610612748,76,81,2024-11-05T02:51:05Z,4420000,False,20.0,55.0,1,right,MISS B. Adebayo driving Hook,[1628389],1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
461,PT02M16.00S,2024-11-05T02:51:01.5Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,76,81,2024-11-05T02:51:05Z,4430000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:10),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,460.0,,,,,,,11.0,10.0,1.0,,,,,,,,,
463,PT02M04.00S,2024-11-05T02:51:13.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,8.623521681997373,52.20588235294118,1610612758,76,81,2024-11-05T02:51:19Z,4440000,False,-11.0,29.0,1,left,MISS K. Murray driving Layup - blocked,"[1631099, 1629312]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,3.06,Missed,Murray,K. Murray,,,,,,,,,,,Highsmith,1629312.0,,,,,,,
466,PT02M04.00S,2024-11-05T02:51:13.9Z,3,REGULAR,block,,[],1629312,,,1610612758,76,81,2024-11-05T02:51:26Z,4445000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
464,PT01M59.00S,2024-11-05T02:51:18.9Z,3,REGULAR,rebound,offensive,[],1631099,,,1610612758,76,81,2024-11-05T02:51:19Z,4450000,False,,,0,,K. Murray REBOUND (Off:1 Def:4),[1631099],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Murray,K. Murray,463.0,,,,,,,5.0,4.0,1.0,,,,,,,,,
465,PT01M59.00S,2024-11-05T02:51:18.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631099,5.590000152587891,50.0,1610612758,76,83,2024-11-05T02:51:18Z,4460000,False,0.0,0.0,1,left,K. Murray tip Layup (14 PTS),[1631099],1610612758.0,SAC,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Murray,K. Murray,,,,,,,14.0,,,,,,,,,,,,
467,PT01M46.00S,2024-11-05T02:51:33.6Z,3,REGULAR,foul,personal,[],1626168,,,1610612748,76,83,2024-11-05T02:51:47Z,4470000,False,,,0,,T. Lyles personal FOUL (1 PF),"[1626168, 1628389]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Lyles,T. Lyles,,202053.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,
469,PT01M46.00S,2024-11-05T02:51:42.8Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,76,83,2024-11-05T02:52:05Z,4490000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
470,PT01M46.00S,2024-11-05T02:51:42.8Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,76,83,2024-11-05T02:52:05Z,4500000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
471,PT01M46.00S,2024-11-05T02:51:42.8Z,3,REGULAR,substitution,out,[],1629312,,,1610612748,76,83,2024-11-05T02:52:05Z,4510000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
472,PT01M46.00S,2024-11-05T02:51:42.8Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,76,83,2024-11-05T02:52:05Z,4520000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
473,PT01M46.00S,2024-11-05T02:51:42.8Z,3,REGULAR,substitution,in,[],202710,,,1610612748,76,83,2024-11-05T02:52:05Z,4530000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
474,PT01M46.00S,2024-11-05T02:51:42.8Z,3,REGULAR,substitution,in,[],1628418,,,1610612748,76,83,2024-11-05T02:52:05Z,4540000,False,,,0,,SUB in: T. Bryant,[1628418],1610612748.0,MIA,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
475,PT01M33.00S,2024-11-05T02:52:23.9Z,3,REGULAR,2pt,Jump Shot,[],202710,92.19776609724047,21.568627450980394,1610612748,76,83,2024-11-05T02:52:31Z,4550000,False,-142.0,21.0,1,right,MISS J. Butler 14' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,14.37,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
476,PT01M32.00S,2024-11-05T02:52:24.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,76,83,2024-11-05T02:52:31Z,4560000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Left,,,,,475.0,,,,,,,,,,,,,,,,,,
478,PT01M17.00S,2024-11-05T02:52:47.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,15.456636005256241,42.40196078431372,1610612758,76,85,2024-11-05T02:52:54Z,4580000,False,38.0,93.0,1,left,M. Monk 10' driving floating Jump Shot (6 PTS),[1628370],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.03,Made,Monk,M. Monk,,,,,,,6.0,,,,,,,,,,,,
479,PT01M01.00S,2024-11-05T02:53:03.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,89.70105124835742,44.36274509803921,1610612748,76,85,2024-11-05T03:40:17Z,4590000,False,-28.0,44.0,1,right,MISS D. Robinson driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
480,PT00M58.90S,2024-11-05T02:53:05.1Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612748,76,85,2024-11-05T02:53:14Z,4600000,False,,,0,,J. Richardson REBOUND (Off:1 Def:1),[1626196],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Richardson,J. Richardson,479.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
481,PT00M58.10S,2024-11-05T02:53:07.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641796,69.72733245729303,22.794117647058822,1610612748,76,85,2024-11-05T02:53:20Z,4610000,False,-136.0,232.0,1,right,MISS P. Larsson 26' 3PT,[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,26.9,Missed,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
482,PT00M54.80S,2024-11-05T02:53:10.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,76,85,2024-11-05T02:53:20Z,4620000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:11),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Sabonis,D. Sabonis,481.0,,,,,,,12.0,11.0,1.0,,,,,,,,,
483,PT00M46.30S,2024-11-05T02:53:19.0Z,3,REGULAR,3pt,Jump Shot,[],1627734,29.25427069645204,26.47058823529412,1610612758,76,85,2024-11-05T02:53:27Z,4630000,False,118.0,222.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,25.17,Missed,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
484,PT00M41.90S,2024-11-05T02:53:23.4Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,76,85,2024-11-05T02:53:27Z,4640000,False,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Butler,J. Butler,483.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
486,PT00M24.60S,2024-11-05T02:53:43.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612748,76,85,2024-11-05T02:53:49Z,4650000,False,,,0,,T. Lyles shooting personal FOUL (2 PF) (Butler 2 FT),"[1626168, 202710]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Lyles,T. Lyles,,101284.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,
488,PT00M24.60S,2024-11-05T02:54:09.2Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,77,85,2024-11-05T02:54:09Z,4670000,False,,,0,,J. Butler Free Throw 1 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,11.0,,,,,,,,,,,,
489,PT00M24.60S,2024-11-05T02:54:27.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612748,77,85,2024-11-05T02:54:27Z,4680000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M24.60S,2024-11-05T02:55:09.8Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,77,85,2024-11-05T02:55:48Z,4690000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
491,PT00M24.60S,2024-11-05T02:55:09.8Z,3,REGULAR,substitution,out,[],1628418,,,1610612748,77,85,2024-11-05T02:55:48Z,4700000,False,,,0,,SUB out: T. Bryant,[1628418],1610612748.0,MIA,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
492,PT00M24.60S,2024-11-05T02:55:09.8Z,3,REGULAR,substitution,out,[],1631165,,,1610612748,77,85,2024-11-05T02:55:48Z,4710000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
493,PT00M24.60S,2024-11-05T02:55:09.8Z,3,REGULAR,substitution,in,[],1629312,,,1610612748,77,85,2024-11-05T02:55:48Z,4720000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
494,PT00M24.60S,2024-11-05T02:55:09.8Z,3,REGULAR,substitution,in,[],1628389,,,1610612748,77,85,2024-11-05T02:55:48Z,4730000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
495,PT00M24.60S,2024-11-05T02:55:09.8Z,3,REGULAR,substitution,in,[],1628368,,,1610612748,77,85,2024-11-05T02:55:48Z,4740000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
496,PT00M24.60S,2024-11-05T02:56:01.9Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,78,85,2024-11-05T02:56:01Z,4750000,False,,,0,,J. Butler Free Throw 2 of 2 (12 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,12.0,,,,,,,,,,,,
497,PT00M01.90S,2024-11-05T02:56:26.1Z,3,REGULAR,turnover,lost ball,[],1628368,,,1610612758,78,85,2024-11-05T02:56:33Z,4760000,False,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 1626196]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Fox,D. Fox,,,,,,,,,,,,,,,,2.0,Richardson,1626196.0,
498,PT00M01.90S,2024-11-05T02:56:26.1Z,3,REGULAR,steal,,[],1626196,,,1610612748,78,85,2024-11-05T02:56:28Z,4770000,False,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
499,PT00M00.60S,2024-11-05T02:56:30.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,59.740473061760845,16.176470588235293,1610612748,78,85,2024-11-05T02:57:28Z,4780000,False,-169.0,326.0,1,right,MISS J. Richardson 36' bank 3PT,[1626196],1610612748.0,MIA,bank,,,,,,Above the Break 3,24+ Left Center,36.72,Missed,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
500,PT00M00.60S,2024-11-05T02:56:30.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,78,85,2024-11-05T02:57:28Z,4790000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,,499.0,,,,,,,,,,,,,,,,,,
501,PT00M00.00S,2024-11-05T02:56:44.3Z,3,REGULAR,period,end,[],0,,,1610612748,78,85,2024-11-05T02:56:44Z,4800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,out,['startperiod'],1641796,,,1610612748,78,85,2024-11-05T02:59:17Z,4810000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,out,['startperiod'],1629312,,,1610612748,78,85,2024-11-05T02:59:17Z,4820000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,out,['startperiod'],1628389,,,1610612748,78,85,2024-11-05T02:59:17Z,4830000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,out,['startperiod'],1627734,,,1610612748,78,85,2024-11-05T02:59:17Z,4840000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,out,['startperiod'],1631099,,,1610612748,78,85,2024-11-05T02:59:17Z,4850000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,in,['startperiod'],1628418,,,1610612748,78,85,2024-11-05T02:59:17Z,4860000,False,,,0,,SUB in: T. Bryant,[1628418],1610612748.0,MIA,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,78,85,2024-11-05T02:59:17Z,4870000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,in,['startperiod'],202692,,,1610612748,78,85,2024-11-05T02:59:17Z,4880000,False,,,0,,SUB in: A. Burks,[202692],1610612748.0,MIA,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,in,['startperiod'],201942,,,1610612748,78,85,2024-11-05T02:59:17Z,4890000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2024-11-05T02:58:54.6Z,4,REGULAR,substitution,in,['startperiod'],203458,,,1610612748,78,85,2024-11-05T02:59:17Z,4900000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2024-11-05T02:59:17.6Z,4,REGULAR,period,start,[],0,,,1610612748,78,85,2024-11-05T02:59:17Z,4910000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M47.00S,2024-11-05T02:59:30.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,85.89027595269383,54.41176470588235,1610612748,80,85,2024-11-05T03:41:09Z,4920000,False,22.0,80.0,1,right,J. Butler 8' Jump Shot (14 PTS) (D. Robinson 2 AST),"[202710, 1629130]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,8.31,Made,Butler,J. Butler,,,,,,,14.0,,,,,,D. Robinson,1629130.0,2.0,,,,
515,PT11M30.00S,2024-11-05T02:59:46.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,12.959921156373195,40.44117647058824,1610612758,80,85,2024-11-05T02:59:53Z,4940000,False,48.0,69.0,1,left,MISS M. Monk 8' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,8.42,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
516,PT11M28.00S,2024-11-05T02:59:48.5Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612748,80,85,2024-11-05T02:59:48Z,4950000,False,,,0,,T. Bryant REBOUND (Off:1 Def:3),[1628418],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Bryant,T. Bryant,515.0,,,,,,,4.0,3.0,1.0,,,,,,,,,
517,PT11M26.00S,2024-11-05T02:59:53.5Z,4,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612748,80,85,2024-11-05T03:00:01Z,4960000,False,,,0,,T. Lyles shooting personal FOUL (3 PF) (Butler 2 FT),"[1626168, 202710]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,Lyles,T. Lyles,,202053.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,
519,PT11M26.00S,2024-11-05T03:00:22.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202710,,,1610612748,81,85,2024-11-05T03:00:22Z,4980000,False,,,0,,J. Butler Free Throw 1 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,15.0,,,,,,,,,,,,
520,PT11M26.00S,2024-11-05T03:00:36.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202710,,,1610612748,82,85,2024-11-05T03:00:36Z,4990000,False,,,0,,J. Butler Free Throw 2 of 2 (16 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,16.0,,,,,,,,,,,,
521,PT11M11.00S,2024-11-05T03:00:51.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.084756898817346,51.9607843137255,1610612758,82,87,2024-11-05T03:00:56Z,5000000,False,-10.0,117.0,1,left,D. DeRozan 11' turnaround fadeaway Jump Shot (20 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.79,Made,DeRozan,D. DeRozan,,,,,,,20.0,,,,,,,,,,,,
522,PT10M49.00S,2024-11-05T03:01:13.7Z,4,REGULAR,turnover,bad pass,[],1626196,,,1610612748,82,87,2024-11-05T03:01:19Z,5010000,False,,,0,,J. Richardson bad pass TURNOVER (2 TO),"[1626196, 203458]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,2.0,Len,203458.0,
523,PT10M49.00S,2024-11-05T03:01:13.7Z,4,REGULAR,steal,,[],203458,,,1610612758,82,87,2024-11-05T03:01:15Z,5020000,False,,,0,,A. Len STEAL (1 STL),[203458],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Left,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
