actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-03-10T23:43:09.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-10T23:43:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-03-10T23:43:12.8Z,1,REGULAR,jumpball,recovered,[],1630558,,,1610612748,0,0,2025-03-10T23:43:12Z,40000,False,,,0,,Jump Ball K. Ware vs. M. Williams: Tip to D. Mitchell,"[1630558, 1642276, 1631109]",1610612748.0,MIA,startperiod,D. Mitchell,1630558.0,Mitchell,D. Mitchell,Ware,1642276.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-03-10T23:43:24.4Z,1,REGULAR,3pt,Jump Shot,[],1629639,70.12155059132719,20.588235294117645,1610612748,3,0,2025-03-10T23:44:25Z,70000,False,-147.0,228.0,1,right,T. Herro 27' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1629639, 203952]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.17,Made,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-03-10T23:43:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,29.517082785808146,74.50980392156863,1610612766,3,0,2025-03-10T23:43:53Z,90000,False,-123.0,225.0,1,left,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2025-03-10T23:43:50.8Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,3,0,2025-03-10T23:43:53Z,100000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M16.00S,2025-03-10T23:43:52.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,6.521024967148489,94.36274509803921,1610612766,3,0,2025-03-10T23:46:02Z,110000,False,-222.0,9.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.2,Missed,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2025-03-10T23:43:55.7Z,1,REGULAR,rebound,offensive,[],1629610,,,1610612766,3,0,2025-03-10T23:44:00Z,120000,False,,,0,,D. Jeffries REBOUND (Off:1 Def:0),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Left Corner 3,24+ Left,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
14,PT11M03.00S,2025-03-10T23:44:05.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631109,5.075558475689881,49.01960784313725,1610612766,3,2,2025-03-10T23:44:09Z,140000,False,5.0,-5.0,1,left,M. Williams DUNK (2 PTS) (L. Ball 1 AST),"[1631109, 1630163]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.69,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
16,PT10M56.00S,2025-03-10T23:44:12.7Z,1,REGULAR,3pt,Jump Shot,[],1628389,95.6143232588699,95.09803921568627,1610612748,6,2,2025-03-10T23:44:17Z,160000,False,225.0,-11.0,1,right,B. Adebayo 3PT  (3 PTS) (D. Mitchell 1 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,22.58,Made,3.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
18,PT10M42.00S,2025-03-10T23:44:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,15.850854139290407,37.5,1610612766,6,4,2025-03-10T23:44:31Z,180000,False,62.0,96.0,1,left,L. Ball 11' driving floating Jump Shot (2 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Right,11.5,Made,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
20,PT10M19.00S,2025-03-10T23:44:48.8Z,1,REGULAR,2pt,Jump Shot,[],203952,81.8166885676741,23.774509803921568,1610612748,8,4,2025-03-10T23:47:22Z,200000,False,-131.0,118.0,1,right,A. Wiggins 17' step back Jump Shot (2 PTS) (B. Adebayo 1 AST),"[203952, 1628389]",1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,17.67,Made,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
22,PT10M06.00S,2025-03-10T23:45:01.6Z,1,REGULAR,3pt,Jump Shot,[],1628970,25.706307490144546,18.137254901960784,1610612766,8,4,2025-03-10T23:45:06Z,220000,False,159.0,189.0,1,left,MISS M. Bridges 24' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
23,PT10M03.00S,2025-03-10T23:45:04.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,8,4,2025-03-10T23:45:06Z,230000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M55.00S,2025-03-10T23:45:14.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,91.14651773981603,48.529411764705884,1610612748,10,4,2025-03-10T23:45:21Z,240000,False,-7.0,31.0,1,right,B. Adebayo Hook (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.16,Made,5.0,,,,,,,,,,,,,,,,,
26,PT09M44.00S,2025-03-10T23:45:24.2Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,10,4,2025-03-10T23:45:29Z,260000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1628389]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,,
27,PT09M44.00S,2025-03-10T23:45:24.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,10,4,2025-03-10T23:45:25Z,270000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
