actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-08T01:12:49.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-08T01:12:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-12-08T01:12:52.6Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2024-12-08T01:12:52Z,40000,False,,,0,,Jump Ball B. Adebayo vs. M. Plumlee: Tip to J. Butler,"[202710, 1628389, 203486]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-12-08T01:13:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,75.64060446780552,85.7843137254902,1610612748,3,0,2024-12-08T01:13:29Z,70000,False,179.0,176.0,1,right,D. Robinson 25' 3PT pullup (3 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.13,Made,3.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,
9,PT11M14.00S,2024-12-08T01:13:39.8Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612756,3,0,2024-12-08T01:13:49Z,90000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (O'Neale 2 FT),"[1629312, 1626220]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203592.0,1.0,0.0,O'Neale,1626220.0,,,,,,,,,
11,PT11M14.00S,2024-12-08T01:13:59.6Z,1,REGULAR,freethrow,1 of 2,[],1626220,,,1610612756,3,1,2024-12-08T01:13:59Z,110000,False,,,0,,R. O'Neale Free Throw 1 of 2 (1 PTS),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2024-12-08T01:14:16.2Z,1,REGULAR,freethrow,2 of 2,[],1626220,,,1610612756,3,2,2024-12-08T01:14:16Z,120000,False,,,0,,R. O'Neale Free Throw 2 of 2 (2 PTS),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2024-12-08T01:14:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,89.43823915900131,55.88235294117647,1610612748,3,2,2024-12-08T01:14:42Z,130000,False,29.0,47.0,1,right,MISS H. Highsmith floating Shot,[1629312],1610612748.0,MIA,floating,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2024-12-08T01:14:37.1Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,3,2,2024-12-08T01:14:42Z,140000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT10M46.00S,2024-12-08T01:14:43.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,34.641918528252305,34.31372549019608,1610612756,3,2,2024-12-08T01:14:53Z,150000,False,78.0,273.0,1,left,MISS R. O'Neale 28' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,28.41,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2024-12-08T01:14:45.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,3,2,2024-12-08T01:14:53Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,15.0,,,,,,,,
