actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-21T01:12:33.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-21T01:12:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-21T01:12:37.5Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2024-12-21T01:12:37Z,40000,False,,,0,,Jump Ball I. Hartenstein vs. B. Adebayo: Tip to C. Wallace,"[1641717, 1628392, 1628389]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Hartenstein,1628392.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-12-21T01:12:48.5Z,1,REGULAR,violation,kicked ball,[],1628389,,,1610612760,0,0,2024-12-21T01:13:08Z,70000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,202058.0,,,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2024-12-21T01:13:14.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,31.750985545335087,61.274509803921575,1610612760,0,0,2024-12-21T01:13:23Z,80000,False,-56.0,246.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2024-12-21T01:13:17.8Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,0,0,2024-12-21T01:13:23Z,90000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Above the Break 3,24+ Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M14.00S,2024-12-21T01:13:33.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.24901445466492,46.32352941176471,1610612748,2,0,2024-12-21T01:13:39Z,100000,False,-18.0,11.0,1,right,B. Adebayo DUNK (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,2.0,,,,,,,,,,,,
11,PT10M58.00S,2024-12-21T01:13:49.6Z,1,REGULAR,3pt,Jump Shot,[],1631114,21.632720105124836,9.803921568627452,1610612760,2,0,2024-12-21T01:13:55Z,110000,False,201.0,151.0,1,left,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2024-12-21T01:13:52.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,0,2024-12-21T01:13:55Z,120000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,
13,PT10M38.00S,2024-12-21T01:14:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,85.23324572930355,63.725490196078425,1610612748,4,0,2024-12-21T01:15:15Z,130000,False,69.0,86.0,1,right,B. Adebayo 11' Jump Shot (4 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,In The Paint (Non-RA),8-16 Right,11.02,Made,,,,,4.0,D. Robinson,1629130.0,1.0,,,,,,,,,
15,PT10M26.00S,2024-12-21T01:14:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,15.982260183968464,50.98039215686274,1610612760,4,2,2024-12-21T01:14:32Z,150000,False,-5.0,98.0,1,left,I. Hartenstein 9' floating Jump Shot (2 PTS) (J. Williams 1 AST),"[1628392, 1631114]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,2.0,J. Williams,1631114.0,1.0,,,,,,,,,
17,PT10M09.00S,2024-12-21T01:14:38.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,68.28186596583443,27.450980392156865,1610612748,7,2,2024-12-21T01:14:45Z,170000,False,-113.0,246.0,1,right,T. Herro 27' 3PT  (3 PTS) (J. Butler 1 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Above the Break 3,24+ Left Center,27.03,Made,,,,,3.0,J. Butler,202710.0,1.0,,,,,,,,,
