actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
340,PT08M58.00S,2025-03-23T23:26:36.8Z,3,REGULAR,3pt,Jump Shot,[],1629610,93.77463863337714,95.09803921568627,1610612766,64,55,2025-03-23T23:26:42Z,3310000,False,225.0,6.0,1,right,D. Jeffries 3PT  (7 PTS) (L. Ball 8 AST),"[1629610, 1630163]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,Right Corner 3,24+ Right,22.56,Made,7.0,L. Ball,1630163.0,8.0,,,,,,,,,,,,,
343,PT08M37.00S,2025-03-23T23:26:56.8Z,3,REGULAR,2pt,Jump Shot,[],203952,20.581471747700395,27.696078431372552,1610612748,66,55,2025-03-23T23:36:14Z,3340000,False,112.0,141.0,1,left,A. Wiggins 17' step back Jump Shot (21 PTS),[203952],1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,,Mid-Range,16-24 Right Center,17.98,Made,21.0,,,,,,,,,,,,,,,,
344,PT08M15.00S,2025-03-23T23:27:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.06636005256242,51.470588235294116,1610612766,66,57,2025-03-23T23:27:28Z,3350000,False,7.0,22.0,1,right,M. Bridges driving finger roll Layup (4 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,,,,,,,,,,,,,,,,
345,PT08M03.00S,2025-03-23T23:27:30.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642276,12.697109067017081,50.49019607843137,1610612748,68,57,2025-03-23T23:36:59Z,3360000,False,-2.0,67.0,1,left,K. Ware 6' driving floating Jump Shot (6 PTS) (A. Wiggins 4 AST),"[1642276, 203952]",1610612748.0,MIA,driving floating,,,Ware,K. Ware,,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,6.0,A. Wiggins,203952.0,4.0,,,,,,,,,,,,,
347,PT07M53.00S,2025-03-23T23:27:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.38042049934296,52.450980392156865,1610612766,68,59,2025-03-23T23:37:41Z,3380000,False,12.0,10.0,1,right,M. Bridges cutting Layup (6 PTS) (L. Ball 9 AST),"[1628970, 1630163]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,1.57,Made,6.0,L. Ball,1630163.0,9.0,,,,,,,,,,,,,
349,PT07M40.00S,2025-03-23T23:27:55.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.296320630749015,52.20588235294118,1610612748,68,59,2025-03-23T23:38:09Z,3400000,False,-11.0,110.0,1,left,MISS B. Adebayo 11' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,,In The Paint (Non-RA),8-16 Center,11.06,Missed,,,,,,,,,,,,,,,,,
350,PT07M39.00S,2025-03-23T23:27:56.2Z,3,REGULAR,rebound,offensive,[],1642276,,,1610612748,68,59,2025-03-23T23:38:09Z,3410000,False,,,0,,K. Ware REBOUND (Off:1 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,349.0,8.0,7.0,1.0,,,,,,,,
351,PT07M39.00S,2025-03-23T23:27:58.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642276,5.590000152587891,50.0,1610612748,70,59,2025-03-23T23:38:15Z,3420000,False,0.0,0.0,1,left,K. Ware tip DUNK (8 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,
352,PT07M26.00S,2025-03-23T23:28:11.1Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612766,70,59,2025-03-23T23:28:36Z,3430000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Williams 2 FT),"[1628389, 1631109]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,1628951.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Williams,1631109.0,,
354,PT07M26.00S,2025-03-23T23:28:37.1Z,3,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,70,60,2025-03-23T23:28:37Z,3450000,False,,,0,,M. Williams Free Throw 1 of 2 (9 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
355,PT07M26.00S,2025-03-23T23:28:50.7Z,3,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,70,61,2025-03-23T23:28:50Z,3460000,False,,,0,,M. Williams Free Throw 2 of 2 (10 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
356,PT07M16.00S,2025-03-23T23:29:02.0Z,3,REGULAR,3pt,Jump Shot,[],203952,15.719448094612352,2.2058823529411766,1610612748,73,61,2025-03-23T23:29:10Z,3470000,False,239.0,95.0,1,left,A. Wiggins 25' 3PT  (24 PTS) (T. Herro 2 AST),"[203952, 1629639]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Right Center,25.73,Made,24.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,
358,PT07M00.00S,2025-03-23T23:29:17.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,88.91261498028909,46.81372549019608,1610612766,73,61,2025-03-23T23:29:24Z,3490000,False,-16.0,52.0,1,right,MISS L. Ball driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,,,,,,,,,,,,
359,PT06M59.00S,2025-03-23T23:29:18.7Z,3,REGULAR,rebound,offensive,[],1631109,,,1610612766,73,61,2025-03-23T23:39:53Z,3500000,False,,,0,,M. Williams REBOUND (Off:1 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,358.0,5.0,4.0,1.0,,,,,,,,
360,PT06M59.00S,2025-03-23T23:29:22.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,94.40999984741211,50.0,1610612766,73,63,2025-03-23T23:39:57Z,3510000,False,0.0,0.0,1,right,M. Williams tip Layup (12 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,
361,PT06M40.00S,2025-03-23T23:29:37.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,14.799605781865965,38.48039215686275,1610612748,75,63,2025-03-23T23:40:29Z,3520000,False,58.0,87.0,1,left,T. Herro 10' driving floating Jump Shot (21 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,In The Paint (Non-RA),8-16 Right,10.4,Made,21.0,,,,,,,,,,,,,,,,
362,PT06M18.00S,2025-03-23T23:30:01.9Z,3,REGULAR,turnover,out-of-bounds,[],1631109,,,1610612766,75,63,2025-03-23T23:30:08Z,3530000,False,,,0,,M. Williams bad pass out-of-bounds TURNOVER (2 TO),[1631109],1610612766.0,CHA,bad pass,,,Williams,M. Williams,,,,,1630886.0,Above the Break 3,24+ Center,,,,,,,2.0,,,,,,,,,,,,
363,PT06M18.00S,2025-03-23T23:30:06.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,75,63,2025-03-23T23:30:07Z,3540000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,75,63,2025-03-23T23:32:49Z,3550000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,75,63,2025-03-23T23:32:49Z,3560000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,out,[],1628970,,,1610612748,75,63,2025-03-23T23:32:49Z,3570000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,out,[],1629610,,,1610612748,75,63,2025-03-23T23:32:49Z,3580000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,out,[],1631109,,,1610612748,75,63,2025-03-23T23:32:49Z,3590000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,in,[],1630558,,,1610612748,75,63,2025-03-23T23:32:49Z,3600000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,in,[],1629312,,,1610612748,75,63,2025-03-23T23:32:49Z,3610000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,in,[],203552,,,1610612748,75,63,2025-03-23T23:32:49Z,3620000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,in,[],1642275,,,1610612748,75,63,2025-03-23T23:32:49Z,3630000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M18.00S,2025-03-23T23:32:23.7Z,3,REGULAR,substitution,in,[],203994,,,1610612748,75,63,2025-03-23T23:32:49Z,3640000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M03.00S,2025-03-23T23:33:19.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203952,23.866622864651774,89.4607843137255,1610612748,78,63,2025-03-23T23:41:53Z,3650000,False,-197.0,172.0,1,left,A. Wiggins 26' 3PT step back (27 PTS) (K. Ware 4 AST),"[203952, 1642276]",1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Left Center,26.16,Made,27.0,K. Ware,1642276.0,4.0,,,,,,,,,,,,,
376,PT05M48.00S,2025-03-23T23:33:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,90.3580814717477,58.82352941176471,1610612766,78,63,2025-03-23T23:43:21Z,3670000,False,44.0,38.0,1,right,MISS L. Ball driving Layup - blocked,"[1630163, 1629312]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,Highsmith,1629312.0,,,,,,
377,PT05M48.00S,2025-03-23T23:33:33.2Z,3,REGULAR,block,,[],1629312,,,1610612766,78,63,2025-03-23T23:33:35Z,3680000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
378,PT05M48.00S,2025-03-23T23:33:33.2Z,3,REGULAR,rebound,offensive,[],1630163,,,1610612766,78,63,2025-03-23T23:33:40Z,3690000,False,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,376.0,3.0,2.0,1.0,,,,,,,,
379,PT05M48.00S,2025-03-23T23:33:39.6Z,3,REGULAR,foul,personal,[],203952,,,1610612766,78,63,2025-03-23T23:33:47Z,3700000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1630163]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,201639.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,0.0,Ball,1630163.0,,
381,PT05M47.00S,2025-03-23T23:33:57.4Z,3,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,78,63,2025-03-23T23:34:09Z,3720000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (4 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,201639.0,Above the Break 3,24+ Right Center,,,,,,,4.0,,,,,,,,,,,,
382,PT05M25.00S,2025-03-23T23:34:29.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642276,7.178055190538765,50.0,1610612748,80,63,2025-03-23T23:34:38Z,3730000,False,0.0,15.0,1,left,K. Ware cutting Layup (10 PTS) (A. Wiggins 5 AST),"[1642276, 203952]",1610612748.0,MIA,cutting,,,Ware,K. Ware,,,,,,Restricted Area,0-8 Center,1.5,Made,10.0,A. Wiggins,203952.0,5.0,,,,,,,,,,,,,
384,PT05M10.00S,2025-03-23T23:34:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630163,66.96780551905388,65.19607843137256,1610612766,80,63,2025-03-23T23:45:55Z,3750000,False,76.0,258.0,1,right,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Center,26.9,Missed,,,,,,,,,,,,,,,,,
385,PT05M05.00S,2025-03-23T23:34:50.0Z,3,REGULAR,rebound,offensive,[],203994,,,1610612766,80,63,2025-03-23T23:34:50Z,3760000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,Above the Break 3,24+ Center,,,,,,,,384.0,2.0,1.0,1.0,,,,,,,,
386,PT05M03.00S,2025-03-23T23:34:51.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203994,93.51182654402102,54.41176470588235,1610612766,80,63,2025-03-23T23:46:35Z,3770000,False,22.0,8.0,1,right,MISS J. Nurkić driving bank Hook,[203994],1610612766.0,CHA,driving bank,,,Nurkić,J. Nurkić,,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,
387,PT05M03.00S,2025-03-23T23:34:51.8Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612748,80,63,2025-03-23T23:34:57Z,3780000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,,,,,,,,386.0,1.0,1.0,0.0,,,,,,,,
388,PT04M55.00S,2025-03-23T23:34:59.2Z,3,REGULAR,3pt,Jump Shot,[],203952,32.14520367936925,43.627450980392155,1610612748,83,63,2025-03-23T23:35:11Z,3790000,False,32.0,250.0,1,left,A. Wiggins 25' 3PT  (30 PTS) (D. Mitchell 4 AST),"[203952, 1630558]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Center,25.17,Made,30.0,D. Mitchell,1630558.0,4.0,,,,,,,,,,,,,
390,PT04M54.00S,2025-03-23T23:35:04.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,83,63,2025-03-23T23:35:04Z,3810000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M42.00S,2025-03-23T23:38:17.2Z,3,REGULAR,foul,personal,[],1630558,,,1610612766,83,63,2025-03-23T23:38:36Z,3830000,False,,,0,,D. Mitchell personal FOUL (3 PF),"[1630558, 203994]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,1628951.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Nurkić,203994.0,,
394,PT04M35.00S,2025-03-23T23:38:50.3Z,3,REGULAR,3pt,Jump Shot,[],1641733,92.9862023653088,95.34313725490196,1610612766,83,63,2025-03-23T23:39:00Z,3850000,False,227.0,13.0,1,right,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,Right Corner 3,24+ Right,22.71,Missed,,,,,,,,,,,,,,,,,
395,PT04M34.00S,2025-03-23T23:38:51.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,83,63,2025-03-23T23:39:00Z,3860000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,394.0,,,,,,,,,,,
396,PT04M34.00S,2025-03-23T23:38:58.2Z,3,REGULAR,foul,personal,[],1629312,,,1610612766,83,63,2025-03-23T23:39:07Z,3870000,False,,,0,,H. Highsmith loose ball personal FOUL (2 PF),"[1629312, 1641733]",1610612748.0,MIA,loose ball,,,Highsmith,H. Highsmith,,,,,1628951.0,Right Corner 3,24+ Right,,,,,,,,,,,,,,2.0,0.0,Smith Jr.,1641733.0,,
398,PT04M24.00S,2025-03-23T23:39:18.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203552,76.03482260183968,87.99019607843137,1610612766,83,66,2025-03-23T23:48:32Z,3890000,False,190.0,173.0,1,right,S. Curry 25' 3PT  (8 PTS) (N. Smith Jr. 2 AST),"[203552, 1641733]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,,Above the Break 3,24+ Right Center,25.68,Made,8.0,N. Smith Jr.,1641733.0,2.0,,,,,,,,,,,,,
400,PT04M11.00S,2025-03-23T23:39:34.0Z,3,REGULAR,foul,personal,[],203994,,,1610612748,83,66,2025-03-23T23:39:40Z,3910000,False,,,0,,J. Nurkić personal FOUL (2 PF),"[203994, 1642276]",1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,1630886.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,0.0,Ware,1642276.0,,
402,PT04M03.00S,2025-03-23T23:39:58.3Z,3,REGULAR,2pt,Jump Shot,[],203952,9.017739816031538,78.92156862745098,1610612748,85,66,2025-03-23T23:40:03Z,3930000,False,-145.0,32.0,1,left,A. Wiggins 14' step back Jump Shot (32 PTS) (K. Ware 5 AST),"[203952, 1642276]",1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,,Mid-Range,8-16 Left,14.82,Made,32.0,K. Ware,1642276.0,5.0,,,,,,,,,,,,,
404,PT03M46.00S,2025-03-23T23:40:15.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,88.12417871222075,47.549019607843135,1610612766,85,68,2025-03-23T23:50:06Z,3950000,False,-12.0,59.0,1,right,J. Nurkić 6' driving Hook (4 PTS),[203994],1610612766.0,CHA,driving,,,Nurkić,J. Nurkić,,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,4.0,,,,,,,,,,,,,,,,
405,PT03M30.00S,2025-03-23T23:40:31.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,16.90210249671485,50.49019607843137,1610612748,87,68,2025-03-23T23:40:34Z,3960000,False,-2.0,106.0,1,left,T. Herro 10' driving floating Jump Shot (23 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,In The Paint (Non-RA),8-16 Center,10.64,Made,23.0,,,,,,,,,,,,,,,,
406,PT03M21.00S,2025-03-23T23:40:39.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,89.83245729303549,50.0,1610612766,87,70,2025-03-23T23:51:15Z,3970000,False,0.0,43.0,1,right,L. Ball driving floating Jump Shot (15 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,,Restricted Area,0-8 Center,4.31,Made,15.0,,,,,,,,,,,,,,,,
407,PT03M07.00S,2025-03-23T23:40:53.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,4.5499342969776615,52.450980392156865,1610612748,87,70,2025-03-23T23:40:57Z,3980000,False,-12.0,-10.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,,Restricted Area,0-8 Center,1.57,Missed,,,,,,,,,,,,,,,,,
408,PT03M05.00S,2025-03-23T23:40:55.4Z,3,REGULAR,rebound,defensive,[],1642275,,,1610612766,87,70,2025-03-23T23:40:57Z,3990000,False,,,0,,T. Salaün REBOUND (Off:0 Def:2),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Restricted Area,0-8 Center,,,,,,,,407.0,2.0,2.0,0.0,,,,,,,,
409,PT02M56.00S,2025-03-23T23:41:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.72339027595268,45.588235294117645,1610612766,87,70,2025-03-23T23:41:10Z,4000000,False,-22.0,16.0,1,right,MISS J. Nurkić driving Layup,[203994],1610612766.0,CHA,driving,,,Nurkić,J. Nurkić,,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,
410,PT02M53.00S,2025-03-23T23:41:08.9Z,3,REGULAR,rebound,defensive,[],1629312,,,1610612748,87,70,2025-03-23T23:41:10Z,4010000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:4),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,Restricted Area,0-8 Center,,,,,,,,409.0,6.0,4.0,2.0,,,,,,,,
411,PT02M46.00S,2025-03-23T23:41:15.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,16.90210249671485,41.66666666666667,1610612748,87,70,2025-03-23T23:41:20Z,4020000,False,42.0,106.0,1,left,MISS T. Herro 11' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,In The Paint (Non-RA),8-16 Center,11.43,Missed,,,,,,,,,,,,,,,,,
412,PT02M43.00S,2025-03-23T23:41:18.1Z,3,REGULAR,rebound,defensive,[],203994,,,1610612766,87,70,2025-03-23T23:41:20Z,4030000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:2),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,411.0,3.0,2.0,1.0,,,,,,,,
413,PT02M37.00S,2025-03-23T23:41:24.7Z,3,REGULAR,turnover,lost ball,[],1630163,,,1610612766,87,70,2025-03-23T23:41:29Z,4040000,False,,,0,,L. Ball lost ball TURNOVER (5 TO),"[1630163, 1630558]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Mid-Range,8-16 Left,,,,,,,5.0,,,,,,,,,,,Mitchell,1630558.0
414,PT02M37.00S,2025-03-23T23:41:24.7Z,3,REGULAR,steal,,[],1630558,,,1610612748,87,70,2025-03-23T23:55:46Z,4050000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
415,PT02M34.00S,2025-03-23T23:41:29.6Z,3,REGULAR,foul,personal,['2freethrow'],1642275,,,1610612748,87,70,2025-03-23T23:41:40Z,4060000,False,,,0,,T. Salaün shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1642275, 1630558]",1610612766.0,CHA,shooting,,,Salaün,T. Salaün,,,,,1630886.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Mitchell,1630558.0,,
417,PT02M34.00S,2025-03-23T23:41:59.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630558,,,1610612748,88,70,2025-03-23T23:41:59Z,4080000,False,,,0,,D. Mitchell Free Throw 1 of 2 (7 PTS),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
418,PT02M34.00S,2025-03-23T23:42:01.5Z,3,REGULAR,substitution,out,[],203952,,,1610612748,88,70,2025-03-23T23:42:12Z,4090000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M34.00S,2025-03-23T23:42:01.5Z,3,REGULAR,substitution,out,[],1630163,,,1610612748,88,70,2025-03-23T23:42:12Z,4100000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M34.00S,2025-03-23T23:42:01.5Z,3,REGULAR,substitution,out,[],1641733,,,1610612748,88,70,2025-03-23T23:42:12Z,4110000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M34.00S,2025-03-23T23:42:01.5Z,3,REGULAR,substitution,in,[],202692,,,1610612748,88,70,2025-03-23T23:42:12Z,4120000,False,,,0,,SUB in: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M34.00S,2025-03-23T23:42:01.5Z,3,REGULAR,substitution,in,[],1628970,,,1610612748,88,70,2025-03-23T23:42:12Z,4130000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M34.00S,2025-03-23T23:42:01.5Z,3,REGULAR,substitution,in,[],1642354,,,1610612748,88,70,2025-03-23T23:42:12Z,4140000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M34.00S,2025-03-23T23:42:25.8Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630558,,,1610612748,89,70,2025-03-23T23:42:25Z,4150000,False,,,0,,D. Mitchell Free Throw 2 of 2 (8 PTS),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
