actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-11T00:43:04.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-11T00:43:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-11T00:43:07.4Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2025-02-11T00:43:07Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. K. Ware: Tip to D. White,"[1628401, 204001, 1642276]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porziņģis,204001.0,Ware,1642276.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-11T00:43:19.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,76.16622864651774,88.72549019607843,1610612738,0,0,2025-02-11T00:43:24Z,70000,False,194.0,172.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-02-11T00:43:21.1Z,1,REGULAR,rebound,defensive,[],202692,,,1610612748,0,0,2025-02-11T00:45:42Z,80000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-02-11T00:43:36.5Z,1,REGULAR,foul,personal,['3freethrow'],1628401,,,1610612748,0,0,2025-02-11T00:43:46Z,90000,False,,,0,,D. White shooting personal FOUL (1 PF) (Wiggins 3 FT),"[1628401, 203952]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,1627961.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
11,PT11M29.00S,2025-02-11T00:44:11.5Z,1,REGULAR,freethrow,1 of 3,[],203952,,,1610612748,1,0,2025-02-11T00:44:11Z,110000,False,,,0,,A. Wiggins Free Throw 1 of 3 (1 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M29.00S,2025-02-11T00:44:26.3Z,1,REGULAR,freethrow,2 of 3,[],203952,,,1610612748,2,0,2025-02-11T00:44:26Z,120000,False,,,0,,A. Wiggins Free Throw 2 of 3 (2 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M29.00S,2025-02-11T00:44:41.4Z,1,REGULAR,freethrow,3 of 3,[],203952,,,1610612748,3,0,2025-02-11T00:44:41Z,130000,False,,,0,,A. Wiggins Free Throw 3 of 3 (3 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
14,PT11M16.00S,2025-02-11T00:44:58.2Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612738,3,0,2025-02-11T00:45:10Z,140000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (White 2 FT),"[1630558, 1628401]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627961.0,1.0,0.0,White,1628401.0,,,,,,,,,
16,PT11M16.00S,2025-02-11T00:45:28.3Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,3,1,2025-02-11T00:45:28Z,160000,False,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
17,PT11M16.00S,2025-02-11T00:45:44.6Z,1,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,3,2,2025-02-11T00:45:44Z,170000,False,,,0,,D. White Free Throw 2 of 2 (2 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
18,PT10M59.00S,2025-02-11T00:46:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,9.806176084099869,37.5,1610612748,5,2,2025-02-11T00:47:29Z,180000,False,62.0,40.0,1,left,D. Mitchell 7' driving floating Jump Shot (2 PTS) (A. Wiggins 1 AST),"[1630558, 203952]",1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,,,,,,2.0,A. Wiggins,203952.0,1.0,,,,,
33,PT10M44.00S,2025-02-11T00:46:25.0Z,1,REGULAR,turnover,offensive goaltending,[],204001,,,1610612738,5,2,2025-02-11T00:48:15Z,200000,False,,,0,,K. Porziņģis offensive goaltending TURNOVER (1 TO),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,,,,,,,,,1.0,,,,
