actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M02.00S,2024-12-13T00:58:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642367,5.469776609724048,51.71568627450981,1610612761,11,18,2024-12-13T00:59:03Z,860000,False,-9.0,-1.0,1,left,MISS J. Mogbo running reverse Layup,[1642367],1610612761.0,TOR,running reverse,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
87,PT05M00.00S,2024-12-13T00:58:58.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,11,18,2024-12-13T00:59:03Z,870000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,
88,PT04M56.00S,2024-12-13T00:59:02.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,69.85873850197109,76.9607843137255,1610612748,11,18,2024-12-13T00:59:12Z,880000,False,135.0,231.0,1,right,MISS D. Robinson 26' running pullup 3PT,[1629130],1610612748.0,MIA,running pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
89,PT04M52.00S,2024-12-13T00:59:06.7Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612761,11,18,2024-12-13T00:59:12Z,890000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,
90,PT04M42.00S,2024-12-13T00:59:17.3Z,1,REGULAR,3pt,Jump Shot,[],1630534,7.835085413929041,2.941176470588235,1610612761,11,18,2024-12-13T00:59:24Z,900000,False,235.0,21.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
91,PT04M38.00S,2024-12-13T00:59:21.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,11,18,2024-12-13T00:59:24Z,910000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,,,,,90.0,3.0,3.0,0.0,,,,,,,,
92,PT04M33.00S,2024-12-13T00:59:26.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,68.15045992115637,32.35294117647059,1610612748,14,18,2024-12-13T00:59:34Z,920000,False,-88.0,247.0,1,right,T. Herro 26' 3PT running pullup (3 PTS),[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,26.22,Made,3.0,,,,,,,,,,,,,,,,,
93,PT04M13.00S,2024-12-13T00:59:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,18.610381077529567,50.98039215686274,1610612761,14,20,2024-12-13T00:59:56Z,930000,False,-5.0,122.0,1,left,G. Dick 12' floating Jump Shot (12 PTS),[1641711],1610612761.0,TOR,floating,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,12.25,Made,12.0,,,,,,,,,,,,,,,,,
95,PT04M03.00S,2024-12-13T01:00:11.2Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,14,20,2024-12-13T01:00:24Z,950000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M03.00S,2024-12-13T01:00:11.2Z,1,REGULAR,substitution,out,[],1630534,,,1610612748,14,20,2024-12-13T01:00:24Z,960000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M03.00S,2024-12-13T01:00:11.2Z,1,REGULAR,substitution,in,[],1630696,,,1610612748,14,20,2024-12-13T01:00:24Z,970000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M03.00S,2024-12-13T01:00:11.2Z,1,REGULAR,substitution,in,[],1642266,,,1610612748,14,20,2024-12-13T01:00:24Z,980000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT04M03.00S,2024-12-13T01:00:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,86.33377135348226,57.08486519607843,1610612748,14,20,2024-12-13T01:58:24Z,985000,False,35.0,76.0,1,right,MISS B. Adebayo 8' driving Layup - blocked,"[1628389, 1627751]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,Poeltl,1627751.0,,,,,,,,,,,,
350,PT04M03.00S,2024-12-13T01:00:23.3Z,1,REGULAR,block,,[],1627751,,,1610612748,14,20,2024-12-13T01:58:24Z,987500,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
351,PT04M03.00S,2024-12-13T01:00:23.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,14,20,2024-12-13T01:58:24Z,988750,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,349.0,,,,,,,,,,,
99,PT03M57.00S,2024-12-13T01:00:35.5Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,14,20,2024-12-13T01:00:35Z,990000,False,,,0,,Jump Ball B. Adebayo vs. J. Poeltl: Tip to J. Butler,"[202710, 1628389, 1627751]",1610612748.0,MIA,heldball,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2024-12-13T01:00:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,92.9862023653088,50.245098039215684,1610612748,16,20,2024-12-13T01:58:24Z,1030000,False,1.0,13.0,1,right,T. Herro driving Layup (5 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.35,Made,5.0,,,,,,,,,,,,,,,,,
104,PT03M39.00S,2024-12-13T01:00:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,10.33180026281209,54.90196078431373,1610612761,16,22,2024-12-13T01:00:59Z,1040000,False,-25.0,45.0,1,left,J. Poeltl floating Jump Shot (6 PTS) (D. Mitchell 1 AST),"[1627751, 1630558]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,6.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
107,PT03M27.00S,2024-12-13T01:01:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.24901445466492,51.225490196078425,1610612748,18,22,2024-12-13T01:03:08Z,1060000,False,6.0,11.0,1,right,T. Herro driving Layup (7 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.26,Made,7.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
108,PT03M13.00S,2024-12-13T01:01:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,19.66162943495401,51.470588235294116,1610612761,18,22,2024-12-13T01:01:33Z,1070000,False,-7.0,132.0,1,left,MISS J. Poeltl 13' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,13.25,Missed,,,,,,,,,,,,,,,,,,
109,PT03M10.00S,2024-12-13T01:01:22.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,18,22,2024-12-13T01:01:33Z,1080000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,108.0,4.0,4.0,0.0,,,,,,,,
111,PT03M03.00S,2024-12-13T01:01:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630696,87.46714848883047,50.73529411764706,1610612748,18,22,2024-12-13T01:03:53Z,1090000,False,4.0,65.0,1,right,MISS D. Smith 6' driving floating Shot,[1630696],1610612748.0,MIA,driving floating,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
112,PT03M00.00S,2024-12-13T01:01:31.9Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,18,22,2024-12-13T01:01:31Z,1100000,False,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,111.0,2.0,1.0,1.0,,,,,,,,
113,PT02M54.00S,2024-12-13T01:01:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612748,18,22,2024-12-13T01:02:07Z,1110000,False,,,0,,G. Dick shooting personal FOUL (2 PF) (Butler 2 FT),"[1641711, 202710]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Butler,202710.0
115,PT02M54.00S,2024-12-13T01:02:10.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,18,22,2024-12-13T01:02:10Z,1130000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT02M54.00S,2024-12-13T01:02:10.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,18,22,2024-12-13T01:02:10Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,
117,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,22,2024-12-13T01:02:29Z,1150000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,out,[],1629312,,,1610612748,18,22,2024-12-13T01:02:29Z,1160000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,out,[],1641711,,,1610612748,18,22,2024-12-13T01:02:29Z,1170000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,out,[],1642367,,,1610612748,18,22,2024-12-13T01:02:29Z,1180000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,out,[],1627751,,,1610612748,18,22,2024-12-13T01:02:29Z,1190000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,in,[],201567,,,1610612748,18,22,2024-12-13T01:02:29Z,1200000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,18,22,2024-12-13T01:02:29Z,1210000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,in,[],1629628,,,1610612748,18,22,2024-12-13T01:02:29Z,1220000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,in,[],1642419,,,1610612748,18,22,2024-12-13T01:02:29Z,1230000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M54.00S,2024-12-13T01:02:11.7Z,1,REGULAR,substitution,in,[],203482,,,1610612748,18,22,2024-12-13T01:02:29Z,1240000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M54.00S,2024-12-13T01:02:36.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,19,22,2024-12-13T01:02:36Z,1250000,False,,,0,,J. Butler Free Throw 2 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
128,PT02M37.00S,2024-12-13T01:02:53.5Z,1,REGULAR,2pt,Jump Shot,[],203482,5.469776609724048,33.088235294117645,1610612761,19,22,2024-12-13T01:03:03Z,1260000,False,85.0,-1.0,1,left,MISS K. Olynyk 8' turnaround fadeaway Shot,[203482],1610612761.0,TOR,turnaround fadeaway,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,8.46,Missed,,,,,,,,,,,,,,,,,,
129,PT02M34.00S,2024-12-13T01:02:56.5Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,19,22,2024-12-13T01:03:03Z,1270000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,
130,PT02M26.00S,2024-12-13T01:03:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,93.38042049934296,50.49019607843137,1610612748,21,22,2024-12-13T01:03:10Z,1280000,False,2.0,10.0,1,right,J. Jaquez Jr. cutting Layup (2 PTS) (K. Love 1 AST),"[1631170, 201567]",1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,K. Love,201567.0,1.0,,,,,,,,,,,,,,
132,PT02M08.00S,2024-12-13T01:03:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.995400788436268,48.03921568627451,1610612761,21,22,2024-12-13T01:03:29Z,1300000,False,10.0,4.0,1,left,MISS R. Barrett driving reverse Layup,[1629628],1610612761.0,TOR,driving reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
133,PT02M06.00S,2024-12-13T01:03:25.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,21,22,2024-12-13T01:03:29Z,1310000,False,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,132.0,3.0,2.0,1.0,,,,,,,,
134,PT01M56.00S,2024-12-13T01:03:37.1Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612748,21,22,2024-12-13T01:03:55Z,1320000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Butler 2 FT),"[1629628, 202710]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Butler,202710.0
136,PT01M56.00S,2024-12-13T01:03:57.7Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,22,22,2024-12-13T01:03:57Z,1340000,False,,,0,,J. Butler Free Throw 1 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
137,PT01M56.00S,2024-12-13T01:03:58.8Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,22,22,2024-12-13T01:04:01Z,1350000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M56.00S,2024-12-13T01:03:58.8Z,1,REGULAR,substitution,in,[],1626179,,,1610612748,22,22,2024-12-13T01:04:01Z,1360000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M56.00S,2024-12-13T01:04:16.0Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,23,22,2024-12-13T01:04:16Z,1370000,False,,,0,,J. Butler Free Throw 2 of 2 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
140,PT01M47.00S,2024-12-13T01:04:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,4.5499342969776615,51.9607843137255,1610612761,23,22,2024-12-13T01:05:32Z,1380000,False,-10.0,-10.0,1,left,MISS R. Barrett driving Layup - blocked,"[1629628, 202710]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,Butler,202710.0,,,,,,,,,,,,
141,PT01M47.00S,2024-12-13T01:04:28.2Z,1,REGULAR,block,,[],202710,,,1610612761,23,22,2024-12-13T01:04:30Z,1390000,False,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT01M47.00S,2024-12-13T01:04:28.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,23,22,2024-12-13T01:04:34Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,140.0,,,,,,,,,,,
144,PT01M38.00S,2024-12-13T01:04:54.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642266,12.565703022339028,44.6078431372549,1610612761,23,22,2024-12-13T01:53:13Z,1420000,False,27.0,66.0,1,left,MISS J. Walter 7' driving floating Shot,[1642266],1610612761.0,TOR,driving floating,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
145,PT01M34.00S,2024-12-13T01:04:58.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,23,22,2024-12-13T01:05:01Z,1430000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,
146,PT01M19.00S,2024-12-13T01:05:14.0Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,23,22,2024-12-13T01:05:19Z,1440000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 203482]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Olynyk,203482.0,,,,,
147,PT01M19.00S,2024-12-13T01:05:14.0Z,1,REGULAR,steal,,[],203482,,,1610612761,23,22,2024-12-13T01:05:16Z,1450000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
148,PT01M12.00S,2024-12-13T01:05:20.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629628,6.783837056504599,56.127450980392155,1610612761,23,24,2024-12-13T01:53:56Z,1460000,False,-31.0,11.0,1,left,R. Barrett running Layup (4 PTS) (K. Olynyk 1 AST),"[1629628, 203482]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.26,Made,4.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
149,PT01M09.00S,2024-12-13T01:05:23.4Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612748,23,24,2024-12-13T01:05:28Z,1470000,False,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 203482]",1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Olynyk,203482.0,,,,,
150,PT01M09.00S,2024-12-13T01:05:23.4Z,1,REGULAR,steal,,[],203482,,,1610612761,23,24,2024-12-13T01:05:25Z,1480000,False,,,0,,K. Olynyk STEAL (2 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
151,PT01M06.00S,2024-12-13T01:05:26.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203482,24.26084099868594,91.17647058823529,1610612761,23,24,2024-12-13T01:05:33Z,1490000,False,-206.0,176.0,1,left,MISS K. Olynyk 27' pullup 3PT,[203482],1610612761.0,TOR,pullup,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
152,PT01M03.00S,2024-12-13T01:05:29.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,23,24,2024-12-13T01:05:33Z,1500000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,
153,PT00M52.90S,2024-12-13T01:05:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,90.22667542706965,50.0,1610612748,23,24,2024-12-13T01:05:45Z,1510000,False,0.0,39.0,1,right,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
154,PT00M51.20S,2024-12-13T01:05:42.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,23,24,2024-12-13T01:05:45Z,1520000,False,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,153.0,4.0,4.0,0.0,,,,,,,,
155,PT00M46.40S,2024-12-13T01:05:47.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642266,22.421156373193167,90.19607843137256,1610612761,23,27,2024-12-13T01:05:54Z,1530000,False,-201.0,158.0,1,left,J. Walter 25' 3PT running (3 PTS) (D. Mitchell 2 AST),"[1642266, 1630558]",1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,25.59,Made,3.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
157,PT00M37.90S,2024-12-13T01:06:01.0Z,1,REGULAR,3pt,Jump Shot,[],201567,70.77858081471747,19.11764705882353,1610612748,23,27,2024-12-13T01:07:46Z,1550000,False,-154.0,222.0,1,right,MISS K. Love 27' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
158,PT00M34.60S,2024-12-13T01:06:04.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,23,27,2024-12-13T01:06:06Z,1560000,False,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,157.0,5.0,5.0,0.0,,,,,,,,
159,PT00M16.60S,2024-12-13T01:06:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,9.017739816031538,51.225490196078425,1610612761,23,27,2024-12-13T01:55:03Z,1570000,False,-6.0,32.0,1,left,MISS K. Olynyk driving Layup,[203482],1610612761.0,TOR,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
160,PT00M14.50S,2024-12-13T01:06:24.5Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,23,27,2024-12-13T01:07:07Z,1580000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,
162,PT00M00.00S,2024-12-13T01:07:33.6Z,1,REGULAR,period,end,[],0,,,1610612748,23,27,2024-12-13T01:07:33Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-12-13T01:08:37.9Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612748,23,27,2024-12-13T01:09:30Z,1610000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-12-13T01:08:37.9Z,2,REGULAR,substitution,out,['startperiod'],203482,,,1610612748,23,27,2024-12-13T01:09:30Z,1620000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-12-13T01:08:37.9Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612748,23,27,2024-12-13T01:09:30Z,1630000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-12-13T01:08:37.9Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,23,27,2024-12-13T01:09:30Z,1640000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
