actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-27T00:44:25.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-27T00:44:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-27T00:44:28.5Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612737,0,0,2025-02-27T00:44:28Z,40000,False,,,0,,Jump Ball O. Okongwu vs. K. Ware: Tip to D. Daniels,"[1630700, 1630168, 1642276]",1610612737.0,ATL,startperiod,D. Daniels,1630700.0,Daniels,D. Daniels,Okongwu,1630168.0,Ware,1642276.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-02-27T00:44:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,84.97043363994744,58.08823529411765,1610612737,0,2,2025-02-27T00:44:51Z,70000,False,40.0,89.0,1,right,D. Daniels 9' driving floating Jump Shot (2 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,9.76,Made,2.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2025-02-27T00:45:08.4Z,1,REGULAR,2pt,Jump Shot,[],203952,10.85742444152431,25.98039215686275,1610612748,2,2,2025-02-27T00:45:17Z,90000,False,120.0,50.0,1,left,A. Wiggins 12' step back Jump Shot (2 PTS),[203952],1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,12.99,Made,2.0,,,,,,,,,,,,,,,,,
11,PT11M16.00S,2025-02-27T00:45:16.4Z,1,REGULAR,foul,personal,['1freethrow'],1642258,,,1610612748,2,2,2025-02-27T00:45:43Z,110000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1642258, 203952]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Right,,,,,,,1628480.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
13,PT11M16.00S,2025-02-27T00:45:44.7Z,1,REGULAR,freethrow,1 of 1,[],203952,,,1610612748,3,2,2025-02-27T00:45:44Z,130000,False,,,0,,A. Wiggins Free Throw 1 of 1 (3 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2025-02-27T00:45:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,93.11760840998686,58.08823529411765,1610612737,3,2,2025-02-27T00:47:06Z,140000,False,40.0,12.0,1,right,MISS O. Okongwu floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2025-02-27T00:45:52.7Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,3,2,2025-02-27T00:45:53Z,150000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,
16,PT10M45.00S,2025-02-27T00:46:10.0Z,1,REGULAR,3pt,Jump Shot,[],203952,24.129434954007884,84.06862745098039,1610612748,6,2,2025-02-27T00:46:14Z,160000,False,-170.0,174.0,1,left,A. Wiggins 24' 3PT  (6 PTS) (B. Adebayo 1 AST),"[203952, 1628389]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.37,Made,6.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
18,PT10M32.00S,2025-02-27T00:46:24.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631243,92.9862023653088,49.754901960784316,1610612737,6,2,2025-02-27T00:46:31Z,180000,False,-1.0,13.0,1,right,MISS M. Gueye DUNK - blocked,"[1631243, 1628389]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,,,
