actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
84,PT04M47.00S,2022-03-07T00:58:47.7Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,17,17,2022-03-07T00:58:58Z,810000,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,,,
85,PT04M45.00S,2022-03-07T00:58:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,94.56307490144546,51.225490196078425,1610612739,17,17,2022-03-07T00:59:04Z,820000,6.0,-1.0,1,right,MISS I. Okoro running Layup,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,0.63,Missed,,,,,,,,,,,,,,,,
86,PT04M45.00S,2022-03-07T00:58:51.5Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,17,17,2022-03-07T00:59:04Z,830000,,,0,,E. Mobley REBOUND (Off:3 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,85.0,6.0,3.0,3.0,,,,,,,,,,,,
87,PT04M45.00S,2022-03-07T00:59:01.8Z,1,REGULAR,foul,personal,[],1629018,,,1610612739,17,17,2022-03-07T00:59:14Z,840000,,,0,,G. Trent Jr. personal FOUL (2 PF),"[1629018, 1630596]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,202049.0,,,,,2.0,0.0,Mobley,1630596.0,,,
89,PT04M45.00S,2022-03-07T00:59:18.7Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,17,17,2022-03-07T01:00:00Z,860000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M45.00S,2022-03-07T00:59:18.7Z,1,REGULAR,substitution,out,[],1630567,,,1610612739,17,17,2022-03-07T01:00:00Z,870000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M45.00S,2022-03-07T00:59:18.7Z,1,REGULAR,substitution,out,[],203920,,,1610612739,17,17,2022-03-07T01:00:00Z,880000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M45.00S,2022-03-07T00:59:18.7Z,1,REGULAR,substitution,in,[],201567,,,1610612739,17,17,2022-03-07T01:00:00Z,890000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M45.00S,2022-03-07T00:59:18.7Z,1,REGULAR,substitution,in,[],1630173,,,1610612739,17,17,2022-03-07T01:00:00Z,900000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M45.00S,2022-03-07T00:59:18.7Z,1,REGULAR,substitution,in,[],201152,,,1610612739,17,17,2022-03-07T01:00:00Z,910000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M37.00S,2022-03-07T01:00:10.9Z,1,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,17,17,2022-03-07T01:00:26Z,920000,,,0,,D. Garland step out-of-bounds TURNOVER (2 TO),[1629636],1610612739.0,CLE,step,,,Garland,D. Garland,,,,,2.0,,,,,,,,,1627961.0,,,,,,,,,,,
96,PT04M28.00S,2022-03-07T01:00:33.4Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612761,17,17,2022-03-07T01:00:43Z,930000,,,0,,D. Garland shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1629636, 1629018]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Trent Jr.,1629018.0,,,
98,PT04M28.00S,2022-03-07T01:00:55.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629018,,,1610612761,17,18,2022-03-07T01:00:55Z,950000,,,0,,G. Trent Jr. Free Throw 1 of 2 (6 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,Made,,,,,,6.0,,,,,,,,,,
99,PT04M28.00S,2022-03-07T01:00:56.8Z,1,REGULAR,substitution,out,[],1630171,,,1610612761,17,18,2022-03-07T01:01:06Z,960000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M28.00S,2022-03-07T01:00:56.8Z,1,REGULAR,substitution,in,[],1626224,,,1610612761,17,18,2022-03-07T01:01:06Z,970000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M28.00S,2022-03-07T01:01:13.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629018,,,1610612761,17,19,2022-03-07T01:01:13Z,980000,,,0,,G. Trent Jr. Free Throw 2 of 2 (7 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,Made,,,,,,7.0,,,,,,,,,,
102,PT04M14.00S,2022-03-07T01:01:32.8Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612739,17,19,2022-03-07T01:01:45Z,990000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Garland 2 FT),"[1630173, 1629636]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Garland,1629636.0,,,
105,PT04M14.00S,2022-03-07T01:01:57.6Z,1,REGULAR,substitution,out,[],1629018,,,1610612739,17,19,2022-03-07T01:02:01Z,1020000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M14.00S,2022-03-07T01:01:57.6Z,1,REGULAR,substitution,in,[],1630625,,,1610612739,17,19,2022-03-07T01:02:01Z,1030000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT04M14.00S,2022-03-07T01:02:13.5Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,18,19,2022-03-07T01:07:06Z,1032500,,,0,,D. Garland Free Throw 1 of 2 (3 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,Made,,,,,,3.0,,,,,,,,,,
134,PT04M14.00S,2022-03-07T01:02:13.5Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,19,19,2022-03-07T01:07:06Z,1033750,,,0,,D. Garland Free Throw 2 of 2 (4 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,Made,,,,,,4.0,,,,,,,,,,
108,PT03M58.00S,2022-03-07T01:02:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201152,7.30946123521682,50.0,1610612761,19,19,2022-03-07T01:02:44Z,1035000,0.0,16.0,1,left,MISS T. Young cutting Layup - blocked,"[201152, 1628386]",1610612761.0,TOR,cutting,,,Young,T. Young,,,,,,,,1.62,Missed,,,,,,,,,,,,,,Allen,1628386.0,
109,PT03M58.00S,2022-03-07T01:02:29.5Z,1,REGULAR,block,,[],1628386,,,1610612761,19,19,2022-03-07T01:02:34Z,1037500,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M57.00S,2022-03-07T01:02:30.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,19,19,2022-03-07T01:02:44Z,1038750,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,
111,PT03M57.00S,2022-03-07T01:02:37.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,19,19,2022-03-07T01:02:37Z,1080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M49.00S,2022-03-07T01:02:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.601182654402102,50.73529411764706,1610612761,19,21,2022-03-07T01:03:03Z,1090000,-4.0,0.0,1,left,C. Boucher cutting Layup (6 PTS) (D. Banton 1 AST),"[1628449, 1630625]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,,,,0.37,Made,,,,,,6.0,D. Banton,1630625.0,1.0,,,,,,,
114,PT03M34.00S,2022-03-07T01:03:10.1Z,1,REGULAR,3pt,Jump Shot,[],201567,66.83639947437582,41.911764705882355,1610612739,22,21,2022-03-07T01:03:16Z,1110000,-40.0,259.0,1,right,K. Love 26' 3PT step back (3 PTS) (D. Garland 5 AST),"[201567, 1629636]",1610612739.0,CLE,step back,,,Love,K. Love,,,,,,,,26.23,Made,,,,,,3.0,D. Garland,1629636.0,5.0,,,,,,,
116,PT03M13.00S,2022-03-07T01:03:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,17.95335085413929,44.11764705882353,1610612761,22,21,2022-03-07T01:03:39Z,1130000,29.0,116.0,1,left,MISS D. Banton 12' driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,Banton,D. Banton,,,,,,,,12.0,Missed,,,,,,,,,,,,,,,,
117,PT03M10.00S,2022-03-07T01:03:35.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,22,21,2022-03-07T01:03:35Z,1140000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,
118,PT03M05.00S,2022-03-07T01:03:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,93.38042049934296,50.49019607843137,1610612739,24,21,2022-03-07T01:04:01Z,1150000,2.0,10.0,1,right,L. Markkanen Layup (9 PTS) (D. Garland 6 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,1.0,Made,,,,,,9.0,D. Garland,1629636.0,6.0,,,,,,,
120,PT03M05.00S,2022-03-07T01:03:53.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627783,,,1610612739,24,21,2022-03-07T01:04:05Z,1170000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Markkanen 1 FT),"[1627783, 1628374]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,101284.0,,,,,1.0,0.0,Markkanen,1628374.0,,,
122,PT03M05.00S,2022-03-07T01:04:09.4Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612739,25,21,2022-03-07T01:04:09Z,1190000,,,0,,L. Markkanen Free Throw 1 of 1 (10 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,Made,,,,,,10.0,,,,,,,,,,
123,PT02M51.00S,2022-03-07T01:04:24.5Z,1,REGULAR,2pt,Jump Shot,[],1628449,5.469776609724048,17.647058823529413,1610612761,25,21,2022-03-07T01:04:28Z,1200000,162.0,-1.0,1,left,MISS C. Boucher 16' pullup Shot,[1628449],1610612761.0,TOR,pullup,,,Boucher,C. Boucher,,,,,,,,16.18,Missed,,,,,,,,,,,,,,,,
124,PT02M49.00S,2022-03-07T01:04:26.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,25,21,2022-03-07T01:04:28Z,1210000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,
125,PT02M45.00S,2022-03-07T01:04:30.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,79.05716162943496,91.91176470588235,1610612739,25,21,2022-03-07T01:04:35Z,1220000,210.0,144.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,25.45,Missed,,,,,,,,,,,,,,,,
126,PT02M40.00S,2022-03-07T01:04:35.9Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,25,21,2022-03-07T01:04:35Z,1230000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,
127,PT02M26.00S,2022-03-07T01:04:50.0Z,1,REGULAR,2pt,Jump Shot,[],1630173,5.338370565045992,28.676470588235293,1610612761,25,23,2022-03-07T01:04:54Z,1240000,107.0,-2.0,1,left,P. Achiuwa 10' driving floating Jump Shot (2 PTS) (P. Siakam 1 AST),"[1630173, 1627783]",1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,,,,10.66,Made,,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,,,
128,PT02M08.00S,2022-03-07T01:05:07.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,89.04402102496715,50.98039215686274,1610612739,25,23,2022-03-07T01:05:32Z,1250000,5.0,50.0,1,right,MISS J. Allen driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,,,,5.07,Missed,,,,,,,,,,,,,,,,
129,PT02M06.00S,2022-03-07T01:05:09.2Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,25,23,2022-03-07T01:05:32Z,1260000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,
130,PT01M59.00S,2022-03-07T01:05:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.601182654402102,49.26470588235294,1610612761,25,25,2022-03-07T01:05:45Z,1270000,4.0,0.0,1,left,P. Achiuwa driving Layup (4 PTS),[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,,,,0.37,Made,,,,,,4.0,,,,,,,,,,
131,PT01M58.00S,2022-03-07T01:05:33.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,25,25,2022-03-07T01:05:33Z,1280000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,25,25,2022-03-07T01:08:27Z,1290000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,25,25,2022-03-07T01:08:27Z,1300000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,25,25,2022-03-07T01:08:27Z,1310000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,out,[],1628449,,,1610612739,25,25,2022-03-07T01:08:27Z,1320000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,out,[],1627783,,,1610612739,25,25,2022-03-07T01:08:27Z,1330000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,25,25,2022-03-07T01:08:27Z,1340000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,25,25,2022-03-07T01:08:27Z,1350000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,in,[],1629164,,,1610612739,25,25,2022-03-07T01:08:27Z,1360000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,in,[],1629139,,,1610612739,25,25,2022-03-07T01:08:27Z,1370000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M58.00S,2022-03-07T01:08:00.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612739,25,25,2022-03-07T01:08:27Z,1380000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M33.00S,2022-03-07T01:09:09.7Z,1,REGULAR,2pt,Jump Shot,[],1626224,78.13731931668858,73.77450980392157,1610612739,27,25,2022-03-07T01:09:15Z,1390000,119.0,153.0,1,right,C. Osman 19' pullup Jump Shot (2 PTS),[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,,,,19.38,Made,,,,,,2.0,,,,,,,,,,
146,PT01M12.00S,2022-03-07T01:09:30.8Z,1,REGULAR,2pt,Jump Shot,[],1630173,14.536793692509855,67.40196078431373,1610612761,27,25,2022-03-07T01:09:35Z,1400000,-87.0,84.0,1,left,MISS P. Achiuwa 12' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,,,,12.1,Missed,,,,,,,,,,,,,,,,
147,PT01M09.00S,2022-03-07T01:09:33.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,27,25,2022-03-07T01:09:33Z,1410000,,,0,,E. Mobley REBOUND (Off:3 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,146.0,7.0,4.0,3.0,,,,,,,,,,,,
148,PT01M06.00S,2022-03-07T01:09:36.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,70.51576872536137,77.45098039215686,1610612739,30,25,2022-03-07T01:09:43Z,1420000,137.0,225.0,1,right,K. Love 26' 3PT  (6 PTS) (B. Goodwin 1 AST),"[201567, 1629164]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,26.33,Made,,,,,,6.0,B. Goodwin,1629164.0,1.0,,,,,,,
150,PT00M48.70S,2022-03-07T01:09:56.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,5.469776609724048,50.49019607843137,1610612761,30,27,2022-03-07T01:10:05Z,1440000,-2.0,-1.0,1,left,P. Achiuwa alley-oop DUNK (6 PTS) (D. Banton 2 AST),"[1630173, 1630625]",1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,,,,0.27,Made,,,,,,6.0,D. Banton,1630625.0,2.0,,,,,,,
152,PT00M40.40S,2022-03-07T01:10:06.0Z,1,REGULAR,2pt,Jump Shot,[],201567,75.90341655716163,54.65686274509803,1610612739,30,27,2022-03-07T01:10:12Z,1460000,23.0,174.0,1,right,MISS K. Love 17' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,,,,17.56,Missed,,,,,,,,,,,,,,,,
153,PT00M37.50S,2022-03-07T01:10:08.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,30,27,2022-03-07T01:10:12Z,1470000,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,152.0,3.0,2.0,1.0,,,,,,,,,,,,
154,PT00M26.50S,2022-03-07T01:10:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,6.783837056504599,46.568627450980394,1610612761,30,27,2022-03-07T01:10:25Z,1480000,17.0,11.0,1,left,MISS P. Achiuwa driving floating bank Shot,[1630173],1610612761.0,TOR,driving floating bank,,,Achiuwa,P. Achiuwa,,,,,,,,2.06,Missed,,,,,,,,,,,,,,,,
155,PT00M25.40S,2022-03-07T01:10:21.0Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,30,27,2022-03-07T01:10:25Z,1490000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,
156,PT00M25.40S,2022-03-07T01:10:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.863994743758213,50.73529411764706,1610612761,30,29,2022-03-07T01:10:30Z,1500000,-4.0,3.0,1,left,P. Achiuwa putback Layup (8 PTS),[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,,,,0.45,Made,,,,,,8.0,,,,,,,,,,
157,PT00M04.10S,2022-03-07T01:10:45.9Z,1,REGULAR,turnover,lost ball,[],1629164,,,1610612739,30,29,2022-03-07T01:10:51Z,1510000,,,0,,B. Goodwin lost ball TURNOVER (1 TO),"[1629164, 1630173]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,
158,PT00M04.10S,2022-03-07T01:10:45.9Z,1,REGULAR,steal,,[],1630173,,,1610612761,30,29,2022-03-07T01:12:01Z,1520000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M03.10S,2022-03-07T01:11:00.0Z,1,REGULAR,foul,personal,[],1626224,,,1610612761,30,29,2022-03-07T01:11:11Z,1530000,,,0,,C. Osman take personal FOUL (1 PF),"[1626224, 1630173]",1610612739.0,CLE,take,,,Osman,C. Osman,,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Achiuwa,1630173.0,,,
161,PT00M03.10S,2022-03-07T01:11:07.6Z,1,REGULAR,substitution,out,[],201567,,,1610612761,30,29,2022-03-07T01:11:15Z,1550000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M03.10S,2022-03-07T01:11:07.6Z,1,REGULAR,substitution,out,[],1630625,,,1610612761,30,29,2022-03-07T01:11:15Z,1560000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M03.10S,2022-03-07T01:11:07.6Z,1,REGULAR,substitution,in,[],1630171,,,1610612761,30,29,2022-03-07T01:11:15Z,1570000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M03.10S,2022-03-07T01:11:07.6Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,30,29,2022-03-07T01:11:15Z,1580000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M01.30S,2022-03-07T01:11:30.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,34.37910643889619,21.323529411764707,1610612761,30,29,2022-03-07T01:11:42Z,1590000,143.0,271.0,1,left,MISS Y. Watanabe 30' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,30.63,Missed,,,,,,,,,,,,,,,,
166,PT00M01.30S,2022-03-07T01:11:30.8Z,1,REGULAR,rebound,defensive,[],1629164,,,1610612739,30,29,2022-03-07T01:11:42Z,1600000,,,0,,B. Goodwin REBOUND (Off:0 Def:1),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,
167,PT00M00.00S,2022-03-07T01:11:47.9Z,1,REGULAR,period,end,[],0,,,1610612739,30,29,2022-03-07T01:11:47Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-03-07T01:12:09.3Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612739,30,29,2022-03-07T01:14:56Z,1620000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-07T01:12:09.3Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612739,30,29,2022-03-07T01:14:56Z,1630000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-07T01:12:09.3Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612739,30,29,2022-03-07T01:14:56Z,1640000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-07T01:12:09.3Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612739,30,29,2022-03-07T01:14:56Z,1650000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-07T01:15:13.9Z,2,REGULAR,period,start,[],0,,,1610612761,30,29,2022-03-07T01:15:13Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M48.00S,2022-03-07T01:15:27.6Z,2,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612761,30,29,2022-03-07T01:15:43Z,1670000,,,0,,D. Wade shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629731, 1630567]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,101284.0,,,,,1.0,0.0,Barnes,1630567.0,,,
175,PT11M48.00S,2022-03-07T01:15:49.2Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,30,29,2022-03-07T01:15:49Z,1690000,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,Missed,,,,,,,,,,,,,,,,
