actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
2,PT12M00.00S,2021-11-19T00:40:26.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-19T00:40:26Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-11-19T00:40:30.7Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2021-11-19T00:40:30Z,40000,,,0,,Jump Ball E. Davis vs. K. Looney: Tip to D. Garland,"[1629636, 202334, 1626172]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Davis,202334.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2021-11-19T00:40:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.72339027595268,51.470588235294116,1610612739,2,0,2021-11-19T00:40:51Z,70000,7.0,16.0,1,right,I. Okoro driving Layup (2 PTS),[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,1.75,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M26.00S,2021-11-19T00:41:00.5Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,2,0,2021-11-19T00:41:08Z,80000,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 1629636]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,1.0,Garland,1629636.0,,,,,,,,,,,,,,,
9,PT11M26.00S,2021-11-19T00:41:00.5Z,1,REGULAR,steal,,[],1629636,,,1610612739,2,0,2021-11-19T00:41:02Z,90000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2021-11-19T00:41:06.6Z,1,REGULAR,turnover,bad pass,[],1629731,,,1610612739,2,0,2021-11-19T00:41:16Z,100000,,,0,,D. Wade bad pass TURNOVER (1 TO),"[1629731, 1629673]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,1.0,Poole,1629673.0,,,,,,,,,,,,,,,
11,PT11M20.00S,2021-11-19T00:41:06.6Z,1,REGULAR,steal,,[],1629673,,,1610612744,2,0,2021-11-19T00:41:10Z,110000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M03.00S,2021-11-19T00:41:22.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,33.065045992115635,85.29411764705883,1610612744,2,0,2021-11-19T00:41:30Z,120000,-176.0,258.0,1,left,MISS S. Curry 31' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,31.28,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M00.00S,2021-11-19T00:41:25.8Z,1,REGULAR,rebound,defensive,[],202334,,,1610612739,2,0,2021-11-19T00:41:30Z,130000,,,0,,E. Davis REBOUND (Off:0 Def:1),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M39.00S,2021-11-19T00:41:46.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,66.5735873850197,69.6078431372549,1610612739,5,0,2021-11-19T00:41:52Z,140000,98.0,262.0,1,right,D. Garland 27' 3PT  (3 PTS) (D. Wade 1 AST),"[1629636, 1629731]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,27.94,Made,3.0,,,,,,,,D. Wade,1629731.0,1.0,,,,,,,,
16,PT10M12.00S,2021-11-19T00:42:13.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626172,7.966491458607096,52.450980392156865,1610612744,5,0,2021-11-19T00:43:18Z,160000,-12.0,22.0,1,left,MISS K. Looney Hook,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M11.00S,2021-11-19T00:42:14.7Z,1,REGULAR,rebound,defensive,[],202334,,,1610612739,5,0,2021-11-19T00:42:17Z,170000,,,0,,E. Davis REBOUND (Off:0 Def:2),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,
18,PT10M04.00S,2021-11-19T00:42:22.0Z,1,REGULAR,3pt,Jump Shot,[],201937,92.32917214191852,4.411764705882353,1610612739,5,0,2021-11-19T00:42:28Z,180000,-228.0,20.0,1,right,MISS R. Rubio step back 3PT,[201937],1610612739.0,CLE,step back,,,Rubio,R. Rubio,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M01.00S,2021-11-19T00:42:25.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,5,0,2021-11-19T00:42:28Z,190000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT09M48.00S,2021-11-19T00:42:37.2Z,1,REGULAR,3pt,Jump Shot,[],203952,30.831143232588698,73.77450980392157,1610612744,5,0,2021-11-19T00:42:44Z,200000,-119.0,237.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M45.00S,2021-11-19T00:42:40.2Z,1,REGULAR,rebound,defensive,[],202334,,,1610612739,5,0,2021-11-19T00:42:44Z,210000,,,0,,E. Davis REBOUND (Off:0 Def:3),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,20.0,3.0,3.0,0.0,,,,,,,,,,,
22,PT09M33.00S,2021-11-19T00:42:52.5Z,1,REGULAR,2pt,Jump Shot,[],1629636,73.66951379763469,46.568627450980394,1610612739,7,0,2021-11-19T00:42:57Z,220000,-17.0,195.0,1,right,D. Garland 19' pullup Jump Shot (5 PTS) (E. Davis 1 AST),"[1629636, 202334]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,19.58,Made,5.0,,,,,,,,E. Davis,202334.0,1.0,,,,,,,,
24,PT09M20.00S,2021-11-19T00:43:12.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,7,0,2021-11-19T00:43:12Z,240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M13.00S,2021-11-19T00:43:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.389618922470433,52.94117647058824,1610612744,7,0,2021-11-19T00:43:45Z,250000,-15.0,8.0,1,left,MISS A. Wiggins Layup - blocked,"[203952, 202334]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,1.65,Missed,,,,,,,,,,,,Davis,202334.0,,,,,,
26,PT09M13.00S,2021-11-19T00:43:31.1Z,1,REGULAR,block,,[],202334,,,1610612744,7,0,2021-11-19T00:43:45Z,260000,,,0,,E. Davis BLOCK (1 BLK),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M08.00S,2021-11-19T00:43:36.1Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,7,0,2021-11-19T00:43:45Z,270000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M08.00S,2021-11-19T00:43:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,64.20827858081472,41.66666666666667,1610612739,10,0,2021-11-19T00:43:55Z,280000,-42.0,284.0,1,right,D. Wade 28' 3PT  (3 PTS) (I. Okoro 1 AST),"[1629731, 1630171]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,28.69,Made,3.0,,,,,,,,I. Okoro,1630171.0,1.0,,,,,,,,
30,PT09M08.00S,2021-11-19T00:43:58.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,0,2021-11-19T00:43:58Z,300000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M53.00S,2021-11-19T00:46:52.9Z,1,REGULAR,3pt,Jump Shot,[],201939,18.873193166885677,5.147058823529411,1610612744,10,3,2021-11-19T00:46:58Z,310000,224.0,125.0,1,left,S. Curry 25' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.67,Made,3.0,,,,,,,,D. Green,203110.0,1.0,,,,,,,,
33,PT08M29.00S,2021-11-19T00:47:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,90.48948751642575,64.70588235294117,1610612739,12,3,2021-11-19T00:47:20Z,330000,74.0,37.0,1,right,D. Garland 8' driving floating bank Jump Shot (7 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,8.22,Made,7.0,,,,,,,,,,,,,,,,,,
34,PT08M16.00S,2021-11-19T00:47:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,11.251642575558476,50.49019607843137,1610612744,12,5,2021-11-19T00:47:36Z,340000,-2.0,53.0,1,left,S. Curry driving floating Jump Shot (5 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,5.34,Made,5.0,,,,,,,,D. Green,203110.0,2.0,,,,,,,,
36,PT07M57.00S,2021-11-19T00:47:53.4Z,1,REGULAR,turnover,out-of-bounds,[],201937,,,1610612739,12,5,2021-11-19T00:48:00Z,360000,,,0,,R. Rubio lost ball out-of-bounds TURNOVER (1 TO),[201937],1610612739.0,CLE,lost ball,,,Rubio,R. Rubio,,,,,,,,1.0,,,,,,,,,,,,203177.0,,,,,
37,PT07M46.00S,2021-11-19T00:48:09.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,7.440867279894875,3.1862745098039214,1610612744,12,5,2021-11-19T00:48:15Z,370000,234.0,17.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
38,PT07M44.00S,2021-11-19T00:48:11.0Z,1,REGULAR,rebound,defensive,[],202334,,,1610612739,12,5,2021-11-19T00:48:15Z,380000,,,0,,E. Davis REBOUND (Off:0 Def:4),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,37.0,4.0,4.0,0.0,,,,,,,,,,,
39,PT07M35.00S,2021-11-19T00:48:23.5Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612739,12,5,2021-11-19T00:48:38Z,390000,,,0,,J. Poole shooting personal FOUL (1 PF) (Rubio 2 FT),"[1629673, 201937]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Rubio,201937.0,
41,PT07M35.00S,2021-11-19T00:48:47.0Z,1,REGULAR,freethrow,1 of 2,[],201937,,,1610612739,12,5,2021-11-19T00:48:47Z,410000,,,0,,MISS R. Rubio Free Throw 1 of 2,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M35.00S,2021-11-19T00:48:47.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,12,5,2021-11-19T00:48:47Z,420000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,
43,PT07M35.00S,2021-11-19T00:49:05.9Z,1,REGULAR,freethrow,2 of 2,[],201937,,,1610612739,13,5,2021-11-19T00:49:05Z,430000,,,0,,R. Rubio Free Throw 2 of 2 (1 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
44,PT07M23.00S,2021-11-19T00:49:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,5.863994743758213,63.23529411764706,1610612744,13,7,2021-11-19T00:49:32Z,440000,-66.0,3.0,1,left,D. Green 6' driving floating Jump Shot (2 PTS) (K. Looney 1 AST),"[203110, 1626172]",1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,6.63,Made,2.0,,,,,,,,K. Looney,1626172.0,1.0,,,,,,,,
46,PT07M10.00S,2021-11-19T00:49:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,90.3580814717477,96.32352941176471,1610612739,13,7,2021-11-19T00:49:52Z,460000,232.0,38.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
