actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
47,PT07M09.00S,2021-11-19T00:49:34.9Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,13,7,2021-11-19T00:49:34Z,470000,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,
50,PT07M09.00S,2021-11-19T00:50:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612739,13,7,2021-11-19T00:50:18Z,500000,,,0,,K. Looney shooting personal FOUL (1 PF) (Davis 2 FT),"[1626172, 202334]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Davis,202334.0,
52,PT07M09.00S,2021-11-19T00:50:19.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202334,,,1610612739,13,7,2021-11-19T00:50:25Z,520000,,,0,,MISS E. Davis Free Throw 1 of 2,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M09.00S,2021-11-19T00:50:19.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,13,7,2021-11-19T00:50:19Z,530000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,
54,PT07M09.00S,2021-11-19T00:50:19.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202334,,,1610612739,14,7,2021-11-19T00:50:25Z,540000,,,0,,E. Davis Free Throw 2 of 2 (1 PTS),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2021-11-19T00:50:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203952,10.33180026281209,51.225490196078425,1610612744,14,9,2021-11-19T00:52:31Z,550000,-6.0,45.0,1,left,A. Wiggins turnaround Hook (2 PTS) (D. Green 3 AST),"[203952, 203110]",1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,4.5,Made,2.0,,,,,,,,D. Green,203110.0,3.0,,,,,,,,
57,PT06M38.00S,2021-11-19T00:50:50.1Z,1,REGULAR,2pt,Jump Shot,[],201937,78.9257555847569,52.20588235294118,1610612739,14,9,2021-11-19T00:50:59Z,570000,11.0,146.0,1,right,MISS R. Rubio 14' Jump Shot - blocked,"[201937, 203952]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,14.6,Missed,,,,,,,,,,,,Wiggins,203952.0,,,,,,
58,PT06M38.00S,2021-11-19T00:50:50.1Z,1,REGULAR,block,,[],203952,,,1610612739,14,9,2021-11-19T00:57:37Z,580000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M33.00S,2021-11-19T00:50:55.1Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,14,9,2021-11-19T00:50:59Z,590000,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,
60,PT06M30.00S,2021-11-19T00:50:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,94.1688567674113,50.73529411764706,1610612739,16,9,2021-11-19T00:57:57Z,600000,4.0,2.0,1,right,I. Okoro cutting Layup (4 PTS) (R. Rubio 1 AST),"[1630171, 201937]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,0.44,Made,4.0,,,,,,,,R. Rubio,201937.0,1.0,,,,,,,,
62,PT06M16.00S,2021-11-19T00:51:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.966491458607096,49.50980392156863,1610612744,16,9,2021-11-19T00:51:19Z,620000,2.0,22.0,1,left,MISS S. Curry Layup,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M14.00S,2021-11-19T00:51:13.9Z,1,REGULAR,rebound,defensive,[],202334,,,1610612739,16,9,2021-11-19T00:51:19Z,630000,,,0,,E. Davis REBOUND (Off:0 Def:5),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,62.0,5.0,5.0,0.0,,,,,,,,,,,
64,PT06M10.00S,2021-11-19T00:51:17.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,78.9257555847569,6.61764705882353,1610612739,19,9,2021-11-19T00:51:29Z,640000,-217.0,146.0,1,right,D. Wade 26' 3PT  (6 PTS) (D. Garland 1 AST),"[1629731, 1629636]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,26.12,Made,6.0,,,,,,,,D. Garland,1629636.0,1.0,,,,,,,,
66,PT05M57.00S,2021-11-19T00:51:31.3Z,1,REGULAR,2pt,Jump Shot,[],1626172,12.828515111695138,28.186274509803923,1610612744,19,9,2021-11-19T00:51:37Z,660000,109.0,68.0,1,left,MISS K. Looney 12' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,12.86,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M53.00S,2021-11-19T00:51:35.3Z,1,REGULAR,rebound,defensive,[],202334,,,1610612739,19,9,2021-11-19T00:51:37Z,670000,,,0,,E. Davis REBOUND (Off:0 Def:6),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,66.0,6.0,6.0,0.0,,,,,,,,,,,
68,PT05M48.00S,2021-11-19T00:51:39.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,62.89421813403416,17.892156862745097,1610612739,22,9,2021-11-19T00:59:03Z,680000,-161.0,296.0,1,right,D. Garland 33' 3PT pullup (10 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,33.7,Made,10.0,,,,,,,,,,,,,,,,,,
69,PT05M32.00S,2021-11-19T00:52:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612744,22,9,2021-11-19T00:57:49Z,690000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630171, 203952]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Wiggins,203952.0,
71,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,out,[],202334,,,1610612744,22,9,2021-11-19T00:53:12Z,710000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,out,[],201937,,,1610612744,22,9,2021-11-19T00:53:12Z,720000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,out,[],201939,,,1610612744,22,9,2021-11-19T00:53:12Z,730000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,22,9,2021-11-19T00:53:12Z,740000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,in,[],1629685,,,1610612744,22,9,2021-11-19T00:53:12Z,750000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,in,[],201567,,,1610612744,22,9,2021-11-19T00:53:12Z,760000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,in,[],202357,,,1610612744,22,9,2021-11-19T00:53:12Z,770000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M32.00S,2021-11-19T00:52:52.7Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,22,9,2021-11-19T00:53:12Z,780000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M32.00S,2021-11-19T00:53:07.3Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,22,10,2021-11-19T00:55:32Z,785000,,,0,,A. Wiggins Free Throw 1 of 2 (3 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
98,PT05M32.00S,2021-11-19T00:53:07.3Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,22,11,2021-11-19T00:55:32Z,787500,,,0,,A. Wiggins Free Throw 2 of 2 (4 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
79,PT05M21.00S,2021-11-19T00:53:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,91.67214191852825,49.754901960784316,1610612739,22,11,2021-11-19T01:00:31Z,790000,-1.0,26.0,1,right,MISS D. Wade Layup,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
80,PT05M17.00S,2021-11-19T00:53:25.9Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,22,11,2021-11-19T01:00:31Z,800000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,
81,PT05M12.00S,2021-11-19T00:53:30.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,25.18068331143233,83.82352941176471,1610612744,22,11,2021-11-19T00:53:50Z,810000,-169.0,184.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M09.00S,2021-11-19T00:53:33.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,22,11,2021-11-19T00:53:50Z,820000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,
83,PT05M00.00S,2021-11-19T00:53:42.7Z,1,REGULAR,3pt,Jump Shot,[],201567,67.49342969776609,23.774509803921568,1610612739,22,11,2021-11-19T00:53:58Z,830000,-131.0,253.0,1,right,MISS K. Love 28' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,28.5,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M58.00S,2021-11-19T00:53:44.7Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,22,11,2021-11-19T00:53:58Z,840000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,
85,PT04M44.00S,2021-11-19T00:53:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,5.601182654402102,63.48039215686274,1610612744,22,13,2021-11-19T01:01:34Z,850000,-67.0,0.0,1,left,N. Bjelica 6' driving Layup (2 PTS) (D. Green 4 AST),"[202357, 203110]",1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,6.74,Made,2.0,,,,,,,,D. Green,203110.0,4.0,,,,,,,,
87,PT04M30.00S,2021-11-19T00:54:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,94.56307490144546,49.754901960784316,1610612739,22,13,2021-11-19T00:54:21Z,870000,-1.0,-1.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,0.18,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M30.00S,2021-11-19T00:54:12.9Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,22,13,2021-11-19T00:54:21Z,880000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
89,PT04M20.00S,2021-11-19T00:54:23.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,34.247700394218136,64.4607843137255,1610612744,22,13,2021-11-19T00:54:34Z,890000,-72.0,269.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,27.89,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M19.00S,2021-11-19T00:54:24.0Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,22,13,2021-11-19T00:55:40Z,900000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,
