actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
18,PT10M18.00S,2021-11-11T00:14:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,87.46714848883047,51.71568627450981,1610612739,2,4,2021-11-11T00:14:27Z,180000,9.0,65.0,1,right,MISS E. Mobley 6' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,,,6.59,Missed,,,,,,,,,,,,,,
19,PT10M15.00S,2021-11-11T00:14:25.8Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,2,4,2021-11-11T00:14:27Z,190000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT10M00.00S,2021-11-11T00:14:40.0Z,1,REGULAR,2pt,Jump Shot,[],203078,12.959921156373195,28.676470588235293,1610612764,2,4,2021-11-11T00:14:43Z,200000,107.0,69.0,1,left,MISS B. Beal 12' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,,,,12.71,Missed,,,,,,,,,,,,,,
21,PT09M58.00S,2021-11-11T00:14:42.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,4,2021-11-11T00:14:43Z,210000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,
22,PT09M54.00S,2021-11-11T00:14:49.7Z,1,REGULAR,foul,personal,[],203484,,,1610612739,2,4,2021-11-11T00:15:11Z,220000,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1629636]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,1627524.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,,
24,PT09M46.00S,2021-11-11T00:15:19.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,94.82588699080158,1.2254901960784315,1610612739,2,4,2021-11-11T00:15:24Z,240000,-244.0,-4.0,1,right,MISS D. Garland 24' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,24.39,Missed,,,,,,,,,,,,,,
25,PT09M43.00S,2021-11-11T00:15:22.4Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,2,4,2021-11-11T00:15:24Z,250000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,
26,PT09M41.00S,2021-11-11T00:15:25.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,6.389618922470433,50.0,1610612764,2,4,2021-11-11T00:15:32Z,260000,0.0,8.0,1,left,MISS K. Kuzma running Layup,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,,,,,,0.76,Missed,,,,,,,,,,,,,,
28,PT09M36.00S,2021-11-11T00:15:30.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,4,2021-11-11T00:15:32Z,280000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,
29,PT09M26.00S,2021-11-11T00:15:39.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,91.93495400788436,51.225490196078425,1610612739,2,4,2021-11-11T00:15:50Z,290000,6.0,23.0,1,right,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,,,,,,2.41,Missed,,,,,,,,,,,,,,
30,PT09M24.00S,2021-11-11T00:15:41.9Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,2,4,2021-11-11T00:15:50Z,300000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,
31,PT09M14.00S,2021-11-11T00:15:51.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,8.09789750328515,34.55882352941176,1610612764,2,4,2021-11-11T00:19:06Z,310000,77.0,24.0,1,left,MISS D. Gafford 8' Hook,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,8.07,Missed,,,,,,,,,,,,,,
32,PT09M11.00S,2021-11-11T00:15:54.5Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,2,4,2021-11-11T00:15:59Z,320000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,
33,PT09M02.00S,2021-11-11T00:16:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,90.48948751642575,39.950980392156865,1610612739,2,4,2021-11-11T00:16:12Z,330000,-50.0,37.0,1,right,MISS E. Mobley 6' driving floating Shot - blocked,"[1630596, 1628398]",1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,,,,,,6.23,Missed,,,,,,,,,Kuzma,1628398.0,,,,
42,PT09M02.00S,2021-11-11T00:16:04.5Z,1,REGULAR,block,,[],1628398,,,1610612739,2,4,2021-11-11T00:17:05Z,340000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2021-11-11T00:16:09.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,2,4,2021-11-11T00:16:12Z,350000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,
36,PT08M54.00S,2021-11-11T00:16:11.4Z,1,REGULAR,3pt,Jump Shot,[],203484,26.49474375821288,16.42156862745098,1610612764,2,4,2021-11-11T00:16:19Z,360000,168.0,197.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,25.85,Missed,,,,,,,,,,,,,,
37,PT08M51.00S,2021-11-11T00:16:14.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,4,2021-11-11T00:16:14Z,370000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,
38,PT08M40.00S,2021-11-11T00:16:26.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.30026281208936,50.245098039215684,1610612739,2,4,2021-11-11T00:16:33Z,380000,1.0,1.0,1,right,MISS J. Allen cutting DUNK,[1628386],1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,,,0.16,Missed,,,,,,,,,,,,,,
39,PT08M38.00S,2021-11-11T00:16:28.0Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,2,4,2021-11-11T00:16:33Z,390000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,38.0,3.0,3.0,0.0,,,,,,
40,PT08M24.00S,2021-11-11T00:16:42.5Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612764,2,4,2021-11-11T00:16:58Z,400000,,,0,,E. Mobley shooting personal FOUL (2 PF) (Beal 2 FT),"[1630596, 203078]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,1627524.0,2.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,,
43,PT08M24.00S,2021-11-11T00:17:13.8Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,2,5,2021-11-11T00:17:13Z,420000,,,0,,B. Beal Free Throw 1 of 2 (1 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
44,PT08M24.00S,2021-11-11T00:17:14.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612764,2,5,2021-11-11T00:17:24Z,430000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M24.00S,2021-11-11T00:17:14.6Z,1,REGULAR,substitution,in,[],1626224,,,1610612764,2,5,2021-11-11T00:17:24Z,440000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M24.00S,2021-11-11T00:17:36.9Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,2,6,2021-11-11T00:17:36Z,450000,,,0,,B. Beal Free Throw 2 of 2 (2 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
47,PT08M02.00S,2021-11-11T00:17:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,83.13074901445466,37.5,1610612739,4,6,2021-11-11T00:18:03Z,460000,-62.0,106.0,1,right,D. Garland 12' pullup Jump Shot (2 PTS) (I. Okoro 1 AST),"[1629636, 1630171]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,12.31,Made,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,
49,PT07M54.00S,2021-11-11T00:18:07.5Z,1,REGULAR,3pt,Jump Shot,[],203915,27.54599211563732,79.41176470588235,1610612764,4,6,2021-11-11T00:18:11Z,480000,-147.0,206.0,1,left,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,25.35,Missed,,,,,,,,,,,,,,
50,PT07M51.00S,2021-11-11T00:18:10.5Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,4,6,2021-11-11T00:18:11Z,490000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,
51,PT07M37.00S,2021-11-11T00:18:24.9Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,4,6,2021-11-11T00:18:29Z,500000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 203484]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,
52,PT07M37.00S,2021-11-11T00:18:24.9Z,1,REGULAR,steal,,[],203484,,,1610612764,4,6,2021-11-11T00:18:27Z,510000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2021-11-11T00:18:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,6.258212877792378,50.49019607843137,1610612764,4,6,2021-11-11T00:18:48Z,520000,-2.0,6.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,,,,0.68,Missed,,,,,,,,,,,,,,
54,PT07M13.00S,2021-11-11T00:18:47.9Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,4,6,2021-11-11T00:18:47Z,530000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,53.0,1.0,0.0,1.0,,,,,,
55,PT07M13.00S,2021-11-11T00:18:47.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,5.590000152587891,50.0,1610612764,4,8,2021-11-11T00:18:47Z,540000,0.0,0.0,1,left,D. Gafford tip DUNK (2 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,
56,PT06M55.00S,2021-11-11T00:19:06.6Z,1,REGULAR,3pt,Jump Shot,[],1629731,92.19776609724047,3.9215686274509802,1610612739,4,8,2021-11-11T00:19:11Z,550000,-230.0,21.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,23.13,Missed,,,,,,,,,,,,,,
57,PT06M52.00S,2021-11-11T00:19:09.6Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,4,8,2021-11-11T00:19:11Z,560000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:4),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,56.0,4.0,4.0,0.0,,,,,,
58,PT06M47.00S,2021-11-11T00:19:17.1Z,1,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612764,4,8,2021-11-11T00:22:07Z,570000,,,0,,C. Osman shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1626224, 203915]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,202027.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
60,PT06M47.00S,2021-11-11T00:19:40.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,4,8,2021-11-11T00:19:40Z,590000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2021-11-11T00:19:52.5Z,1,REGULAR,substitution,out,[],1629636,,,1610612764,4,8,2021-11-11T00:22:05Z,600000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M47.00S,2021-11-11T00:19:52.5Z,1,REGULAR,substitution,out,[],203484,,,1610612764,4,8,2021-11-11T00:22:05Z,610000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M47.00S,2021-11-11T00:19:52.5Z,1,REGULAR,substitution,in,[],201937,,,1610612764,4,8,2021-11-11T00:22:05Z,620000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M47.00S,2021-11-11T00:19:52.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,4,8,2021-11-11T00:22:05Z,630000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M47.00S,2021-11-11T00:22:24.5Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,4,9,2021-11-11T00:22:24Z,640000,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
66,PT06M47.00S,2021-11-11T00:22:38.3Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612764,4,10,2021-11-11T00:22:38Z,650000,,,0,,S. Dinwiddie Free Throw 2 of 2 (2 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
67,PT06M29.00S,2021-11-11T00:22:56.7Z,1,REGULAR,2pt,Jump Shot,[],201937,90.62089356110381,23.774509803921568,1610612739,4,10,2021-11-11T00:23:02Z,660000,-131.0,36.0,1,right,MISS R. Rubio 13' floating Shot,[201937],1610612739.0,CLE,floating,,,Rubio,R. Rubio,,,,,,,,,,13.59,Missed,,,,,,,,,,,,,,
68,PT06M26.00S,2021-11-11T00:22:59.7Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,4,10,2021-11-11T00:23:02Z,670000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:5),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,67.0,5.0,5.0,0.0,,,,,,
69,PT06M22.00S,2021-11-11T00:23:03.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629655,6.652431011826544,50.98039215686274,1610612764,4,10,2021-11-11T00:23:11Z,680000,-5.0,10.0,1,left,MISS D. Gafford alley-oop DUNK,[1629655],1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,,,,,,1.11,Missed,,,,,,,,,,,,,,
70,PT06M18.00S,2021-11-11T00:23:07.4Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,4,10,2021-11-11T00:23:07Z,690000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,
71,PT06M18.00S,2021-11-11T00:23:10.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626224,93.38042049934296,50.73529411764706,1610612739,6,10,2021-11-11T00:26:00Z,700000,4.0,10.0,1,right,C. Osman driving Layup (2 PTS) (R. Rubio 1 AST),"[1626224, 201937]",1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,,,,,,1.04,Made,2.0,R. Rubio,201937.0,1.0,,,,,,,,,,
73,PT06M18.00S,2021-11-11T00:23:15.4Z,1,REGULAR,foul,personal,['1freethrow'],203078,,,1610612739,6,10,2021-11-11T00:23:30Z,720000,,,0,,B. Beal shooting personal FOUL (1 PF) (Osman 1 FT),"[203078, 1626224]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,202027.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,,
75,PT06M18.00S,2021-11-11T00:23:24.5Z,1,REGULAR,substitution,out,[],203915,,,1610612739,6,10,2021-11-11T00:23:29Z,740000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2021-11-11T00:23:24.5Z,1,REGULAR,substitution,in,[],203526,,,1610612739,6,10,2021-11-11T00:23:29Z,750000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M18.00S,2021-11-11T00:23:43.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626224,,,1610612739,6,10,2021-11-11T00:23:46Z,760000,,,0,,MISS C. Osman Free Throw 1 of 1,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Missed,,,,,,,,,,,,,,
78,PT06M15.00S,2021-11-11T00:23:46.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,6,10,2021-11-11T00:23:46Z,770000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,
79,PT06M03.00S,2021-11-11T00:23:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,30.962549277266753,66.17647058823529,1610612764,6,10,2021-11-11T00:24:08Z,780000,-81.0,239.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,25.18,Missed,,,,,,,,,,,,,,
80,PT05M57.00S,2021-11-11T00:24:03.5Z,1,REGULAR,rebound,offensive,[],203526,,,1610612764,6,10,2021-11-11T00:24:08Z,790000,,,0,,R. Neto REBOUND (Off:1 Def:0),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,
81,PT05M48.00S,2021-11-11T00:24:12.5Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,6,10,2021-11-11T00:24:16Z,800000,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1626224]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,1.0,Osman,1626224.0,
82,PT05M48.00S,2021-11-11T00:24:12.5Z,1,REGULAR,steal,,[],1626224,,,1610612739,6,10,2021-11-11T00:40:41Z,810000,,,0,,C. Osman STEAL (1 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M32.00S,2021-11-11T00:24:31.1Z,1,REGULAR,foul,personal,[],203526,,,1610612739,6,10,2021-11-11T00:24:42Z,820000,,,0,,R. Neto personal FOUL (1 PF),"[203526, 1626224]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,1627961.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,,
85,PT05M32.00S,2021-11-11T00:24:42.5Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,6,10,2021-11-11T00:24:53Z,840000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M32.00S,2021-11-11T00:24:42.5Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,6,10,2021-11-11T00:24:53Z,850000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M32.00S,2021-11-11T00:24:42.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612739,6,10,2021-11-11T00:24:53Z,860000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M32.00S,2021-11-11T00:24:42.5Z,1,REGULAR,substitution,in,[],1629685,,,1610612739,6,10,2021-11-11T00:24:53Z,870000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M32.00S,2021-11-11T00:24:42.5Z,1,REGULAR,substitution,in,[],1630205,,,1610612739,6,10,2021-11-11T00:24:53Z,880000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
