actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT11M15.00S,2021-12-09T00:11:33.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,1,0,2021-12-09T00:11:56Z,170000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M58.00S,2021-12-09T00:12:03.3Z,1,REGULAR,3pt,Jump Shot,[],203897,77.08607095926413,7.107843137254902,1610612741,1,3,2021-12-09T00:12:09Z,180000,-214.0,163.0,1,right,Z. LaVine 26' 3PT step back (3 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,26.93,Made,,,,,,,,,,3.0,,,,,,,,,
19,PT10M41.00S,2021-12-09T00:12:19.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,8.886333771353483,3.9215686274509802,1610612739,1,3,2021-12-09T00:12:23Z,190000,230.0,31.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2021-12-09T00:12:21.4Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,1,3,2021-12-09T00:12:23Z,200000,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
21,PT10M37.00S,2021-12-09T00:12:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,5.601182654402102,48.77450980392157,1610612739,3,3,2021-12-09T00:12:29Z,210000,6.0,0.0,1,left,E. Mobley putback Layup (2 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,0.61,Made,,,,,,,,,,2.0,,,,,,,,,
22,PT10M22.00S,2021-12-09T00:12:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,80.89684625492772,50.98039215686274,1610612741,3,3,2021-12-09T00:12:43Z,220000,5.0,127.0,1,right,MISS Z. LaVine 12' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,12.72,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M20.00S,2021-12-09T00:12:41.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,3,3,2021-12-09T00:12:43Z,230000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT10M10.00S,2021-12-09T00:12:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.046649145860711,48.28431372549019,1610612739,3,3,2021-12-09T00:12:57Z,240000,9.0,14.0,1,left,MISS I. Okoro driving reverse Layup - blocked,"[1630171, 202696]",1610612739.0,CLE,driving reverse,,,Okoro,I. Okoro,,,,,1.62,Missed,,,,,,,,,,,Vucevic,202696.0,,,,,,,
25,PT10M10.00S,2021-12-09T00:12:51.1Z,1,REGULAR,block,,[],202696,,,1610612739,3,3,2021-12-09T00:12:53Z,250000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M07.00S,2021-12-09T00:12:54.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,3,3,2021-12-09T00:12:57Z,260000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
27,PT10M02.00S,2021-12-09T00:12:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,94.69448094612353,49.754901960784316,1610612741,3,5,2021-12-09T00:13:04Z,270000,-1.0,-3.0,1,right,A. Dosunmu running Layup (2 PTS) (L. Ball 1 AST),"[1630245, 1628366]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,0.29,Made,,,,,,,,,,2.0,,,L. Ball,1628366.0,1.0,,,,
29,PT09M47.00S,2021-12-09T00:13:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.652431011826544,47.549019607843135,1610612739,5,5,2021-12-09T00:13:17Z,290000,12.0,10.0,1,left,E. Mobley Layup (4 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1.59,Made,,,,,,,,,,4.0,,,J. Allen,1628386.0,1.0,,,,
31,PT09M34.00S,2021-12-09T00:13:29.3Z,1,REGULAR,turnover,out-of-bounds,[],1628366,,,1610612741,5,5,2021-12-09T00:13:34Z,310000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1628366],1610612741.0,CHI,bad pass,,,Ball,L. Ball,,,,,,,,,,,2004.0,,,,,,,,,,,1.0,,,
32,PT09M12.00S,2021-12-09T00:13:53.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,12.697109067017081,49.01960784313725,1610612739,7,5,2021-12-09T00:13:57Z,320000,5.0,67.0,1,left,E. Mobley 6' turnaround Hook (6 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,6.71,Made,,,,,,,,,,6.0,,,D. Garland,1629636.0,1.0,,,,
34,PT08M54.00S,2021-12-09T00:14:11.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,92.19776609724047,61.029411764705884,1610612741,7,5,2021-12-09T00:14:16Z,340000,55.0,21.0,1,right,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,5.89,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M52.00S,2021-12-09T00:14:13.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,5,2021-12-09T00:14:16Z,350000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
36,PT08M35.00S,2021-12-09T00:14:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,5.995400788436268,49.26470588235294,1610612739,9,5,2021-12-09T00:16:18Z,360000,4.0,4.0,1,left,E. Mobley floating Jump Shot (8 PTS),[1630596],1610612739.0,CLE,floating,,,Mobley,E. Mobley,,,,,0.54,Made,,,,,,,,,,8.0,,,,,,,,,
37,PT08M19.00S,2021-12-09T00:14:46.3Z,1,REGULAR,3pt,Jump Shot,[],202696,69.33311432325887,75.0,1610612741,9,8,2021-12-09T00:14:50Z,370000,125.0,236.0,1,right,N. Vucevic 26' 3PT  (3 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.69,Made,,,,,,,,,,3.0,,,Z. LaVine,203897.0,1.0,,,,
39,PT08M07.00S,2021-12-09T00:14:58.8Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,9,8,2021-12-09T00:15:02Z,390000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1628366]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,1.0,Ball,1628366.0,
40,PT08M07.00S,2021-12-09T00:14:58.8Z,1,REGULAR,steal,,[],1628366,,,1610612741,9,8,2021-12-09T00:15:01Z,400000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M06.00S,2021-12-09T00:15:07.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,9,8,2021-12-09T00:15:07Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M06.00S,2021-12-09T00:15:09.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,9,8,2021-12-09T00:15:09Z,420000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M58.00S,2021-12-09T00:18:12.3Z,1,REGULAR,turnover,out-of-bounds,[],1628366,,,1610612741,9,8,2021-12-09T00:18:18Z,430000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (2 TO),[1628366],1610612741.0,CHI,bad pass,,,Ball,L. Ball,,,,,,,,,,,2004.0,,,,,,,,,,,2.0,,,
44,PT07M35.00S,2021-12-09T00:18:40.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628374,16.770696452036795,50.0,1610612739,9,8,2021-12-09T00:18:46Z,440000,0.0,105.0,1,left,MISS L. Markkanen 10' step back bank Shot,[1628374],1610612739.0,CLE,step back bank,,,Markkanen,L. Markkanen,,,,,10.51,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M35.00S,2021-12-09T00:18:45.4Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,9,8,2021-12-09T00:18:45Z,450000,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
48,PT07M35.00S,2021-12-09T00:18:49.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,9,8,2021-12-09T00:18:49Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M27.00S,2021-12-09T00:19:06.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628374,5.469776609724048,50.73529411764706,1610612739,11,8,2021-12-09T00:19:10Z,490000,-4.0,-1.0,1,left,L. Markkanen cutting DUNK (2 PTS) (J. Allen 2 AST),"[1628374, 1628386]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,0.39,Made,,,,,,,,,,2.0,,,J. Allen,1628386.0,2.0,,,,
51,PT07M10.00S,2021-12-09T00:19:23.7Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,11,8,2021-12-09T00:19:27Z,510000,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 1629636]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0,
52,PT07M10.00S,2021-12-09T00:19:23.7Z,1,REGULAR,steal,,[],1629636,,,1610612739,11,8,2021-12-09T00:19:26Z,520000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M04.00S,2021-12-09T00:19:32.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,11,8,2021-12-09T00:19:32Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2021-12-09T00:20:01.1Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,11,8,2021-12-09T00:20:08Z,540000,,,0,,E. Mobley step out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,step,,,Mobley,E. Mobley,,,,,,,,,,,2004.0,,,,,,,,,,,1.0,,,
55,PT06M43.00S,2021-12-09T00:20:20.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202696,80.89684625492772,39.21568627450981,1610612741,11,8,2021-12-09T00:20:25Z,550000,-54.0,127.0,1,right,MISS N. Vucevic 13' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,13.81,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M40.00S,2021-12-09T00:20:23.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,11,8,2021-12-09T00:20:25Z,560000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
57,PT06M30.00S,2021-12-09T00:20:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612739,11,8,2021-12-09T00:20:41Z,570000,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Garland 2 FT),"[1630245, 1629636]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,,,2004.0,2.0,0.0,Garland,1629636.0,,,,,,,,,,
59,PT06M30.00S,2021-12-09T00:20:57.7Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,12,8,2021-12-09T00:20:57Z,590000,,,0,,D. Garland Free Throw 1 of 2 (1 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
60,PT06M30.00S,2021-12-09T00:21:10.3Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,13,8,2021-12-09T00:21:10Z,600000,,,0,,D. Garland Free Throw 2 of 2 (2 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
61,PT06M08.00S,2021-12-09T00:21:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,87.33574244415243,50.0,1610612741,13,8,2021-12-09T00:21:40Z,610000,0.0,67.0,1,right,MISS D. Jones Jr. 6' driving floating Shot,[1627884],1610612741.0,CHI,driving floating,,,Jones Jr.,D. Jones Jr.,,,,,6.65,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M06.00S,2021-12-09T00:21:37.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,13,8,2021-12-09T00:21:40Z,620000,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,61.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
63,PT06M04.00S,2021-12-09T00:21:42.0Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612739,13,8,2021-12-09T00:21:51Z,630000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Okoro 2 FT),"[203897, 1630171]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,1627964.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,
65,PT06M04.00S,2021-12-09T00:22:04.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630171,,,1610612739,13,8,2021-12-09T00:22:04Z,650000,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M04.00S,2021-12-09T00:22:04.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,13,8,2021-12-09T00:22:04Z,660000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2021-12-09T00:22:06.0Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,13,8,2021-12-09T00:22:18Z,670000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M04.00S,2021-12-09T00:22:06.0Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,13,8,2021-12-09T00:22:18Z,680000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2021-12-09T00:22:06.0Z,1,REGULAR,substitution,out,[],1630245,,,1610612739,13,8,2021-12-09T00:22:18Z,690000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M04.00S,2021-12-09T00:22:06.0Z,1,REGULAR,substitution,in,[],201937,,,1610612739,13,8,2021-12-09T00:22:18Z,700000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M04.00S,2021-12-09T00:22:06.0Z,1,REGULAR,substitution,in,[],201567,,,1610612739,13,8,2021-12-09T00:22:18Z,710000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2021-12-09T00:22:06.0Z,1,REGULAR,substitution,in,[],1628972,,,1610612739,13,8,2021-12-09T00:22:18Z,720000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2021-12-09T00:22:31.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630171,,,1610612739,14,8,2021-12-09T00:22:31Z,730000,,,0,,I. Okoro Free Throw 2 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
74,PT05M44.00S,2021-12-09T00:22:53.1Z,1,REGULAR,2pt,Jump Shot,[],203897,91.01511169513797,31.61764705882353,1610612741,14,10,2021-12-09T00:22:58Z,740000,-92.0,32.0,1,right,Z. LaVine 9' turnaround fadeaway Jump Shot (5 PTS),[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,9.73,Made,,,,,,,,,,5.0,,,,,,,,,
75,PT05M38.00S,2021-12-09T00:23:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,5.863994743758213,47.549019607843135,1610612739,16,10,2021-12-09T00:23:06Z,750000,12.0,3.0,1,left,I. Okoro driving Layup (3 PTS) (R. Rubio 1 AST),"[1630171, 201937]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,1.26,Made,,,,,,,,,,3.0,,,R. Rubio,201937.0,1.0,,,,
77,PT05M29.00S,2021-12-09T00:23:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.24901445466492,49.01960784313725,1610612741,16,12,2021-12-09T00:23:13Z,770000,-5.0,11.0,1,right,Z. LaVine driving Layup (7 PTS) (L. Ball 2 AST),"[203897, 1628366]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.2,Made,,,,,,,,,,7.0,,,L. Ball,1628366.0,2.0,,,,
79,PT05M12.00S,2021-12-09T00:23:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,11.12023653088042,53.18627450980392,1610612739,18,12,2021-12-09T00:23:29Z,790000,-16.0,52.0,1,left,J. Allen floating Jump Shot (3 PTS) (R. Rubio 2 AST),"[1628386, 201937]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,5.44,Made,,,,,,,,,,3.0,,,R. Rubio,201937.0,2.0,,,,
81,PT05M02.00S,2021-12-09T00:23:36.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,92.9862023653088,48.77450980392157,1610612741,18,14,2021-12-09T00:23:41Z,810000,-6.0,13.0,1,right,D. Jones Jr. cutting DUNK (2 PTS) (Z. LaVine 2 AST),"[1627884, 203897]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,1.47,Made,,,,,,,,,,2.0,,,Z. LaVine,203897.0,2.0,,,,
83,PT04M38.00S,2021-12-09T00:23:59.7Z,1,REGULAR,2pt,Jump Shot,[],201937,11.514454664914586,33.57843137254902,1610612739,18,14,2021-12-09T00:24:05Z,830000,82.0,56.0,1,left,MISS R. Rubio 9' bank Shot,[201937],1610612739.0,CLE,bank,,,Rubio,R. Rubio,,,,,9.92,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M35.00S,2021-12-09T00:24:02.7Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,18,14,2021-12-09T00:24:05Z,840000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
85,PT04M33.00S,2021-12-09T00:24:04.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628366,72.22404730617609,16.42156862745098,1610612741,18,17,2021-12-09T00:24:11Z,850000,-168.0,209.0,1,right,L. Ball 26' 3PT pullup (3 PTS) (T. Brown Jr. 1 AST),"[1628366, 1628972]",1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,26.78,Made,,,,,,,,,,3.0,,,T. Brown Jr.,1628972.0,1.0,,,,
87,PT04M14.00S,2021-12-09T00:24:28.6Z,1,REGULAR,turnover,out-of-bounds,[],201937,,,1610612739,18,17,2021-12-09T00:24:34Z,870000,,,0,,R. Rubio step out-of-bounds TURNOVER (1 TO),[201937],1610612739.0,CLE,step,,,Rubio,R. Rubio,,,,,,,,,,,202007.0,,,,,,,,,,,1.0,,,
88,PT04M14.00S,2021-12-09T00:24:31.3Z,1,REGULAR,substitution,out,[],1628374,,,1610612741,18,17,2021-12-09T00:24:43Z,880000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M14.00S,2021-12-09T00:24:31.3Z,1,REGULAR,substitution,out,[],202696,,,1610612741,18,17,2021-12-09T00:24:43Z,890000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M14.00S,2021-12-09T00:24:31.3Z,1,REGULAR,substitution,in,[],1626224,,,1610612741,18,17,2021-12-09T00:24:43Z,900000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M14.00S,2021-12-09T00:24:31.3Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,18,17,2021-12-09T00:24:43Z,910000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M03.00S,2021-12-09T00:24:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,93.77463863337714,50.49019607843137,1610612741,18,19,2021-12-09T00:24:59Z,920000,2.0,6.0,1,right,Z. LaVine alley-oop Layup (9 PTS) (L. Ball 3 AST),"[203897, 1628366]",1610612741.0,CHI,alley-oop,,,LaVine,Z. LaVine,,,,,0.65,Made,,,,,,,,,,9.0,,,L. Ball,1628366.0,3.0,,,,
