actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
86,PT06M16.00S,2021-12-12T01:22:13.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612758,18,6,2021-12-12T01:22:22Z,860000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M16.00S,2021-12-12T01:22:13.2Z,1,REGULAR,substitution,in,[],1630171,,,1610612758,18,6,2021-12-12T01:22:22Z,870000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M07.00S,2021-12-12T01:22:28.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,28.203022339027594,77.94117647058823,1610612758,18,6,2021-12-12T01:22:35Z,880000,-140.0,213.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,25.44,Missed,,,,,,,,,,,,,,,,,
89,PT06M04.00S,2021-12-12T01:22:31.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,18,6,2021-12-12T01:22:35Z,890000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,
90,PT05M56.00S,2021-12-12T01:22:39.3Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612739,18,6,2021-12-12T01:22:47Z,900000,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1627741]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,1.0,,,,,,,,,,,,,,,,,Hield,1627741.0,
91,PT05M56.00S,2021-12-12T01:22:39.3Z,1,REGULAR,steal,,[],1627741,,,1610612758,18,6,2021-12-12T01:22:41Z,910000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M53.00S,2021-12-12T01:22:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,5.469776609724048,51.225490196078425,1610612758,18,8,2021-12-12T01:22:56Z,920000,-6.0,-1.0,1,left,B. Hield running Layup (2 PTS),[1627741],1610612758.0,SAC,running,,,Hield,B. Hield,,,,,,,0.62,Made,2.0,,,,,,,,,,,,,,,,
93,PT05M28.00S,2021-12-12T01:23:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.11760840998686,49.01960784313725,1610612739,20,8,2021-12-12T01:23:15Z,930000,-5.0,12.0,1,right,I. Okoro driving finger roll Layup (9 PTS) (J. Allen 1 AST),"[1630171, 1628386]",1610612739.0,CLE,driving finger roll,,,Okoro,I. Okoro,,,,,,,1.31,Made,9.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,
95,PT05M21.00S,2021-12-12T01:23:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.601182654402102,49.754901960784316,1610612758,20,10,2021-12-12T01:23:34Z,950000,1.0,0.0,1,left,H. Barnes driving Layup (3 PTS) (T. Thompson 1 AST),"[203084, 202684]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,,,0.12,Made,3.0,T. Thompson,202684.0,1.0,,,,,,,,,,,,,
96,PT05M21.00S,2021-12-12T01:23:30.3Z,1,REGULAR,foul,personal,['1freethrow'],201567,,,1610612758,20,10,2021-12-12T01:23:36Z,960000,,,0,,K. Love shooting personal FOUL (1 PF) (Barnes 1 FT),"[201567, 203084]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,1363.0,,,,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,,
98,PT05M21.00S,2021-12-12T01:23:44.8Z,1,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,20,10,2021-12-12T01:23:47Z,980000,,,0,,MISS H. Barnes Free Throw 1 of 1,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,
99,PT05M19.00S,2021-12-12T01:23:46.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,20,10,2021-12-12T01:23:47Z,990000,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,98.0,5.0,4.0,1.0,,,,,,,,,
101,PT04M59.00S,2021-12-12T01:24:06.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,65.65374507227332,28.676470588235293,1610612739,20,10,2021-12-12T01:24:12Z,1000000,-107.0,270.0,1,right,MISS L. Markkanen 29' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,29.07,Missed,,,,,,,,,,,,,,,,,
102,PT04M55.00S,2021-12-12T01:24:10.4Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,20,10,2021-12-12T01:24:12Z,1010000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,
103,PT04M50.00S,2021-12-12T01:24:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.732588699080158,48.529411764705884,1610612758,20,10,2021-12-12T01:24:30Z,1020000,7.0,1.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,,0.75,Missed,,,,,,,,,,,,,,,,,
104,PT04M49.00S,2021-12-12T01:24:15.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,20,10,2021-12-12T01:24:30Z,1030000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,
105,PT04M36.00S,2021-12-12T01:24:38.7Z,1,REGULAR,turnover,bad pass,[],201937,,,1610612739,20,10,2021-12-12T01:24:47Z,1040000,,,0,,R. Rubio bad pass TURNOVER (1 TO),"[201937, 1630558]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,1.0,,,,,,,,,,,,,,,,,Mitchell,1630558.0,
106,PT04M36.00S,2021-12-12T01:24:38.7Z,1,REGULAR,steal,,[],1630558,,,1610612758,20,10,2021-12-12T01:24:43Z,1050000,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M31.00S,2021-12-12T01:24:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,5.863994743758213,49.50980392156863,1610612758,20,12,2021-12-12T01:24:54Z,1060000,2.0,3.0,1,left,H. Barnes running Layup (5 PTS) (D. Mitchell 1 AST),"[203084, 1630558]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,,,0.36,Made,5.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,
109,PT04M23.00S,2021-12-12T01:24:51.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,90.48948751642575,37.745098039215684,1610612739,22,12,2021-12-12T01:24:58Z,1080000,-61.0,37.0,1,right,J. Allen 7' Hook (2 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,7.15,Made,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,
111,PT04M04.00S,2021-12-12T01:25:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.075558475689881,50.0,1610612758,22,12,2021-12-12T01:25:18Z,1100000,0.0,-5.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,0.48,Missed,,,,,,,,,,,,,,,,,
112,PT04M02.00S,2021-12-12T01:25:13.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,22,12,2021-12-12T01:25:18Z,1110000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,
113,PT03M59.00S,2021-12-12T01:25:16.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,94.30026281208936,49.26470588235294,1610612739,24,12,2021-12-12T01:28:49Z,1120000,-4.0,1.0,1,right,I. Okoro running Layup (11 PTS) (K. Love 1 AST),"[1630171, 201567]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,0.39,Made,11.0,K. Love,201567.0,1.0,,,,,,,,,,,,,
115,PT03M49.00S,2021-12-12T01:25:25.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,28.86005256241787,72.30392156862744,1610612758,24,15,2021-12-12T01:25:41Z,1140000,-112.0,219.0,1,left,B. Hield 24' 3PT  (5 PTS),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,24.56,Made,5.0,,,,,,,,,,,,,,,,
116,PT03M35.00S,2021-12-12T01:25:40.0Z,1,REGULAR,3pt,Jump Shot,[],201567,66.83639947437582,24.019607843137255,1610612739,24,15,2021-12-12T01:29:55Z,1150000,-130.0,259.0,1,right,MISS K. Love 28' pullup 3PT,[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,28.99,Missed,,,,,,,,,,,,,,,,,
117,PT03M32.00S,2021-12-12T01:25:43.0Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,24,15,2021-12-12T01:25:44Z,1160000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,
118,PT03M24.00S,2021-12-12T01:25:53.2Z,1,REGULAR,turnover,lost ball,[],1627741,,,1610612758,24,15,2021-12-12T01:25:58Z,1170000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1628386]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,1.0,,,,,,,,,,,,,,,,,Allen,1628386.0,
119,PT03M24.00S,2021-12-12T01:25:53.2Z,1,REGULAR,steal,,[],1628386,,,1610612739,24,15,2021-12-12T01:25:55Z,1180000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M24.00S,2021-12-12T01:25:56.5Z,1,REGULAR,foul,personal,[],1627741,,,1610612739,24,15,2021-12-12T01:26:11Z,1190000,,,0,,B. Hield take personal FOUL (1 PF),"[1627741, 1628386]",1610612758.0,SAC,take,,,Hield,B. Hield,,,,,1363.0,,,,,,,,,,,,,,1.0,0.0,Allen,1628386.0,,,
122,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,24,15,2021-12-12T01:26:24Z,1210000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,24,15,2021-12-12T01:26:24Z,1220000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,24,15,2021-12-12T01:26:24Z,1230000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,out,[],1628368,,,1610612739,24,15,2021-12-12T01:26:24Z,1240000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,24,15,2021-12-12T01:26:24Z,1250000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,24,15,2021-12-12T01:26:24Z,1260000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,24,15,2021-12-12T01:26:24Z,1270000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M24.00S,2021-12-12T01:26:10.5Z,1,REGULAR,substitution,in,[],1630169,,,1610612739,24,15,2021-12-12T01:26:24Z,1280000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M08.00S,2021-12-12T01:26:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201567,93.38042049934296,49.50980392156863,1610612739,26,15,2021-12-12T01:26:50Z,1290000,-2.0,10.0,1,right,K. Love Layup (2 PTS) (R. Rubio 1 AST),"[201567, 201937]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,1.0,Made,2.0,R. Rubio,201937.0,1.0,,,,,,,,,,,,,
132,PT02M55.00S,2021-12-12T01:26:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,4.02431011826544,49.26470588235294,1610612758,26,17,2021-12-12T01:27:02Z,1310000,4.0,-15.0,1,left,D. Mitchell driving Layup (2 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,1.52,Made,2.0,,,,,,,,,,,,,,,,
133,PT02M43.00S,2021-12-12T01:27:10.6Z,1,REGULAR,2pt,Jump Shot,[],201567,92.32917214191852,74.26470588235294,1610612739,26,17,2021-12-12T01:27:15Z,1320000,121.0,20.0,1,right,MISS K. Love 12' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,12.29,Missed,,,,,,,,,,,,,,,,,
134,PT02M41.00S,2021-12-12T01:27:12.6Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,26,17,2021-12-12T01:27:15Z,1330000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,
135,PT02M34.00S,2021-12-12T01:27:20.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,33.196452036793694,59.80392156862745,1610612758,26,17,2021-12-12T01:32:15Z,1340000,-49.0,260.0,1,left,MISS B. Hield 26' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,26.41,Missed,,,,,,,,,,,,,,,,,
136,PT02M31.00S,2021-12-12T01:27:23.1Z,1,REGULAR,rebound,offensive,[],202684,,,1610612758,26,17,2021-12-12T01:27:48Z,1350000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,135.0,2.0,1.0,1.0,,,,,,,,,
137,PT02M29.00S,2021-12-12T01:27:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.863994743758213,52.20588235294118,1610612758,26,17,2021-12-12T01:27:49Z,1360000,-11.0,3.0,1,left,MISS T. Thompson putback Layup,[202684],1610612758.0,SAC,putback,,,Thompson,T. Thompson,,,,,,,1.13,Missed,,,,,,,,,,,,,,,,,
138,PT02M27.00S,2021-12-12T01:27:27.6Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,26,17,2021-12-12T01:27:27Z,1370000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,
139,PT02M27.00S,2021-12-12T01:27:38.2Z,1,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,26,17,2021-12-12T01:28:23Z,1380000,,,0,,D. Garland bad pass out-of-bounds TURNOVER (1 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,,1.0,,,,,,,,,,,,,,,,,,,
140,PT02M27.00S,2021-12-12T01:28:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,26,17,2021-12-12T01:28:32Z,1390000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M27.00S,2021-12-12T01:29:02.2Z,1,REGULAR,substitution,out,[],203084,,,1610612758,26,17,2021-12-12T01:30:31Z,1400000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M27.00S,2021-12-12T01:29:02.2Z,1,REGULAR,substitution,in,[],1628963,,,1610612758,26,17,2021-12-12T01:30:31Z,1410000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M10.00S,2021-12-12T01:30:54.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630558,23.340998685939553,51.470588235294116,1610612758,26,17,2021-12-12T01:30:59Z,1420000,-7.0,167.0,1,left,MISS D. Mitchell 16' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,16.71,Missed,,,,,,,,,,,,,,,,,
144,PT02M08.00S,2021-12-12T01:30:56.2Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,26,17,2021-12-12T01:30:59Z,1430000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,
145,PT01M56.00S,2021-12-12T01:31:09.1Z,1,REGULAR,3pt,Jump Shot,[],201567,69.33311432325887,27.450980392156865,1610612739,29,17,2021-12-12T01:31:13Z,1440000,-113.0,236.0,1,right,K. Love 26' 3PT  (5 PTS) (D. Garland 1 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,26.13,Made,5.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,
147,PT01M43.00S,2021-12-12T01:31:24.7Z,1,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612758,29,17,2021-12-12T01:31:35Z,1460000,,,0,,C. Osman shooting personal FOUL (1 PF) (Thompson 2 FT),"[1626224, 202684]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,1363.0,,,,,,,,,,,,,,1.0,0.0,Thompson,202684.0,,,
149,PT01M43.00S,2021-12-12T01:31:49.5Z,1,REGULAR,freethrow,1 of 2,[],202684,,,1610612758,29,17,2021-12-12T01:31:49Z,1480000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,
150,PT01M43.00S,2021-12-12T01:31:49.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,29,17,2021-12-12T01:31:49Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,
151,PT01M43.00S,2021-12-12T01:32:08.5Z,1,REGULAR,freethrow,2 of 2,[],202684,,,1610612758,29,18,2021-12-12T01:32:08Z,1500000,,,0,,T. Thompson Free Throw 2 of 2 (1 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
152,PT01M27.00S,2021-12-12T01:32:30.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.77463863337714,50.0,1610612739,31,18,2021-12-12T01:32:35Z,1510000,0.0,6.0,1,right,E. Mobley alley-oop DUNK (6 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,,,0.6,Made,6.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,
154,PT01M14.00S,2021-12-12T01:32:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.389618922470433,48.03921568627451,1610612758,31,20,2021-12-12T01:32:47Z,1530000,10.0,8.0,1,left,D. Mitchell driving Layup (4 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,1.24,Made,4.0,,,,,,,,,,,,,,,,
155,PT01M07.00S,2021-12-12T01:32:49.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,91.40932982917214,96.07843137254902,1610612739,34,20,2021-12-12T01:32:54Z,1540000,230.0,28.0,1,right,C. Osman 3PT  (3 PTS) (D. Garland 3 AST),"[1626224, 1629636]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,23.21,Made,3.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,
157,PT00M58.20S,2021-12-12T01:32:59.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,15.325229960578188,48.77450980392157,1610612758,34,20,2021-12-12T01:33:05Z,1560000,6.0,92.0,1,left,MISS T. Thompson 9' driving Hook,[202684],1610612758.0,SAC,driving,,,Thompson,T. Thompson,,,,,,,9.18,Missed,,,,,,,,,,,,,,,,,
158,PT00M56.00S,2021-12-12T01:33:01.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,34,20,2021-12-12T01:33:05Z,1570000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,,
159,PT00M47.10S,2021-12-12T01:33:12.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,34,20,2021-12-12T01:33:12Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M35.60S,2021-12-12T01:33:42.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,88.78120893561103,64.4607843137255,1610612739,36,20,2021-12-12T01:35:16Z,1590000,72.0,53.0,1,right,C. Osman 8' driving floating Jump Shot (5 PTS) (D. Garland 4 AST),"[1626224, 1629636]",1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,,,8.96,Made,5.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,
162,PT00M26.30S,2021-12-12T01:33:55.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,26.49474375821288,15.686274509803921,1610612758,36,23,2021-12-12T01:34:01Z,1610000,172.0,197.0,1,left,B. Hield 26' 3PT  (8 PTS) (D. Mitchell 2 AST),"[1627741, 1630558]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,26.1,Made,8.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,
164,PT00M02.00S,2021-12-12T01:34:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,83.919185282523,43.872549019607845,1610612739,36,23,2021-12-12T01:35:53Z,1630000,-31.0,99.0,1,right,MISS E. Mobley 10' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,10.33,Missed,,,,,,,,,,,,,,,,,
165,PT00M01.00S,2021-12-12T01:34:27.0Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,36,23,2021-12-12T01:35:53Z,1640000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,164.0,2.0,1.0,1.0,,,,,,,,,
166,PT00M00.00S,2021-12-12T01:34:29.7Z,1,REGULAR,period,end,[],0,,,1610612758,36,23,2021-12-12T01:34:29Z,1650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-12T01:34:41.2Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612758,36,23,2021-12-12T01:37:16Z,1660000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-12T01:34:41.2Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612758,36,23,2021-12-12T01:37:16Z,1670000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-12T01:37:20.9Z,2,REGULAR,period,start,[],0,,,1610612739,36,23,2021-12-12T01:37:20Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M41.00S,2021-12-12T01:37:39.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,84.83902759526939,49.01960784313725,1610612739,36,23,2021-12-12T01:37:49Z,1690000,-5.0,90.0,1,right,MISS E. Mobley 9' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,9.01,Missed,,,,,,,,,,,,,,,,,
171,PT11M38.00S,2021-12-12T01:37:42.1Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,36,23,2021-12-12T01:37:49Z,1700000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,,,,
172,PT11M25.00S,2021-12-12T01:37:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.1268068331143235,48.28431372549019,1610612758,36,25,2021-12-12T01:37:59Z,1710000,9.0,5.0,1,left,B. Hield driving Layup (10 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612758.0,SAC,driving,,,Hield,B. Hield,,,,,,,1.0,Made,10.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,
174,PT11M09.00S,2021-12-12T01:38:10.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.56307490144546,50.49019607843137,1610612739,36,25,2021-12-12T01:38:44Z,1730000,2.0,-1.0,1,right,MISS E. Mobley DUNK - blocked,"[1630596, 1627741]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,0.29,Missed,,,,,,,,,Hield,1627741.0,,,,,,,
175,PT11M09.00S,2021-12-12T01:38:10.3Z,2,REGULAR,block,,[],1627741,,,1610612739,36,25,2021-12-12T01:38:26Z,1740000,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
