actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
177,PT09M54.00S,2022-01-05T00:41:18.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,32.013797634691194,53.431372549019606,1610612739,34,28,2022-01-05T00:41:23Z,1730000,-17.0,248.0,1,left,MISS D. Garland 24' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M54.00S,2022-01-05T00:41:18.1Z,2,REGULAR,rebound,defensive,[],1629633,,,1610612763,34,28,2022-01-05T00:41:23Z,1740000,,,0,,J. Culver REBOUND (Off:1 Def:1),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
179,PT09M43.00S,2022-01-05T00:41:28.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,82.60512483574244,51.225490196078425,1610612763,34,30,2022-01-05T00:41:45Z,1750000,6.0,111.0,1,right,T. Jones 11' driving floating Jump Shot (2 PTS) (J. Jackson Jr. 1 AST),"[1626145, 1628991]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,11.12,Made,,,,,,,2.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,
180,PT09M17.00S,2022-01-05T00:41:55.1Z,2,REGULAR,3pt,Jump Shot,[],201567,31.882391590013142,58.57843137254902,1610612739,34,30,2022-01-05T00:42:00Z,1760000,-43.0,247.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M14.00S,2022-01-05T00:41:57.4Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,34,30,2022-01-05T00:41:57Z,1770000,,,0,,D. Garland REBOUND (Off:2 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,180.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
182,PT09M12.00S,2022-01-05T00:41:59.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,5.469776609724048,48.77450980392157,1610612739,36,30,2022-01-05T00:42:09Z,1780000,6.0,-1.0,1,left,D. Garland putback Layup (10 PTS),[1629636],1610612739.0,CLE,putback,,,Garland,D. Garland,,,,,0.62,Made,,,,,,,10.0,,,,,,,,,,,,
183,PT09M03.00S,2022-01-05T00:42:09.1Z,2,REGULAR,3pt,Jump Shot,[],1628991,71.30420499342969,18.137254901960784,1610612763,36,33,2022-01-05T00:42:16Z,1790000,-159.0,217.0,1,right,J. Jackson Jr. 26' 3PT  (8 PTS) (T. Jones 2 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.94,Made,,,,,,,8.0,T. Jones,1626145.0,2.0,,,,,,,,,
185,PT08M49.00S,2022-01-05T00:42:26.6Z,2,REGULAR,foul,personal,['2freethrow'],1629633,,,1610612739,36,33,2022-01-05T00:42:36Z,1810000,,,0,,J. Culver shooting personal FOUL (2 PF) (Garland 2 FT),"[1629633, 1629636]",1610612763.0,MEM,shooting,,,Culver,J. Culver,,,,,,,,,,,,,,,,,1628168.0,,2.0,0.0,Garland,1629636.0,,,
187,PT08M49.00S,2022-01-05T00:42:47.1Z,2,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,37,33,2022-01-05T00:42:47Z,1830000,,,0,,D. Garland Free Throw 1 of 2 (11 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
188,PT08M49.00S,2022-01-05T00:42:49.2Z,2,REGULAR,substitution,out,[],201567,,,1610612739,37,33,2022-01-05T00:42:52Z,1840000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M49.00S,2022-01-05T00:42:49.2Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,37,33,2022-01-05T00:42:52Z,1850000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M49.00S,2022-01-05T00:43:02.9Z,2,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,38,33,2022-01-05T00:43:02Z,1860000,,,0,,D. Garland Free Throw 2 of 2 (12 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
191,PT08M39.00S,2022-01-05T00:43:17.8Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612763,38,33,2022-01-05T00:43:44Z,1870000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Culver 2 FT),"[1630596, 1629633]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,204059.0,,1.0,0.0,Culver,1629633.0,,,
193,PT08M39.00S,2022-01-05T00:43:40.2Z,2,REGULAR,freethrow,1 of 2,[],1629633,,,1610612763,38,34,2022-01-05T00:44:01Z,1890000,,,0,,J. Culver Free Throw 1 of 2 (2 PTS),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
194,PT08M39.00S,2022-01-05T00:43:42.8Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,38,34,2022-01-05T00:43:48Z,1900000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M39.00S,2022-01-05T00:43:42.8Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,38,34,2022-01-05T00:43:48Z,1910000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M39.00S,2022-01-05T00:43:40.2Z,2,REGULAR,freethrow,2 of 2,[],1629633,,,1610612763,38,34,2022-01-05T00:44:01Z,1920000,,,0,,MISS J. Culver Free Throw 2 of 2,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,Missed,,,,,,,,,,,,,,,,,,,
197,PT08M34.00S,2022-01-05T00:43:45.2Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,38,34,2022-01-05T00:44:01Z,1930000,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,196.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
198,PT08M33.00S,2022-01-05T00:44:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.732588699080158,50.245098039215684,1610612739,38,34,2022-01-05T00:44:18Z,1940000,-1.0,1.0,1,left,MISS L. Markkanen driving Layup - blocked,"[1628374, 1630217]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,0.18,Missed,,,,,Bane,1630217.0,,,,,,,,,,,,,
199,PT08M33.00S,2022-01-05T00:44:08.1Z,2,REGULAR,block,,[],1630217,,,1610612739,38,34,2022-01-05T00:44:11Z,1950000,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M33.00S,2022-01-05T00:44:08.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,38,34,2022-01-05T00:44:18Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,
201,PT08M33.00S,2022-01-05T00:44:16.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,38,34,2022-01-05T00:44:16Z,1970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M33.00S,2022-01-05T00:44:17.1Z,2,REGULAR,substitution,out,[],1629685,,,1610612739,38,34,2022-01-05T00:44:21Z,1980000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M33.00S,2022-01-05T00:44:17.1Z,2,REGULAR,substitution,in,[],1630205,,,1610612739,38,34,2022-01-05T00:44:21Z,1990000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M27.00S,2022-01-05T00:44:34.2Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612739,38,34,2022-01-05T00:44:55Z,2000000,,,0,,D. Bane shooting personal FOUL (1 PF) (Stevens 2 FT),"[1630217, 1630205]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,,,,,,,204059.0,,1.0,0.0,Stevens,1630205.0,,,
206,PT08M27.00S,2022-01-05T00:44:55.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630205,,,1610612739,39,34,2022-01-05T00:45:14Z,2020000,,,0,,L. Stevens Free Throw 1 of 2 (1 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
207,PT08M27.00S,2022-01-05T00:44:55.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630205,,,1610612739,39,34,2022-01-05T00:45:14Z,2030000,,,0,,MISS L. Stevens Free Throw 2 of 2,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,Missed,,,,,,,,,,,,,,,,,,,
208,PT08M24.00S,2022-01-05T00:44:58.9Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,39,34,2022-01-05T00:45:14Z,2040000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
209,PT08M14.00S,2022-01-05T00:45:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,86.15308804204993,42.64705882352941,1610612763,39,34,2022-01-05T00:45:32Z,2050000,-37.0,78.0,1,right,MISS B. Clarke 8' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,8.6,Missed,,,,,,,,,,,,,,,,,,,
210,PT08M09.00S,2022-01-05T00:45:29.1Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,39,34,2022-01-05T00:45:32Z,2060000,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,209.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
211,PT07M58.00S,2022-01-05T00:45:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.1268068331143235,48.77450980392157,1610612739,41,34,2022-01-05T00:45:43Z,2070000,6.0,5.0,1,left,J. Allen Layup (12 PTS) (D. Garland 6 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,0.8,Made,,,,,,,12.0,D. Garland,1629636.0,6.0,,,,,,,,,
213,PT07M47.00S,2022-01-05T00:45:50.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,87.99277266754271,42.15686274509804,1610612763,41,36,2022-01-05T00:45:58Z,2090000,-39.0,60.0,1,right,T. Jones 7' driving floating Jump Shot (4 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,7.2,Made,,,,,,,4.0,,,,,,,,,,,,
214,PT07M36.00S,2022-01-05T00:46:01.6Z,2,REGULAR,2pt,Jump Shot,[],1629636,15.193823915900131,30.637254901960787,1610612739,43,36,2022-01-05T00:46:11Z,2100000,97.0,90.0,1,left,D. Garland 13' driving floating Jump Shot (14 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,13.24,Made,,,,,,,14.0,,,,,,,,,,,,
215,PT07M19.00S,2022-01-05T00:46:18.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,87.72996057818659,42.40196078431372,1610612763,43,36,2022-01-05T00:46:25Z,2110000,-38.0,63.0,1,right,MISS T. Jones 7' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,7.34,Missed,,,,,,,,,,,,,,,,,,,
216,PT07M18.00S,2022-01-05T00:46:19.6Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,43,36,2022-01-05T00:47:01Z,2120000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,215.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
217,PT07M17.00S,2022-01-05T00:46:24.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629634,94.40999984741211,50.0,1610612763,43,38,2022-01-05T00:47:06Z,2130000,0.0,0.0,1,right,B. Clarke tip Layup (2 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
218,PT07M06.00S,2022-01-05T00:46:32.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,6.1268068331143235,49.26470588235294,1610612739,45,38,2022-01-05T00:46:54Z,2140000,4.0,5.0,1,left,E. Mobley DUNK (8 PTS) (J. Allen 2 AST),"[1630596, 1628386]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,0.63,Made,,,,,,,8.0,J. Allen,1628386.0,2.0,,,,,,,,,
220,PT07M05.00S,2022-01-05T00:46:39.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,45,38,2022-01-05T00:46:39Z,2160000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M05.00S,2022-01-05T00:48:43.1Z,2,REGULAR,substitution,out,[],1629636,,,1610612763,45,38,2022-01-05T00:49:25Z,2170000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M05.00S,2022-01-05T00:48:43.1Z,2,REGULAR,substitution,out,[],1629633,,,1610612763,45,38,2022-01-05T00:49:25Z,2180000,,,0,,SUB out: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M05.00S,2022-01-05T00:48:43.1Z,2,REGULAR,substitution,in,[],1629164,,,1610612763,45,38,2022-01-05T00:49:25Z,2190000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M05.00S,2022-01-05T00:48:43.1Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,45,38,2022-01-05T00:49:25Z,2200000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M46.00S,2022-01-05T00:49:46.3Z,2,REGULAR,3pt,Jump Shot,[],1630217,92.19776609724047,3.1862745098039214,1610612763,45,38,2022-01-05T00:49:54Z,2210000,-234.0,21.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
226,PT06M40.00S,2022-01-05T00:49:52.3Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,45,38,2022-01-05T00:49:54Z,2220000,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,225.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
227,PT06M27.00S,2022-01-05T00:50:05.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,6.652431011826544,50.0,1610612739,47,38,2022-01-05T00:50:14Z,2230000,0.0,10.0,1,left,E. Mobley DUNK (10 PTS) (L. Markkanen 2 AST),"[1630596, 1628374]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1.0,Made,,,,,,,10.0,L. Markkanen,1628374.0,2.0,,,,,,,,,
229,PT06M17.00S,2022-01-05T00:50:15.1Z,2,REGULAR,3pt,Jump Shot,[],1628991,73.14388961892247,80.3921568627451,1610612763,47,41,2022-01-05T00:50:22Z,2250000,152.0,200.0,1,right,J. Jackson Jr. 25' 3PT  (11 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.11,Made,,,,,,,11.0,J. Morant,1629630.0,1.0,,,,,,,,,
231,PT05M52.00S,2022-01-05T00:50:41.0Z,2,REGULAR,3pt,Jump Shot,[],1629164,30.436925098554536,68.62745098039215,1610612739,47,41,2022-01-05T00:50:44Z,2270000,-93.0,234.0,1,left,MISS B. Goodwin 25' 3PT,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
232,PT05M50.00S,2022-01-05T00:50:43.0Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,47,41,2022-01-05T00:50:44Z,2280000,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,231.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
233,PT05M27.00S,2022-01-05T00:51:05.8Z,2,REGULAR,3pt,Jump Shot,[],1628991,61.58015768725361,83.82352941176471,1610612763,47,44,2022-01-05T00:51:17Z,2290000,169.0,309.0,1,right,J. Jackson Jr. 35' 3PT  (14 PTS) (J. Morant 2 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,35.19,Made,,,,,,,14.0,J. Morant,1629630.0,2.0,,,,,,,,,
235,PT05M16.00S,2022-01-05T00:51:20.6Z,2,REGULAR,foul,personal,[],1629634,,,1610612739,47,44,2022-01-05T00:51:30Z,2310000,,,0,,B. Clarke personal FOUL (1 PF),"[1629634, 1628386]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,1628168.0,,1.0,0.0,Allen,1628386.0,,,
237,PT05M16.00S,2022-01-05T00:51:30.8Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,47,44,2022-01-05T00:51:45Z,2330000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M16.00S,2022-01-05T00:51:30.8Z,2,REGULAR,substitution,out,[],1629634,,,1610612739,47,44,2022-01-05T00:51:45Z,2340000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M16.00S,2022-01-05T00:51:30.8Z,2,REGULAR,substitution,out,[],1626145,,,1610612739,47,44,2022-01-05T00:51:45Z,2350000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M16.00S,2022-01-05T00:51:30.8Z,2,REGULAR,substitution,in,[],201567,,,1610612739,47,44,2022-01-05T00:51:45Z,2360000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M16.00S,2022-01-05T00:51:30.8Z,2,REGULAR,substitution,in,[],1629681,,,1610612739,47,44,2022-01-05T00:51:45Z,2370000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M16.00S,2022-01-05T00:51:30.8Z,2,REGULAR,substitution,in,[],203500,,,1610612739,47,44,2022-01-05T00:51:45Z,2380000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M02.00S,2022-01-05T00:52:09.1Z,2,REGULAR,3pt,Jump Shot,[],1629164,31.488173455978973,58.57843137254902,1610612739,47,44,2022-01-05T00:57:54Z,2390000,-43.0,243.0,1,left,MISS B. Goodwin 24' pullup 3PT,[1629164],1610612739.0,CLE,pullup,,,Goodwin,B. Goodwin,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
244,PT04M59.00S,2022-01-05T00:52:11.5Z,2,REGULAR,rebound,defensive,[],1629681,,,1610612763,47,44,2022-01-05T00:52:11Z,2400000,,,0,,K. Tillie REBOUND (Off:0 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
245,PT04M54.00S,2022-01-05T00:52:17.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,92.59198423127464,3.1862745098039214,1610612763,47,44,2022-01-05T00:52:25Z,2410000,-234.0,17.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
246,PT04M50.00S,2022-01-05T00:52:21.1Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,47,44,2022-01-05T00:52:25Z,2420000,,,0,,S. Adams REBOUND (Off:2 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,245.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
247,PT04M47.00S,2022-01-05T00:52:23.9Z,2,REGULAR,turnover,bad pass,[],203500,,,1610612763,47,44,2022-01-05T00:52:35Z,2430000,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1628386]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,1.0,,,,,Allen,1628386.0,
248,PT04M47.00S,2022-01-05T00:52:23.9Z,2,REGULAR,steal,,[],1628386,,,1610612739,47,44,2022-01-05T00:52:27Z,2440000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M39.00S,2022-01-05T00:52:31.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201567,30.831143232588698,25.98039215686275,1610612739,50,44,2022-01-05T00:52:39Z,2450000,120.0,237.0,1,left,K. Love 26' 3PT  (9 PTS) (L. Stevens 2 AST),"[201567, 1630205]",1610612739.0,CLE,,,,Love,K. Love,,,,,26.6,Made,,,,,,,9.0,L. Stevens,1630205.0,2.0,,,,,,,,,
251,PT04M28.00S,2022-01-05T00:52:42.9Z,2,REGULAR,3pt,Jump Shot,[],1629681,73.27529566360053,83.57843137254902,1610612763,50,44,2022-01-05T00:52:48Z,2470000,168.0,199.0,1,right,MISS K. Tillie 26' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
252,PT04M24.00S,2022-01-05T00:52:46.9Z,2,REGULAR,rebound,defensive,[],1629164,,,1610612739,50,44,2022-01-05T00:53:36Z,2480000,,,0,,B. Goodwin REBOUND (Off:0 Def:1),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
254,PT04M17.00S,2022-01-05T00:52:53.4Z,2,REGULAR,3pt,Jump Shot,[],201567,24.655059132720105,13.23529411764706,1610612739,53,44,2022-01-05T00:52:59Z,2490000,184.0,179.0,1,left,K. Love 25' 3PT  (12 PTS) (B. Goodwin 1 AST),"[201567, 1629164]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.68,Made,,,,,,,12.0,B. Goodwin,1629164.0,1.0,,,,,,,,,
256,PT04M01.00S,2022-01-05T00:53:10.2Z,2,REGULAR,turnover,lost ball,[],1629630,,,1610612763,53,44,2022-01-05T00:53:17Z,2510000,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 1629164]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,2.0,,,,,Goodwin,1629164.0,
257,PT04M01.00S,2022-01-05T00:53:10.2Z,2,REGULAR,steal,,[],1629164,,,1610612739,53,44,2022-01-05T00:53:12Z,2520000,,,0,,B. Goodwin STEAL (1 STL),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M57.00S,2022-01-05T00:53:15.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628386,6.258212877792378,49.01960784313725,1610612739,55,44,2022-01-05T00:53:41Z,2530000,5.0,6.0,1,left,J. Allen alley-oop DUNK (14 PTS) (B. Goodwin 2 AST),"[1628386, 1629164]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,0.8,Made,,,,,,,14.0,B. Goodwin,1629164.0,2.0,,,,,,,,,
260,PT03M57.00S,2022-01-05T00:53:28.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,55,44,2022-01-05T00:53:28Z,2550000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M57.00S,2022-01-05T00:55:36.5Z,2,REGULAR,substitution,out,[],1629164,,,1610612763,55,44,2022-01-05T00:55:58Z,2560000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M57.00S,2022-01-05T00:55:36.5Z,2,REGULAR,substitution,in,[],1629636,,,1610612763,55,44,2022-01-05T00:55:58Z,2570000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M44.00S,2022-01-05T00:56:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.9862023653088,51.470588235294116,1610612763,55,46,2022-01-05T00:56:34Z,2580000,7.0,13.0,1,right,J. Morant driving Layup (11 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.53,Made,,,,,,,11.0,D. Bane,1630217.0,1.0,,,,,,,,,
264,PT03M19.00S,2022-01-05T00:56:48.6Z,2,REGULAR,3pt,Jump Shot,[],201567,30.699737187910642,63.23529411764706,1610612739,55,46,2022-01-05T00:56:52Z,2590000,-66.0,236.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M17.00S,2022-01-05T00:56:50.6Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,55,46,2022-01-05T00:56:52Z,2600000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
