actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
94,PT03M30.00S,2022-01-27T00:25:05.1Z,1,REGULAR,substitution,out,[],201950,,,1610612749,21,29,2022-01-27T00:27:11Z,940000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M30.00S,2022-01-27T00:25:05.1Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,21,29,2022-01-27T00:27:11Z,950000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M30.00S,2022-01-27T00:25:05.1Z,1,REGULAR,substitution,in,[],1628386,,,1610612749,21,29,2022-01-27T00:27:11Z,960000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M30.00S,2022-01-27T00:25:05.1Z,1,REGULAR,substitution,in,[],1630205,,,1610612749,21,29,2022-01-27T00:27:11Z,970000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M30.00S,2022-01-27T00:25:05.1Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,21,29,2022-01-27T00:27:11Z,980000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M30.00S,2022-01-27T00:25:05.1Z,1,REGULAR,substitution,in,[],201588,,,1610612749,21,29,2022-01-27T00:27:11Z,990000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M19.00S,2022-01-27T00:25:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,85.3646517739816,59.80392156862745,1610612749,21,29,2022-01-27T00:26:22Z,995000,49.0,85.0,1,right,MISS G. Hill 9' driving floating Shot,[201588],1610612749.0,MIL,driving floating,,,Hill,G. Hill,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,
102,PT03M17.00S,2022-01-27T00:25:51.5Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612749,21,29,2022-01-27T00:26:22Z,997500,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,101.0,2.0,1.0,1.0,,,,,,,,,,,,,,
103,PT03M17.00S,2022-01-27T00:25:56.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628978,94.40999984741211,50.0,1610612749,21,31,2022-01-27T00:26:31Z,998750,0.0,0.0,1,right,D. DiVincenzo tip Layup (5 PTS),[1628978],1610612749.0,MIL,tip,,,DiVincenzo,D. DiVincenzo,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,,,
104,PT03M09.00S,2022-01-27T00:26:02.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,21,31,2022-01-27T00:26:58Z,1040000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M09.00S,2022-01-27T00:27:58.0Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,21,31,2022-01-27T00:28:52Z,1050000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M09.00S,2022-01-27T00:27:58.0Z,1,REGULAR,substitution,out,[],1626171,,,1610612739,21,31,2022-01-27T00:28:52Z,1060000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M09.00S,2022-01-27T00:27:58.0Z,1,REGULAR,substitution,out,[],203114,,,1610612739,21,31,2022-01-27T00:28:52Z,1070000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M09.00S,2022-01-27T00:27:58.0Z,1,REGULAR,substitution,in,[],200765,,,1610612739,21,31,2022-01-27T00:28:52Z,1080000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M09.00S,2022-01-27T00:27:58.0Z,1,REGULAR,substitution,in,[],203507,,,1610612739,21,31,2022-01-27T00:28:52Z,1090000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M09.00S,2022-01-27T00:27:58.0Z,1,REGULAR,substitution,in,[],1630572,,,1610612739,21,31,2022-01-27T00:28:52Z,1100000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M51.00S,2022-01-27T00:29:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,10.988830486202366,57.59803921568627,1610612739,21,31,2022-01-27T00:29:34Z,1110000,-38.0,51.0,1,left,MISS L. Stevens 6' Jump Shot - blocked,"[1630205, 201588]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,6.34,Missed,,,,,,,,,,,,,,,,,Hill,201588.0
112,PT02M51.00S,2022-01-27T00:29:20.9Z,1,REGULAR,block,,[],201588,,,1610612739,21,31,2022-01-27T00:29:25Z,1120000,,,0,,G. Hill BLOCK (1 BLK),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M49.00S,2022-01-27T00:29:22.9Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,21,31,2022-01-27T00:29:34Z,1130000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT02M29.00S,2022-01-27T00:29:43.3Z,1,REGULAR,2pt,Jump Shot,[],203507,95.48291721419186,20.588235294117645,1610612749,21,33,2022-01-27T00:30:31Z,1140000,-147.0,-10.0,1,right,G. Antetokounmpo 14' pullup Jump Shot (2 PTS) (J. Nwora 1 AST),"[203507, 1629670]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,14.74,Made,,,,,,,2.0,J. Nwora,1629670.0,1.0,,,,,,,,
116,PT02M02.00S,2022-01-27T00:30:09.4Z,1,REGULAR,2pt,Jump Shot,[],1630205,21.107095926412615,52.69607843137255,1610612739,21,33,2022-01-27T00:30:13Z,1160000,-13.0,146.0,1,left,MISS L. Stevens 14' turnaround Shot,[1630205],1610612739.0,CLE,turnaround,,,Stevens,L. Stevens,,,,,14.65,Missed,,,,,,,,,,,,,,,,,,
117,PT02M00.00S,2022-01-27T00:30:11.3Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612749,21,33,2022-01-27T00:30:11Z,1170000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,116.0,3.0,2.0,1.0,,,,,,,,,,,,,,
118,PT01M54.00S,2022-01-27T00:30:17.8Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,21,33,2022-01-27T00:30:24Z,1180000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1628386]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,2.0,,,,,Allen,1628386.0,,,,,,
119,PT01M54.00S,2022-01-27T00:30:17.8Z,1,REGULAR,steal,,[],1628386,,,1610612739,21,33,2022-01-27T00:30:20Z,1190000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M45.00S,2022-01-27T00:30:26.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,30.962549277266753,60.5392156862745,1610612739,21,33,2022-01-27T00:30:33Z,1200000,-53.0,239.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,
121,PT01M43.00S,2022-01-27T00:30:28.8Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,21,33,2022-01-27T00:30:33Z,1210000,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,,,
122,PT01M42.00S,2022-01-27T00:30:33.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201567,23.340998685939553,64.95098039215686,1610612739,23,33,2022-01-27T00:30:52Z,1220000,-75.0,167.0,1,left,K. Love 18' Jump Shot (5 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,18.29,Made,,,,,,,5.0,,,,,,,,,,,
123,PT01M23.00S,2022-01-27T00:30:48.8Z,1,REGULAR,3pt,Jump Shot,[],1629670,72.09264126149803,17.15686274509804,1610612749,23,33,2022-01-27T00:30:55Z,1230000,-164.0,210.0,1,right,MISS J. Nwora 26' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
124,PT01M23.00S,2022-01-27T00:30:48.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,23,33,2022-01-27T00:30:55Z,1240000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,123.0,2.0,1.0,1.0,,,,,,,,,,,,,,
125,PT01M07.00S,2022-01-27T00:31:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200765,15.456636005256241,36.27450980392157,1610612739,23,33,2022-01-27T00:31:14Z,1250000,69.0,93.0,1,left,MISS R. Rondo 11' driving floating bank Shot,[200765],1610612739.0,CLE,driving floating bank,,,Rondo,R. Rondo,,,,,11.54,Missed,,,,,,,,,,,,,,,,,,
126,PT01M05.00S,2022-01-27T00:31:06.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,23,33,2022-01-27T00:31:19Z,1260000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,125.0,4.0,4.0,0.0,,,,,,,,,,,,,,
127,PT00M48.20S,2022-01-27T00:31:29.4Z,1,REGULAR,turnover,double dribble,[],1628978,,,1610612749,23,33,2022-01-27T00:31:36Z,1270000,,,0,,D. DiVincenzo double dribble TURNOVER (1 TO),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,202049.0,1.0,,,,,,,,,,,,
128,PT00M38.90S,2022-01-27T00:31:51.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,27.677398160315374,16.666666666666664,1610612739,26,33,2022-01-27T00:31:55Z,1280000,167.0,208.0,1,left,K. Love 26' 3PT  (8 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,,,,Love,K. Love,,,,,26.63,Made,,,,,,,8.0,C. Osman,1626224.0,1.0,,,,,,,,
130,PT00M29.60S,2022-01-27T00:32:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.51182654402102,50.73529411764706,1610612749,26,35,2022-01-27T00:32:11Z,1300000,4.0,8.0,1,right,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,0.93,Made,,,,,,,4.0,,,,,,,,,,,
131,PT00M03.80S,2022-01-27T00:32:31.2Z,1,REGULAR,3pt,Jump Shot,[],1626224,25.837713534822605,10.784313725490197,1610612739,26,35,2022-01-27T00:32:35Z,1310000,196.0,190.0,1,left,MISS C. Osman 27' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,
132,PT00M00.90S,2022-01-27T00:32:34.2Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,26,35,2022-01-27T00:32:34Z,1320000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT00M00.00S,2022-01-27T00:32:38.0Z,1,REGULAR,3pt,Jump Shot,[],1629670,65.65374507227332,18.872549019607842,1610612749,26,35,2022-01-27T00:33:15Z,1330000,-156.0,270.0,1,right,MISS J. Nwora 31' running pullup 3PT,[1629670],1610612749.0,MIL,running pullup,,,Nwora,J. Nwora,,,,,31.2,Missed,,,,,,,,,,,,,,,,,,
134,PT00M00.00S,2022-01-27T00:32:38.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,26,35,2022-01-27T00:32:42Z,1340000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,
135,PT00M00.00S,2022-01-27T00:32:41.6Z,1,REGULAR,period,end,[],0,,,1610612749,26,35,2022-01-27T00:32:41Z,1350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-01-27T00:32:53.6Z,2,REGULAR,substitution,out,['startperiod'],1628978,,,1610612749,26,35,2022-01-27T00:35:27Z,1360000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-01-27T00:32:53.6Z,2,REGULAR,substitution,out,['startperiod'],1630572,,,1610612749,26,35,2022-01-27T00:35:27Z,1370000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-01-27T00:32:53.6Z,2,REGULAR,substitution,in,['startperiod'],1626192,,,1610612749,26,35,2022-01-27T00:35:27Z,1380000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-01-27T00:32:53.6Z,2,REGULAR,substitution,in,['startperiod'],203918,,,1610612749,26,35,2022-01-27T00:35:27Z,1390000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-01-27T00:35:29.9Z,2,REGULAR,period,start,[],0,,,1610612739,26,35,2022-01-27T00:35:29Z,1400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M43.00S,2022-01-27T00:35:45.5Z,2,REGULAR,turnover,bad pass,[],201567,,,1610612739,26,35,2022-01-27T00:35:56Z,1410000,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 1629670]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,1.0,,,,,Nwora,1629670.0,,,,,,
142,PT11M43.00S,2022-01-27T00:35:45.5Z,2,REGULAR,steal,,[],1629670,,,1610612749,26,35,2022-01-27T00:35:47Z,1420000,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
143,PT11M41.00S,2022-01-27T00:35:51.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1629670,93.24901445466492,50.0,1610612749,26,37,2022-01-27T00:36:13Z,1430000,0.0,11.0,1,right,J. Nwora running Layup (2 PTS),[1629670],1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,1.1,Made,,,,,,,2.0,,,,,,,,,,,
144,PT11M41.00S,2022-01-27T00:35:56.7Z,2,REGULAR,violation,defensive goaltending,[],1626224,,,1610612749,26,37,2022-01-27T00:36:13Z,1440000,,,0,,C. Osman defensive goaltending VIOLATION,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,202049.0,,,,,,,,,,,,,
145,PT11M17.00S,2022-01-27T00:36:24.9Z,2,REGULAR,3pt,Jump Shot,[],1626224,24.917871222076215,12.990196078431374,1610612739,29,37,2022-01-27T00:36:28Z,1450000,185.0,182.0,1,left,C. Osman 25' 3PT  (6 PTS) (R. Rondo 1 AST),"[1626224, 200765]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,25.93,Made,,,,,,,6.0,R. Rondo,200765.0,1.0,,,,,,,,
147,PT11M11.00S,2022-01-27T00:36:35.2Z,2,REGULAR,foul,personal,[],1626224,,,1610612749,29,37,2022-01-27T00:36:43Z,1470000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 203507]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,202049.0,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
149,PT11M00.00S,2022-01-27T00:36:57.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203918,84.83902759526939,36.029411764705884,1610612749,29,37,2022-01-27T00:37:02Z,1490000,-70.0,90.0,1,right,MISS R. Hood 11' driving floating Shot,[203918],1610612749.0,MIL,driving floating,,,Hood,R. Hood,,,,,11.4,Missed,,,,,,,,,,,,,,,,,,
150,PT10M57.00S,2022-01-27T00:37:00.7Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,29,37,2022-01-27T00:37:02Z,1500000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,149.0,3.0,2.0,1.0,,,,,,,,,,,,,,
151,PT10M51.00S,2022-01-27T00:37:07.5Z,2,REGULAR,3pt,Jump Shot,[],1626224,21.50131406044678,88.23529411764706,1610612739,32,37,2022-01-27T00:37:14Z,1510000,-191.0,150.0,1,left,C. Osman 24' 3PT  (9 PTS) (R. Rondo 2 AST),"[1626224, 200765]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,24.28,Made,,,,,,,9.0,R. Rondo,200765.0,2.0,,,,,,,,
153,PT10M39.00S,2022-01-27T00:37:20.2Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,32,37,2022-01-27T00:38:29Z,1530000,,,0,,G. Antetokounmpo bad pass TURNOVER (3 TO),"[203507, 1630205]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,3.0,,,,,Stevens,1630205.0,,,,,,
154,PT10M39.00S,2022-01-27T00:37:20.2Z,2,REGULAR,steal,,[],1630205,,,1610612739,32,37,2022-01-27T00:37:24Z,1540000,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M37.00S,2022-01-27T00:37:26.0Z,2,REGULAR,turnover,bad pass,[],1630205,,,1610612739,32,37,2022-01-27T00:38:05Z,1550000,,,0,,L. Stevens bad pass TURNOVER (1 TO),"[1630205, 203507]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,1.0,,,,,Antetokounmpo,203507.0,,,,,,
156,PT10M37.00S,2022-01-27T00:37:26.0Z,2,REGULAR,steal,,[],203507,,,1610612749,32,37,2022-01-27T00:37:29Z,1560000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M35.00S,2022-01-27T00:37:30.4Z,2,REGULAR,foul,offensive,[],203507,,,1610612749,32,37,2022-01-27T00:37:45Z,1570000,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 201567]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1628954.0,,,,,,,,1.0,0.0,Love,201567.0,,
159,PT10M35.00S,2022-01-27T00:37:30.4Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,32,37,2022-01-27T00:37:30Z,1590000,,,0,,G. Antetokounmpo offensive foul TURNOVER (4 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1628954.0,4.0,,,,,,,,,,,,
160,PT10M29.00S,2022-01-27T00:38:03.0Z,2,REGULAR,foul,personal,[],1626192,,,1610612739,32,37,2022-01-27T00:38:17Z,1600000,,,0,,P. Connaughton personal FOUL (1 PF),"[1626192, 201567]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,201638.0,,,,,,,,1.0,0.0,Love,201567.0,,
162,PT10M20.00S,2022-01-27T00:38:36.0Z,2,REGULAR,foul,personal,[],1629670,,,1610612739,32,37,2022-01-27T00:39:06Z,1620000,,,0,,J. Nwora personal FOUL (1 PF),"[1629670, 1630205]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,1628954.0,,,,,,,,1.0,0.0,Stevens,1630205.0,,
164,PT10M06.00S,2022-01-27T00:39:00.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200765,31.09395532194481,61.76470588235294,1610612739,32,37,2022-01-27T00:39:59Z,1640000,-59.0,240.0,1,left,MISS R. Rondo 24' step back 3PT,[200765],1610612739.0,CLE,step back,,,Rondo,R. Rondo,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,
165,PT10M03.00S,2022-01-27T00:39:03.6Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612739,32,37,2022-01-27T00:39:03Z,1650000,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,164.0,1.0,0.0,1.0,,,,,,,,,,,,,,
166,PT10M01.00S,2022-01-27T00:39:06.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626224,5.732588699080158,55.14705882352941,1610612739,32,37,2022-01-27T00:39:27Z,1660000,-26.0,1.0,1,left,MISS C. Osman driving Layup,[1626224],1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,2.57,Missed,,,,,,,,,,,,,,,,,,
167,PT10M01.00S,2022-01-27T00:39:06.4Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,32,37,2022-01-27T00:39:18Z,1670000,,,0,,J. Allen REBOUND (Off:2 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,166.0,2.0,0.0,2.0,,,,,,,,,,,,,,
168,PT10M00.00S,2022-01-27T00:39:11.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628386,5.590000152587891,50.0,1610612739,34,37,2022-01-27T00:42:06Z,1680000,0.0,0.0,1,left,J. Allen tip DUNK (6 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,0.0,Made,,,,,,,6.0,,,,,,,,,,,
169,PT09M46.00S,2022-01-27T00:39:28.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,34,37,2022-01-27T00:39:28Z,1690000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M46.00S,2022-01-27T00:41:17.1Z,2,REGULAR,substitution,out,[],201588,,,1610612749,34,37,2022-01-27T00:42:03Z,1700000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M46.00S,2022-01-27T00:41:17.1Z,2,REGULAR,substitution,out,[],1629670,,,1610612749,34,37,2022-01-27T00:42:03Z,1710000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M46.00S,2022-01-27T00:41:17.1Z,2,REGULAR,substitution,in,[],203114,,,1610612749,34,37,2022-01-27T00:42:03Z,1720000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M46.00S,2022-01-27T00:41:17.1Z,2,REGULAR,substitution,in,[],201950,,,1610612749,34,37,2022-01-27T00:42:03Z,1730000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M38.00S,2022-01-27T00:42:27.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.38042049934296,50.49019607843137,1610612749,34,39,2022-01-27T00:42:36Z,1740000,2.0,10.0,1,right,G. Antetokounmpo driving DUNK (6 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.0,Made,,,,,,,6.0,K. Middleton,203114.0,2.0,,,,,,,,
178,PT09M19.00S,2022-01-27T00:42:59.1Z,2,REGULAR,turnover,traveling,[],201567,,,1610612739,34,39,2022-01-27T00:43:11Z,1780000,,,0,,K. Love traveling TURNOVER (2 TO),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,201638.0,2.0,,,,,,,,,,,,
179,PT09M06.00S,2022-01-27T00:43:11.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,73.9323258869908,85.29411764705883,1610612749,34,39,2022-01-27T00:43:23Z,1790000,176.0,193.0,1,right,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,
180,PT09M06.00S,2022-01-27T00:43:11.9Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,34,39,2022-01-27T00:43:23Z,1800000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,
181,PT08M50.00S,2022-01-27T00:43:27.9Z,2,REGULAR,3pt,Jump Shot,[],201567,23.603810775295663,11.519607843137255,1610612739,37,39,2022-01-27T00:43:32Z,1810000,192.0,169.0,1,left,K. Love 25' 3PT  (11 PTS) (J. Allen 1 AST),"[201567, 1628386]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.63,Made,,,,,,,11.0,J. Allen,1628386.0,1.0,,,,,,,,
183,PT08M44.00S,2022-01-27T00:43:33.6Z,2,REGULAR,3pt,Jump Shot,[],1626192,78.40013140604468,4.411764705882353,1610612749,37,42,2022-01-27T00:43:38Z,1830000,-228.0,151.0,1,right,P. Connaughton 27' 3PT  (11 PTS) (K. Middleton 3 AST),"[1626192, 203114]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.31,Made,,,,,,,11.0,K. Middleton,203114.0,3.0,,,,,,,,
