actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-14T23:10:16.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-14T23:10:16Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-03-14T23:10:21.5Z,1,REGULAR,jumpball,recovered,[],201587,,,1610612746,0,0,2022-03-14T23:10:21Z,40000,,,0,,Jump Ball I. Zubac vs. E. Mobley: Tip to N. Batum,"[201587, 1627826, 1630596]",1610612746.0,LAC,startperiod,N. Batum,201587.0,Batum,N. Batum,Zubac,1627826.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-03-14T23:10:33.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,93.24901445466492,51.470588235294116,1610612746,0,2,2022-03-14T23:10:39Z,70000,7.0,11.0,1,right,I. Zubac turnaround Hook (2 PTS) (N. Batum 1 AST),"[1627826, 201587]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,1.33,Made,2.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2022-03-14T23:10:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,5.601182654402102,49.26470588235294,1610612739,2,2,2022-03-14T23:10:56Z,90000,4.0,0.0,1,left,E. Mobley alley-oop Layup (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,0.37,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,,
11,PT11M02.00S,2022-03-14T23:11:12.9Z,1,REGULAR,2pt,Jump Shot,[],201587,71.82982917214193,61.51960784313726,1610612746,2,2,2022-03-14T23:11:17Z,110000,58.0,212.0,1,right,MISS N. Batum 22' turnaround Shot,[201587],1610612746.0,LAC,turnaround,,,Batum,N. Batum,,,,,22.0,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2022-03-14T23:11:14.9Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,2,2,2022-03-14T23:11:17Z,120000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M48.00S,2022-03-14T23:11:27.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,7.835085413929041,50.245098039215684,1610612739,4,2,2022-03-14T23:11:32Z,130000,-1.0,21.0,1,left,E. Mobley driving Hook (4 PTS) (L. Stevens 1 AST),"[1630596, 1630205]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,2.11,Made,4.0,L. Stevens,1630205.0,1.0,,,,,,,,,,,,,,,
15,PT10M33.00S,2022-03-14T23:11:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,87.20433639947439,57.59803921568627,1610612746,4,2,2022-03-14T23:11:48Z,150000,38.0,68.0,1,right,MISS T. Mann 7' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,7.77,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2022-03-14T23:11:44.0Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,4,2,2022-03-14T23:11:48Z,160000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M18.00S,2022-03-14T23:11:57.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,23.078186596583443,89.95098039215686,1610612739,4,2,2022-03-14T23:12:04Z,170000,-200.0,164.0,1,left,MISS E. Mobley 25' step back 3PT,[1630596],1610612739.0,CLE,step back,,,Mobley,E. Mobley,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M15.00S,2022-03-14T23:12:00.9Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,4,2,2022-03-14T23:12:04Z,180000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
19,PT10M01.00S,2022-03-14T23:12:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,89.04402102496715,64.70588235294117,1610612746,4,4,2022-03-14T23:12:25Z,190000,74.0,50.0,1,right,I. Zubac 8' driving floating bank Jump Shot (4 PTS) (A. Coffey 1 AST),"[1627826, 1629599]",1610612746.0,LAC,driving floating bank,,,Zubac,I. Zubac,,,,,8.92,Made,4.0,A. Coffey,1629599.0,1.0,,,,,,,,,,,,,,,
21,PT09M45.00S,2022-03-14T23:12:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,5.995400788436268,49.754901960784316,1610612739,6,4,2022-03-14T23:12:47Z,210000,1.0,4.0,1,left,I. Okoro reverse Layup (2 PTS) (D. Garland 2 AST),"[1630171, 1629636]",1610612739.0,CLE,reverse,,,Okoro,I. Okoro,,,,,0.41,Made,2.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,,
23,PT09M31.00S,2022-03-14T23:12:44.4Z,1,REGULAR,3pt,Jump Shot,[],201587,95.3515111695138,97.79411764705883,1610612746,6,7,2022-03-14T23:12:50Z,230000,239.0,-9.0,1,right,N. Batum 3PT  (3 PTS) (L. Kennard 1 AST),"[201587, 1628379]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,23.92,Made,3.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,,,,
25,PT09M11.00S,2022-03-14T23:13:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.672798948751643,47.85922181372549,1610612739,6,7,2022-03-14T23:13:13Z,250000,11.0,29.0,1,left,MISS E. Mobley cutting Layup,[1630596],1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,3.09,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M07.00S,2022-03-14T23:13:08.5Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,6,7,2022-03-14T23:13:13Z,260000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT08M59.00S,2022-03-14T23:13:16.8Z,1,REGULAR,2pt,Jump Shot,[],1628379,81.553876478318,71.56862745098039,1610612746,6,9,2022-03-14T23:13:22Z,270000,108.0,121.0,1,right,L. Kennard 16' pullup Jump Shot (2 PTS) (I. Zubac 1 AST),"[1628379, 1627826]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,16.2,Made,2.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,,
29,PT08M43.00S,2022-03-14T23:13:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,4.944152431011826,51.9607843137255,1610612739,8,9,2022-03-14T23:13:38Z,290000,-10.0,-6.0,1,left,I. Okoro cutting Layup (4 PTS) (D. Garland 3 AST),"[1630171, 1629636]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,1.15,Made,4.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,,
31,PT08M20.00S,2022-03-14T23:13:59.2Z,1,REGULAR,foul,personal,[],1630205,,,1610612746,8,9,2022-03-14T23:14:11Z,310000,,,0,,L. Stevens personal FOUL (1 PF),"[1630205, 1627826]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,203591.0,1.0,0.0,Zubac,1627826.0,,,,,,
33,PT08M08.00S,2022-03-14T23:14:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,83.39356110381078,64.2156862745098,1610612746,8,9,2022-03-14T23:14:34Z,330000,71.0,104.0,1,right,MISS T. Mann 12' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,12.57,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M08.00S,2022-03-14T23:14:29.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,8,9,2022-03-14T23:14:55Z,340000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,
