actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-16T00:10:25.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-16T00:10:25Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2021-12-16T00:10:29.7Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2021-12-16T00:10:29Z,40000,,,0,,Jump Ball J. Allen vs. D. Theis: Tip to D. Garland,"[1629636, 1628386, 1628464]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-12-16T00:10:40.7Z,1,REGULAR,turnover,bad pass,[],1628374,,,1610612739,0,0,2021-12-16T00:10:58Z,70000,,,0,,L. Markkanen bad pass TURNOVER (1 TO),"[1628374, 1628464]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,1.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2021-12-16T00:10:40.7Z,1,REGULAR,steal,,[],1628464,,,1610612745,0,0,2021-12-16T00:10:46Z,80000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2021-12-16T00:10:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630256,6.307490144546649,53.08670343137255,1610612745,0,0,2021-12-16T00:11:10Z,90000,-15.0,7.0,1,left,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,,,,1.68,Missed,,,,,,,,,,,,,,,,
10,PT11M28.00S,2021-12-16T00:10:56.1Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,0,2021-12-16T00:11:10Z,100000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,
11,PT11M18.00S,2021-12-16T00:11:05.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,91.5407358738502,44.6078431372549,1610612739,0,0,2021-12-16T00:11:26Z,110000,-27.0,27.0,1,right,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,3.82,Missed,,,,,,,,,,,,,,,,
12,PT11M15.00S,2021-12-16T00:11:09.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2021-12-16T00:11:09Z,120000,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,
13,PT11M14.00S,2021-12-16T00:11:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,93.24901445466492,50.98039215686274,1610612739,0,0,2021-12-16T00:11:37Z,130000,5.0,11.0,1,right,MISS J. Allen putback Layup,[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,,,,1.2,Missed,,,,,,,,,,,,,,,,
14,PT11M11.00S,2021-12-16T00:11:13.6Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,0,0,2021-12-16T00:11:13Z,140000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
15,PT11M04.00S,2021-12-16T00:11:20.0Z,1,REGULAR,2pt,Jump Shot,[],1628464,21.632720105124836,36.51960784313725,1610612745,0,0,2021-12-16T00:11:45Z,150000,67.0,151.0,1,left,MISS D. Theis 16' Jump Shot,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,16.52,Missed,,,,,,,,,,,,,,,,
