actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-27T00:10:23.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-27T00:10:23Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-27T00:10:26.9Z,1,REGULAR,jumpball,recovered,[],1630245,,,1610612741,0,0,2022-03-27T00:10:26Z,40000,,,0,,Jump Ball N. Vucevic vs. E. Mobley: Tip to A. Dosunmu,"[1630245, 202696, 1630596]",1610612741.0,CHI,startperiod,A. Dosunmu,1630245.0,Dosunmu,A. Dosunmu,Vucevic,202696.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-03-27T00:10:37.6Z,1,REGULAR,2pt,Jump Shot,[],201942,78.40013140604468,68.38235294117648,1610612741,0,0,2022-03-27T00:10:46Z,70000,92.0,151.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.63,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-03-27T00:10:40.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,0,0,2022-03-27T00:10:46Z,80000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M39.00S,2022-03-27T00:10:48.4Z,1,REGULAR,foul,personal,[],201942,,,1610612739,0,0,2022-03-27T00:11:15Z,90000,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1628374]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,1627962.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,
11,PT11M29.00S,2022-03-27T00:11:14.1Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612739,0,0,2022-03-27T00:11:23Z,110000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Okoro 2 FT),"[202696, 1630171]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,1628954.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,
13,PT11M29.00S,2022-03-27T00:11:35.3Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,0,0,2022-03-27T00:11:35Z,130000,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M29.00S,2022-03-27T00:11:35.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,0,0,2022-03-27T00:11:35Z,140000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,
15,PT11M29.00S,2022-03-27T00:11:50.2Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,1,0,2022-03-27T00:11:50Z,150000,,,0,,I. Okoro Free Throw 2 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
16,PT11M15.00S,2022-03-27T00:12:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,84.70762155059133,40.19607843137255,1610612741,1,2,2022-03-27T00:12:18Z,160000,-49.0,91.0,1,right,N. Vucevic 10' Jump Shot (2 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,10.35,Made,,,,,,,,,,2.0,A. Dosunmu,1630245.0,1.0,,,,,,
18,PT10M52.00S,2022-03-27T00:12:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,6.915243101182654,56.372549019607845,1610612739,3,2,2022-03-27T00:12:34Z,180000,-32.0,13.0,1,left,L. Markkanen driving Layup (2 PTS) (E. Mobley 1 AST),"[1628374, 1630596]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,3.43,Made,,,,,,,,,,2.0,E. Mobley,1630596.0,1.0,,,,,,
20,PT10M35.00S,2022-03-27T00:12:46.1Z,1,REGULAR,3pt,Jump Shot,[],203897,92.06636005256242,95.83333333333334,1610612741,3,5,2022-03-27T00:12:50Z,200000,229.0,22.0,1,right,Z. LaVine 3PT  (3 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,23.03,Made,,,,,,,,,,3.0,A. Dosunmu,1630245.0,2.0,,,,,,
22,PT10M19.00S,2022-03-27T00:13:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,4.28712220762155,49.754901960784316,1610612739,5,5,2022-03-27T00:13:06Z,220000,1.0,-12.0,1,left,E. Mobley Layup (2 PTS) (C. LeVert 1 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1.23,Made,,,,,,,,,,2.0,C. LeVert,1627747.0,1.0,,,,,,
24,PT10M01.00S,2022-03-27T00:13:21.1Z,1,REGULAR,3pt,Jump Shot,[],1627936,94.30026281208936,3.1862745098039214,1610612741,5,8,2022-03-27T00:13:25Z,240000,-234.0,1.0,1,right,A. Caruso 3PT  (3 PTS) (A. Dosunmu 3 AST),"[1627936, 1630245]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,23.41,Made,,,,,,,,,,3.0,A. Dosunmu,1630245.0,3.0,,,,,,
26,PT09M40.00S,2022-03-27T00:13:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,15.325229960578188,51.470588235294116,1610612739,5,8,2022-03-27T00:13:45Z,260000,-7.0,92.0,1,left,MISS E. Mobley 9' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,9.19,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M37.00S,2022-03-27T00:13:44.4Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,5,8,2022-03-27T00:13:45Z,270000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
