actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
25,PT10M29.00S,2021-11-03T23:16:31.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,6,2021-11-03T23:16:33Z,250000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M22.00S,2021-11-03T23:16:40.1Z,1,REGULAR,3pt,Jump Shot,[],1629012,74.58935611038108,84.55882352941177,1610612739,2,6,2021-11-03T23:16:45Z,260000,173.0,186.0,1,right,MISS C. Sexton 25' step back 3PT,[1629012],1610612739.0,CLE,step back,,,Sexton,C. Sexton,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
27,PT10M19.00S,2021-11-03T23:16:43.1Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,2,6,2021-11-03T23:16:45Z,270000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M59.00S,2021-11-03T23:17:02.0Z,1,REGULAR,3pt,Jump Shot,[],203081,31.09395532194481,67.15686274509804,1610612757,2,9,2021-11-03T23:17:10Z,280000,-86.0,240.0,1,left,D. Lillard 25' 3PT step back (3 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,25.47,Made,,,,,,,,3.0,,,,,,,,,,
29,PT09M38.00S,2021-11-03T23:17:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,92.06636005256242,51.71568627450981,1610612739,4,9,2021-11-03T23:17:28Z,290000,9.0,22.0,1,right,E. Mobley Layup (2 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,2.37,Made,,,,,,,,2.0,,,,,,,,,,
30,PT09M18.00S,2021-11-03T23:17:42.9Z,1,REGULAR,3pt,Jump Shot,[],203468,18.873193166885677,4.6568627450980395,1610612757,4,9,2021-11-03T23:17:48Z,300000,227.0,125.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
31,PT09M17.00S,2021-11-03T23:17:43.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,4,9,2021-11-03T23:17:48Z,310000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2021-11-03T23:17:49.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,4,9,2021-11-03T23:17:49Z,320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M10.00S,2021-11-03T23:18:07.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203081,10.463206307490145,75.98039215686273,1610612757,4,9,2021-11-03T23:18:12Z,330000,-130.0,46.0,1,left,MISS D. Lillard 13' turnaround fadeaway Shot,[203081],1610612757.0,POR,turnaround fadeaway,,,Lillard,D. Lillard,,,,,13.78,Missed,,,,,,,,,,,,,,,,,,
34,PT09M09.00S,2021-11-03T23:18:08.4Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612739,4,9,2021-11-03T23:21:19Z,340000,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M08.00S,2021-11-03T23:18:14.9Z,1,REGULAR,foul,personal,[],203468,,,1610612739,4,9,2021-11-03T23:26:29Z,350000,,,0,,C. McCollum take personal FOUL (1 PF),"[203468, 1629012]",1610612757.0,POR,take,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Sexton,1629012.0,,
37,PT08M59.00S,2021-11-03T23:18:47.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,76.2976346911958,89.95098039215686,1610612739,4,9,2021-11-03T23:18:51Z,370000,200.0,170.0,1,right,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2021-11-03T23:18:50.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,4,9,2021-11-03T23:18:51Z,380000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M42.00S,2021-11-03T23:19:03.8Z,1,REGULAR,3pt,Jump Shot,[],203081,27.414586070959263,20.833333333333336,1610612757,4,9,2021-11-03T23:19:07Z,390000,146.0,205.0,1,left,MISS D. Lillard 25' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
40,PT08M40.00S,2021-11-03T23:19:05.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,9,2021-11-03T23:19:07Z,400000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M29.00S,2021-11-03T23:19:17.6Z,1,REGULAR,3pt,Jump Shot,[],1629731,71.56701708278581,15.441176470588236,1610612739,4,9,2021-11-03T23:19:21Z,410000,-173.0,215.0,1,right,MISS D. Wade 27' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,
42,PT08M26.00S,2021-11-03T23:19:20.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,4,9,2021-11-03T23:19:21Z,420000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M20.00S,2021-11-03T23:19:27.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,5.469776609724048,51.225490196078425,1610612757,4,9,2021-11-03T23:19:36Z,430000,-6.0,-1.0,1,left,MISS N. Powell driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,0.62,Missed,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2021-11-03T23:19:32.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,9,2021-11-03T23:19:32Z,440000,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,,
45,PT08M07.00S,2021-11-03T23:19:42.9Z,1,REGULAR,foul,personal,[],1626181,,,1610612739,4,9,2021-11-03T23:19:53Z,450000,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1630596]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Mobley,1630596.0,,
47,PT07M56.00S,2021-11-03T23:20:08.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,91.80354796320631,53.18627450980392,1610612739,4,9,2021-11-03T23:24:02Z,470000,16.0,25.0,1,right,MISS J. Allen driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2021-11-03T23:20:10.5Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,4,9,2021-11-03T23:20:12Z,480000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT07M47.00S,2021-11-03T23:20:18.2Z,1,REGULAR,3pt,Jump Shot,[],1626181,4.5499342969776615,95.58823529411765,1610612757,4,12,2021-11-03T23:20:21Z,490000,-228.0,-10.0,1,left,N. Powell 3PT  (6 PTS) (R. Covington 1 AST),"[1626181, 203496]",1610612757.0,POR,,,,Powell,N. Powell,,,,,22.81,Made,,,,,,,,6.0,R. Covington,203496.0,1.0,,,,,,,
51,PT07M38.00S,2021-11-03T23:20:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.77463863337714,49.26470588235294,1610612739,6,12,2021-11-03T23:20:30Z,510000,-4.0,6.0,1,right,C. Sexton driving Layup (2 PTS) (D. Garland 1 AST),"[1629012, 1629636]",1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,0.7,Made,,,,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,
53,PT07M25.00S,2021-11-03T23:20:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,16.90210249671485,43.627450980392155,1610612757,6,12,2021-11-03T23:20:45Z,530000,32.0,106.0,1,left,MISS C. McCollum 11' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,11.11,Missed,,,,,,,,,,,,,,,,,,
54,PT07M21.00S,2021-11-03T23:20:43.1Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,6,12,2021-11-03T23:20:43Z,540000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,53.0,3.0,2.0,1.0,,,,,,,,,,,,,,
55,PT07M18.00S,2021-11-03T23:20:46.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,19.92444152431012,8.823529411764707,1610612757,6,12,2021-11-03T23:20:52Z,550000,206.0,135.0,1,left,MISS N. Powell 24' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2021-11-03T23:20:49.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,12,2021-11-03T23:20:52Z,560000,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,55.0,4.0,4.0,0.0,,,,,,,,,,,,,,
57,PT07M04.00S,2021-11-03T23:21:00.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,83.919185282523,98.2843137254902,1610612739,9,12,2021-11-03T23:21:04Z,570000,241.0,99.0,1,right,D. Garland 26' 3PT  (3 PTS) (C. Sexton 2 AST),"[1629636, 1629012]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.08,Made,,,,,,,,3.0,C. Sexton,1629012.0,2.0,,,,,,,
59,PT06M49.00S,2021-11-03T23:21:15.7Z,1,REGULAR,2pt,Jump Shot,[],203081,5.469776609724048,28.676470588235293,1610612757,9,14,2021-11-03T23:21:19Z,590000,107.0,-1.0,1,left,D. Lillard 10' fadeaway Jump Shot (5 PTS) (C. McCollum 2 AST),"[203081, 203468]",1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,10.66,Made,,,,,,,,5.0,C. McCollum,203468.0,2.0,,,,,,,
61,PT06M36.00S,2021-11-03T23:21:31.4Z,1,REGULAR,foul,personal,['2freethrow'],203496,,,1610612739,9,14,2021-11-03T23:21:38Z,610000,,,0,,R. Covington shooting personal FOUL (2 PF) (Allen 2 FT),"[203496, 1628386]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Allen,1628386.0,,
63,PT06M36.00S,2021-11-03T23:21:59.2Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,9,14,2021-11-03T23:21:59Z,630000,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT06M36.00S,2021-11-03T23:21:59.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,9,14,2021-11-03T23:21:59Z,640000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
65,PT06M36.00S,2021-11-03T23:22:00.0Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,9,14,2021-11-03T23:22:17Z,650000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2021-11-03T23:22:00.0Z,1,REGULAR,substitution,out,[],203496,,,1610612739,9,14,2021-11-03T23:22:17Z,660000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M36.00S,2021-11-03T23:22:00.0Z,1,REGULAR,substitution,out,[],203994,,,1610612739,9,14,2021-11-03T23:22:17Z,670000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2021-11-03T23:22:00.0Z,1,REGULAR,substitution,in,[],201937,,,1610612739,9,14,2021-11-03T23:22:17Z,680000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M36.00S,2021-11-03T23:22:00.0Z,1,REGULAR,substitution,in,[],1626204,,,1610612739,9,14,2021-11-03T23:22:17Z,690000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M36.00S,2021-11-03T23:22:00.0Z,1,REGULAR,substitution,in,[],203469,,,1610612739,9,14,2021-11-03T23:22:17Z,700000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2021-11-03T23:22:31.4Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,10,14,2021-11-03T23:22:31Z,710000,,,0,,J. Allen Free Throw 2 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
72,PT06M23.00S,2021-11-03T23:22:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,13.748357424441524,41.911764705882355,1610612757,10,16,2021-11-03T23:22:52Z,720000,40.0,77.0,1,left,C. Zeller 8' floating Jump Shot (2 PTS) (C. McCollum 3 AST),"[203469, 203468]",1610612757.0,POR,floating,,,Zeller,C. Zeller,,,,,8.67,Made,,,,,,,,2.0,C. McCollum,203468.0,3.0,,,,,,,
74,PT05M58.00S,2021-11-03T23:23:12.2Z,1,REGULAR,3pt,Jump Shot,[],1630596,93.38042049934296,98.2843137254902,1610612739,10,16,2021-11-03T23:23:16Z,740000,241.0,10.0,1,right,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,
75,PT05M55.00S,2021-11-03T23:23:15.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612757,10,16,2021-11-03T23:23:16Z,750000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M37.00S,2021-11-03T23:23:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,4.944152431011826,52.450980392156865,1610612757,10,16,2021-11-03T23:23:49Z,760000,-12.0,-6.0,1,left,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,
77,PT05M34.00S,2021-11-03T23:23:35.2Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,10,16,2021-11-03T23:23:49Z,770000,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,,
78,PT05M31.00S,2021-11-03T23:23:38.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203081,20.05584756898817,92.15686274509804,1610612757,10,16,2021-11-03T23:23:41Z,780000,-211.0,136.0,1,left,MISS D. Lillard 25' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2021-11-03T23:23:40.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,10,16,2021-11-03T23:23:41Z,790000,,,0,,J. Allen REBOUND (Off:0 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,78.0,5.0,5.0,0.0,,,,,,,,,,,,,,
80,PT05M20.00S,2021-11-03T23:23:50.0Z,1,REGULAR,3pt,Jump Shot,[],201937,77.34888304862024,7.352941176470589,1610612739,10,16,2021-11-03T23:23:53Z,800000,-213.0,160.0,1,right,MISS R. Rubio 26' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,
81,PT05M17.00S,2021-11-03T23:23:53.0Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,10,16,2021-11-03T23:23:53Z,810000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT05M13.00S,2021-11-03T23:23:56.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203468,7.966491458607096,36.51960784313725,1610612757,10,18,2021-11-03T23:24:05Z,820000,67.0,22.0,1,left,C. McCollum 7' driving floating bank Jump Shot (2 PTS) (N. Powell 1 AST),"[203468, 1626181]",1610612757.0,POR,driving floating bank,,,McCollum,C. McCollum,,,,,7.1,Made,,,,,,,,2.0,N. Powell,1626181.0,1.0,,,,,,,
84,PT04M55.00S,2021-11-03T23:24:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,92.59198423127464,50.73529411764706,1610612739,12,18,2021-11-03T23:24:19Z,840000,4.0,17.0,1,right,D. Wade cutting Layup (2 PTS) (J. Allen 1 AST),"[1629731, 1628386]",1610612739.0,CLE,cutting,,,Wade,D. Wade,,,,,1.75,Made,,,,,,,,2.0,J. Allen,1628386.0,1.0,,,,,,,
86,PT04M37.00S,2021-11-03T23:24:32.3Z,1,REGULAR,3pt,Jump Shot,[],203468,33.196452036793694,55.88235294117647,1610612757,12,18,2021-11-03T23:24:37Z,860000,-29.0,260.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,
87,PT04M33.00S,2021-11-03T23:24:36.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,12,18,2021-11-03T23:24:37Z,870000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,86.0,2.0,2.0,0.0,,,,,,,,,,,,,,
88,PT04M23.00S,2021-11-03T23:24:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,87.46714848883047,56.61764705882353,1610612739,14,18,2021-11-03T23:24:51Z,880000,33.0,65.0,1,right,C. Sexton 7' driving floating Jump Shot (4 PTS),[1629012],1610612739.0,CLE,driving floating,,,Sexton,C. Sexton,,,,,7.32,Made,,,,,,,,4.0,,,,,,,,,,
89,PT04M04.00S,2021-11-03T23:25:05.4Z,1,REGULAR,3pt,Jump Shot,[],203081,26.10052562417871,13.480392156862745,1610612757,14,18,2021-11-03T23:25:10Z,890000,183.0,193.0,1,left,MISS D. Lillard 26' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
90,PT04M02.00S,2021-11-03T23:25:07.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,14,18,2021-11-03T23:25:10Z,900000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
