actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-01-02T23:10:32.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-02T23:10:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-02T23:10:35.1Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612739,0,0,2022-01-02T23:10:35Z,40000,,,0,,Jump Ball J. Allen vs. M. Turner: Tip to L. Markkanen,"[1628374, 1628386, 1626167]",1610612739.0,CLE,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Allen,1628386.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-01-02T23:10:49.7Z,1,REGULAR,2pt,Jump Shot,[],1630596,90.48948751642575,74.75490196078431,1610612739,2,0,2022-01-02T23:10:59Z,70000,124.0,37.0,1,right,E. Mobley 12' turnaround fadeaway Jump Shot (2 PTS) (L. Markkanen 1 AST),"[1630596, 1628374]",1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,12.92,Made,2.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,,
9,PT11M19.00S,2022-01-02T23:11:11.8Z,1,REGULAR,3pt,Jump Shot,[],1626208,28.597240473061763,24.754901960784316,1610612754,2,0,2022-01-02T23:11:16Z,90000,126.0,216.0,1,left,MISS K. Sykes 25' 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2022-01-02T23:11:14.8Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,2,0,2022-01-02T23:11:16Z,100000,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M15.00S,2022-01-02T23:11:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,6.521024967148489,49.26470588235294,1610612754,2,0,2022-01-02T23:11:29Z,110000,4.0,9.0,1,left,MISS M. Turner putback Layup - blocked,"[1626167, 1628374]",1610612754.0,IND,putback,,,Turner,M. Turner,,,,,0.95,Missed,,,,,,,,,Markkanen,1628374.0,,,,,,,,,
12,PT11M15.00S,2022-01-02T23:11:16.5Z,1,REGULAR,block,,[],1628374,,,1610612754,2,0,2022-01-02T23:11:21Z,120000,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2022-01-02T23:11:22.5Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,2,0,2022-01-02T23:11:29Z,130000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT11M04.00S,2022-01-02T23:11:27.6Z,1,REGULAR,2pt,Jump Shot,[],1630596,84.31340341655716,21.568627450980394,1610612739,2,0,2022-01-02T23:11:38Z,140000,-142.0,95.0,1,right,MISS E. Mobley 17' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,17.1,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M58.00S,2022-01-02T23:11:33.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,2,0,2022-01-02T23:11:38Z,150000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
