actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
92,PT04M23.00S,2022-03-01T00:25:45.6Z,1,REGULAR,substitution,out,[],1628374,,,1610612750,23,12,2022-03-01T00:28:53Z,917500,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M23.00S,2022-03-01T00:25:45.6Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,23,12,2022-03-01T00:28:53Z,918750,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2022-03-01T00:25:45.6Z,1,REGULAR,substitution,in,[],1626224,,,1610612750,23,12,2022-03-01T00:28:53Z,919375,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M23.00S,2022-03-01T00:25:45.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612750,23,12,2022-03-01T00:28:53Z,919687,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2022-03-01T00:26:05.4Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,23,12,2022-03-01T00:26:14Z,920000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 201567]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,1.0,Love,201567.0,
97,PT04M16.00S,2022-03-01T00:26:05.4Z,1,REGULAR,steal,,[],201567,,,1610612739,23,12,2022-03-01T00:26:08Z,930000,,,0,,K. Love STEAL (1 STL),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M10.00S,2022-03-01T00:26:11.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,66.70499342969777,77.69607843137256,1610612739,26,12,2022-03-01T00:26:16Z,940000,138.0,260.0,1,right,K. Love 29' 3PT  (3 PTS) (B. Goodwin 5 AST),"[201567, 1629164]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,29.5,Made,,,,,,,3.0,B. Goodwin,1629164.0,5.0,,,,
100,PT03M59.00S,2022-03-01T00:26:25.9Z,1,REGULAR,foul,personal,[],1626224,,,1610612750,26,12,2022-03-01T00:26:38Z,960000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 1626157]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,200833.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
102,PT03M59.00S,2022-03-01T00:26:41.4Z,1,REGULAR,substitution,out,[],1626224,,,1610612750,26,12,2022-03-01T00:26:47Z,980000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M59.00S,2022-03-01T00:26:41.4Z,1,REGULAR,substitution,in,[],1629731,,,1610612750,26,12,2022-03-01T00:26:47Z,990000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M52.00S,2022-03-01T00:27:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.732588699080158,47.05882352941176,1610612750,26,14,2022-03-01T00:27:09Z,1000000,15.0,1.0,1,left,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,1.48,Made,,,,,,,2.0,,,,,,,
106,PT03M43.00S,2022-03-01T00:27:12.2Z,1,REGULAR,3pt,Jump Shot,[],201567,67.62483574244416,17.15686274509804,1610612739,26,14,2022-03-01T00:27:17Z,1020000,-164.0,252.0,1,right,MISS K. Love 30' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,30.06,Missed,,,,,,,,,,,,,,
107,PT03M41.00S,2022-03-01T00:27:15.8Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,26,14,2022-03-01T00:27:15Z,1030000,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,106.0,1.0,0.0,1.0,,,,,,,,
108,PT03M36.00S,2022-03-01T00:27:19.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629164,94.69448094612353,50.0,1610612739,28,14,2022-03-01T00:27:24Z,1040000,0.0,-3.0,1,right,B. Goodwin driving finger roll Layup (8 PTS),[1629164],1610612739.0,CLE,driving finger roll,,,Goodwin,B. Goodwin,,,,,,,,,,0.26,Made,,,,,,,8.0,,,,,,,
109,PT03M22.00S,2022-03-01T00:27:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,21.369908015768726,91.91176470588235,1610612750,28,14,2022-03-01T00:27:41Z,1050000,-210.0,148.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,25.68,Missed,,,,,,,,,,,,,,
110,PT03M17.00S,2022-03-01T00:27:38.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,28,14,2022-03-01T00:27:41Z,1060000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,
111,PT03M15.00S,2022-03-01T00:27:42.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,68.9388961892247,72.54901960784314,1610612739,28,14,2022-03-01T00:29:22Z,1070000,113.0,239.0,1,right,MISS K. Love 26' pullup 3PT - blocked,"[201567, 1626156]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,,,,26.47,Missed,Russell,1626156.0,,,,,,,,,,,,
112,PT03M15.00S,2022-03-01T00:27:42.9Z,1,REGULAR,block,,[],1626156,,,1610612739,28,14,2022-03-01T00:27:45Z,1080000,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M14.00S,2022-03-01T00:27:43.9Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,28,14,2022-03-01T00:29:22Z,1090000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,
114,PT03M10.00S,2022-03-01T00:27:48.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626156,4.944152431011826,49.50980392156863,1610612750,28,14,2022-03-01T00:29:51Z,1100000,2.0,-6.0,1,left,MISS D. Russell running Layup,[1626156],1610612750.0,MIN,running,,,Russell,D. Russell,,,,,,,,,,0.65,Missed,,,,,,,,,,,,,,
115,PT03M09.00S,2022-03-01T00:27:49.8Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,28,14,2022-03-01T00:29:51Z,1110000,,,0,,A. Edwards REBOUND (Off:1 Def:0),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,114.0,1.0,0.0,1.0,,,,,,,,
116,PT03M06.00S,2022-03-01T00:27:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,5.601182654402102,47.30392156862745,1610612750,28,14,2022-03-01T00:30:28Z,1120000,13.0,0.0,1,left,MISS A. Edwards putback Layup,[1630162],1610612750.0,MIN,putback,,,Edwards,A. Edwards,,,,,,,,,,1.35,Missed,,,,,,,,,,,,,,
117,PT03M05.00S,2022-03-01T00:27:52.6Z,1,REGULAR,rebound,offensive,[],1626156,,,1610612750,28,14,2022-03-01T00:30:28Z,1130000,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,116.0,2.0,1.0,1.0,,,,,,,,
118,PT02M50.00S,2022-03-01T00:28:06.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,3.4986859395532193,97.30392156862744,1610612750,28,17,2022-03-01T00:28:11Z,1140000,-237.0,-20.0,1,left,J. McDaniels 3PT  (6 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,23.73,Made,,,,,,,6.0,A. Edwards,1630162.0,2.0,,,,
120,PT02M28.00S,2022-03-01T00:28:30.2Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612739,28,17,2022-03-01T00:28:45Z,1160000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Allen 2 FT),"[1630183, 1628386]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,204058.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,,
122,PT02M28.00S,2022-03-01T00:28:43.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,28,17,2022-03-01T00:28:43Z,1180000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,out,[],1629164,,,1610612739,28,17,2022-03-01T00:31:38Z,1190000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,28,17,2022-03-01T00:31:38Z,1200000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612739,28,17,2022-03-01T00:31:38Z,1210000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,out,[],1630162,,,1610612739,28,17,2022-03-01T00:31:38Z,1220000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,in,[],1628374,,,1610612739,28,17,2022-03-01T00:31:38Z,1230000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,in,[],204025,,,1610612739,28,17,2022-03-01T00:31:38Z,1240000,,,0,,SUB in: T. Frazier,[204025],1610612739.0,CLE,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,in,[],1629162,,,1610612739,28,17,2022-03-01T00:31:38Z,1250000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M28.00S,2022-03-01T00:30:37.1Z,1,REGULAR,substitution,in,[],1627752,,,1610612739,28,17,2022-03-01T00:31:38Z,1260000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M28.00S,2022-03-01T00:31:51.1Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,29,17,2022-03-01T00:31:51Z,1270000,,,0,,J. Allen Free Throw 1 of 2 (9 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,
132,PT02M28.00S,2022-03-01T00:32:04.6Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,30,17,2022-03-01T00:32:04Z,1280000,,,0,,J. Allen Free Throw 2 of 2 (10 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,
133,PT02M13.00S,2022-03-01T00:32:20.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,19.793035479632064,91.66666666666666,1610612750,30,20,2022-03-01T00:32:24Z,1290000,-208.0,134.0,1,left,M. Beasley 24' 3PT  (3 PTS) (K. Towns 1 AST),"[1627736, 1626157]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,24.75,Made,,,,,,,3.0,K. Towns,1626157.0,1.0,,,,
135,PT01M59.00S,2022-03-01T00:32:34.7Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,30,20,2022-03-01T00:32:47Z,1310000,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1627752]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,1.0,Prince,1627752.0,
136,PT01M59.00S,2022-03-01T00:32:34.7Z,1,REGULAR,steal,,[],1627752,,,1610612750,30,20,2022-03-01T00:32:36Z,1320000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2022-03-01T00:32:40.8Z,1,REGULAR,foul,personal,['2freethrow'],204025,,,1610612750,30,20,2022-03-01T00:33:03Z,1330000,,,0,,T. Frazier shooting personal FOUL (1 PF) (Prince 2 FT),"[204025, 1627752]",1610612739.0,CLE,shooting,,,Frazier,T. Frazier,,,,,204058.0,1.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
139,PT01M55.00S,2022-03-01T00:33:10.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627752,,,1610612750,30,21,2022-03-01T00:33:10Z,1350000,,,0,,T. Prince Free Throw 1 of 2 (1 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
140,PT01M55.00S,2022-03-01T00:33:13.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612750,30,21,2022-03-01T00:33:22Z,1360000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M55.00S,2022-03-01T00:33:13.1Z,1,REGULAR,substitution,in,[],1630596,,,1610612750,30,21,2022-03-01T00:33:22Z,1370000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M55.00S,2022-03-01T00:33:32.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627752,,,1610612750,30,22,2022-03-01T00:33:32Z,1380000,,,0,,T. Prince Free Throw 2 of 2 (2 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,
143,PT01M37.00S,2022-03-01T00:33:52.2Z,1,REGULAR,3pt,Jump Shot,[],201567,70.90998685939553,16.911764705882355,1610612739,33,22,2022-03-01T00:38:46Z,1390000,-165.0,221.0,1,right,K. Love 27' 3PT pullup (6 PTS) (E. Mobley 1 AST),"[201567, 1630596]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,,,,27.6,Made,,,,,,,6.0,E. Mobley,1630596.0,1.0,,,,
145,PT01M18.00S,2022-03-01T00:34:11.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,14.273981603153747,40.68627450980392,1610612750,33,24,2022-03-01T00:34:18Z,1410000,47.0,82.0,1,left,K. Towns 9' driving Hook (8 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,9.41,Made,,,,,,,8.0,,,,,,,
146,PT00M58.90S,2022-03-01T00:34:29.8Z,1,REGULAR,2pt,Jump Shot,[],1630596,89.17542706964521,13.23529411764706,1610612739,35,24,2022-03-01T00:34:34Z,1420000,-184.0,49.0,1,right,E. Mobley 19' pullup Jump Shot (4 PTS) (T. Frazier 1 AST),"[1630596, 204025]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,,,,,,19.03,Made,,,,,,,4.0,T. Frazier,204025.0,1.0,,,,
148,PT00M45.80S,2022-03-01T00:34:46.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,5.995400788436268,49.26470588235294,1610612750,35,26,2022-03-01T00:34:53Z,1440000,4.0,4.0,1,left,K. Towns cutting DUNK (10 PTS) (J. McDaniels 1 AST),"[1626157, 1630183]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,,,,,,0.54,Made,,,,,,,10.0,J. McDaniels,1630183.0,1.0,,,,
150,PT00M27.80S,2022-03-01T00:35:08.9Z,1,REGULAR,3pt,Jump Shot,[],1629731,93.11760840998686,2.696078431372549,1610612739,35,26,2022-03-01T00:35:14Z,1460000,-237.0,12.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,23.68,Missed,,,,,,,,,,,,,,
151,PT00M23.90S,2022-03-01T00:35:12.8Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,35,26,2022-03-01T00:42:30Z,1470000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,
152,PT00M18.40S,2022-03-01T00:35:18.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,27.94021024967148,76.9607843137255,1610612750,35,26,2022-03-01T00:40:53Z,1480000,-135.0,210.0,1,left,MISS T. Prince 24' pullup 3PT,[1627752],1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,,,,,,24.96,Missed,,,,,,,,,,,,,,
153,PT00M16.00S,2022-03-01T00:35:20.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,35,26,2022-03-01T00:35:20Z,1490000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,
154,PT00M06.40S,2022-03-01T00:35:30.2Z,1,REGULAR,2pt,Jump Shot,[],204025,80.23981603153744,77.20588235294117,1610612739,37,26,2022-03-01T00:35:37Z,1500000,136.0,133.0,1,right,T. Frazier 19' Jump Shot (2 PTS) (E. Mobley 2 AST),"[204025, 1630596]",1610612739.0,CLE,,,,Frazier,T. Frazier,,,,,,,,,,19.04,Made,,,,,,,2.0,E. Mobley,1630596.0,2.0,,,,
156,PT00M02.80S,2022-03-01T00:35:41.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,40.68659658344284,18.137254901960784,1610612750,37,26,2022-03-01T00:41:35Z,1520000,159.0,330.0,1,left,MISS M. Beasley 36' pullup 3PT,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,,,36.64,Missed,,,,,,,,,,,,,,
157,PT00M01.70S,2022-03-01T00:35:45.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,37,26,2022-03-01T00:35:45Z,1530000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,
158,PT00M00.00S,2022-03-01T00:36:14.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,73.80091984231275,91.91176470588235,1610612739,37,26,2022-03-01T00:36:21Z,1540000,210.0,194.0,1,right,MISS L. Markkanen 28' turnaround fadeaway 3PT,[1628374],1610612739.0,CLE,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,,,,,,28.55,Missed,,,,,,,,,,,,,,
159,PT00M00.00S,2022-03-01T00:36:14.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,37,26,2022-03-01T00:36:21Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,
160,PT00M00.00S,2022-03-01T00:36:23.2Z,1,REGULAR,period,end,[],0,,,1610612739,37,26,2022-03-01T00:36:23Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-01T00:36:34.4Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612739,37,26,2022-03-01T00:38:59Z,1570000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-01T00:36:34.4Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612739,37,26,2022-03-01T00:38:59Z,1580000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-01T00:39:08.7Z,2,REGULAR,period,start,[],0,,,1610612750,37,26,2022-03-01T00:39:08Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M47.00S,2022-03-01T00:39:35.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,37,26,2022-03-01T00:39:35Z,1600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M36.00S,2022-03-01T00:39:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629162,12.697109067017081,62.745098039215684,1610612750,37,28,2022-03-01T00:39:54Z,1610000,-64.0,67.0,1,left,J. McLaughlin 9' driving floating bank Jump Shot (2 PTS) (N. Reid 1 AST),"[1629162, 1629675]",1610612750.0,MIN,driving floating bank,,,McLaughlin,J. McLaughlin,,,,,,,,,,9.24,Made,,,,,,,2.0,N. Reid,1629675.0,1.0,,,,
167,PT11M20.00S,2022-03-01T00:40:05.8Z,2,REGULAR,turnover,bad pass,[],204025,,,1610612739,37,28,2022-03-01T00:40:12Z,1630000,,,0,,T. Frazier bad pass TURNOVER (1 TO),"[204025, 1627752]",1610612739.0,CLE,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,1.0,Prince,1627752.0,
168,PT11M20.00S,2022-03-01T00:40:05.8Z,2,REGULAR,steal,,[],1627752,,,1610612750,37,28,2022-03-01T00:40:08Z,1640000,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M15.00S,2022-03-01T00:40:09.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,5.338370565045992,50.49019607843137,1610612750,37,30,2022-03-01T00:40:25Z,1650000,-2.0,-2.0,1,left,T. Prince running Layup (4 PTS) (J. McLaughlin 1 AST),"[1627752, 1629162]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,,,,,,0.34,Made,,,,,,,4.0,J. McLaughlin,1629162.0,1.0,,,,
171,PT10M56.00S,2022-03-01T00:40:33.8Z,2,REGULAR,turnover,3-second-violation,[],1630596,,,1610612739,37,30,2022-03-01T00:40:44Z,1670000,,,0,,E. Mobley 3-second-violation TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1146.0,,,,,,,,,,,,,,,,,1.0,,,
172,PT10M40.00S,2022-03-01T00:41:03.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,6.521024967148489,3.6764705882352944,1610612750,37,30,2022-03-01T00:41:12Z,1680000,232.0,9.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,23.18,Missed,,,,,,,,,,,,,,
173,PT10M34.00S,2022-03-01T00:41:09.0Z,2,REGULAR,rebound,offensive,[],1629162,,,1610612750,37,30,2022-03-01T00:41:12Z,1690000,,,0,,J. McLaughlin REBOUND (Off:1 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,172.0,2.0,1.0,1.0,,,,,,,,
174,PT10M30.00S,2022-03-01T00:41:12.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627736,23.603810775295663,9.068627450980392,1610612750,37,33,2022-03-01T00:41:18Z,1700000,205.0,169.0,1,left,M. Beasley 26' 3PT  (6 PTS) (J. McLaughlin 2 AST),"[1627736, 1629162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,26.57,Made,,,,,,,6.0,J. McLaughlin,1629162.0,2.0,,,,
176,PT10M29.00S,2022-03-01T00:41:20.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,37,33,2022-03-01T00:41:20Z,1720000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M29.00S,2022-03-01T00:42:42.8Z,2,REGULAR,substitution,out,[],204025,,,1610612739,37,33,2022-03-01T00:44:06Z,1730000,,,0,,SUB out: T. Frazier,[204025],1610612739.0,CLE,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M29.00S,2022-03-01T00:42:42.8Z,2,REGULAR,substitution,out,[],1628374,,,1610612739,37,33,2022-03-01T00:44:06Z,1740000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M29.00S,2022-03-01T00:42:42.8Z,2,REGULAR,substitution,in,[],1629164,,,1610612739,37,33,2022-03-01T00:44:06Z,1750000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M29.00S,2022-03-01T00:42:42.8Z,2,REGULAR,substitution,in,[],1626224,,,1610612739,37,33,2022-03-01T00:44:06Z,1760000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M02.00S,2022-03-01T00:44:39.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,86.15308804204993,46.32352941176471,1610612739,39,33,2022-03-01T00:44:45Z,1770000,-18.0,78.0,1,right,B. Goodwin 7' driving floating Jump Shot (10 PTS) (C. Osman 1 AST),"[1629164, 1626224]",1610612739.0,CLE,driving floating,,,Goodwin,B. Goodwin,,,,,,,,,,7.98,Made,,,,,,,10.0,C. Osman,1626224.0,1.0,,,,
